B14001A_001E,B14001A_001EA,B14001A_001M,B14001A_001MA,B14001A_002E,B14001A_002EA,B14001A_002M,B14001A_002MA,B14001A_003E,B14001A_003EA,B14001A_003M,B14001A_003MA,B14001A_004E,B14001A_004EA,B14001A_004M,B14001A_004MA,B14001A_005E,B14001A_005EA,B14001A_005M,B14001A_005MA,B14001A_006E,B14001A_006EA,B14001A_006M,B14001A_006MA,B14001A_007E,B14001A_007EA,B14001A_007M,B14001A_007MA,GEO_ID,NAME,state
4748941,null,7167,null,1204867,null,10357,null,135043,null,4861,null,495105,null,6081,null,264164,null,4736,null,310555,null,8486,null,3544074,null,10729,null,0400000US29,Missouri,29
828707,null,2611,null,194854,null,4448,null,19055,null,1934,null,77497,null,1866,null,45631,null,1981,null,52671,null,3694,null,633853,null,4218,null,0400000US30,Montana,30
1518900,null,5078,null,411161,null,6278,null,45576,null,2795,null,159248,null,3065,null,92597,null,2102,null,113740,null,4827,null,1107739,null,6561,null,0400000US31,Nebraska,31
1817978,null,13155,null,427417,null,8651,null,39970,null,3354,null,197935,null,5356,null,95478,null,4018,null,94034,null,5225,null,1390561,null,9832,null,0400000US32,Nevada,32
1208931,null,3087,null,308941,null,4478,null,31584,null,2404,null,124145,null,2478,null,69992,null,2038,null,83220,null,4157,null,899990,null,4930,null,0400000US33,New Hampshire,33
5842915,null,17950,null,1483437,null,11561,null,183004,null,5962,null,586157,null,7303,null,330923,null,6591,null,383353,null,9690,null,4359478,null,16059,null,0400000US34,New Jersey,34
1310926,null,10505,null,342092,null,7489,null,31933,null,2949,null,131286,null,3588,null,79305,null,4361,null,99568,null,5709,null,968834,null,9792,null,0400000US35,New Mexico,35
12337535,null,31098,null,3097971,null,18771,null,324159,null,8058,null,1162086,null,9113,null,669756,null,7601,null,941970,null,14052,null,9239564,null,27381,null,0400000US36,New York,36
6108714,null,14408,null,1493970,null,13143,null,165812,null,5679,null,613940,null,6846,null,307246,null,4903,null,406972,null,9479,null,4614744,null,14784,null,0400000US37,North Carolina,37
558787,null,1644,null,143627,null,2997,null,12024,null,1212,null,50400,null,1301,null,30209,null,1230,null,50994,null,2618,null,415160,null,3073,null,0400000US38,North Dakota,38
9285265,null,9438,null,2377295,null,13064,null,258319,null,6449,null,959735,null,7363,null,524888,null,6130,null,634353,null,10321,null,6907970,null,13451,null,0400000US39,Ohio,39
2606410,null,8384,null,628194,null,9179,null,75456,null,3552,null,254280,null,4103,null,134541,null,3298,null,163917,null,6452,null,1978216,null,9894,null,0400000US40,Oklahoma,40
3107174,null,10284,null,737959,null,9027,null,78240,null,4373,null,293856,null,5562,null,164183,null,3754,null,201680,null,7558,null,2369215,null,11357,null,0400000US41,Oregon,41
10080352,null,10999,null,2425127,null,12031,null,251546,null,6408,null,949341,null,7778,null,534938,null,5791,null,689302,null,9784,null,7655225,null,11336,null,0400000US42,Pennsylvania,42
850537,null,4927,null,219465,null,4624,null,21743,null,2425,null,73889,null,2287,null,42962,null,2029,null,80871,null,4091,null,631072,null,5202,null,0400000US44,Rhode Island,44
2864165,null,6116,null,673198,null,7900,null,74513,null,3991,null,287881,null,3671,null,139170,null,3316,null,171634,null,6486,null,2190967,null,7674,null,0400000US45,South Carolina,45
668949,null,2405,null,167667,null,4391,null,17012,null,1689,null,67742,null,1990,null,37494,null,1756,null,45419,null,3346,null,501282,null,4457,null,0400000US46,South Dakota,46
4693838,null,7995,null,1087946,null,9949,null,119439,null,5624,null,466801,null,5452,null,245559,null,3813,null,256147,null,7688,null,3605892,null,10164,null,0400000US47,Tennessee,47
16042920,null,48576,null,4397389,null,28275,null,536810,null,12758,null,1891412,null,15185,null,947677,null,11634,null,1021490,null,16065,null,11645531,null,35034,null,0400000US48,Texas,48
2247414,null,6922,null,739012,null,9377,null,85870,null,3793,null,300735,null,4974,null,147392,null,3261,null,205015,null,7861,null,1508402,null,9612,null,0400000US49,Utah,49
580931,null,1457,null,144556,null,2951,null,13768,null,1422,null,55386,null,1317,null,33395,null,1241,null,42007,null,2595,null,436375,null,3293,null,0400000US50,Vermont,50
5240073,null,11238,null,1337572,null,11720,null,146564,null,5858,null,516821,null,4897,null,275022,null,4226,null,399165,null,9478,null,3902501,null,14644,null,0400000US51,Virginia,51
5034237,null,12861,null,1211012,null,11472,null,130358,null,5415,null,495312,null,6675,null,278735,null,4491,null,306607,null,7088,null,3823225,null,13771,null,0400000US53,Washington,53
1657935,null,3751,null,378914,null,6029,null,40636,null,2769,null,156264,null,3316,null,89772,null,2494,null,92242,null,4289,null,1279021,null,5455,null,0400000US54,West Virginia,54
4725376,null,6425,null,1188719,null,9034,null,122995,null,4077,null,462251,null,4542,null,264528,null,3295,null,338945,null,7536,null,3536657,null,10088,null,0400000US55,Wisconsin,55
460904,null,2143,null,112352,null,3404,null,13991,null,1843,null,46918,null,1989,null,24609,null,1368,null,26834,null,2451,null,348552,null,3359,null,0400000US56,Wyoming,56
2889581,null,20966,null,850763,null,11327,null,86769,null,4793,null,358982,null,6012,null,193036,null,4904,null,211976,null,7429,null,2038818,null,15997,null,0400000US72,Puerto Rico,72
