B24082_001E,B24082_001EA,B24082_001M,B24082_001MA,B24082_002E,B24082_002EA,B24082_002M,B24082_002MA,B24082_003E,B24082_003EA,B24082_003M,B24082_003MA,B24082_004E,B24082_004EA,B24082_004M,B24082_004MA,B24082_005E,B24082_005EA,B24082_005M,B24082_005MA,B24082_006E,B24082_006EA,B24082_006M,B24082_006MA,B24082_007E,B24082_007EA,B24082_007M,B24082_007MA,B24082_008E,B24082_008EA,B24082_008M,B24082_008MA,B24082_009E,B24082_009EA,B24082_009M,B24082_009MA,B24082_010E,B24082_010EA,B24082_010M,B24082_010MA,B24082_011E,B24082_011EA,B24082_011M,B24082_011MA,B24082_012E,B24082_012EA,B24082_012M,B24082_012MA,B24082_013E,B24082_013EA,B24082_013M,B24082_013MA,B24082_014E,B24082_014EA,B24082_014M,B24082_014MA,B24082_015E,B24082_015EA,B24082_015M,B24082_015MA,B24082_016E,B24082_016EA,B24082_016M,B24082_016MA,B24082_017E,B24082_017EA,B24082_017M,B24082_017MA,B24082_018E,B24082_018EA,B24082_018M,B24082_018MA,B24082_019E,B24082_019EA,B24082_019M,B24082_019MA,B24082_020E,B24082_020EA,B24082_020M,B24082_020MA,GEO_ID,NAME,state
34183,null,624,null,32853,null,714,null,32182,null,365,null,51112,null,1854,null,35444,null,3170,null,36982,null,1926,null,41290,null,1990,null,58177,null,3351,null,29966,null,2263,null,7130,null,5228,null,22151,null,289,null,20884,null,336,null,20772,null,338,null,27190,null,3640,null,22240,null,993,null,30602,null,1910,null,32478,null,1516,null,44546,null,1843,null,14474,null,1491,null,6103,null,2729,null,0400000US01,Alabama,01
43152,null,1686,null,39148,null,2988,null,37230,null,2613,null,67371,null,22143,null,41528,null,5731,null,52640,null,8984,null,51006,null,3472,null,53122,null,5403,null,37355,null,6728,null,9463,null,18040,null,29681,null,1068,null,24661,null,1194,null,23963,null,1215,null,48000,null,17388,null,33550,null,2614,null,35509,null,2733,null,37662,null,3115,null,46047,null,5127,null,18476,null,3861,null,26250,null,38815,null,0400000US02,Alaska,02
35551,null,388,null,34806,null,595,null,33463,null,634,null,59334,null,4648,null,33299,null,4207,null,41815,null,1189,null,36684,null,1320,null,51267,null,1398,null,30087,null,2957,null,13868,null,11148,null,26133,null,423,null,25046,null,452,null,24811,null,524,null,33964,null,4132,null,30603,null,1374,null,31435,null,942,null,33241,null,1419,null,37122,null,4247,null,16648,null,1312,null,11694,null,6099,null,0400000US04,Arizona,04
31118,null,392,null,30917,null,477,null,30099,null,603,null,52231,null,2726,null,31037,null,2690,null,30723,null,1228,null,36245,null,1434,null,49811,null,3467,null,26006,null,1733,null,5313,null,3708,null,21188,null,302,null,19807,null,496,null,19651,null,523,null,23838,null,4044,null,25004,null,1645,null,28293,null,2839,null,30200,null,1367,null,39415,null,5838,null,15099,null,1509,null,5524,null,2357,null,0400000US05,Arkansas,05
38950,null,401,null,36313,null,206,null,35273,null,221,null,71775,null,1092,null,39881,null,1325,null,55465,null,943,null,55409,null,2073,null,52919,null,1678,null,36491,null,635,null,15192,null,4688,null,28611,null,285,null,26102,null,189,null,25836,null,184,null,40775,null,1216,null,34890,null,847,null,37942,null,903,null,39318,null,1306,null,47067,null,1231,null,21051,null,403,null,11613,null,1943,null,0400000US06,California,06
39109,null,690,null,38260,null,861,null,37074,null,555,null,52659,null,3899,null,35665,null,2806,null,43524,null,1821,null,42660,null,2424,null,55850,null,2441,null,31852,null,919,null,22036,null,16172,null,27205,null,344,null,26187,null,429,null,25930,null,427,null,32250,null,3354,null,30071,null,1212,null,33449,null,1685,null,31239,null,1623,null,48297,null,2451,null,16721,null,1071,null,10135,null,6082,null,0400000US08,Colorado,08
47537,null,930,null,47419,null,1049,null,46014,null,843,null,75409,null,5720,null,41534,null,2282,null,51292,null,1095,null,54928,null,2938,null,54477,null,2669,null,40858,null,2307,null,5848,null,8591,null,31871,null,397,null,30618,null,430,null,30476,null,445,null,37340,null,5219,null,34496,null,1350,null,41640,null,1729,null,44861,null,2697,null,49907,null,3269,null,21195,null,1112,null,18010,null,11279,null,0400000US09,Connecticut,09
40718,null,801,null,40529,null,1092,null,40049,null,1684,null,52119,null,2868,null,34484,null,3098,null,43532,null,3594,null,42999,null,4431,null,51618,null,1117,null,36529,null,5996,null,16362,null,34856,null,30353,null,757,null,28467,null,1841,null,28474,null,1912,null,28248,null,7107,null,33848,null,3092,null,38101,null,5153,null,36177,null,1963,null,46516,null,1467,null,20336,null,3135,null,18482,null,116283,null,0400000US10,Delaware,10
48950,null,3110,null,41549,null,1029,null,41019,null,964,null,76336,null,20109,null,52549,null,5329,null,51675,null,7712,null,51158,null,14301,null,70492,null,8330,null,48395,null,18848,null,-666666666,-,0,**,40068,null,1581,null,31319,null,1381,null,31037,null,1475,null,36801,null,19577,null,42129,null,1746,null,38353,null,9457,null,42984,null,10871,null,56821,null,4551,null,30378,null,7570,null,2499,"2,500-",0,***,0400000US11,District of Columbia,11
34275,null,376,null,32707,null,447,null,31541,null,213,null,50835,null,647,null,35137,null,1635,null,41736,null,596,null,39504,null,1420,null,51878,null,689,null,25875,null,598,null,20394,null,7224,null,26038,null,194,null,24690,null,302,null,24258,null,295,null,33278,null,1631,null,30009,null,710,null,34677,null,771,null,32545,null,930,null,43725,null,2123,null,16099,null,715,null,13734,null,5409,null,0400000US12,Florida,12
