B98022_001E,B98022_001EA,B98022_002E,B98022_002EA,B98022_003E,B98022_003EA,B98022_004E,B98022_004EA,B98022_005E,B98022_005EA,B98022_006E,B98022_006EA,B98022_007E,B98022_007EA,B98022_008E,B98022_008EA,B98022_009E,B98022_009EA,B98022_010E,B98022_010EA,GEO_ID,NAME,state
96.4,null,3.6,null,0.2,null,0.0,null,0.3,null,0.0,null,0.0,null,3.0,null,0.0,null,0.0,null,0400000US01,Alabama,01
94.6,null,5.4,null,0.0,null,4.3,null,0.0,null,0.0,null,0.0,null,1.0,null,0.0,null,0.0,null,0400000US02,Alaska,02
98.6,null,1.4,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0.6,null,0.8,null,0.0,null,0400000US04,Arizona,04
97.0,null,3.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,3.0,null,0.0,null,0.0,null,0400000US05,Arkansas,05
98.2,null,1.8,null,0.3,null,0.1,null,0.1,null,0.0,null,0.1,null,0.7,null,0.6,null,0.1,null,0400000US06,California,06
97.6,null,2.4,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,2.4,null,0.0,null,0.0,null,0400000US08,Colorado,08
97.1,null,2.9,null,0.7,null,0.4,null,0.1,null,0.0,null,0.0,null,1.2,null,0.4,null,0.0,null,0400000US09,Connecticut,09
97.6,null,2.4,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,2.4,null,0.0,null,0400000US10,Delaware,10
92.7,null,7.3,null,2.6,null,0.0,null,0.0,null,0.0,null,0.0,null,4.7,null,0.0,null,0.0,null,0400000US11,District of Columbia,11
96.5,null,3.5,null,0.7,null,0.0,null,1.2,null,0.0,null,0.0,null,1.6,null,0.0,null,0.0,null,0400000US12,Florida,12
97.2,null,2.8,null,0.2,null,0.0,null,0.0,null,0.0,null,0.0,null,1.9,null,0.6,null,0.0,null,0400000US13,Georgia,13
98.7,null,1.3,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,1.3,null,0.0,null,0.0,null,0400000US15,Hawaii,15
99.0,null,1.0,null,0.8,null,0.2,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0400000US16,Idaho,16
99.4,null,0.6,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,0.5,null,0.0,null,0.0,null,0400000US17,Illinois,17
98.7,null,1.3,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,1.3,null,0.0,null,0.0,null,0400000US18,Indiana,18
99.8,null,0.2,null,0.1,null,0.0,null,0.0,null,0.0,null,0.0,null,0.1,null,0.0,null,0.0,null,0400000US19,Iowa,19
98.1,null,1.9,null,0.0,null,0.1,null,0.2,null,0.0,null,0.0,null,1.6,null,0.0,null,0.0,null,0400000US20,Kansas,20
97.4,null,2.6,null,0.7,null,0.0,null,0.0,null,0.0,null,0.0,null,1.8,null,0.0,null,0.0,null,0400000US21,Kentucky,21
96.5,null,3.5,null,1.4,null,0.5,null,0.0,null,0.0,null,0.0,null,1.6,null,0.0,null,0.0,null,0400000US22,Louisiana,22
96.6,null,3.4,null,1.8,null,0.7,null,0.0,null,0.0,null,0.2,null,0.7,null,0.0,null,0.0,null,0400000US23,Maine,23
97.7,null,2.3,null,0.4,null,0.0,null,0.1,null,0.0,null,0.3,null,1.5,null,0.0,null,0.0,null,0400000US24,Maryland,24
97.2,null,2.8,null,1.3,null,0.3,null,0.1,null,0.0,null,0.0,null,0.5,null,0.4,null,0.2,null,0400000US25,Massachusetts,25
97.3,null,2.7,null,0.7,null,0.0,null,0.0,null,0.0,null,0.0,null,1.5,null,0.5,null,0.0,null,0400000US26,Michigan,26
