C18021_001E,C18021_001EA,C18021_001M,C18021_001MA,C18021_002E,C18021_002EA,C18021_002M,C18021_002MA,C18021_003E,C18021_003EA,C18021_003M,C18021_003MA,C18021_004E,C18021_004EA,C18021_004M,C18021_004MA,C18021_005E,C18021_005EA,C18021_005M,C18021_005MA,C18021_006E,C18021_006EA,C18021_006M,C18021_006MA,C18021_007E,C18021_007EA,C18021_007M,C18021_007MA,C18021_008E,C18021_008EA,C18021_008M,C18021_008MA,C18021_009E,C18021_009EA,C18021_009M,C18021_009MA,C18021_010E,C18021_010EA,C18021_010M,C18021_010MA,C18021_011E,C18021_011EA,C18021_011M,C18021_011MA,C18021_012E,C18021_012EA,C18021_012M,C18021_012MA,C18021_013E,C18021_013EA,C18021_013M,C18021_013MA,C18021_014E,C18021_014EA,C18021_014M,C18021_014MA,C18021_015E,C18021_015EA,C18021_015M,C18021_015MA,GEO_ID,NAME,state
2956627,null,5820,null,122803,null,5995,null,71352,null,4149,null,31420,null,2716,null,39932,null,3285,null,51451,null,3687,null,14405,null,1868,null,37046,null,3229,null,2833824,null,9287,null,1359214,null,7061,null,1008467,null,10477,null,350747,null,8384,null,1474610,null,5339,null,894067,null,10393,null,580543,null,9089,null,0400000US01,Alabama,01
457758,null,2791,null,18228,null,1850,null,11197,null,1503,null,5573,null,1044,null,5624,null,1069,null,7031,null,1203,null,3509,null,884,null,3522,null,927,null,439530,null,3027,null,222494,null,2991,null,167849,null,3421,null,54645,null,2927,null,217036,null,1791,null,143596,null,2654,null,73440,null,2936,null,0400000US02,Alaska,02
3958827,null,4939,null,107115,null,5264,null,61140,null,4263,null,29959,null,3166,null,31181,null,3077,null,45975,null,3764,null,15687,null,2316,null,30288,null,3374,null,3851712,null,7529,null,1924090,null,6200,null,1478657,null,10648,null,445433,null,9732,null,1927622,null,5036,null,1208903,null,11051,null,718719,null,10381,null,0400000US04,Arizona,04
1783300,null,4047,null,74922,null,4713,null,43966,null,3342,null,19708,null,2136,null,24258,null,2406,null,30956,null,2945,null,10154,null,1577,null,20802,null,2391,null,1708378,null,5972,null,829070,null,4911,null,607973,null,7433,null,221097,null,6387,null,879308,null,4280,null,550017,null,8135,null,329291,null,7770,null,0400000US05,Arkansas,05
23813857,null,10948,null,516541,null,13513,null,292756,null,9684,null,140224,null,7495,null,152532,null,6352,null,223785,null,7751,null,82862,null,4566,null,140923,null,6205,null,23297316,null,15920,null,11636729,null,13106,null,8838145,null,22875,null,2798584,null,25623,null,11660587,null,9730,null,7225486,null,29934,null,4435101,null,29481,null,0400000US06,California,06
3244377,null,4392,null,80375,null,5318,null,44790,null,3966,null,24829,null,2520,null,19961,null,2661,null,35585,null,3496,null,16964,null,2158,null,18621,null,2746,null,3164002,null,7319,null,1596694,null,5797,null,1292601,null,8873,null,304093,null,9288,null,1567308,null,4546,null,1073907,null,9161,null,493401,null,9117,null,0400000US08,Colorado,08
2280955,null,3659,null,43841,null,3705,null,26274,null,2695,null,14633,null,2095,null,11641,null,1763,null,17567,null,1996,null,7702,null,1393,null,9865,null,1596,null,2237114,null,5311,null,1091401,null,4394,null,868306,null,7126,null,223095,null,6957,null,1145713,null,3078,null,801922,null,6994,null,343791,null,7019,null,0400000US09,Connecticut,09
557332,null,1905,null,14255,null,1904,null,8715,null,1386,null,3540,null,988,null,5175,null,1276,null,5540,null,1107,null,2389,null,731,null,3151,null,797,null,543077,null,2640,null,259630,null,1863,null,202102,null,3746,null,57528,null,3552,null,283447,null,1614,null,191282,null,3957,null,92165,null,4302,null,0400000US10,Delaware,10
404199,null,1682,null,9664,null,1575,null,4794,null,1187,null,1831,null,657,null,2963,null,943,null,4870,null,1232,null,1664,null,680,null,3206,null,1018,null,394535,null,2310,null,184138,null,2084,null,130983,null,3255,null,53155,null,3427,null,210397,null,2014,null,144770,null,4110,null,65627,null,3829,null,0400000US11,District of Columbia,11
11362681,null,10312,null,287873,null,11029,null,158931,null,7303,null,78811,null,4918,null,80120,null,5255,null,128942,null,6460,null,51693,null,4490,null,77249,null,5092,null,11074808,null,14513,null,5419528,null,9725,null,4145644,null,19232,null,1273884,null,17175,null,5655280,null,10542,null,3697852,null,19519,null,1957428,null,20381,null,0400000US12,Florida,12
