C17007_001E,C17007_001EA,C17007_001M,C17007_001MA,C17007_002E,C17007_002EA,C17007_002M,C17007_002MA,C17007_003E,C17007_003EA,C17007_003M,C17007_003MA,C17007_004E,C17007_004EA,C17007_004M,C17007_004MA,C17007_005E,C17007_005EA,C17007_005M,C17007_005MA,C17007_006E,C17007_006EA,C17007_006M,C17007_006MA,C17007_007E,C17007_007EA,C17007_007M,C17007_007MA,GEO_ID,NAME,state
741775,null,14341,null,220929,null,9525,null,94355,null,6526,null,126574,null,6035,null,520846,null,10918,null,257642,null,7584,null,263204,null,7189,null,0400000US01,Alabama,01
125144,null,5357,null,23429,null,2662,null,13449,null,2111,null,9980,null,1436,null,101715,null,4457,null,60385,null,3567,null,41330,null,3168,null,0400000US02,Alaska,02
1180632,null,21178,null,262400,null,9825,null,124476,null,6917,null,137924,null,6695,null,918232,null,17163,null,486102,null,12261,null,432130,null,9430,null,0400000US04,Arizona,04
461376,null,10281,null,140466,null,6248,null,62482,null,4691,null,77984,null,4349,null,320910,null,9315,null,165673,null,7070,null,155237,null,5524,null,0400000US05,Arkansas,05
6342098,null,50984,null,1383968,null,25322,null,616187,null,15939,null,767781,null,15682,null,4958130,null,46138,null,2622339,null,27763,null,2335791,null,27549,null,0400000US06,California,06
964744,null,16313,null,206822,null,9000,null,93661,null,5692,null,113161,null,6322,null,757922,null,14650,null,404797,null,10227,null,353125,null,9078,null,0400000US08,Colorado,08
606497,null,10606,null,103232,null,5756,null,45211,null,3781,null,58021,null,4485,null,503265,null,9034,null,240326,null,6566,null,262939,null,6346,null,0400000US09,Connecticut,09
148488,null,6186,null,33057,null,3427,null,12204,null,2072,null,20853,null,2517,null,115431,null,5352,null,57146,null,3253,null,58285,null,3442,null,0400000US10,Delaware,10
199328,null,5700,null,40658,null,3731,null,17326,null,2497,null,23332,null,2549,null,158670,null,5472,null,78491,null,3584,null,80179,null,3896,null,0400000US11,District of Columbia,11
3592179,null,37214,null,794455,null,19594,null,342385,null,12427,null,452070,null,12714,null,2797724,null,32209,null,1449201,null,22806,null,1348523,null,19964,null,0400000US12,Florida,12
1568881,null,21457,null,385030,null,12377,null,164396,null,8354,null,220634,null,9047,null,1183851,null,19916,null,618770,null,14790,null,565081,null,12444,null,0400000US13,Georgia,13
214065,null,6919,null,44544,null,3850,null,20382,null,2621,null,24162,null,3241,null,169521,null,6468,null,93006,null,4781,null,76515,null,3726,null,0400000US15,Hawaii,15
238189,null,8231,null,56255,null,3671,null,21347,null,2559,null,34908,null,2784,null,181934,null,6939,null,97762,null,5349,null,84172,null,3910,null,0400000US16,Idaho,16
2177087,null,24256,null,489999,null,11889,null,214724,null,7642,null,275275,null,8842,null,1687088,null,20767,null,852462,null,16336,null,834626,null,10566,null,0400000US17,Illinois,17
1094380,null,15071,null,268436,null,10149,null,113751,null,6715,null,154685,null,6134,null,825944,null,12969,null,421348,null,8794,null,404596,null,8626,null,0400000US18,Indiana,18
