C18036_001E,C18036_001EA,C18036_001M,C18036_001MA,C18036_002E,C18036_002EA,C18036_002M,C18036_002MA,C18036_003E,C18036_003EA,C18036_003M,C18036_003MA,C18036_004E,C18036_004EA,C18036_004M,C18036_004MA,C18036_005E,C18036_005EA,C18036_005M,C18036_005MA,C18036_006E,C18036_006EA,C18036_006M,C18036_006MA,C18036_007E,C18036_007EA,C18036_007M,C18036_007MA,C18036_008E,C18036_008EA,C18036_008M,C18036_008MA,C18036_009E,C18036_009EA,C18036_009M,C18036_009MA,C18036_010E,C18036_010EA,C18036_010M,C18036_010MA,C18036_011E,C18036_011EA,C18036_011M,C18036_011MA,C18036_012E,C18036_012EA,C18036_012M,C18036_012MA,C18036_013E,C18036_013EA,C18036_013M,C18036_013MA,C18036_014E,C18036_014EA,C18036_014M,C18036_014MA,C18036_015E,C18036_015EA,C18036_015M,C18036_015MA,GEO_ID,NAME,state
2920521,null,5677,null,339631,null,9333,null,158303,null,6463,null,46313,null,3617,null,111990,null,5626,null,181328,null,6441,null,66136,null,4414,null,115192,null,5724,null,2580890,null,12147,null,1254595,null,9011,null,129457,null,7043,null,1125138,null,10700,null,1326295,null,7148,null,203801,null,8480,null,1122494,null,10479,null,0400000US01,Alabama,01
455379,null,2791,null,28394,null,2997,null,13612,null,1666,null,2292,null,596,null,11320,null,1621,null,14782,null,2086,null,2425,null,678,null,12357,null,1801,null,426985,null,3444,null,218628,null,2611,null,17322,null,2267,null,201306,null,3174,null,208357,null,2570,null,16537,null,1807,null,191820,null,2794,null,0400000US02,Alaska,02
3941487,null,4939,null,266471,null,9995,null,126322,null,6066,null,31555,null,3465,null,94767,null,5236,null,140149,null,7215,null,41872,null,3484,null,98277,null,5711,null,3675016,null,11763,null,1850547,null,7592,null,197374,null,10177,null,1653173,null,12097,null,1824469,null,8096,null,240940,null,10797,null,1583529,null,12091,null,0400000US04,Arizona,04
1759947,null,4056,null,204061,null,6767,null,97784,null,4811,null,31750,null,3507,null,66034,null,3854,null,106277,null,4145,null,37879,null,2704,null,68398,null,4059,null,1555886,null,8017,null,765563,null,6552,null,89264,null,5442,null,676299,null,7562,null,790323,null,4805,null,126914,null,6145,null,663409,null,7252,null,0400000US05,Arkansas,05
23664721,null,10948,null,1400984,null,19455,null,675294,null,13328,null,160989,null,7838,null,514305,null,11454,null,725690,null,12612,null,185184,null,6594,null,540506,null,11288,null,22263737,null,20132,null,11188965,null,14115,null,998540,null,20188,null,10190425,null,26261,null,11074772,null,13644,null,1348565,null,22097,null,9726207,null,26412,null,0400000US06,California,06
3220878,null,4392,null,176424,null,7325,null,85562,null,5279,null,22448,null,2554,null,63114,null,4363,null,90862,null,4787,null,26730,null,3059,null,64132,null,4013,null,3044454,null,8616,null,1544467,null,6349,null,134441,null,7833,null,1410026,null,8849,null,1499987,null,5606,null,172833,null,6874,null,1327154,null,8303,null,0400000US08,Colorado,08
2235158,null,3659,null,121327,null,5224,null,58955,null,3880,null,13282,null,1882,null,45673,null,3338,null,62372,null,3598,null,16955,null,2146,null,45417,null,2906,null,2113831,null,5950,null,1038693,null,5010,null,53166,null,4243,null,985527,null,5967,null,1075138,null,4340,null,78639,null,5191,null,996499,null,6119,null,0400000US09,Connecticut,09
547238,null,1905,null,38020,null,3742,null,17929,null,2415,null,3610,null,991,null,14319,null,2123,null,20091,null,2293,null,5111,null,1163,null,14980,null,1974,null,509218,null,4159,null,246692,null,2891,null,15359,null,2152,null,231333,null,3574,null,262526,null,2336,null,28576,null,3364,null,233950,null,3804,null,0400000US10,Delaware,10
390294,null,1482,null,23032,null,2531,null,11574,null,1651,null,5314,null,1252,null,6260,null,1442,null,11458,null,1738,null,4972,null,1211,null,6486,null,1421,null,367262,null,2724,null,171983,null,2537,null,19511,null,2911,null,152472,null,3063,null,195279,null,2002,null,30633,null,3510,null,164646,null,3651,null,0400000US11,District of Columbia,11
11298835,null,10312,null,750947,null,14451,null,367113,null,9404,null,86448,null,5059,null,280665,null,8173,null,383834,null,9145,null,112715,null,6052,null,271119,null,7314,null,10547888,null,16431,null,5181355,null,11230,null,442538,null,12014,null,4738817,null,15026,null,5366533,null,12811,null,633205,null,16132,null,4733328,null,16759,null,0400000US12,Florida,12
6135464,null,6330,null,445059,null,10233,null,207497,null,7370,null,57142,null,4483,null,150355,null,5652,null,237562,null,8246,null,77863,null,5112,null,159699,null,6104,null,5690405,null,11876,null,2783762,null,9385,null,258594,null,11655,null,2525168,null,13306,null,2906643,null,9906,null,372541,null,10513,null,2534102,null,14014,null,0400000US13,Georgia,13
