B18020H_001E,B18020H_001EA,B18020H_001M,B18020H_001MA,B18020H_002E,B18020H_002EA,B18020H_002M,B18020H_002MA,B18020H_003E,B18020H_003EA,B18020H_003M,B18020H_003MA,B18020H_004E,B18020H_004EA,B18020H_004M,B18020H_004MA,B18020H_005E,B18020H_005EA,B18020H_005M,B18020H_005MA,B18020H_006E,B18020H_006EA,B18020H_006M,B18020H_006MA,B18020H_007E,B18020H_007EA,B18020H_007M,B18020H_007MA,B18020H_008E,B18020H_008EA,B18020H_008M,B18020H_008MA,B18020H_009E,B18020H_009EA,B18020H_009M,B18020H_009MA,B18020H_010E,B18020H_010EA,B18020H_010M,B18020H_010MA,B18020H_011E,B18020H_011EA,B18020H_011M,B18020H_011MA,B18020H_012E,B18020H_012EA,B18020H_012M,B18020H_012MA,B18020H_013E,B18020H_013EA,B18020H_013M,B18020H_013MA,B18020H_014E,B18020H_014EA,B18020H_014M,B18020H_014MA,B18020H_015E,B18020H_015EA,B18020H_015M,B18020H_015MA,B18020H_016E,B18020H_016EA,B18020H_016M,B18020H_016MA,B18020H_017E,B18020H_017EA,B18020H_017M,B18020H_017MA,B18020H_018E,B18020H_018EA,B18020H_018M,B18020H_018MA,B18020H_019E,B18020H_019EA,B18020H_019M,B18020H_019MA,B18020H_020E,B18020H_020EA,B18020H_020M,B18020H_020MA,B18020H_021E,B18020H_021EA,B18020H_021M,B18020H_021MA,B18020H_022E,B18020H_022EA,B18020H_022M,B18020H_022MA,B18020H_023E,B18020H_023EA,B18020H_023M,B18020H_023MA,B18020H_024E,B18020H_024EA,B18020H_024M,B18020H_024MA,B18020H_025E,B18020H_025EA,B18020H_025M,B18020H_025MA,B18020H_026E,B18020H_026EA,B18020H_026M,B18020H_026MA,B18020H_027E,B18020H_027EA,B18020H_027M,B18020H_027MA,B18020H_028E,B18020H_028EA,B18020H_028M,B18020H_028MA,B18020H_029E,B18020H_029EA,B18020H_029M,B18020H_029MA,B18020H_030E,B18020H_030EA,B18020H_030M,B18020H_030MA,B18020H_031E,B18020H_031EA,B18020H_031M,B18020H_031MA,GEO_ID,NAME,state
3650661,null,5040,null,439666,null,11234,null,218262,null,8541,null,47346,null,4255,null,20378,null,2493,null,26968,null,3217,null,170916,null,7204,null,68484,null,4546,null,102432,null,4990,null,221404,null,7620,null,36382,null,4412,null,13875,null,2355,null,22507,null,3330,null,185022,null,6428,null,53042,null,3608,null,131980,null,5828,null,3210995,null,12561,null,1579199,null,9932,null,593963,null,5326,null,439968,null,5796,null,153995,null,5618,null,985236,null,7474,null,880615,null,8992,null,104621,null,4406,null,1631796,null,7976,null,618147,null,4807,null,389316,null,6931,null,228831,null,7165,null,1013649,null,6528,null,734995,null,7853,null,278654,null,7577,null,0400000US13,Georgia,13
204833,null,1687,null,21992,null,2816,null,12521,null,1889,null,2723,null,1100,null,957,null,695,null,1766,null,857,null,9798,null,1502,null,3932,null,1101,null,5866,null,1097,null,9471,null,1508,null,1815,null,910,null,665,null,506,null,1150,null,710,null,7656,null,1306,null,2720,null,759,null,4936,null,1192,null,182841,null,3205,null,93520,null,2339,null,34719,null,1845,null,26305,null,2154,null,8414,null,1700,null,58801,null,1918,null,49015,null,1889,null,9786,null,1445,null,89321,null,1718,null,32597,null,1254,null,19934,null,1590,null,12663,null,1508,null,56724,null,1280,null,41088,null,1809,null,15636,null,1629,null,0400000US15,Hawaii,15
817915,null,2126,null,99628,null,4745,null,51703,null,3825,null,12790,null,2045,null,7274,null,1603,null,5516,null,1104,null,38913,null,2835,null,16995,null,1644,null,21918,null,2299,null,47925,null,2691,null,10345,null,1486,null,5073,null,1116,null,5272,null,1127,null,37580,null,2442,null,13480,null,1459,null,24100,null,1957,null,718287,null,5306,null,356472,null,4121,null,150799,null,2521,null,119422,null,2582,null,31377,null,2603,null,205673,null,2958,null,182809,null,3195,null,22864,null,2320,null,361815,null,3171,null,149982,null,1901,null,97524,null,3040,null,52458,null,3265,null,211833,null,2711,null,157765,null,3432,null,54068,null,3046,null,0400000US16,Idaho,16
5495631,null,5597,null,527765,null,11745,null,269938,null,7999,null,61323,null,3613,null,29038,null,2687,null,32285,null,2854,null,208615,null,6877,null,90088,null,4439,null,118527,null,5209,null,257827,null,7745,null,50766,null,4041,null,22085,null,2355,null,28681,null,2779,null,207061,null,6636,null,78763,null,3432,null,128298,null,5468,null,4967866,null,12885,null,2468967,null,9029,null,947737,null,4856,null,687772,null,7002,null,259965,null,6568,null,1521230,null,7300,null,1352131,null,8040,null,169099,null,5245,null,2498899,null,8618,null,942129,null,4569,null,641435,null,7498,null,300694,null,6845,null,1556770,null,7102,null,1171426,null,8476,null,385344,null,7284,null,0400000US17,Illinois,17
3445753,null,4198,null,441980,null,10660,null,216348,null,7309,null,50971,null,3955,null,22075,null,2375,null,28896,null,2736,null,165377,null,5666,null,69112,null,3650,null,96265,null,4146,null,225632,null,6523,null,43269,null,3266,null,16961,null,2209,null,26308,null,2604,null,182363,null,5695,null,59100,null,3262,null,123263,null,5115,null,3003773,null,11708,null,1497129,null,7890,null,599447,null,4463,null,443265,null,6227,null,156182,null,5227,null,897682,null,5828,null,802684,null,6288,null,94998,null,4015,null,1506644,null,6740,null,598120,null,3863,null,386480,null,5932,null,211640,null,5383,null,908524,null,5909,null,694379,null,8299,null,214145,null,6729,null,0400000US18,Indiana,18
1737191,null,2166,null,197514,null,6641,null,99656,null,4762,null,24400,null,2430,null,12894,null,1794,null,11506,null,1613,null,75256,null,3932,null,34524,null,2805,null,40732,null,3025,null,97858,null,3887,null,20903,null,2099,null,9684,null,1381,null,11219,null,1655,null,76955,null,3202,null,31510,null,2641,null,45445,null,2989,null,1539677,null,6554,null,768435,null,4861,null,306713,null,2733,null,243841,null,3987,null,62872,null,3760,null,461722,null,3871,null,420024,null,4451,null,41698,null,2284,null,771242,null,4201,null,304178,null,2368,null,228696,null,3562,null,75482,null,3575,null,467064,null,3400,null,380583,null,3993,null,86481,null,2974,null,0400000US19,Iowa,19
1443030,null,2426,null,164924,null,5783,null,84450,null,3754,null,22635,null,2612,null,12031,null,1807,null,10604,null,1590,null,61815,null,2496,null,28676,null,1988,null,33139,null,2072,null,80474,null,3830,null,16481,null,2123,null,8114,null,1380,null,8367,null,1512,null,63993,null,3121,null,25115,null,1962,null,38878,null,2564,null,1278106,null,6008,null,632695,null,4023,null,253236,null,3248,null,193066,null,3652,null,60170,null,3671,null,379459,null,2844,null,347077,null,3565,null,32382,null,2397,null,645411,null,4027,null,255625,null,2899,null,180863,null,4242,null,74762,null,3873,null,389786,null,3068,null,312881,null,3767,null,76905,null,3264,null,0400000US20,Kansas,20
2443897,null,3274,null,461624,null,11448,null,227778,null,7362,null,50194,null,3758,null,19126,null,2773,null,31068,null,2810,null,177584,null,6077,null,53992,null,3772,null,123592,null,4887,null,233846,null,7460,null,45487,null,3473,null,14771,null,2030,null,30716,null,2944,null,188359,null,6611,null,47438,null,3677,null,140921,null,5044,null,1982273,null,11822,null,971734,null,7834,null,401805,null,4028,null,290829,null,5302,null,110976,null,5290,null,569929,null,5976,null,497148,null,6352,null,72781,null,3785,null,1010539,null,7367,null,412865,null,3653,null,269622,null,5955,null,143243,null,5579,null,597674,null,6454,null,443679,null,7369,null,153995,null,4567,null,0400000US21,Kentucky,21
1738280,null,2763,null,251969,null,7960,null,130076,null,5439,null,31633,null,2699,null,15552,null,1766,null,16081,null,2139,null,98443,null,4230,null,40656,null,2814,null,57787,null,3214,null,121893,null,4902,null,24037,null,2144,null,8276,null,1428,null,15761,null,1925,null,97856,null,4100,null,31523,null,2367,null,66333,null,3808,null,1486311,null,8770,null,726919,null,6034,null,294524,null,3958,null,222104,null,4812,null,72420,null,4099,null,432395,null,4179,null,383777,null,5006,null,48618,null,3265,null,759392,null,5418,null,308833,null,2780,null,191358,null,5031,null,117475,null,5385,null,450559,null,4388,null,315836,null,5130,null,134723,null,5175,null,0400000US22,Louisiana,22
831314,null,2187,null,134030,null,4624,null,69033,null,2934,null,14908,null,1828,null,5973,null,1114,null,8935,null,1239,null,54125,null,2269,null,21805,null,1914,null,32320,null,2191,null,64997,null,3442,null,13085,null,1873,null,4456,null,1149,null,8629,null,1418,null,51912,null,2783,null,17285,null,1628,null,34627,null,2382,null,697284,null,5450,null,339900,null,3308,null,122148,null,2366,null,91222,null,2750,null,30926,null,1997,null,217752,null,2460,null,194021,null,3011,null,23731,null,2081,null,357384,null,4009,null,124649,null,2105,null,87669,null,2323,null,36980,null,2162,null,232735,null,2992,null,185036,null,3438,null,47699,null,2750,null,0400000US23,Maine,23
2138111,null,4689,null,224295,null,8835,null,110882,null,5122,null,26137,null,2513,null,12125,null,2109,null,14012,null,1843,null,84745,null,4060,null,38398,null,2862,null,46347,null,3124,null,113413,null,5752,null,23561,null,2831,null,11224,null,1937,null,12337,null,2177,null,89852,null,4499,null,36850,null,2880,null,53002,null,3031,null,1913816,null,9090,null,941718,null,5273,null,341406,null,3046,null,254290,null,4008,null,87116,null,3865,null,600312,null,3865,null,544731,null,4672,null,55581,null,3322,null,972098,null,6364,null,344442,null,3483,null,239118,null,4621,null,105324,null,4068,null,627656,null,4728,null,481987,null,5747,null,145669,null,5246,null,0400000US24,Maryland,24
3395809,null,6104,null,361497,null,8989,null,184101,null,6423,null,47006,null,4060,null,20878,null,2699,null,26128,null,2494,null,137095,null,5145,null,51975,null,3198,null,85120,null,4293,null,177396,null,6157,null,33307,null,2988,null,12999,null,1619,null,20308,null,2475,null,144089,null,5985,null,48692,null,3766,null,95397,null,5123,null,3034312,null,9949,null,1482928,null,7190,null,538751,null,5093,null,388925,null,6575,null,149826,null,6041,null,944177,null,5267,null,837175,null,6838,null,107002,null,5330,null,1551384,null,7170,null,556331,null,4213,null,395870,null,6456,null,160461,null,5990,null,995053,null,6177,null,790559,null,7805,null,204494,null,6318,null,0400000US25,Massachusetts,25
5138368,null,4124,null,654636,null,10952,null,332914,null,8119,null,80373,null,4614,null,31526,null,2920,null,48847,null,3991,null,252541,null,6671,null,88688,null,4620,null,163853,null,6041,null,321722,null,7450,null,65744,null,3879,null,24998,null,2316,null,40746,null,3233,null,255978,null,6086,null,75616,null,3955,null,180362,null,4903,null,4483732,null,12234,null,2235923,null,9043,null,851918,null,5598,null,603223,null,7588,null,248695,null,6306,null,1384005,null,6602,null,1165036,null,8007,null,218969,null,5127,null,2247809,null,8129,null,845423,null,4349,null,563624,null,6451,null,281799,null,6428,null,1402386,null,6205,null,1013285,null,8250,null,389101,null,6805,null,0400000US26,Michigan,26
2964913,null,3406,null,282936,null,6296,null,148825,null,4781,null,37457,null,2565,null,20021,null,2067,null,17436,null,1630,null,111368,null,3739,null,53923,null,2663,null,57445,null,3056,null,134111,null,4571,null,32264,null,2487,null,17541,null,1952,null,14723,null,1543,null,101847,null,4048,null,44994,null,2818,null,56853,null,3107,null,2681977,null,8031,null,1339727,null,5813,null,512851,null,3726,null,403732,null,3997,null,109119,null,3770,null,826876,null,3773,null,739301,null,4819,null,87575,null,3453,null,1342250,null,5322,null,503191,null,3108,null,379855,null,4871,null,123336,null,4756,null,839059,null,4132,null,680146,null,5910,null,158913,null,5025,null,0400000US27,Minnesota,27
1089238,null,3051,null,184868,null,7150,null,93622,null,4595,null,19662,null,2589,null,8866,null,1544,null,10796,null,2001,null,73960,null,3373,null,27893,null,2525,null,46067,null,2815,null,91246,null,4848,null,14690,null,2054,null,5127,null,1135,null,9563,null,1742,null,76556,null,4356,null,20022,null,2200,null,56534,null,3883,null,904370,null,7682,null,444207,null,5462,null,180886,null,3714,null,129135,null,4069,null,51751,null,3389,null,263321,null,3324,null,235233,null,3808,null,28088,null,2389,null,460163,null,5074,null,186548,null,2499,null,110144,null,3811,null,76404,null,3542,null,273615,null,4735,null,196796,null,5043,null,76819,null,4148,null,0400000US28,Mississippi,28
3123473,null,3920,null,440872,null,9698,null,217585,null,6266,null,48716,null,3497,null,22293,null,2563,null,26423,null,2636,null,168869,null,5818,null,68336,null,3926,null,100533,null,4523,null,223287,null,6964,null,43459,null,3620,null,17977,null,2138,null,25482,null,2963,null,179828,null,6162,null,61581,null,3443,null,118247,null,4570,null,2682601,null,9998,null,1324950,null,6657,null,534236,null,3863,null,403799,null,5650,null,130437,null,4391,null,790714,null,5938,null,703190,null,7168,null,87524,null,4016,null,1357651,null,7099,null,538801,null,4259,null,375810,null,5444,null,162991,null,5236,null,818850,null,6087,null,636076,null,6926,null,182774,null,6454,null,0400000US29,Missouri,29
555634,null,1532,null,71280,null,4270,null,38915,null,3076,null,7283,null,1335,null,3722,null,970,null,3561,null,1036,null,31632,null,2733,null,13937,null,1950,null,17695,null,2001,null,32365,null,2320,null,6761,null,1266,null,2953,null,881,null,3808,null,1012,null,25604,null,2059,null,10443,null,1297,null,15161,null,1699,null,484354,null,4624,null,241039,null,3363,null,95356,null,1549,null,72686,null,2475,null,22670,null,2444,null,145683,null,2816,null,127791,null,3381,null,17892,null,1679,null,243315,null,2531,null,90179,null,1466,null,62003,null,2413,null,28176,null,2220,null,153136,null,2118,null,116811,null,2973,null,36325,null,2488,null,0400000US30,Montana,30
963540,null,2438,null,101550,null,4277,null,54169,null,2633,null,12408,null,1538,null,6977,null,1215,null,5431,null,919,null,41761,null,2233,null,20016,null,1592,null,21745,null,1677,null,47381,null,3359,null,9406,null,1460,null,5261,null,1147,null,4145,null,1122,null,37975,null,2609,null,15253,null,1724,null,22722,null,1976,null,861990,null,5382,null,427363,null,3481,null,176121,null,2491,null,140561,null,2973,null,35560,null,2830,null,251242,null,2419,null,232704,null,2582,null,18538,null,1538,null,434627,null,3654,null,172903,null,2145,null,131472,null,2825,null,41431,null,2397,null,261724,null,2737,null,213937,null,3420,null,47787,null,2547,null,0400000US31,Nebraska,31
986813,null,2363,null,118817,null,6593,null,61092,null,4668,null,10796,null,2091,null,4944,null,1465,null,5852,null,1439,null,50296,null,3651,null,20139,null,2688,null,30157,null,3035,null,57725,null,3949,null,9559,null,1823,null,4477,null,1143,null,5082,null,1263,null,48166,null,3322,null,16679,null,1958,null,31487,null,2711,null,867996,null,6653,null,441568,null,4789,null,155485,null,2366,null,122952,null,2925,null,32533,null,2711,null,286083,null,4393,null,248416,null,5368,null,37667,null,2746,null,426428,null,4448,null,151298,null,2540,null,105365,null,3290,null,45933,null,3232,null,275130,null,3467,null,202305,null,4501,null,72825,null,3451,null,0400000US32,Nevada,32
828513,null,2128,null,91757,null,4930,null,47064,null,3308,null,12354,null,1503,null,6463,null,1249,null,5891,null,1001,null,34710,null,2819,null,14959,null,1622,null,19751,null,2049,null,44693,null,3121,null,10214,null,1222,null,5363,null,803,null,4851,null,986,null,34479,null,2667,null,12883,null,1699,null,21596,null,2212,null,736756,null,5306,null,363797,null,3712,null,127283,null,2103,null,94331,null,2700,null,32952,null,2607,null,236514,null,2894,null,215404,null,3054,null,21110,null,1856,null,372959,null,3427,null,130072,null,1671,null,92190,null,2407,null,37882,null,1953,null,242887,null,2744,null,192878,null,3739,null,50009,null,3264,null,0400000US33,New Hampshire,33
3482385,null,4855,null,304890,null,8075,null,152349,null,5616,null,31885,null,2831,null,14694,null,2034,null,17191,null,2185,null,120464,null,5117,null,50822,null,3439,null,69642,null,3837,null,152541,null,5260,null,25920,null,2562,null,10863,null,1577,null,15057,null,2003,null,126621,null,4543,null,45436,null,2927,null,81185,null,4150,null,3177495,null,9321,null,1575636,null,7039,null,527824,null,3677,null,369834,null,5378,null,157990,null,4704,null,1047812,null,5456,null,936948,null,6442,null,110864,null,4495,null,1601859,null,6046,null,522103,null,3050,null,341433,null,6626,null,180670,null,6079,null,1079756,null,4855,null,798080,null,7791,null,281676,null,7436,null,0400000US34,New Jersey,34
541149,null,1904,null,69222,null,4369,null,38497,null,2946,null,6521,null,1411,null,3170,null,1018,null,3351,null,1048,null,31976,null,2519,null,13136,null,1740,null,18840,null,2094,null,30725,null,2998,null,4158,null,997,null,2297,null,698,null,1861,null,690,null,26567,null,2682,null,9297,null,1609,null,17270,null,2017,null,471927,null,4644,null,227838,null,3182,null,83632,null,2295,null,65062,null,2715,null,18570,null,2051,null,144206,null,2807,null,122810,null,3072,null,21396,null,1873,null,244089,null,3232,null,81149,null,1756,null,53099,null,2171,null,28050,null,2371,null,162940,null,3149,null,118913,null,3323,null,44027,null,3059,null,0400000US35,New Mexico,35
7597685,null,7347,null,816891,null,13633,null,413811,null,9468,null,92363,null,4563,null,38441,null,3224,null,53922,null,3518,null,321448,null,7449,null,120784,null,4954,null,200664,null,6110,null,403080,null,9542,null,79416,null,4330,null,33755,null,3071,null,45661,null,3494,null,323664,null,8349,null,103033,null,4648,null,220631,null,7032,null,6780794,null,16399,null,3350489,null,11051,null,1248242,null,5741,null,857262,null,9229,null,390980,null,8390,null,2102247,null,7969,null,1850054,null,10708,null,252193,null,7291,null,3430305,null,10701,null,1257087,null,5420,null,823784,null,9350,null,433303,null,8648,null,2173218,null,8205,null,1638099,null,11539,null,535119,null,9798,null,0400000US36,New York,36
3986167,null,5853,null,548736,null,12075,null,269492,null,8219,null,59044,null,4512,null,29143,null,3570,null,29901,null,3018,null,210448,null,6392,null,84016,null,4373,null,126432,null,5839,null,279244,null,8105,null,48854,null,3745,null,19586,null,2410,null,29268,null,2841,null,230390,null,7011,null,68167,null,4047,null,162223,null,6562,null,3437431,null,14112,null,1671338,null,9479,null,615363,null,5830,null,451768,null,6363,null,163595,null,6008,null,1055975,null,6826,null,942495,null,7495,null,113480,null,5138,null,1766093,null,9287,null,661659,null,5747,null,432918,null,6113,null,228741,null,6740,null,1104434,null,7583,null,826945,null,10676,null,277489,null,7780,null,0400000US37,North Carolina,37
375524,null,1423,null,33206,null,2157,null,17923,null,1596,null,4080,null,943,null,2737,null,756,null,1343,null,546,null,13843,null,1475,null,8357,null,1234,null,5486,null,827,null,15283,null,1441,null,3803,null,1061,null,1686,null,618,null,2117,null,861,null,11480,null,1063,null,5572,null,954,null,5908,null,887,null,342318,null,2555,null,174108,null,2132,null,75606,null,1647,null,58585,null,2013,null,17021,null,1828,null,98502,null,1588,null,90418,null,1909,null,8084,null,1076,null,168210,null,1567,null,68943,null,1280,null,52314,null,1829,null,16629,null,1426,null,99267,null,1104,null,82556,null,1633,null,16711,null,1318,null,0400000US38,North Dakota,38
6180195,null,4725,null,793295,null,13103,null,397365,null,8382,null,93606,null,4513,null,42037,null,3282,null,51569,null,3531,null,303759,null,6443,null,115950,null,4165,null,187809,null,5487,null,395930,null,9128,null,75263,null,4781,null,26482,null,2483,null,48781,null,4021,null,320667,null,8379,null,106550,null,4979,null,214117,null,6469,null,5386900,null,12093,null,2661940,null,8414,null,1039168,null,5393,null,762515,null,7930,null,276653,null,6900,null,1622772,null,6575,null,1423750,null,8379,null,199022,null,6434,null,2724960,null,9363,null,1055065,null,4955,null,716685,null,8510,null,338380,null,7928,null,1669895,null,8460,null,1276752,null,9538,null,393143,null,7634,null,0400000US39,Ohio,39
