B18020H_001E,B18020H_001EA,B18020H_001M,B18020H_001MA,B18020H_002E,B18020H_002EA,B18020H_002M,B18020H_002MA,B18020H_003E,B18020H_003EA,B18020H_003M,B18020H_003MA,B18020H_004E,B18020H_004EA,B18020H_004M,B18020H_004MA,B18020H_005E,B18020H_005EA,B18020H_005M,B18020H_005MA,B18020H_006E,B18020H_006EA,B18020H_006M,B18020H_006MA,B18020H_007E,B18020H_007EA,B18020H_007M,B18020H_007MA,B18020H_008E,B18020H_008EA,B18020H_008M,B18020H_008MA,B18020H_009E,B18020H_009EA,B18020H_009M,B18020H_009MA,B18020H_010E,B18020H_010EA,B18020H_010M,B18020H_010MA,B18020H_011E,B18020H_011EA,B18020H_011M,B18020H_011MA,B18020H_012E,B18020H_012EA,B18020H_012M,B18020H_012MA,B18020H_013E,B18020H_013EA,B18020H_013M,B18020H_013MA,B18020H_014E,B18020H_014EA,B18020H_014M,B18020H_014MA,B18020H_015E,B18020H_015EA,B18020H_015M,B18020H_015MA,B18020H_016E,B18020H_016EA,B18020H_016M,B18020H_016MA,B18020H_017E,B18020H_017EA,B18020H_017M,B18020H_017MA,B18020H_018E,B18020H_018EA,B18020H_018M,B18020H_018MA,B18020H_019E,B18020H_019EA,B18020H_019M,B18020H_019MA,B18020H_020E,B18020H_020EA,B18020H_020M,B18020H_020MA,B18020H_021E,B18020H_021EA,B18020H_021M,B18020H_021MA,B18020H_022E,B18020H_022EA,B18020H_022M,B18020H_022MA,B18020H_023E,B18020H_023EA,B18020H_023M,B18020H_023MA,B18020H_024E,B18020H_024EA,B18020H_024M,B18020H_024MA,B18020H_025E,B18020H_025EA,B18020H_025M,B18020H_025MA,B18020H_026E,B18020H_026EA,B18020H_026M,B18020H_026MA,B18020H_027E,B18020H_027EA,B18020H_027M,B18020H_027MA,B18020H_028E,B18020H_028EA,B18020H_028M,B18020H_028MA,B18020H_029E,B18020H_029EA,B18020H_029M,B18020H_029MA,B18020H_030E,B18020H_030EA,B18020H_030M,B18020H_030MA,B18020H_031E,B18020H_031EA,B18020H_031M,B18020H_031MA,GEO_ID,NAME,state
2041517,null,4527,null,342555,null,9565,null,166509,null,6262,null,33189,null,3002,null,14822,null,1849,null,18367,null,2475,null,133320,null,5769,null,49213,null,3852,null,84107,null,4150,null,176046,null,6015,null,33150,null,3222,null,10099,null,1825,null,23051,null,2611,null,142896,null,5232,null,36934,null,3125,null,105962,null,4657,null,1698962,null,10912,null,841387,null,7297,null,332300,null,4441,null,251797,null,4564,null,80503,null,3679,null,509087,null,5811,null,455789,null,5628,null,53298,null,2915,null,857575,null,6397,null,335247,null,4134,null,204976,null,5643,null,130271,null,5609,null,522328,null,5231,null,369668,null,6651,null,152660,null,4581,null,0400000US01,Alabama,01
312185,null,1669,null,41434,null,2940,null,21770,null,2219,null,4865,null,979,null,2498,null,794,null,2367,null,746,null,16905,null,2057,null,7444,null,1258,null,9461,null,1483,null,19664,null,2030,null,5124,null,1299,null,1537,null,575,null,3587,null,1139,null,14540,null,1402,null,6767,null,1184,null,7773,null,1047,null,270751,null,3640,null,138989,null,2713,null,54070,null,1886,null,42500,null,2187,null,11570,null,1725,null,84919,null,2253,null,75201,null,2265,null,9718,null,1160,null,131762,null,2150,null,50575,null,1535,null,33483,null,1583,null,17092,null,1760,null,81187,null,1525,null,61592,null,1956,null,19595,null,1748,null,0400000US02,Alaska,02
2366899,null,3591,null,291671,null,10650,null,144257,null,5908,null,34642,null,3580,null,14104,null,2295,null,20538,null,3284,null,109615,null,4640,null,42899,null,3435,null,66716,null,3373,null,147414,null,7599,null,26203,null,3060,null,11788,null,2070,null,14415,null,2058,null,121211,null,6403,null,39427,null,3624,null,81784,null,5016,null,2075228,null,11415,null,1026294,null,6684,null,384920,null,4254,null,290648,null,5136,null,94272,null,4831,null,641374,null,5260,null,549242,null,5711,null,92132,null,4129,null,1048934,null,8037,null,381688,null,3781,null,263444,null,5297,null,118244,null,4892,null,667246,null,6549,null,477476,null,7999,null,189770,null,6558,null,0400000US04,Arizona,04
1370639,null,2390,null,246968,null,7127,null,126567,null,5492,null,27081,null,2805,null,11115,null,2009,null,15966,null,2061,null,99486,null,3997,null,37576,null,3260,null,61910,null,3381,null,120401,null,4222,null,22862,null,2228,null,6182,null,1167,null,16680,null,2073,null,97539,null,3583,null,27301,null,2430,null,70238,null,3700,null,1123671,null,7054,null,549995,null,5848,null,225956,null,3461,null,167818,null,4221,null,58138,null,3374,null,324039,null,4081,null,285579,null,4202,null,38460,null,2647,null,573676,null,4331,null,228957,null,2982,null,145243,null,3499,null,83714,null,3799,null,344719,null,3858,null,258637,null,5352,null,86082,null,4170,null,0400000US05,Arkansas,05
10311848,null,9463,null,1175933,null,16787,null,587676,null,10774,null,122346,null,6577,null,46464,null,4473,null,75882,null,4938,null,465330,null,8046,null,181990,null,8054,null,283340,null,7193,null,588257,null,11793,null,99428,null,6032,null,38535,null,3965,null,60893,null,4324,null,488829,null,9273,null,158593,null,6053,null,330236,null,8226,null,9135915,null,18654,null,4584829,null,11759,null,1642733,null,8988,null,1158547,null,11611,null,484186,null,10150,null,2942096,null,8742,null,2561176,null,12654,null,380920,null,9316,null,4551086,null,12541,null,1632945,null,7647,null,1061461,null,12637,null,571484,null,12126,null,2918141,null,9234,null,2121965,null,15251,null,796176,null,12337,null,0400000US06,California,06
2372134,null,3790,null,237549,null,8575,null,118763,null,5630,null,31621,null,3399,null,16231,null,2609,null,15390,null,1928,null,87142,null,4621,null,41686,null,2995,null,45456,null,3355,null,118786,null,5571,null,25227,null,2677,null,13083,null,2055,null,12144,null,1750,null,93559,null,4969,null,36980,null,3165,null,56579,null,3988,null,2134585,null,9211,null,1070304,null,6089,null,402268,null,3910,null,309302,null,5204,null,92966,null,4031,null,668036,null,4615,null,598283,null,5635,null,69753,null,4228,null,1064281,null,6292,null,393092,null,3652,null,273741,null,5655,null,119351,null,5049,null,671189,null,5158,null,511866,null,5990,null,159323,null,4516,null,0400000US08,Colorado,08
1693198,null,3831,null,158505,null,5511,null,78528,null,3887,null,16909,null,1785,null,7653,null,1281,null,9256,null,1440,null,61619,null,3645,null,29070,null,2228,null,32549,null,2916,null,79977,null,3508,null,13954,null,1651,null,7442,null,1351,null,6512,null,1085,null,66023,null,3061,null,26480,null,2436,null,39543,null,2651,null,1534693,null,6623,null,756317,null,4835,null,252339,null,3025,null,180565,null,3982,null,71774,null,3818,null,503978,null,3766,null,456854,null,3880,null,47124,null,2759,null,778376,null,4119,null,253544,null,2359,null,174062,null,3448,null,79482,null,3384,null,524832,null,3070,null,405941,null,4491,null,118891,null,3793,null,0400000US09,Connecticut,09
385857,null,1183,null,44522,null,3235,null,22088,null,2456,null,4645,null,1051,null,1924,null,587,null,2721,null,795,null,17443,null,2166,null,7265,null,1385,null,10178,null,1527,null,22434,null,2143,null,4880,null,1082,null,2412,null,653,null,2468,null,753,null,17554,null,1753,null,6330,null,1219,null,11224,null,1659,null,341335,null,3680,null,165971,null,2748,null,62304,null,1326,null,47725,null,2006,null,14579,null,1705,null,103667,null,2195,null,90429,null,2310,null,13238,null,1506,null,175364,null,2267,null,64135,null,1323,null,44673,null,2033,null,19462,null,2131,null,111229,null,1720,null,83357,null,2275,null,27872,null,2117,null,0400000US10,Delaware,10
145530,null,1480,null,7922,null,1291,null,4415,null,965,null,1696,null,629,null,1183,null,579,null,513,null,274,null,2719,null,764,null,1349,null,524,null,1370,null,555,null,3507,null,995,null,1164,null,528,null,909,null,466,null,255,null,220,null,2343,null,768,null,1302,null,547,null,1041,null,489,null,137608,null,1797,null,67528,null,1478,null,33141,null,1362,null,25578,null,1549,null,7563,null,1283,null,34387,null,721,null,32159,null,933,null,2228,null,675,null,70080,null,1419,null,39147,null,1148,null,30726,null,1628,null,8421,null,1194,null,30933,null,833,null,25704,null,1169,null,5229,null,1051,null,0400000US11,District of Columbia,11
6753239,null,8221,null,831513,null,15333,null,423463,null,9593,null,77329,null,5130,null,35501,null,3442,null,41828,null,3879,null,346134,null,8198,null,134762,null,5776,null,211372,null,7978,null,408050,null,9869,null,66973,null,5296,null,27490,null,3467,null,39483,null,3962,null,341077,null,7875,null,114548,null,4718,null,226529,null,6926,null,5921726,null,18631,null,2907366,null,11902,null,1025726,null,7940,null,751699,null,8888,null,274027,null,9054,null,1881640,null,8252,null,1617259,null,10375,null,264381,null,7768,null,3014360,null,11840,null,1026563,null,6945,null,681846,null,9776,null,344717,null,8887,null,1987797,null,7863,null,1433314,null,11544,null,554483,null,9723,null,0400000US12,Florida,12
