C24090_001E,C24090_001EA,C24090_001M,C24090_001MA,C24090_002E,C24090_002EA,C24090_002M,C24090_002MA,C24090_003E,C24090_003EA,C24090_003M,C24090_003MA,C24090_004E,C24090_004EA,C24090_004M,C24090_004MA,C24090_005E,C24090_005EA,C24090_005M,C24090_005MA,C24090_006E,C24090_006EA,C24090_006M,C24090_006MA,C24090_007E,C24090_007EA,C24090_007M,C24090_007MA,C24090_008E,C24090_008EA,C24090_008M,C24090_008MA,C24090_009E,C24090_009EA,C24090_009M,C24090_009MA,C24090_010E,C24090_010EA,C24090_010M,C24090_010MA,C24090_011E,C24090_011EA,C24090_011M,C24090_011MA,C24090_012E,C24090_012EA,C24090_012M,C24090_012MA,C24090_013E,C24090_013EA,C24090_013M,C24090_013MA,C24090_014E,C24090_014EA,C24090_014M,C24090_014MA,C24090_015E,C24090_015EA,C24090_015M,C24090_015MA,C24090_016E,C24090_016EA,C24090_016M,C24090_016MA,C24090_017E,C24090_017EA,C24090_017M,C24090_017MA,C24090_018E,C24090_018EA,C24090_018M,C24090_018MA,C24090_019E,C24090_019EA,C24090_019M,C24090_019MA,GEO_ID,NAME,state
1359601,null,14173,null,800675,null,11794,null,608168,null,11068,null,570031,null,10841,null,38137,null,2892,null,30802,null,2721,null,45825,null,3715,null,31223,null,2711,null,30514,null,2728,null,54143,null,3771,null,558926,null,8916,null,385466,null,8331,null,375336,null,7990,null,10130,null,1518,null,43472,null,3086,null,47603,null,3161,null,44291,null,3429,null,19384,null,1861,null,18710,null,2353,null,0400000US01,Alabama,01
178640,null,5523,null,101480,null,3722,null,58062,null,3507,null,54572,null,3410,null,3490,null,867,null,6931,null,1272,null,6809,null,1260,null,8987,null,1354,null,12162,null,1546,null,8529,null,1615,null,77160,null,3478,null,38842,null,2573,null,36950,null,2440,null,1892,null,816,null,12059,null,1874,null,6886,null,967,null,8839,null,1275,null,6839,null,1265,null,3695,null,927,null,0400000US02,Alaska,02
1875375,null,17078,null,1134539,null,12106,null,899013,null,12572,null,838458,null,12469,null,60555,null,4247,null,37555,null,3144,null,66638,null,4823,null,31995,null,2836,null,38177,null,3423,null,61161,null,4417,null,740836,null,10669,null,528311,null,10756,null,508695,null,10594,null,19616,null,2354,null,57454,null,4081,null,65784,null,4885,null,42348,null,3553,null,19633,null,2243,null,27306,null,2590,null,0400000US04,Arizona,04
812118,null,11313,null,470470,null,8455,null,350987,null,7980,null,323336,null,8087,null,27651,null,2847,null,20912,null,2216,null,23691,null,2673,null,25199,null,2328,null,12742,null,1850,null,36939,null,3108,null,341648,null,6319,null,226284,null,6158,null,218510,null,6261,null,7774,null,1025,null,29186,null,3073,null,27164,null,2606,null,33729,null,2928,null,11195,null,1840,null,14090,null,1977,null,0400000US05,Arkansas,05
10763519,null,42454,null,6543884,null,27929,null,5002965,null,29764,null,4721599,null,28582,null,281366,null,8728,null,250944,null,9368,null,389215,null,11445,null,188085,null,7325,null,169935,null,6705,null,542740,null,12647,null,4219635,null,28636,null,2896170,null,28020,null,2807146,null,27697,null,89024,null,5024,null,344926,null,9895,null,421035,null,11328,null,196747,null,7842,null,106902,null,5133,null,253855,null,7155,null,0400000US06,California,06
1576241,null,14998,null,954518,null,10270,null,734399,null,11431,null,666922,null,11453,null,67477,null,4668,null,43598,null,2683,null,55306,null,3318,null,27136,null,2346,null,33586,null,3096,null,60493,null,4132,null,621723,null,9795,null,425944,null,8844,null,404923,null,8571,null,21021,null,2757,null,59627,null,4065,null,53639,null,3744,null,28261,null,2653,null,24174,null,2430,null,30078,null,2570,null,0400000US08,Colorado,08
1138848,null,12506,null,664616,null,8679,null,508198,null,8957,null,470241,null,8910,null,37957,null,2773,null,37035,null,3097,null,31251,null,3005,null,24224,null,2712,null,13050,null,1718,null,50858,null,3847,null,474232,null,7955,null,331138,null,8133,null,322458,null,8028,null,8680,null,1363,null,62716,null,3626,null,32337,null,2449,null,23470,null,2514,null,6251,null,1169,null,18320,null,2412,null,0400000US09,Connecticut,09
278196,null,6081,null,157003,null,4238,null,120335,null,4164,null,112190,null,4501,null,8145,null,1170,null,9018,null,1604,null,6107,null,1165,null,8896,null,1535,null,5440,null,1241,null,7207,null,1439,null,121193,null,3914,null,83717,null,3662,null,81304,null,3527,null,2413,null,680,null,14979,null,1782,null,4736,null,1102,null,11078,null,1547,null,3409,null,952,null,3274,null,756,null,0400000US10,Delaware,10
199845,null,5921,null,102387,null,3697,null,60638,null,3383,null,56540,null,3494,null,4098,null,1110,null,14031,null,1789,null,3713,null,763,null,2333,null,803,null,18431,null,1985,null,3241,null,1012,null,97458,null,4190,null,43422,null,3320,null,41513,null,3283,null,1909,null,702,null,20592,null,2460,null,6213,null,1561,null,2644,null,842,null,21975,null,2291,null,2612,null,874,null,0400000US11,District of Columbia,11
5660977,null,28793,null,3252182,null,21058,null,2575597,null,21963,null,2280712,null,22776,null,294885,null,7240,null,108136,null,5323,null,209695,null,8423,null,82848,null,4888,null,94115,null,5144,null,181791,null,7490,null,2408795,null,18722,null,1758250,null,17061,null,1668744,null,17044,null,89506,null,4512,null,184311,null,5976,null,222180,null,7773,null,97995,null,5013,null,56754,null,4411,null,89305,null,5502,null,0400000US12,Florida,12
2985564,null,20263,null,1734483,null,14192,null,1348002,null,16083,null,1238074,null,16455,null,109928,null,6026,null,62748,null,4307,null,97066,null,6151,null,58029,null,3882,null,60519,null,4118,null,108119,null,6034,null,1251081,null,14211,null,864981,null,14006,null,831763,null,14459,null,33218,null,2748,null,89143,null,5357,null,120212,null,5116,null,85789,null,5211,null,46715,null,3637,null,44241,null,4393,null,0400000US13,Georgia,13
402445,null,8717,null,225844,null,5497,null,150183,null,5390,null,139914,null,5017,null,10269,null,1537,null,9442,null,1532,null,12126,null,1550,null,16641,null,1945,null,22207,null,2727,null,15245,null,2169,null,176601,null,5466,null,113857,null,5287,null,107994,null,5118,null,5863,null,1480,null,14540,null,1878,null,6417,null,1302,null,23300,null,2298,null,9212,null,1658,null,9275,null,1543,null,0400000US15,Hawaii,15
431739,null,6887,null,267684,null,5206,null,198891,null,4889,null,178659,null,4663,null,20232,null,1719,null,10783,null,1637,null,15348,null,1922,null,10583,null,1238,null,9472,null,1425,null,22607,null,2026,null,164055,null,4796,null,108470,null,5131,null,101801,null,4929,null,6669,null,1072,null,13571,null,1800,null,14814,null,1703,null,13510,null,1794,null,5399,null,921,null,8291,null,1250,null,0400000US16,Idaho,16
4046719,null,20697,null,2377626,null,16522,null,1896021,null,16367,null,1776483,null,15986,null,119538,null,5038,null,110063,null,5933,null,137147,null,6021,null,68642,null,3696,null,51133,null,3168,null,114620,null,6196,null,1669093,null,17245,null,1178817,null,17009,null,1141602,null,17034,null,37215,null,2835,null,196861,null,5905,null,125442,null,5469,null,69485,null,3594,null,42572,null,3073,null,55916,null,3475,null,0400000US17,Illinois,17
1979954,null,16499,null,1174165,null,11137,null,956068,null,10873,null,900093,null,11004,null,55975,null,2891,null,51545,null,3014,null,53728,null,3774,null,32426,null,3044,null,22490,null,2032,null,57908,null,3738,null,805789,null,11306,null,591685,null,11169,null,577417,null,10965,null,14268,null,1750,null,92977,null,4165,null,52664,null,2948,null,30273,null,2138,null,15477,null,1599,null,22713,null,2170,null,0400000US18,Indiana,18
985570,null,8439,null,581822,null,6792,null,440681,null,6906,null,407905,null,6654,null,32776,null,2367,null,27034,null,2100,null,27478,null,2100,null,22021,null,2105,null,11245,null,1381,null,53363,null,2788,null,403748,null,5966,null,270938,null,5279,null,263552,null,5374,null,7386,null,991,null,51696,null,2980,null,28115,null,1875,null,25729,null,2154,null,6461,null,1109,null,20809,null,1705,null,0400000US19,Iowa,19
912586,null,9857,null,538248,null,7831,null,400903,null,7496,null,373719,null,7934,null,27184,null,2458,null,20991,null,2161,null,35988,null,2550,null,22042,null,2193,null,16024,null,1620,null,42300,null,2789,null,374338,null,6687,null,242431,null,6328,null,236070,null,6196,null,6361,null,1128,null,41516,null,2709,null,32887,null,2430,null,23591,null,2126,null,13486,null,1610,null,20427,null,1903,null,0400000US20,Kansas,20
