B18001_001E,B18001_001EA,B18001_001M,B18001_001MA,B18001_002E,B18001_002EA,B18001_002M,B18001_002MA,B18001_003E,B18001_003EA,B18001_003M,B18001_003MA,B18001_004E,B18001_004EA,B18001_004M,B18001_004MA,B18001_005E,B18001_005EA,B18001_005M,B18001_005MA,B18001_006E,B18001_006EA,B18001_006M,B18001_006MA,B18001_007E,B18001_007EA,B18001_007M,B18001_007MA,B18001_008E,B18001_008EA,B18001_008M,B18001_008MA,B18001_009E,B18001_009EA,B18001_009M,B18001_009MA,B18001_010E,B18001_010EA,B18001_010M,B18001_010MA,B18001_011E,B18001_011EA,B18001_011M,B18001_011MA,B18001_012E,B18001_012EA,B18001_012M,B18001_012MA,B18001_013E,B18001_013EA,B18001_013M,B18001_013MA,B18001_014E,B18001_014EA,B18001_014M,B18001_014MA,B18001_015E,B18001_015EA,B18001_015M,B18001_015MA,B18001_016E,B18001_016EA,B18001_016M,B18001_016MA,B18001_017E,B18001_017EA,B18001_017M,B18001_017MA,B18001_018E,B18001_018EA,B18001_018M,B18001_018MA,B18001_019E,B18001_019EA,B18001_019M,B18001_019MA,B18001_020E,B18001_020EA,B18001_020M,B18001_020MA,B18001_021E,B18001_021EA,B18001_021M,B18001_021MA,B18001_022E,B18001_022EA,B18001_022M,B18001_022MA,B18001_023E,B18001_023EA,B18001_023M,B18001_023MA,B18001_024E,B18001_024EA,B18001_024M,B18001_024MA,B18001_025E,B18001_025EA,B18001_025M,B18001_025MA,B18001_026E,B18001_026EA,B18001_026M,B18001_026MA,B18001_027E,B18001_027EA,B18001_027M,B18001_027MA,B18001_028E,B18001_028EA,B18001_028M,B18001_028MA,B18001_029E,B18001_029EA,B18001_029M,B18001_029MA,B18001_030E,B18001_030EA,B18001_030M,B18001_030MA,B18001_031E,B18001_031EA,B18001_031M,B18001_031MA,B18001_032E,B18001_032EA,B18001_032M,B18001_032MA,B18001_033E,B18001_033EA,B18001_033M,B18001_033MA,B18001_034E,B18001_034EA,B18001_034M,B18001_034MA,B18001_035E,B18001_035EA,B18001_035M,B18001_035MA,B18001_036E,B18001_036EA,B18001_036M,B18001_036MA,B18001_037E,B18001_037EA,B18001_037M,B18001_037MA,B18001_038E,B18001_038EA,B18001_038M,B18001_038MA,B18001_039E,B18001_039EA,B18001_039M,B18001_039MA,B18001_040E,B18001_040EA,B18001_040M,B18001_040MA,B18001_041E,B18001_041EA,B18001_041M,B18001_041MA,B18001_042E,B18001_042EA,B18001_042M,B18001_042MA,B18001_043E,B18001_043EA,B18001_043M,B18001_043MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,314389,null,5039,null,24925,null,2791,null,6795,null,1498,null,170316,null,4760,null,154623,null,4463,null,10236,null,1797,null,5457,null,1276,null,1260250,null,5140,null,1021476,null,9411,null,84375,null,4722,null,154399,null,6643,null,150666,null,1914,null,92805,null,2569,null,27995,null,2513,null,29866,null,2300,null,99765,null,1733,null,41597,null,2365,null,19503,null,1606,null,38665,null,2016,null,2210647,null,4311,null,335649,null,3454,null,316299,null,3783,null,15265,null,2279,null,4085,null,1020,null,165576,null,4462,null,154083,null,4755,null,6720,null,1270,null,4773,null,1072,null,1360485,null,4823,null,1097893,null,8186,null,86931,null,4328,null,175661,null,5973,null,181094,null,1611,null,107587,null,3139,null,33981,null,2140,null,39526,null,2548,null,167843,null,1755,null,59792,null,2376,null,32364,null,2472,null,75687,null,2534,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,51224,null,1442,null,3104,null,819,null,906,null,484,null,28863,null,2171,null,27040,null,2151,null,1290,null,456,null,533,null,300,null,204828,null,2467,null,174938,null,3237,null,14782,null,1929,null,15108,null,1595,null,14320,null,619,null,8964,null,780,null,2598,null,526,null,2758,null,585,null,7677,null,646,null,2985,null,583,null,1859,null,624,null,2833,null,695,null,298619,null,1753,null,50386,null,1355,null,48507,null,1433,null,1596,null,609,null,283,null,198,null,26637,null,1813,null,25107,null,1793,null,811,null,397,null,719,null,487,null,197430,null,1796,null,168279,null,2535,null,12537,null,1696,null,16614,null,2100,null,15032,null,1016,null,9416,null,909,null,2642,null,652,null,2974,null,797,null,9134,null,610,null,2718,null,672,null,2250,null,666,null,4166,null,687,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,471912,null,4469,null,27032,null,2292,null,6828,null,1663,null,222594,null,5666,null,206428,null,5896,null,9898,null,1622,null,6268,null,1258,null,1762636,null,4885,null,1556412,null,7891,null,85486,null,5051,null,120738,null,5862,null,196878,null,1155,null,144522,null,2663,null,32672,null,2411,null,19684,null,2013,null,165479,null,1023,null,85080,null,2584,null,34702,null,2519,null,45697,null,3164,null,2903633,null,2372,null,485718,null,3282,null,466980,null,3930,null,14454,null,2074,null,4284,null,1046,null,207673,null,5758,null,196131,null,5610,null,7879,null,1457,null,3663,null,897,null,1765924,null,4530,null,1546348,null,9338,null,81736,null,5377,null,137840,null,7698,null,222355,null,1218,null,159925,null,2694,null,34650,null,2631,null,27780,null,2389,null,221963,null,1263,null,103844,null,3991,null,38974,null,2616,null,79145,null,4218,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,195315,null,3038,null,17590,null,2142,null,4298,null,1032,null,102874,null,4106,null,91131,null,4018,null,7040,null,1331,null,4703,null,1064,null,770162,null,4824,null,620073,null,7746,null,53038,null,3385,null,97051,null,5318,null,95538,null,1513,null,58636,null,2408,null,17385,null,1845,null,19517,null,1775,null,69315,null,1266,null,28654,null,2124,null,15308,null,1358,null,25353,null,1803,null,1330407,null,3933,null,207246,null,2812,null,191752,null,3285,null,11948,null,1762,null,3546,null,1012,null,98697,null,3628,null,89252,null,3957,null,5211,null,970,null,4234,null,1250,null,811567,null,3718,null,660283,null,5729,null,49962,null,3079,null,101322,null,4786,null,110788,null,1406,null,66065,null,2494,null,22122,null,1842,null,22601,null,1722,null,102109,null,1387,null,36754,null,2470,null,22384,null,1693,null,42971,null,2556,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,2715525,null,8598,null,120389,null,5365,null,40670,null,3519,null,1398614,null,12805,null,1312189,null,12927,null,53122,null,4151,null,33303,null,3385,null,10530871,null,12230,null,9423669,null,19017,null,469336,null,12167,null,637866,null,12019,null,931379,null,2616,null,676843,null,6860,null,134000,null,5186,null,120536,null,5636,null,739295,null,2944,null,376599,null,5808,null,141727,null,4653,null,220969,null,6721,null,16844718,null,5704,null,2734679,null,6775,null,2643656,null,7560,null,66402,null,4252,null,24621,null,2406,null,1335963,null,11972,null,1271175,null,12405,null,36341,null,3588,null,28447,null,3294,null,10548409,null,10258,null,9373347,null,17116,null,486864,null,10889,null,688198,null,13475,null,1095115,null,2650,null,764440,null,8484,null,161133,null,5083,null,169542,null,6007,null,1130552,null,3552,null,496895,null,8154,null,196618,null,5445,null,437039,null,8880,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,342915,null,4104,null,12769,null,1692,null,6269,null,1845,null,168341,null,5191,null,155317,null,5258,null,9292,null,1615,null,3732,null,1021,null,1473143,null,4712,null,1321680,null,7802,null,64830,null,3780,null,86633,null,5510,null,124653,null,1484,null,93358,null,2353,null,18252,null,1732,null,13043,null,1653,null,84526,null,1342,null,43952,null,2221,null,18357,null,1945,null,22217,null,1638,null,2215111,null,3192,null,345193,null,3320,null,333207,null,3778,null,9332,null,1241,null,2654,null,890,null,159152,null,4389,null,150894,null,4438,null,5549,null,1229,null,2709,null,988,null,1443741,null,4376,null,1284818,null,7287,null,71270,null,3906,null,87653,null,4893,null,138656,null,1639,null,103469,null,2465,null,19262,null,1732,null,15925,null,1603,null,128369,null,1616,null,60507,null,2594,null,23586,null,2142,null,44276,null,2496,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,237733,null,2966,null,13978,null,1840,null,4177,null,1116,null,129491,null,3337,null,119570,null,3441,null,6346,null,1378,null,3575,null,840,null,988184,null,3096,null,886936,null,5132,null,46702,null,3245,null,54546,null,3430,null,102910,null,902,null,78939,null,1856,null,14565,null,1617,null,9406,null,1380,null,83215,null,1141,null,46442,null,2590,null,15992,null,1677,null,20781,null,1617,null,1667707,null,2345,null,247371,null,2548,null,238924,null,2622,null,7006,null,1273,null,1441,null,487,null,123979,null,3167,null,118589,null,3274,null,2965,null,678,null,2425,null,780,null,1039301,null,2437,null,930251,null,5060,null,46596,null,3745,null,62454,null,3823,null,122141,null,1162,null,92797,null,2393,null,15627,null,1765,null,13717,null,1516,null,134915,null,1417,null,65794,null,2238,null,26645,null,1831,null,42476,null,2269,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,57991,null,1629,null,4209,null,1172,null,608,null,330,null,31207,null,1582,null,29205,null,1685,null,1073,null,487,null,929,null,460,null,237138,null,1727,null,208777,null,3167,null,11686,null,1533,null,16675,null,2059,null,28408,null,699,null,20696,null,1073,null,5174,null,841,null,2538,null,560,null,20668,null,473,null,10843,null,999,null,4561,null,686,null,5264,null,919,null,411831,null,765,null,59713,null,1069,null,56322,null,1291,null,2946,null,832,null,445,null,302,null,31120,null,1543,null,29212,null,1543,null,1178,null,446,null,730,null,357,null,257867,null,1363,null,225513,null,2956,null,12024,null,1583,null,20330,null,2074,null,32410,null,596,null,23990,null,1222,null,4512,null,884,null,3908,null,939,null,30721,null,607,null,14477,null,1431,null,6450,null,907,null,9794,null,1208,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,28700,null,1224,null,2966,null,799,null,709,null,479,null,18422,null,1512,null,16695,null,1573,null,1582,null,799,null,145,null,165,null,170510,null,1526,null,150557,null,2431,null,9932,null,1549,null,10021,null,1583,null,15241,null,461,null,11166,null,812,null,2137,null,720,null,1938,null,455,null,10909,null,487,null,6981,null,837,null,1861,null,603,null,2067,null,651,null,288074,null,1543,null,32134,null,1069,null,30010,null,1312,null,1959,null,773,null,165,null,156,null,21454,null,1491,null,20426,null,1531,null,747,null,478,null,281,null,284,null,193813,null,1695,null,170684,null,2704,null,11598,null,2125,null,11531,null,1807,null,20170,null,507,null,13193,null,1018,null,2737,null,730,null,4240,null,877,null,20503,null,610,null,10314,null,1042,null,2791,null,742,null,7398,null,965,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,1152634,null,8680,null,71953,null,4962,null,17762,null,2365,null,598900,null,9118,null,556288,null,9533,null,26484,null,2941,null,16128,null,2413,null,4979559,null,8274,null,4371642,null,12847,null,254456,null,8599,null,353461,null,9263,null,677196,null,3254,null,493312,null,6283,null,107849,null,5128,null,76035,null,4020,null,654316,null,3249,null,347180,null,6243,null,137783,null,4842,null,169353,null,5686,null,8635487,null,6673,null,1172777,null,5497,null,1123118,null,6256,null,38287,null,3171,null,11372,null,1881,null,571830,null,9858,null,544133,null,10271,null,17814,null,2770,null,9883,null,2012,null,5212392,null,7630,null,4573837,null,14395,null,263172,null,8751,null,375383,null,9257,null,794749,null,3267,null,578674,null,6552,null,112814,null,5132,null,103261,null,5155,null,883739,null,4054,null,433585,null,6504,null,165676,null,6209,null,284478,null,8103,null,0400000US12,Florida,12
