C17023_001E,C17023_001EA,C17023_001M,C17023_001MA,C17023_002E,C17023_002EA,C17023_002M,C17023_002MA,C17023_003E,C17023_003EA,C17023_003M,C17023_003MA,C17023_004E,C17023_004EA,C17023_004M,C17023_004MA,C17023_005E,C17023_005EA,C17023_005M,C17023_005MA,C17023_006E,C17023_006EA,C17023_006M,C17023_006MA,C17023_007E,C17023_007EA,C17023_007M,C17023_007MA,C17023_008E,C17023_008EA,C17023_008M,C17023_008MA,C17023_009E,C17023_009EA,C17023_009M,C17023_009MA,C17023_010E,C17023_010EA,C17023_010M,C17023_010MA,C17023_011E,C17023_011EA,C17023_011M,C17023_011MA,C17023_012E,C17023_012EA,C17023_012M,C17023_012MA,C17023_013E,C17023_013EA,C17023_013M,C17023_013MA,C17023_014E,C17023_014EA,C17023_014M,C17023_014MA,C17023_015E,C17023_015EA,C17023_015M,C17023_015MA,C17023_016E,C17023_016EA,C17023_016M,C17023_016MA,C17023_017E,C17023_017EA,C17023_017M,C17023_017MA,C17023_018E,C17023_018EA,C17023_018M,C17023_018MA,C17023_019E,C17023_019EA,C17023_019M,C17023_019MA,C17023_020E,C17023_020EA,C17023_020M,C17023_020MA,C17023_021E,C17023_021EA,C17023_021M,C17023_021MA,C17023_022E,C17023_022EA,C17023_022M,C17023_022MA,C17023_023E,C17023_023EA,C17023_023M,C17023_023MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,47410,null,3265,null,21644,null,2008,null,25766,null,2539,null,115533,null,5973,null,14196,null,2492,null,5646,null,1374,null,8550,null,1858,null,101337,null,5260,null,23611,null,2451,null,77726,null,4877,null,1082183,null,10796,null,844063,null,11532,null,520405,null,8575,null,323658,null,7578,null,238120,null,7617,null,69330,null,4513,null,38956,null,3069,null,30374,null,2991,null,168790,null,6197,null,89076,null,4517,null,79714,null,4666,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,2763,null,655,null,1077,null,350,null,1686,null,591,null,7716,null,1347,null,1883,null,491,null,516,null,215,null,1367,null,494,null,5833,null,1275,null,652,null,252,null,5181,null,1272,null,151866,null,3431,null,119498,null,3693,null,63685,null,2408,null,55813,null,2659,null,32368,null,2434,null,11556,null,1713,null,5461,null,1102,null,6095,null,1309,null,20812,null,1761,null,7985,null,1248,null,12827,null,1691,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,61105,null,4394,null,21876,null,2536,null,39229,null,4175,null,90868,null,5411,null,17000,null,2498,null,6024,null,1458,null,10976,null,2136,null,73868,null,4510,null,14938,null,2351,null,58930,null,4312,null,1339799,null,14101,null,1053439,null,13199,null,626026,null,8698,null,427413,null,9687,null,286360,null,8101,null,95701,null,5924,null,44768,null,3361,null,50933,null,4298,null,190659,null,6341,null,86969,null,3783,null,103690,null,5506,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,39058,null,3164,null,14881,null,1588,null,24177,null,2553,null,64471,null,4545,null,8333,null,1515,null,3220,null,991,null,5113,null,1242,null,56138,null,4189,null,10941,null,1567,null,45197,null,3870,null,652584,null,8478,null,531017,null,8564,null,330520,null,6593,null,200497,null,5577,null,121567,null,5267,null,36544,null,3490,null,19247,null,2608,null,17297,null,2145,null,85023,null,4446,null,41994,null,3387,null,43029,null,3484,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,324337,null,8008,null,97094,null,4570,null,227243,null,7118,null,449846,null,10788,null,75843,null,5463,null,23417,null,2551,null,52426,null,4781,null,374003,null,9905,null,69877,null,3795,null,304126,null,9898,null,7556501,null,27990,null,5741409,null,29582,null,2979069,null,18455,null,2762340,null,23834,null,1815092,null,18672,null,625609,null,12139,null,347433,null,10249,null,278176,null,8890,null,1189483,null,15516,null,603905,null,12219,null,585578,null,11495,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,42466,null,3763,null,13786,null,2111,null,28680,null,3343,null,58296,null,4342,null,9708,null,1845,null,2641,null,890,null,7067,null,1656,null,48588,null,3847,null,7996,null,1503,null,40592,null,3579,null,1101723,null,9674,null,891960,null,8790,null,503684,null,8542,null,388276,null,8483,null,209763,null,7543,null,78093,null,4952,null,34691,null,3477,null,43402,null,3730,null,131670,null,5798,null,56369,null,3804,null,75301,null,4139,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,12002,null,1758,null,5604,null,1274,null,6398,null,1197,null,38351,null,3207,null,4965,null,1087,null,1147,null,528,null,3818,null,992,null,33386,null,2966,null,5354,null,1279,null,28032,null,2620,null,835118,null,6915,null,661740,null,8003,null,366479,null,6220,null,295261,null,5312,null,173378,null,6463,null,46656,null,3822,null,26296,null,3230,null,20360,null,2216,null,126722,null,4738,null,60695,null,3278,null,66027,null,3412,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,4532,null,966,null,2010,null,617,null,2522,null,823,null,12384,null,1845,null,1922,null,784,null,891,null,577,null,1031,null,524,null,10462,null,1635,null,1988,null,771,null,8474,null,1549,null,207535,null,4750,null,158450,null,5204,null,97552,null,3490,null,60898,null,3125,null,49085,null,3391,null,14286,null,2066,null,8076,null,1384,null,6210,null,1502,null,34799,null,2648,null,15837,null,1905,null,18962,null,2494,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,1841,null,751,null,1327,null,616,null,514,null,332,null,12257,null,1930,null,701,null,357,null,177,null,152,null,524,null,347,null,11556,null,1898,null,3570,null,978,null,7986,null,1595,null,94083,null,3637,null,53949,null,2793,null,35711,null,2471,null,18238,null,2078,null,40134,null,2974,null,8733,null,1480,null,5839,null,1189,null,2894,null,1017,null,31401,null,2731,null,16468,null,1918,null,14933,null,1902,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,150096,null,5696,null,76574,null,3760,null,73522,null,5010,null,247675,null,8906,null,34598,null,3680,null,12433,null,2196,null,22165,null,2959,null,213077,null,8911,null,43632,null,3762,null,169445,null,8280,null,4228444,null,24996,null,3264916,null,24612,null,2089502,null,19143,null,1175414,null,14944,null,963528,null,16986,null,296716,null,9012,null,164372,null,7179,null,132344,null,6588,null,666812,null,14215,null,327828,null,9284,null,338984,null,9422,null,0400000US12,Florida,12
