C17023_001E,C17023_001EA,C17023_001M,C17023_001MA,C17023_002E,C17023_002EA,C17023_002M,C17023_002MA,C17023_003E,C17023_003EA,C17023_003M,C17023_003MA,C17023_004E,C17023_004EA,C17023_004M,C17023_004MA,C17023_005E,C17023_005EA,C17023_005M,C17023_005MA,C17023_006E,C17023_006EA,C17023_006M,C17023_006MA,C17023_007E,C17023_007EA,C17023_007M,C17023_007MA,C17023_008E,C17023_008EA,C17023_008M,C17023_008MA,C17023_009E,C17023_009EA,C17023_009M,C17023_009MA,C17023_010E,C17023_010EA,C17023_010M,C17023_010MA,C17023_011E,C17023_011EA,C17023_011M,C17023_011MA,C17023_012E,C17023_012EA,C17023_012M,C17023_012MA,C17023_013E,C17023_013EA,C17023_013M,C17023_013MA,C17023_014E,C17023_014EA,C17023_014M,C17023_014MA,C17023_015E,C17023_015EA,C17023_015M,C17023_015MA,C17023_016E,C17023_016EA,C17023_016M,C17023_016MA,C17023_017E,C17023_017EA,C17023_017M,C17023_017MA,C17023_018E,C17023_018EA,C17023_018M,C17023_018MA,C17023_019E,C17023_019EA,C17023_019M,C17023_019MA,C17023_020E,C17023_020EA,C17023_020M,C17023_020MA,C17023_021E,C17023_021EA,C17023_021M,C17023_021MA,C17023_022E,C17023_022EA,C17023_022M,C17023_022MA,C17023_023E,C17023_023EA,C17023_023M,C17023_023MA,GEO_ID,NAME,state
2328569,null,18597,null,249293,null,7851,null,77461,null,4849,null,34861,null,3270,null,42600,null,3649,null,171832,null,7171,null,21859,null,2656,null,6903,null,1498,null,14956,null,2442,null,149973,null,6229,null,34983,null,3263,null,114990,null,5372,null,2079276,null,17761,null,1592964,null,16437,null,867751,null,12143,null,725213,null,10521,null,486312,null,11771,null,130823,null,6851,null,76768,null,4968,null,54055,null,4296,null,355489,null,9727,null,167657,null,6689,null,187832,null,7655,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,6127,null,1192,null,2517,null,746,null,3610,null,939,null,10319,null,1640,null,1260,null,509,null,655,null,389,null,605,null,310,null,9059,null,1635,null,2166,null,683,null,6893,null,1472,null,290177,null,4295,null,220982,null,5020,null,130530,null,4096,null,90452,null,4125,null,69195,null,4030,null,21405,null,2347,null,14267,null,1980,null,7138,null,1496,null,47790,null,3245,null,29311,null,2442,null,18479,null,2210,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,16930,null,1878,null,6536,null,1095,null,10394,null,1684,null,18310,null,2080,null,2564,null,958,null,557,null,403,null,2007,null,798,null,15746,null,1919,null,3235,null,915,null,12511,null,1867,null,362336,null,5560,null,306494,null,5906,null,171072,null,4547,null,135422,null,5119,null,55842,null,3769,null,22153,null,2259,null,9342,null,1356,null,12811,null,1880,null,33689,null,3051,null,13311,null,1758,null,20378,null,2507,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,94944,null,5218,null,34099,null,2721,null,60845,null,4134,null,184579,null,7853,null,27296,null,3075,null,9797,null,1520,null,17499,null,2593,null,157283,null,6755,null,33712,null,3034,null,123571,null,5970,null,2900564,null,19034,null,2263259,null,16809,null,1245613,null,11726,null,1017646,null,13114,null,637305,null,11806,null,190877,null,6728,null,106749,null,5187,null,84128,null,4881,null,446428,null,9980,null,220581,null,6673,null,225847,null,7284,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,45105,null,2939,null,17466,null,1888,null,27639,null,2342,null,100009,null,4681,null,14861,null,2542,null,4256,null,1048,null,10605,null,1980,null,85148,null,4003,null,13012,null,1628,null,72136,null,3972,null,1517289,null,13135,null,1220874,null,12550,null,726259,null,9383,null,494615,null,10511,null,296415,null,8189,null,93637,null,5172,null,43029,null,3258,null,50608,null,3745,null,202778,null,6751,null,92786,null,4361,null,109992,null,4397,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,19777,null,2147,null,8395,null,1195,null,11382,null,1597,null,38656,null,2611,null,5527,null,1087,null,1292,null,500,null,4235,null,926,null,33129,null,2364,null,3861,null,717,null,29268,null,2360,null,735887,null,8721,null,620498,null,8456,null,374675,null,6288,null,245823,null,5203,null,115389,null,4644,null,38047,null,2813,null,16115,null,2011,null,21932,null,2285,null,77342,null,3316,null,30573,null,2356,null,46769,null,2606,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,21491,null,2058,null,8066,null,1164,null,13425,null,1783,null,34418,null,2912,null,5298,null,1342,null,1790,null,652,null,3508,null,1080,null,29120,null,2651,null,4900,null,1147,null,24220,null,2367,null,672227,null,7896,null,553678,null,8474,null,314924,null,5627,null,238754,null,6121,null,118549,null,4867,null,39320,null,3457,null,17870,null,2077,null,21450,null,2409,null,79229,null,4298,null,33077,null,2607,null,46152,null,3228,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,57929,null,3743,null,26193,null,2250,null,31736,null,3273,null,89432,null,5355,null,14280,null,2062,null,5416,null,1213,null,8864,null,1622,null,75152,null,4900,null,16712,null,2203,null,58440,null,4279,null,966785,null,13798,null,775071,null,13112,null,471309,null,9037,null,303762,null,7756,null,191714,null,6959,null,59143,null,4115,null,30195,null,2459,null,28948,null,3261,null,132571,null,5747,null,67185,null,3785,null,65386,null,4677,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,42100,null,3018,null,22779,null,2309,null,19321,null,2306,null,115882,null,4709,null,11995,null,1960,null,4709,null,1259,null,7286,null,1403,null,103887,null,4719,null,23294,null,2752,null,80593,null,4507,null,922043,null,11204,null,703888,null,10530,null,421032,null,7243,null,282856,null,7535,null,218155,null,7066,null,65201,null,4366,null,37542,null,3134,null,27659,null,3181,null,152954,null,5803,null,81309,null,3995,null,71645,null,4233,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,10586,null,1249,null,4715,null,930,null,5871,null,1050,null,17336,null,2130,null,2188,null,597,null,386,null,197,null,1802,null,533,null,15148,null,2030,null,1939,null,612,null,13209,null,1854,null,327625,null,6225,null,272620,null,5676,null,172472,null,4190,null,100148,null,3358,null,55005,null,3903,null,18948,null,2185,null,8080,null,1133,null,10868,null,1690,null,36057,null,2808,null,15004,null,1727,null,21053,null,2183,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,20178,null,2604,null,9834,null,1741,null,10344,null,1740,null,55570,null,4211,null,6526,null,1342,null,1400,null,563,null,5126,null,1220,null,49044,null,4059,null,10923,null,1692,null,38121,null,3573,null,1316499,null,11844,null,988719,null,11565,null,555323,null,7071,null,433396,null,10677,null,327780,null,8268,null,93917,null,4767,null,49001,null,3524,null,44916,null,3073,null,233863,null,6955,null,112758,null,4388,null,121105,null,5551,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,30935,null,3098,null,14660,null,2018,null,16275,null,2207,null,82365,null,5135,null,9403,null,1952,null,2321,null,773,null,7082,null,1701,null,72962,null,4430,null,11308,null,1818,null,61654,null,3908,null,1447898,null,12396,null,1135088,null,11370,null,635545,null,9876,null,499543,null,8066,null,312810,null,8886,null,90727,null,4938,null,50128,null,3675,null,40599,null,3781,null,222083,null,7293,null,110251,null,5307,null,111832,null,4865,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,81798,null,4066,null,33161,null,2266,null,48637,null,3388,null,175690,null,6202,null,26445,null,2682,null,8101,null,1392,null,18344,null,2277,null,149245,null,5284,null,28216,null,2474,null,121029,null,4650,null,2303193,null,13485,null,1831669,null,13897,null,1083227,null,10388,null,748442,null,10093,null,471524,null,8467,null,137926,null,5551,null,71124,null,3851,null,66802,null,3487,null,333598,null,7122,null,159613,null,4697,null,173985,null,5782,null,0400000US26,Michigan,26
1353390,null,9195,null,87456,null,3998,null,27367,null,2226,null,11410,null,1193,null,15957,null,1758,null,60089,null,3523,null,9338,null,1448,null,1989,null,639,null,7349,null,1486,null,50751,null,3351,null,6006,null,1111,null,44745,null,3173,null,1265934,null,9347,null,1046971,null,9588,null,593020,null,6775,null,453951,null,6500,null,218963,null,6768,null,75494,null,3548,null,31736,null,2863,null,43758,null,2811,null,143469,null,6053,null,59893,null,3186,null,83576,null,4111,null,0400000US27,Minnesota,27
753797,null,9564,null,122687,null,5688,null,34416,null,2977,null,16555,null,1938,null,17861,null,2243,null,88271,null,4367,null,10112,null,2048,null,4292,null,1057,null,5820,null,1704,null,78159,null,4033,null,22581,null,2090,null,55578,null,3775,null,631110,null,8813,null,477267,null,9482,null,293047,null,6875,null,184220,null,7201,null,153843,null,5789,null,39101,null,3127,null,22408,null,2467,null,16693,null,2323,null,114742,null,5088,null,61569,null,3582,null,53173,null,3562,null,0400000US28,Mississippi,28
1534274,null,13026,null,145777,null,5606,null,48503,null,2628,null,21478,null,1489,null,27025,null,2565,null,97274,null,5229,null,14419,null,1897,null,4691,null,1019,null,9728,null,1626,null,82855,null,4685,null,12826,null,1912,null,70029,null,4580,null,1388497,null,12337,null,1108243,null,12764,null,660865,null,8864,null,447378,null,9523,null,280254,null,8729,null,86152,null,5255,null,46198,null,3654,null,39954,null,3042,null,194102,null,6561,null,89429,null,3537,null,104673,null,5395,null,0400000US29,Missouri,29
240727,null,4609,null,23434,null,2306,null,10278,null,1528,null,4400,null,1093,null,5878,null,1134,null,13156,null,1918,null,1992,null,737,null,508,null,381,null,1484,null,620,null,11164,null,1650,null,1774,null,554,null,9390,null,1572,null,217293,null,4367,null,184719,null,4140,null,119661,null,3095,null,65058,null,2926,null,32574,null,2729,null,12415,null,1858,null,5409,null,1327,null,7006,null,1081,null,20159,null,1993,null,9166,null,1338,null,10993,null,1439,null,0400000US30,Montana,30
459503,null,6026,null,37578,null,2632,null,13441,null,1591,null,5973,null,1011,null,7468,null,1264,null,24137,null,2153,null,3413,null,1003,null,517,null,325,null,2896,null,911,null,20724,null,1986,null,2593,null,682,null,18131,null,1851,null,421925,null,5888,null,351087,null,5980,null,201844,null,4253,null,149243,null,4935,null,70838,null,3611,null,23189,null,2215,null,10203,null,1350,null,12986,null,1872,null,47649,null,2829,null,19536,null,1668,null,28113,null,2574,null,0400000US31,Nebraska,31
631720,null,7910,null,47307,null,4364,null,17470,null,1878,null,7131,null,1383,null,10339,null,1690,null,29837,null,3202,null,4481,null,1056,null,1410,null,618,null,3071,null,909,null,25356,null,2886,null,4458,null,1100,null,20898,null,2524,null,584413,null,8030,null,442087,null,7308,null,249869,null,5381,null,192218,null,5371,null,142326,null,5673,null,55140,null,3723,null,28447,null,2583,null,26693,null,2859,null,87186,null,4576,null,40809,null,3134,null,46377,null,3957,null,0400000US32,Nevada,32
341922,null,5518,null,15562,null,2012,null,4344,null,994,null,2535,null,673,null,1809,null,684,null,11218,null,1816,null,2799,null,868,null,349,null,235,null,2450,null,832,null,8419,null,1506,null,867,null,493,null,7552,null,1423,null,326360,null,5865,null,271330,null,5614,null,158897,null,4214,null,112433,null,4102,null,55030,null,3701,null,16793,null,2084,null,7779,null,1224,null,9014,null,1599,null,38237,null,3109,null,16072,null,2098,null,22165,null,2651,null,0400000US33,New Hampshire,33
2185324,null,16317,null,138357,null,6889,null,49031,null,4070,null,20458,null,2175,null,28573,null,2955,null,89326,null,5248,null,12210,null,2249,null,3883,null,981,null,8327,null,1816,null,77116,null,5078,null,15940,null,2192,null,61176,null,3988,null,2046967,null,14608,null,1584233,null,14752,null,842102,null,12048,null,742131,null,11667,null,462734,null,10968,null,136670,null,6334,null,80119,null,4844,null,56551,null,4588,null,326064,null,8383,null,171816,null,5382,null,154248,null,6437,null,0400000US34,New Jersey,34
482543,null,6995,null,68677,null,4194,null,25382,null,2404,null,11175,null,1723,null,14207,null,1726,null,43295,null,3416,null,7057,null,1247,null,1957,null,702,null,5100,null,1116,null,36238,null,3432,null,6658,null,1267,null,29580,null,3282,null,413866,null,7934,null,313465,null,6909,null,189638,null,5114,null,123827,null,4840,null,100401,null,4906,null,34747,null,2794,null,16507,null,1758,null,18240,null,2335,null,65654,null,4067,null,32306,null,2963,null,33348,null,3208,null,0400000US35,New Mexico,35
4594823,null,21017,null,473910,null,10787,null,159672,null,6372,null,64990,null,3790,null,94682,null,5004,null,314238,null,9011,null,44441,null,3653,null,17022,null,2447,null,27419,null,3223,null,269797,null,7769,null,58948,null,4040,null,210849,null,7525,null,4120913,null,20967,null,3062440,null,21491,null,1743527,null,15536,null,1318913,null,14530,null,1058473,null,14437,null,305547,null,9023,null,184775,null,7167,null,120772,null,5918,null,752926,null,10715,null,407859,null,7778,null,345067,null,9484,null,0400000US36,New York,36
2366894,null,16505,null,251674,null,8359,null,84823,null,5057,null,34556,null,2662,null,50267,null,4133,null,166851,null,6953,null,23855,null,2873,null,8538,null,1949,null,15317,null,2215,null,142996,null,6271,null,27967,null,2334,null,115029,null,6071,null,2115220,null,15675,null,1678974,null,13953,null,1000053,null,11747,null,678921,null,11357,null,436246,null,11726,null,126939,null,6680,null,65975,null,4080,null,60964,null,4953,null,309307,null,8795,null,148109,null,5973,null,161198,null,6810,null,0400000US37,North Carolina,37
168128,null,3882,null,12566,null,1453,null,4508,null,846,null,2633,null,638,null,1875,null,494,null,8058,null,1140,null,1259,null,463,null,321,null,192,null,938,null,421,null,6799,null,1067,null,1057,null,420,null,5742,null,1033,null,155562,null,3641,null,132624,null,3999,null,78722,null,2663,null,53902,null,2547,null,22938,null,2193,null,9326,null,1587,null,4902,null,1190,null,4424,null,855,null,13612,null,1427,null,4679,null,689,null,8933,null,1346,null,0400000US38,North Dakota,38
2962303,null,17567,null,287115,null,7874,null,80013,null,4364,null,33922,null,2534,null,46091,null,3864,null,207102,null,6719,null,28827,null,2981,null,6981,null,1429,null,21846,null,2696,null,178275,null,6356,null,33835,null,2877,null,144440,null,5972,null,2675188,null,17667,null,2129672,null,17236,null,1284440,null,11019,null,845232,null,12172,null,545516,null,10488,null,162355,null,6146,null,78098,null,3948,null,84257,null,5446,null,383161,null,9618,null,179554,null,5973,null,203607,null,7537,null,0400000US39,Ohio,39
936378,null,8406,null,111086,null,4953,null,42378,null,3111,null,15980,null,1802,null,26398,null,2319,null,68708,null,4157,null,9840,null,1769,null,3660,null,1113,null,6180,null,1471,null,58868,null,3705,null,11105,null,1669,null,47763,null,3402,null,825292,null,7898,null,665119,null,8560,null,404936,null,6485,null,260183,null,7234,null,160173,null,6014,null,50276,null,3624,null,26865,null,2300,null,23411,null,2579,null,109897,null,4463,null,54417,null,3519,null,55480,null,3473,null,0400000US40,Oklahoma,40
940771,null,9074,null,83438,null,4839,null,31247,null,2833,null,14400,null,1789,null,16847,null,2002,null,52191,null,3996,null,7060,null,1491,null,1997,null,774,null,5063,null,1286,null,45131,null,3623,null,6506,null,1127,null,38625,null,3486,null,857333,null,9321,null,703116,null,9877,null,427050,null,7688,null,276066,null,7265,null,154217,null,5952,null,51398,null,3814,null,25814,null,2775,null,25584,null,2846,null,102819,null,4238,null,45057,null,3217,null,57762,null,3898,null,0400000US41,Oregon,41
3198199,null,17145,null,258806,null,8346,null,83045,null,4753,null,38254,null,2729,null,44791,null,3894,null,175761,null,7294,null,25305,null,2778,null,8226,null,1497,null,17079,null,2231,null,150456,null,6895,null,28916,null,2604,null,121540,null,6507,null,2939393,null,15164,null,2338135,null,15608,null,1420026,null,11139,null,918109,null,9875,null,601258,null,10334,null,176556,null,5903,null,95137,null,4456,null,81419,null,4028,null,424702,null,8196,null,227447,null,6539,null,197255,null,6043,null,0400000US42,Pennsylvania,42
253941,null,4954,null,21109,null,2539,null,5923,null,1320,null,2254,null,745,null,3669,null,1067,null,15186,null,2165,null,1222,null,604,null,271,null,234,null,951,null,567,null,13964,null,2105,null,1101,null,477,null,12863,null,2059,null,232832,null,5302,null,183647,null,4866,null,107720,null,3599,null,75927,null,3642,null,49185,null,3709,null,13199,null,2068,null,8536,null,1604,null,4663,null,1184,null,35986,null,3154,null,16927,null,2011,null,19059,null,2318,null,0400000US44,Rhode Island,44
1152062,null,12427,null,128562,null,5690,null,39330,null,3357,null,19382,null,1988,null,19948,null,2603,null,89232,null,5032,null,9480,null,1571,null,4291,null,1181,null,5189,null,1087,null,79752,null,4741,null,18371,null,1935,null,61381,null,4204,null,1023500,null,11323,null,789383,null,11668,null,490370,null,8950,null,299013,null,7659,null,234117,null,8578,null,61068,null,4428,null,34408,null,3115,null,26660,null,2816,null,173049,null,6709,null,87471,null,4211,null,85578,null,5034,null,0400000US45,South Carolina,45
205206,null,4366,null,18168,null,2044,null,6127,null,1040,null,2921,null,598,null,3206,null,875,null,12041,null,1508,null,1782,null,575,null,255,null,180,null,1527,null,550,null,10259,null,1370,null,1917,null,510,null,8342,null,1320,null,187038,null,3686,null,156665,null,3515,null,97891,null,2923,null,58774,null,2652,null,30373,null,2220,null,10457,null,1421,null,4245,null,963,null,6212,null,1279,null,19916,null,1867,null,6977,null,1084,null,12939,null,1546,null,0400000US46,South Dakota,46
1606220,null,14373,null,192337,null,6650,null,65924,null,4370,null,30871,null,2843,null,35053,null,3154,null,126413,null,6035,null,19641,null,2883,null,6421,null,1398,null,13220,null,2488,null,106772,null,5492,null,23319,null,2678,null,83453,null,4860,null,1413883,null,13469,null,1119456,null,13371,null,694219,null,10014,null,425237,null,9234,null,294427,null,7765,null,89902,null,5594,null,48139,null,4237,null,41763,null,3872,null,204525,null,6098,null,99866,null,4816,null,104659,null,5657,null,0400000US47,Tennessee,47
5790823,null,26730,null,738340,null,11904,null,312172,null,10126,null,96210,null,5000,null,215962,null,8825,null,426168,null,10366,null,61810,null,4088,null,21562,null,2438,null,40248,null,3330,null,364358,null,9203,null,75478,null,4517,null,288880,null,8850,null,5052483,null,25570,null,3947043,null,25198,null,2124142,null,16305,null,1822901,null,18759,null,1105440,null,16743,null,352609,null,10809,null,192541,null,8311,null,160068,null,7235,null,752831,null,12598,null,351819,null,9172,null,401012,null,9314,null,0400000US48,Texas,48
629901,null,7327,null,43157,null,3140,null,21355,null,2440,null,7449,null,1220,null,13906,null,1964,null,21802,null,1873,null,2694,null,820,null,936,null,411,null,1758,null,696,null,19108,null,1854,null,3059,null,861,null,16049,null,1631,null,586744,null,6937,null,498809,null,7312,null,242105,null,5836,null,256704,null,6226,null,87935,null,4131,null,30307,null,2837,null,16293,null,2245,null,14014,null,1998,null,57628,null,3477,null,27970,null,2393,null,29658,null,2872,null,0400000US49,Utah,49
163979,null,3747,null,10569,null,1330,null,3101,null,778,null,1422,null,526,null,1679,null,551,null,7468,null,1042,null,1141,null,501,null,167,null,160,null,974,null,464,null,6327,null,892,null,548,null,292,null,5779,null,850,null,153410,null,3754,null,122943,null,3592,null,74818,null,2551,null,48125,null,2539,null,30467,null,2291,null,11753,null,1647,null,4855,null,887,null,6898,null,1266,null,18714,null,1686,null,6829,null,968,null,11885,null,1585,null,0400000US50,Vermont,50
1964204,null,15049,null,139767,null,6679,null,46397,null,3659,null,21287,null,2485,null,25110,null,2965,null,93370,null,5376,null,10480,null,1729,null,3003,null,819,null,7477,null,1525,null,82890,null,5002,null,18149,null,2487,null,64741,null,3893,null,1824437,null,15320,null,1436988,null,15064,null,824967,null,11100,null,612021,null,9489,null,387449,null,8594,null,110994,null,5118,null,59180,null,3693,null,51814,null,3942,null,276455,null,8186,null,131369,null,6096,null,145086,null,5966,null,0400000US51,Virginia,51
1619537,null,11679,null,126980,null,5334,null,45646,null,3690,null,18892,null,2184,null,26754,null,2769,null,81334,null,4815,null,13161,null,2060,null,3790,null,1174,null,9371,null,1748,null,68173,null,4441,null,9482,null,1720,null,58691,null,4170,null,1492557,null,11661,null,1206566,null,13211,null,698975,null,9964,null,507591,null,8892,null,285991,null,7881,null,99983,null,5346,null,47413,null,3268,null,52570,null,4196,null,186008,null,5936,null,76966,null,3634,null,109042,null,5359,null,0400000US53,Washington,53
491383,null,7377,null,63645,null,3445,null,29019,null,2686,null,14307,null,1846,null,14712,null,1789,null,34626,null,2463,null,5985,null,1128,null,1602,null,664,null,4383,null,1039,null,28641,null,2364,null,7314,null,1492,null,21327,null,2295,null,427738,null,7369,null,352361,null,7081,null,228634,null,5169,null,123727,null,4561,null,75377,null,3638,null,24027,null,2424,null,14978,null,1759,null,9049,null,1656,null,51350,null,3163,null,28696,null,2320,null,22654,null,2230,null,0400000US54,West Virginia,54
1461841,null,11443,null,104480,null,4158,null,31191,null,2701,null,13789,null,1529,null,17402,null,2013,null,73289,null,3641,null,12300,null,1850,null,3818,null,992,null,8482,null,1501,null,60989,null,3509,null,7938,null,1274,null,53051,null,3303,null,1357361,null,11868,null,1117998,null,11378,null,666449,null,7746,null,451549,null,7269,null,239363,null,7025,null,80491,null,3676,null,35506,null,2517,null,44985,null,2831,null,158872,null,5325,null,67485,null,3251,null,91387,null,4327,null,0400000US55,Wisconsin,55
135066,null,3714,null,7015,null,1484,null,2195,null,683,null,1204,null,534,null,991,null,497,null,4820,null,1208,null,1007,null,611,null,373,null,504,null,634,null,341,null,3813,null,1089,null,610,null,370,null,3203,null,994,null,128051,null,3463,null,104236,null,3129,null,65443,null,2541,null,38793,null,2287,null,23815,null,2562,null,10233,null,1547,null,4881,null,1112,null,5352,null,1259,null,13582,null,1768,null,4889,null,948,null,8693,null,1555,null,0400000US56,Wyoming,56
