B06004G_001E,B06004G_001EA,B06004G_001M,B06004G_001MA,B06004G_002E,B06004G_002EA,B06004G_002M,B06004G_002MA,B06004G_003E,B06004G_003EA,B06004G_003M,B06004G_003MA,B06004G_004E,B06004G_004EA,B06004G_004M,B06004G_004MA,B06004G_005E,B06004G_005EA,B06004G_005M,B06004G_005MA,GEO_ID,NAME,state
60168,null,4763,null,38866,null,3861,null,18467,null,2642,null,1887,null,646,null,948,null,466,null,0400000US01,Alabama,01
46920,null,4037,null,31717,null,3451,null,13519,null,2150,null,1092,null,560,null,592,null,427,null,0400000US02,Alaska,02
154375,null,9650,null,87228,null,7081,null,55944,null,4190,null,3717,null,1113,null,7486,null,1399,null,0400000US04,Arizona,04
48272,null,4478,null,25254,null,3185,null,19741,null,2486,null,666,null,418,null,2611,null,1496,null,0400000US05,Arkansas,05
1262386,null,26412,null,940509,null,23088,null,181112,null,7935,null,28719,null,3488,null,112046,null,7045,null,0400000US06,California,06
126857,null,7050,null,70022,null,5092,null,46674,null,3868,null,4858,null,1282,null,5303,null,1424,null,0400000US08,Colorado,08
70806,null,5485,null,45497,null,4198,null,17035,null,2136,null,2459,null,882,null,5815,null,1541,null,0400000US09,Connecticut,09
16978,null,3365,null,8785,null,2286,null,6942,null,1933,null,472,null,538,null,779,null,452,null,0400000US10,Delaware,10
9485,null,1674,null,2773,null,978,null,5537,null,1229,null,592,null,455,null,583,null,312,null,0400000US11,District of Columbia,11
316274,null,13049,null,138384,null,7381,null,101434,null,6792,null,19091,null,2657,null,57365,null,5609,null,0400000US12,Florida,12
118600,null,7981,null,59093,null,5323,null,47020,null,4988,null,5253,null,1459,null,7234,null,1640,null,0400000US13,Georgia,13
286329,null,11422,null,238833,null,11057,null,35906,null,3736,null,6532,null,1573,null,5058,null,1423,null,0400000US15,Hawaii,15
32667,null,2771,null,15549,null,1970,null,15654,null,2290,null,578,null,305,null,886,null,512,null,0400000US16,Idaho,16
199006,null,11421,null,140268,null,8783,null,37559,null,3943,null,4205,null,1278,null,16974,null,2643,null,0400000US17,Illinois,17
106802,null,6716,null,74278,null,5595,null,26517,null,2718,null,1641,null,669,null,4366,null,1476,null,0400000US18,Indiana,18
41158,null,3771,null,27915,null,3107,null,11900,null,1570,null,506,null,448,null,837,null,481,null,0400000US19,Iowa,19
72725,null,5270,null,42321,null,3848,null,27283,null,3366,null,1292,null,623,null,1829,null,600,null,0400000US20,Kansas,20
55320,null,4865,null,36157,null,3662,null,15779,null,2860,null,1353,null,640,null,2031,null,866,null,0400000US21,Kentucky,21
54912,null,6129,null,39265,null,5271,null,11951,null,1997,null,891,null,438,null,2805,null,1569,null,0400000US22,Louisiana,22
23686,null,2910,null,16347,null,2540,null,6386,null,1373,null,333,null,255,null,620,null,325,null,0400000US23,Maine,23
115340,null,7441,null,60730,null,4959,null,39083,null,4362,null,6356,null,1567,null,9171,null,1828,null,0400000US24,Maryland,24
120698,null,8159,null,73056,null,6225,null,22121,null,2926,null,4816,null,1666,null,20705,null,4117,null,0400000US25,Massachusetts,25
190942,null,8082,null,151409,null,7291,null,30052,null,2972,null,2730,null,1082,null,6751,null,1525,null,0400000US26,Michigan,26
95959,null,6696,null,69548,null,5066,null,21011,null,2681,null,1171,null,652,null,4229,null,1158,null,0400000US27,Minnesota,27
26487,null,4369,null,15915,null,3156,null,8712,null,3005,null,727,null,389,null,1133,null,563,null,0400000US28,Mississippi,28
