B19301C_001E,B19301C_001EA,B19301C_001M,B19301C_001MA,GEO_ID,NAME,state
17970,null,2641,null,0400000US01,Alabama,01
16078,null,1378,null,0400000US02,Alaska,02
12319,null,642,null,0400000US04,Arizona,04
17204,null,2688,null,0400000US05,Arkansas,05
23728,null,1150,null,0400000US06,California,06
19464,null,1937,null,0400000US08,Colorado,08
24898,null,5295,null,0400000US09,Connecticut,09
21762,null,7850,null,0400000US10,Delaware,10
38829,null,8901,null,0400000US11,District of Columbia,11
22229,null,2479,null,0400000US12,Florida,12
20144,null,3152,null,0400000US13,Georgia,13
20716,null,7270,null,0400000US15,Hawaii,15
13424,null,2146,null,0400000US16,Idaho,16
22146,null,3411,null,0400000US17,Illinois,17
22538,null,5539,null,0400000US18,Indiana,18
13888,null,2275,null,0400000US19,Iowa,19
19720,null,2430,null,0400000US20,Kansas,20
16532,null,3610,null,0400000US21,Kentucky,21
17813,null,2935,null,0400000US22,Louisiana,22
13724,null,3692,null,0400000US23,Maine,23
31954,null,8331,null,0400000US24,Maryland,24
21378,null,7086,null,0400000US25,Massachusetts,25
19079,null,1608,null,0400000US26,Michigan,26
16612,null,1711,null,0400000US27,Minnesota,27
17041,null,3340,null,0400000US28,Mississippi,28
21264,null,3923,null,0400000US29,Missouri,29
10906,null,899,null,0400000US30,Montana,30
10326,null,1996,null,0400000US31,Nebraska,31
20963,null,2624,null,0400000US32,Nevada,32
22299,null,7941,null,0400000US33,New Hampshire,33
20628,null,2660,null,0400000US34,New Jersey,34
12324,null,685,null,0400000US35,New Mexico,35
19154,null,1992,null,0400000US36,New York,36
15002,null,1438,null,0400000US37,North Carolina,37
11650,null,1704,null,0400000US38,North Dakota,38
20282,null,3185,null,0400000US39,Ohio,39
15469,null,570,null,0400000US40,Oklahoma,40
14359,null,1097,null,0400000US41,Oregon,41
16179,null,2503,null,0400000US42,Pennsylvania,42
11454,null,3988,null,0400000US44,Rhode Island,44
15565,null,2621,null,0400000US45,South Carolina,45
9227,null,874,null,0400000US46,South Dakota,46
22787,null,7539,null,0400000US47,Tennessee,47
20499,null,1642,null,0400000US48,Texas,48
13791,null,1901,null,0400000US49,Utah,49
16702,null,5766,null,0400000US50,Vermont,50
21442,null,3508,null,0400000US51,Virginia,51
16525,null,1121,null,0400000US53,Washington,53
24915,null,9060,null,0400000US54,West Virginia,54
16386,null,2209,null,0400000US55,Wisconsin,55
14004,null,2626,null,0400000US56,Wyoming,56
7496,null,1742,null,0400000US72,Puerto Rico,72
