C15002H_001E,C15002H_001EA,C15002H_001M,C15002H_001MA,C15002H_002E,C15002H_002EA,C15002H_002M,C15002H_002MA,C15002H_003E,C15002H_003EA,C15002H_003M,C15002H_003MA,C15002H_004E,C15002H_004EA,C15002H_004M,C15002H_004MA,C15002H_005E,C15002H_005EA,C15002H_005M,C15002H_005MA,C15002H_006E,C15002H_006EA,C15002H_006M,C15002H_006MA,C15002H_007E,C15002H_007EA,C15002H_007M,C15002H_007MA,C15002H_008E,C15002H_008EA,C15002H_008M,C15002H_008MA,C15002H_009E,C15002H_009EA,C15002H_009M,C15002H_009MA,C15002H_010E,C15002H_010EA,C15002H_010M,C15002H_010MA,C15002H_011E,C15002H_011EA,C15002H_011M,C15002H_011MA,GEO_ID,NAME,state
2202402,null,3068,null,1052514,null,1945,null,184299,null,6249,null,324086,null,7498,null,279832,null,6586,null,264297,null,6974,null,1149888,null,1789,null,195154,null,6377,null,372748,null,8749,null,324518,null,7768,null,257468,null,7389,null,0400000US01,Alabama,01
298221,null,1741,null,155404,null,1252,null,8840,null,1491,null,44358,null,2826,null,54976,null,3052,null,47230,null,2671,null,142817,null,840,null,6659,null,1254,null,38147,null,2512,null,51155,null,2411,null,46856,null,2117,null,0400000US02,Alaska,02
2694268,null,2256,null,1304973,null,1585,null,104420,null,5824,null,324020,null,10356,null,441779,null,11448,null,434754,null,8899,null,1389295,null,1421,null,103349,null,4853,null,376816,null,8575,null,504285,null,8762,null,404845,null,6980,null,0400000US04,Arizona,04
1487709,null,2125,null,713281,null,1448,null,119847,null,4346,null,253776,null,5664,null,184615,null,5333,null,155043,null,5244,null,774428,null,1613,null,122516,null,4986,null,279095,null,6283,null,216981,null,6219,null,155836,null,5688,null,0400000US05,Arkansas,05
11232296,null,6054,null,5484114,null,3356,null,394770,null,10758,null,1178783,null,16725,null,1679585,null,18170,null,2230976,null,18352,null,5748182,null,4077,null,410744,null,10874,null,1318078,null,16372,null,1985785,null,18447,null,2033575,null,16545,null,0400000US06,California,06
2423890,null,2252,null,1190769,null,1436,null,70199,null,4348,null,277115,null,6359,null,346503,null,8813,null,496952,null,9516,null,1233121,null,1549,null,68577,null,4039,null,290177,null,7643,null,395439,null,7786,null,478928,null,8529,null,0400000US08,Colorado,08
1832304,null,2079,null,869685,null,1210,null,74470,null,3507,null,251202,null,5833,null,203890,null,6105,null,340123,null,5773,null,962619,null,1275,null,85379,null,3591,null,280441,null,6119,null,245815,null,5472,null,350984,null,5499,null,0400000US09,Connecticut,09
416409,null,292,null,197340,null,271,null,22783,null,2009,null,63831,null,3337,null,54039,null,2727,null,56687,null,2835,null,219069,null,133,null,19880,null,1683,null,74393,null,3481,null,63641,null,3136,null,61155,null,2987,null,0400000US10,Delaware,10
138572,null,511,null,70249,null,491,null,965,null,406,null,2890,null,1174,null,6093,null,1207,null,60301,null,1618,null,68323,null,273,null,1495,null,692,null,2793,null,789,null,4527,null,853,null,59508,null,1322,null,0400000US11,District of Columbia,11
8196656,null,6383,null,3939588,null,5158,null,417405,null,9869,null,1183988,null,15703,null,1118300,null,14958,null,1219895,null,13362,null,4257068,null,4467,null,417592,null,11312,null,1424693,null,16526,null,1306813,null,15782,null,1107970,null,13116,null,0400000US12,Florida,12
3786333,null,5184,null,1821083,null,3098,null,255182,null,8024,null,531395,null,11515,null,450098,null,9885,null,584408,null,10494,null,1965250,null,2998,null,250705,null,7813,null,605725,null,11441,null,525875,null,10850,null,582945,null,10941,null,0400000US13,Georgia,13
232496,null,1086,null,124730,null,952,null,5160,null,1128,null,27701,null,2451,null,38822,null,2398,null,53047,null,2756,null,107766,null,345,null,5490,null,1041,null,21319,null,2214,null,34140,null,2171,null,46817,null,2629,null,0400000US15,Hawaii,15
838424,null,1044,null,412007,null,854,null,37690,null,2807,null,122107,null,5073,null,139558,null,5036,null,112652,null,4283,null,426417,null,406,null,38013,null,3112,null,133025,null,4326,null,152522,null,4078,null,102857,null,3709,null,0400000US16,Idaho,16
5779540,null,2475,null,2771588,null,1643,null,247434,null,6631,null,794206,null,11140,null,773789,null,10983,null,956159,null,9142,null,3007952,null,1378,null,274078,null,8141,null,908373,null,12058,null,875924,null,12310,null,949577,null,11044,null,0400000US17,Illinois,17
3567510,null,2182,null,1714207,null,1830,null,220885,null,6860,null,646087,null,10092,null,444289,null,8829,null,402946,null,7599,null,1853303,null,1110,null,234153,null,6674,null,710013,null,9258,null,502632,null,9282,null,406505,null,6606,null,0400000US18,Indiana,18
1830826,null,1597,null,880563,null,1173,null,82163,null,3518,null,330748,null,5365,null,250041,null,5644,null,217611,null,5411,null,950263,null,942,null,81067,null,3385,null,333237,null,5311,null,305082,null,5978,null,230877,null,4729,null,0400000US19,Iowa,19
1502399,null,1829,null,720840,null,1255,null,60711,null,2771,null,220648,null,5552,null,210510,null,5317,null,228971,null,4907,null,781559,null,1111,null,60119,null,3314,null,233874,null,5825,null,253904,null,5177,null,233662,null,5310,null,0400000US20,Kansas,20
2557181,null,2412,null,1219720,null,1783,null,254957,null,5884,null,441044,null,7049,null,274586,null,7392,null,249133,null,6909,null,1337461,null,1410,null,247075,null,7523,null,467985,null,9115,null,351832,null,8209,null,270569,null,7125,null,0400000US21,Kentucky,21
1816056,null,1663,null,873334,null,1219,null,153504,null,5970,null,298782,null,6600,null,210262,null,6674,null,210786,null,5726,null,942722,null,936,null,144660,null,5191,null,342541,null,5913,null,236551,null,5201,null,218970,null,6742,null,0400000US22,Louisiana,22
887558,null,1669,null,423217,null,1081,null,48209,null,3296,null,156468,null,4861,null,105970,null,4737,null,112570,null,3896,null,464341,null,1073,null,41045,null,2239,null,168610,null,4622,null,127494,null,4231,null,127192,null,4343,null,0400000US23,Maine,23
2262865,null,2200,null,1081232,null,1263,null,108141,null,5149,null,280441,null,7569,null,246898,null,5603,null,445752,null,8419,null,1181633,null,1406,null,111140,null,4718,null,325884,null,6073,null,304194,null,7923,null,440415,null,7256,null,0400000US24,Maryland,24
3593227,null,4367,null,1696730,null,2979,null,158986,null,6145,null,480346,null,11519,null,367935,null,7714,null,689463,null,10998,null,1896497,null,2664,null,161895,null,6550,null,519754,null,10242,null,471542,null,8983,null,743306,null,11137,null,0400000US25,Massachusetts,25
5338623,null,2000,null,2589872,null,1078,null,283535,null,6370,null,832593,null,12033,null,777504,null,10921,null,696240,null,10274,null,2748751,null,1203,null,283328,null,6880,null,920950,null,10133,null,864839,null,11350,null,679634,null,9641,null,0400000US26,Michigan,26
3042265,null,1183,null,1484055,null,750,null,112212,null,3518,null,434658,null,6934,null,466481,null,6730,null,470704,null,6771,null,1558210,null,707,null,99327,null,2472,null,444598,null,6566,null,518946,null,6721,null,495339,null,6064,null,0400000US27,Minnesota,27
1170543,null,2250,null,558348,null,1804,null,100292,null,4821,null,172340,null,5623,null,156780,null,5802,null,128936,null,4715,null,612195,null,1547,null,96292,null,4883,null,195910,null,6429,null,182400,null,5670,null,137593,null,5592,null,0400000US28,Mississippi,28
3291768,null,2715,null,1577025,null,2160,null,205020,null,6301,null,541335,null,8326,null,418460,null,8050,null,412210,null,7136,null,1714743,null,1408,null,225291,null,6164,null,573557,null,8630,null,484663,null,8100,null,431232,null,8320,null,0400000US29,Missouri,29
585588,null,1012,null,287936,null,652,null,27256,null,2308,null,96253,null,3241,null,80281,null,2947,null,84146,null,3201,null,297652,null,734,null,25797,null,2414,null,93827,null,3667,null,96010,null,4253,null,82018,null,4124,null,0400000US30,Montana,30
1002940,null,1297,null,484557,null,1107,null,38361,null,2370,null,153918,null,3772,null,151297,null,4754,null,140981,null,3858,null,518383,null,657,null,38129,null,2791,null,160149,null,4174,null,170273,null,5194,null,149832,null,4747,null,0400000US31,Nebraska,31
1075917,null,2515,null,543523,null,2066,null,46126,null,3854,null,166064,null,5883,null,187493,null,6200,null,143840,null,4643,null,532394,null,1306,null,49756,null,3782,null,170739,null,5626,null,187176,null,6578,null,124723,null,5122,null,0400000US32,Nevada,32
848079,null,1449,null,409706,null,743,null,43160,null,3630,null,127987,null,4862,null,101599,null,4640,null,136960,null,4747,null,438373,null,1010,null,35278,null,2912,null,137044,null,5088,null,129438,null,5339,null,136613,null,5503,null,0400000US33,New Hampshire,33
3806764,null,3158,null,1809165,null,1875,null,167843,null,5403,null,532512,null,9840,null,402387,null,8274,null,706423,null,10331,null,1997599,null,1794,null,182376,null,6228,null,662650,null,10969,null,466346,null,9044,null,686227,null,9158,null,0400000US34,New Jersey,34
609282,null,2283,null,292219,null,1360,null,22424,null,2210,null,69232,null,3469,null,89446,null,4094,null,111117,null,3923,null,317063,null,1624,null,22015,null,2154,null,78551,null,3704,null,101894,null,4059,null,114603,null,4524,null,0400000US35,New Mexico,35
8140453,null,4454,null,3875713,null,2882,null,378847,null,8541,null,1110110,null,13639,null,920216,null,14373,null,1466540,null,14881,null,4264740,null,2685,null,416002,null,8616,null,1293083,null,14655,null,1041111,null,14566,null,1514544,null,14271,null,0400000US36,New York,36
4254597,null,5063,null,2018835,null,3677,null,304348,null,8706,null,578480,null,10132,null,543098,null,10181,null,592909,null,9251,null,2235762,null,2562,null,282077,null,8328,null,635985,null,12111,null,684926,null,11663,null,632774,null,9952,null,0400000US37,North Carolina,37
384135,null,1035,null,188868,null,677,null,21776,null,1775,null,54586,null,2429,null,64805,null,2646,null,47701,null,2158,null,195267,null,607,null,19227,null,1377,null,54969,null,2374,null,68666,null,2758,null,52405,null,2443,null,0400000US38,North Dakota,38
6486333,null,1929,null,3099252,null,1369,null,371934,null,9347,null,1149878,null,13073,null,774778,null,10955,null,802662,null,10720,null,3387081,null,1041,null,390906,null,8433,null,1268534,null,12920,null,918373,null,11341,null,809268,null,11123,null,0400000US39,Ohio,39
1783977,null,2294,null,852196,null,1573,null,108078,null,4743,null,271437,null,7006,null,249261,null,5551,null,223420,null,5013,null,931781,null,1501,null,116875,null,4245,null,313415,null,6641,null,279424,null,6197,null,222067,null,5986,null,0400000US40,Oklahoma,40
2145205,null,1367,null,1037344,null,915,null,91799,null,5163,null,287844,null,7412,null,338625,null,6817,null,319076,null,6984,null,1107861,null,791,null,88809,null,4177,null,311032,null,7193,null,393721,null,6892,null,314299,null,6562,null,0400000US41,Oregon,41
7142754,null,2067,null,3396779,null,1167,null,392907,null,7371,null,1296230,null,13471,null,751340,null,10564,null,956302,null,11660,null,3745975,null,1251,null,430936,null,8114,null,1504384,null,12201,null,855376,null,11448,null,955279,null,10692,null,0400000US42,Pennsylvania,42
589550,null,1022,null,277170,null,474,null,41741,null,3492,null,75211,null,3411,null,69804,null,3842,null,90414,null,3654,null,312380,null,705,null,41891,null,2983,null,94939,null,4467,null,77099,null,3970,null,98451,null,3883,null,0400000US44,Rhode Island,44
2006474,null,2216,null,958072,null,1433,null,141338,null,5706,null,286590,null,7630,null,253829,null,6817,null,276315,null,6557,null,1048402,null,1434,null,140237,null,5325,null,332907,null,8638,null,300427,null,8202,null,274831,null,7624,null,0400000US45,South Carolina,45
463448,null,2116,null,226389,null,1215,null,25920,null,2112,null,75863,null,3464,null,65095,null,2975,null,59511,null,2787,null,237059,null,1442,null,24148,null,2261,null,79703,null,2686,null,71770,null,2992,null,61438,null,2820,null,0400000US46,South Dakota,46
3317370,null,2059,null,1586395,null,1552,null,284361,null,7334,null,537505,null,8593,null,385856,null,7767,null,378673,null,6937,null,1730975,null,1168,null,286861,null,7707,null,608136,null,10438,null,452326,null,9812,null,383652,null,8902,null,0400000US47,Tennessee,47
7878641,null,4758,null,3801940,null,3759,null,349437,null,9031,null,967753,null,13281,null,1134553,null,14490,null,1350197,null,12665,null,4076701,null,2690,null,383622,null,10686,null,1109086,null,13517,null,1311868,null,14802,null,1272125,null,14392,null,0400000US48,Texas,48
1265969,null,759,null,621136,null,613,null,39043,null,2974,null,152534,null,5414,null,211345,null,5662,null,218214,null,5300,null,644833,null,501,null,38594,null,2561,null,178487,null,5556,null,253544,null,5666,null,174208,null,4663,null,0400000US49,Utah,49
412118,null,294,null,198857,null,224,null,22048,null,1646,null,68780,null,3033,null,42661,null,2526,null,65368,null,2908,null,213261,null,191,null,17297,null,1679,null,65890,null,2759,null,56751,null,2328,null,73323,null,2785,null,0400000US50,Vermont,50
3584642,null,3369,null,1721951,null,1942,null,205635,null,7160,null,441921,null,7796,null,410137,null,9035,null,664258,null,9417,null,1862691,null,2274,null,199791,null,6304,null,497194,null,9789,null,506570,null,10073,null,659136,null,8394,null,0400000US51,Virginia,51
3454080,null,2132,null,1682518,null,1574,null,131927,null,6557,null,434864,null,9412,null,559835,null,10049,null,555892,null,8338,null,1771562,null,1295,null,124236,null,6295,null,459177,null,9682,null,652258,null,10832,null,535891,null,8183,null,0400000US53,Washington,53
1195558,null,2369,null,571707,null,1501,null,112007,null,4365,null,244522,null,5134,null,117964,null,4755,null,97214,null,4432,null,623851,null,1464,null,113676,null,4415,null,252132,null,5741,null,149928,null,5626,null,108115,null,4548,null,0400000US54,West Virginia,54
3304091,null,1000,null,1613032,null,882,null,155696,null,5041,null,566919,null,7518,null,457535,null,6491,null,432882,null,6878,null,1691059,null,831,null,140889,null,4599,null,596746,null,8325,null,512542,null,6997,null,440882,null,7627,null,0400000US55,Wisconsin,55
309522,null,494,null,153637,null,495,null,11898,null,1707,null,52180,null,3176,null,51835,null,2883,null,37724,null,2908,null,155885,null,6,null,11868,null,1827,null,47067,null,2814,null,60083,null,2796,null,36867,null,2202,null,0400000US56,Wyoming,56
29710,null,2807,null,16034,null,2200,null,3383,null,1013,null,4348,null,1149,null,3168,null,983,null,5135,null,1032,null,13676,null,1923,null,2573,null,766,null,3371,null,1003,null,2910,null,882,null,4822,null,1022,null,0400000US72,Puerto Rico,72
