B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
55320,null,4865,null,27146,null,2646,null,5880,null,1229,null,2882,null,851,null,3631,null,912,null,2866,null,945,null,947,null,513,null,2162,null,690,null,1181,null,650,null,874,null,383,null,2109,null,700,null,1654,null,649,null,1517,null,570,null,750,null,413,null,545,null,393,null,148,null,186,null,28174,null,3444,null,4620,null,1113,null,3996,null,1188,null,2533,null,792,null,2251,null,829,null,1222,null,594,null,2136,null,794,null,1670,null,891,null,910,null,422,null,2055,null,618,null,2724,null,874,null,2305,null,758,null,818,null,376,null,745,null,407,null,189,null,160,null,0400000US21,Kentucky,21
54912,null,6129,null,26350,null,3099,null,4918,null,1135,null,4312,null,1009,null,4212,null,1456,null,973,null,425,null,953,null,565,null,1930,null,857,null,1217,null,657,null,1214,null,565,null,2421,null,814,null,1714,null,582,null,1206,null,372,null,899,null,448,null,340,null,265,null,41,null,67,null,28562,null,4314,null,4878,null,1487,null,3908,null,962,null,2924,null,789,null,1302,null,538,null,1333,null,667,null,2256,null,1417,null,1359,null,594,null,1241,null,445,null,3149,null,795,null,2829,null,824,null,1307,null,507,null,1196,null,507,null,788,null,415,null,92,null,94,null,0400000US22,Louisiana,22
23686,null,2910,null,10733,null,1865,null,1796,null,667,null,1127,null,512,null,1499,null,633,null,424,null,258,null,324,null,278,null,529,null,360,null,740,null,527,null,474,null,343,null,1120,null,479,null,1304,null,468,null,980,null,450,null,389,null,359,null,11,null,20,null,16,null,32,null,12953,null,1743,null,1569,null,592,null,1645,null,611,null,1300,null,623,null,1306,null,631,null,441,null,289,null,1170,null,520,null,986,null,563,null,806,null,444,null,941,null,442,null,1059,null,443,null,874,null,455,null,299,null,201,null,529,null,443,null,28,null,51,null,0400000US23,Maine,23
115340,null,7441,null,57149,null,4281,null,11184,null,2163,null,7916,null,1269,null,6483,null,1354,null,3322,null,882,null,1861,null,747,null,4182,null,937,null,3348,null,1096,null,2902,null,863,null,7169,null,1784,null,4243,null,1021,null,2859,null,831,null,930,null,415,null,616,null,341,null,134,null,158,null,58191,null,4645,null,10153,null,1731,null,8052,null,1509,null,6302,null,1186,null,3160,null,940,null,2002,null,600,null,3895,null,1149,null,3503,null,1198,null,3352,null,854,null,6479,null,1292,null,6587,null,1332,null,2633,null,772,null,1190,null,425,null,713,null,422,null,170,null,175,null,0400000US24,Maryland,24
120698,null,8159,null,59309,null,5014,null,10517,null,1827,null,7408,null,1477,null,7075,null,1846,null,3100,null,964,null,2330,null,805,null,5162,null,1437,null,4420,null,1557,null,3342,null,931,null,7010,null,1479,null,4854,null,1261,null,2683,null,868,null,919,null,370,null,405,null,264,null,84,null,96,null,61389,null,4846,null,9984,null,1797,null,9193,null,1490,null,6555,null,1493,null,2194,null,618,null,2769,null,983,null,5919,null,1278,null,4090,null,1042,null,4821,null,1158,null,5666,null,1108,null,5659,null,1100,null,2558,null,752,null,664,null,412,null,735,null,440,null,582,null,482,null,0400000US25,Massachusetts,25
190942,null,8082,null,92301,null,4907,null,17036,null,1861,null,12807,null,1558,null,11999,null,1704,null,6026,null,1473,null,3573,null,869,null,6650,null,1208,null,4220,null,915,null,5250,null,1394,null,10258,null,1463,null,7309,null,1165,null,4613,null,941,null,1372,null,460,null,1035,null,353,null,153,null,145,null,98641,null,5521,null,14745,null,1736,null,12871,null,1583,null,12370,null,1858,null,7029,null,1325,null,4781,null,1080,null,6776,null,1376,null,6369,null,1491,null,4899,null,1021,null,8851,null,1087,null,9077,null,1316,null,6107,null,1074,null,2475,null,646,null,1521,null,549,null,770,null,378,null,0400000US26,Michigan,26
95959,null,6696,null,48803,null,4136,null,9204,null,1373,null,7152,null,1325,null,7700,null,1324,null,4096,null,1103,null,1858,null,717,null,3174,null,973,null,2633,null,916,null,3466,null,1018,null,3616,null,821,null,3505,null,742,null,1495,null,565,null,741,null,369,null,121,null,90,null,42,null,54,null,47156,null,3595,null,8869,null,1415,null,7946,null,1573,null,6954,null,1445,null,4029,null,1072,null,1369,null,428,null,3118,null,870,null,2576,null,793,null,1746,null,468,null,3475,null,906,null,3722,null,1113,null,1939,null,711,null,1024,null,491,null,319,null,223,null,70,null,107,null,0400000US27,Minnesota,27
26487,null,4369,null,13062,null,2258,null,2791,null,1327,null,2452,null,916,null,1135,null,713,null,381,null,301,null,902,null,733,null,671,null,419,null,429,null,452,null,488,null,307,null,1354,null,602,null,617,null,334,null,1130,null,529,null,398,null,290,null,260,null,260,null,54,null,83,null,13425,null,2680,null,2220,null,791,null,1796,null,944,null,1831,null,888,null,805,null,514,null,945,null,797,null,596,null,526,null,625,null,581,null,505,null,333,null,791,null,587,null,1325,null,545,null,1438,null,597,null,326,null,251,null,115,null,119,null,107,null,119,null,0400000US28,Mississippi,28
110931,null,7382,null,54774,null,4548,null,7468,null,1365,null,6807,null,1621,null,5808,null,1286,null,4357,null,1237,null,3329,null,950,null,3825,null,841,null,3081,null,936,null,2998,null,840,null,5166,null,1085,null,6219,null,1069,null,2943,null,645,null,1428,null,407,null,1313,null,523,null,32,null,42,null,56157,null,4238,null,8306,null,1663,null,7287,null,1354,null,7295,null,1639,null,3895,null,1012,null,2045,null,691,null,3723,null,1022,null,3841,null,953,null,2638,null,996,null,6221,null,1348,null,5046,null,1121,null,2794,null,674,null,1714,null,579,null,1007,null,452,null,345,null,227,null,0400000US29,Missouri,29
23228,null,2802,null,10989,null,1636,null,1180,null,492,null,2096,null,674,null,1453,null,610,null,672,null,624,null,402,null,334,null,463,null,376,null,606,null,441,null,638,null,473,null,1053,null,486,null,1428,null,492,null,714,null,307,null,214,null,193,null,70,null,99,null,0,null,233,null,12239,null,1878,null,1343,null,572,null,1879,null,728,null,2093,null,931,null,649,null,398,null,262,null,243,null,1413,null,647,null,1290,null,689,null,610,null,447,null,424,null,294,null,1128,null,498,null,714,null,356,null,434,null,276,null,0,null,233,null,0,null,233,null,0400000US30,Montana,30
35556,null,3686,null,17094,null,2187,null,3498,null,882,null,3316,null,785,null,2205,null,719,null,1268,null,470,null,1309,null,652,null,1485,null,694,null,1141,null,533,null,536,null,330,null,646,null,318,null,1112,null,532,null,209,null,182,null,358,null,265,null,11,null,19,null,0,null,218,null,18462,null,2244,null,3909,null,1323,null,3071,null,849,null,1985,null,587,null,1036,null,484,null,1287,null,590,null,1447,null,614,null,906,null,497,null,1515,null,628,null,1136,null,481,null,1352,null,731,null,523,null,355,null,175,null,154,null,120,null,118,null,0,null,218,null,0400000US31,Nebraska,31
76227,null,6513,null,37662,null,3639,null,6869,null,1398,null,5440,null,1347,null,4478,null,1043,null,1942,null,646,null,1428,null,667,null,2417,null,794,null,2659,null,933,null,2226,null,744,null,4366,null,1056,null,2636,null,781,null,2049,null,644,null,817,null,394,null,283,null,251,null,52,null,104,null,38565,null,3708,null,6692,null,1324,null,4799,null,1164,null,5644,null,1280,null,2287,null,898,null,959,null,376,null,2122,null,558,null,1573,null,523,null,2471,null,699,null,4384,null,1036,null,3689,null,905,null,2224,null,692,null,1230,null,538,null,349,null,232,null,142,null,175,null,0400000US32,Nevada,32
16331,null,2106,null,7540,null,1565,null,1793,null,845,null,1174,null,652,null,1022,null,411,null,515,null,341,null,124,null,139,null,407,null,304,null,222,null,284,null,255,null,322,null,777,null,528,null,441,null,258,null,358,null,286,null,225,null,188,null,227,null,217,null,0,null,253,null,8791,null,1474,null,1448,null,556,null,1272,null,519,null,1135,null,709,null,599,null,343,null,258,null,208,null,580,null,326,null,538,null,339,null,331,null,227,null,904,null,472,null,783,null,426,null,228,null,204,null,305,null,299,null,212,null,243,null,198,null,255,null,0400000US33,New Hampshire,33
141498,null,8328,null,71421,null,5026,null,12711,null,1702,null,8067,null,1513,null,9265,null,1528,null,5177,null,1191,null,2145,null,543,null,4546,null,1155,null,4623,null,1196,null,5053,null,1187,null,7045,null,1449,null,6666,null,1048,null,3826,null,973,null,1232,null,505,null,1015,null,530,null,50,null,82,null,70077,null,5151,null,11865,null,1945,null,9266,null,1771,null,7807,null,1589,null,3280,null,819,null,2473,null,782,null,5872,null,1292,null,4559,null,1078,null,3424,null,1018,null,8360,null,1319,null,5292,null,1033,null,4072,null,975,null,1913,null,682,null,1540,null,744,null,354,null,228,null,0400000US34,New Jersey,34
53006,null,4406,null,28859,null,3128,null,4454,null,1312,null,3234,null,926,null,3875,null,1125,null,2062,null,940,null,744,null,458,null,2649,null,914,null,1696,null,750,null,1094,null,555,null,3070,null,753,null,2664,null,954,null,1781,null,500,null,1279,null,487,null,233,null,171,null,24,null,32,null,24147,null,2732,null,4343,null,1181,null,3076,null,1199,null,3834,null,1092,null,1185,null,416,null,265,null,212,null,1652,null,736,null,1196,null,684,null,994,null,503,null,2080,null,720,null,1857,null,597,null,2180,null,653,null,695,null,337,null,689,null,369,null,101,null,106,null,0400000US35,New Mexico,35
364571,null,15431,null,179987,null,7647,null,27919,null,2920,null,22346,null,2372,null,19676,null,2411,null,11294,null,1766,null,6971,null,1546,null,13989,null,1742,null,13774,null,2100,null,8997,null,1871,null,18881,null,2540,null,18513,null,2356,null,10164,null,1680,null,4553,null,903,null,2192,null,704,null,718,null,344,null,184584,null,10200,null,28392,null,3498,null,18667,null,2344,null,18549,null,2663,null,9843,null,1748,null,9700,null,1803,null,15153,null,2155,null,11542,null,1847,null,10190,null,1792,null,19840,null,2438,null,18598,null,2012,null,10580,null,1514,null,8500,null,1571,null,4091,null,1113,null,939,null,458,null,0400000US36,New York,36
141866,null,8838,null,70888,null,5214,null,14440,null,2412,null,10706,null,1793,null,9279,null,1814,null,3468,null,863,null,3247,null,895,null,5763,null,1393,null,3834,null,1191,null,3565,null,1199,null,5937,null,1348,null,5834,null,1405,null,3001,null,870,null,1119,null,501,null,695,null,398,null,0,null,287,null,70978,null,5450,null,13315,null,2078,null,11111,null,1890,null,8136,null,1585,null,3142,null,1063,null,3340,null,1163,null,6677,null,1613,null,3478,null,890,null,3976,null,909,null,5566,null,1380,null,5824,null,1351,null,3363,null,1141,null,1240,null,508,null,1328,null,543,null,482,null,292,null,0400000US37,North Carolina,37
10900,null,1814,null,6235,null,1379,null,1543,null,551,null,1459,null,665,null,663,null,381,null,317,null,207,null,229,null,202,null,624,null,476,null,423,null,427,null,20,null,39,null,251,null,213,null,175,null,178,null,289,null,199,null,16,null,21,null,186,null,157,null,40,null,70,null,4665,null,1006,null,847,null,424,null,886,null,429,null,656,null,362,null,269,null,181,null,142,null,151,null,671,null,543,null,351,null,238,null,61,null,68,null,199,null,189,null,372,null,339,null,94,null,128,null,0,null,203,null,117,null,109,null,0,null,203,null,0400000US38,North Dakota,38
187410,null,8199,null,93613,null,5213,null,17881,null,2612,null,13484,null,1652,null,13834,null,1933,null,5857,null,1038,null,4233,null,947,null,5688,null,1226,null,5037,null,1317,null,4172,null,1110,null,8277,null,1546,null,6525,null,1198,null,4255,null,836,null,2259,null,616,null,1523,null,594,null,588,null,336,null,93797,null,5331,null,20474,null,2587,null,13126,null,1546,null,12637,null,1734,null,6672,null,1283,null,2985,null,803,null,6241,null,1172,null,4745,null,1082,null,3695,null,1007,null,7212,null,1285,null,7808,null,1180,null,3975,null,827,null,2622,null,606,null,1105,null,422,null,500,null,235,null,0400000US39,Ohio,39
226559,null,10504,null,114099,null,6291,null,13558,null,2461,null,10941,null,1643,null,13841,null,1918,null,6514,null,1279,null,5316,null,905,null,10694,null,1982,null,6441,null,1360,null,8388,null,1363,null,12613,null,1545,null,11296,null,1470,null,7890,null,948,null,4642,null,753,null,1703,null,468,null,262,null,172,null,112460,null,5956,null,12937,null,1543,null,11558,null,1883,null,11944,null,1661,null,5781,null,1131,null,5158,null,1010,null,9354,null,1740,null,7778,null,1372,null,6386,null,1126,null,11732,null,1479,null,11552,null,1391,null,9291,null,1085,null,5712,null,1051,null,2568,null,565,null,709,null,345,null,0400000US40,Oklahoma,40
123958,null,7816,null,58310,null,4917,null,7975,null,1416,null,9662,null,1956,null,5598,null,1125,null,4249,null,992,null,1967,null,632,null,5330,null,1286,null,3970,null,1079,null,2444,null,762,null,5744,null,1146,null,5149,null,1085,null,3574,null,874,null,1767,null,694,null,666,null,409,null,215,null,200,null,65648,null,4624,null,9829,null,1662,null,7451,null,1490,null,7606,null,1384,null,4332,null,1097,null,2454,null,844,null,5445,null,1225,null,4242,null,1153,null,3029,null,777,null,7923,null,1627,null,5084,null,994,null,5049,null,931,null,1787,null,647,null,1060,null,466,null,357,null,297,null,0400000US41,Oregon,41
168343,null,8222,null,83918,null,5756,null,16791,null,2276,null,12906,null,1680,null,11016,null,1751,null,4121,null,897,null,4435,null,1527,null,6547,null,1597,null,5355,null,1373,null,4186,null,1001,null,6422,null,1324,null,5980,null,1122,null,3875,null,776,null,1125,null,482,null,1022,null,603,null,137,null,116,null,84425,null,5129,null,13855,null,1836,null,14956,null,1835,null,10480,null,1638,null,4279,null,909,null,4780,null,1159,null,6700,null,1289,null,3645,null,908,null,4341,null,1010,null,6878,null,1111,null,6259,null,1123,null,4683,null,891,null,2268,null,737,null,950,null,442,null,351,null,309,null,0400000US42,Pennsylvania,42
