B19121_001E,B19121_001EA,B19121_001M,B19121_001MA,B19121_002E,B19121_002EA,B19121_002M,B19121_002MA,B19121_003E,B19121_003EA,B19121_003M,B19121_003MA,B19121_004E,B19121_004EA,B19121_004M,B19121_004MA,B19121_005E,B19121_005EA,B19121_005M,B19121_005MA,GEO_ID,NAME,state
50770,null,703,null,24710,null,921,null,35507,null,674,null,68906,null,1403,null,84013,null,2275,null,0400000US01,Alabama,01
72865,null,2630,null,36973,null,7597,null,47501,null,3141,null,84836,null,3053,null,109012,null,5462,null,0400000US02,Alaska,02
58627,null,757,null,34972,null,1355,null,41792,null,778,null,75783,null,1040,null,89057,null,2295,null,0400000US04,Arizona,04
47021,null,871,null,25678,null,1160,null,32380,null,1009,null,61599,null,1294,null,77311,null,2611,null,0400000US05,Arkansas,05
67484,null,375,null,30111,null,600,null,47363,null,501,null,85435,null,557,null,97918,null,1169,null,0400000US06,California,06
67491,null,916,null,36736,null,1921,null,45036,null,1398,null,80623,null,980,null,97802,null,2468,null,0400000US08,Colorado,08
81421,null,1081,null,37267,null,1502,null,55379,null,1528,null,96367,null,1717,null,113078,null,2567,null,0400000US09,Connecticut,09
66198,null,2182,null,35949,null,3754,null,44479,null,2337,null,84385,null,2492,null,108028,null,4328,null,0400000US10,Delaware,10
66672,null,3043,null,17733,null,6328,null,40774,null,2222,null,111405,null,8454,null,117893,null,18804,null,0400000US11,District of Columbia,11
56966,null,328,null,35666,null,566,null,40898,null,457,null,71643,null,523,null,89512,null,1299,null,0400000US12,Florida,12
58403,null,646,null,24886,null,1152,null,39253,null,811,null,74179,null,999,null,90440,null,2011,null,0400000US13,Georgia,13
73879,null,1983,null,42059,null,6054,null,50832,null,1926,null,84941,null,2443,null,112484,null,4934,null,0400000US15,Hawaii,15
54342,null,907,null,30738,null,2080,null,39397,null,1475,null,63820,null,2258,null,80723,null,2293,null,0400000US16,Idaho,16
65761,null,393,null,30341,null,777,null,45604,null,605,null,79835,null,670,null,98121,null,1293,null,0400000US17,Illinois,17
57734,null,593,null,29473,null,677,null,40155,null,688,null,70492,null,618,null,89596,null,1501,null,0400000US18,Indiana,18
59587,null,670,null,31903,null,1114,null,39851,null,1084,null,69473,null,917,null,83908,null,1737,null,0400000US19,Iowa,19
60510,null,718,null,31547,null,1757,null,39488,null,1141,null,71275,null,1072,null,88577,null,2900,null,0400000US20,Kansas,20
50291,null,581,null,22546,null,788,null,35274,null,772,null,68094,null,965,null,86664,null,2453,null,0400000US21,Kentucky,21
50727,null,656,null,21341,null,790,null,35579,null,929,null,70033,null,1490,null,92514,null,2312,null,0400000US22,Louisiana,22
56266,null,1058,null,28146,null,2001,null,39116,null,1731,null,68441,null,1357,null,84083,null,2971,null,0400000US23,Maine,23
82404,null,856,null,34935,null,1957,null,53489,null,1529,null,98163,null,1207,null,118348,null,2445,null,0400000US24,Maryland,24
78497,null,771,null,28603,null,1086,null,52814,null,1200,null,93931,null,1318,null,114722,null,2094,null,0400000US25,Massachusetts,25
59618,null,513,null,31922,null,598,null,43050,null,796,null,75535,null,754,null,94333,null,1316,null,0400000US26,Michigan,26
69172,null,754,null,34772,null,865,null,45832,null,880,null,80415,null,679,null,97057,null,1690,null,0400000US27,Minnesota,27
44769,null,1015,null,19821,null,809,null,31152,null,975,null,62464,null,1418,null,79971,null,3115,null,0400000US28,Mississippi,28
55947,null,584,null,30034,null,1014,null,38100,null,866,null,68519,null,867,null,86327,null,1774,null,0400000US29,Missouri,29
53497,null,1489,null,30586,null,2352,null,38024,null,1684,null,63140,null,1880,null,78653,null,3318,null,0400000US30,Montana,30
58587,null,961,null,31757,null,2223,null,36405,null,1026,null,67996,null,1266,null,86068,null,3153,null,0400000US31,Nebraska,31
62842,null,1280,null,34751,null,2801,null,46412,null,1754,null,76322,null,1646,null,94748,null,3242,null,0400000US32,Nevada,32
74625,null,1538,null,38129,null,3323,null,53704,null,3376,null,83196,null,1553,null,104754,null,3417,null,0400000US33,New Hampshire,33
81823,null,755,null,34647,null,1260,null,55008,null,1001,null,98145,null,1081,null,117404,null,1945,null,0400000US34,New Jersey,34
49658,null,1059,null,26310,null,2301,null,34585,null,1464,null,64884,null,1767,null,82450,null,3641,null,0400000US35,New Mexico,35
64602,null,548,null,27047,null,643,null,44803,null,627,null,83447,null,752,null,103046,null,994,null,0400000US36,New York,36
55028,null,552,null,27349,null,935,null,37055,null,538,null,69459,null,840,null,84470,null,1657,null,0400000US37,North Carolina,37
58827,null,1563,null,27182,null,3273,null,36813,null,2148,null,67498,null,1780,null,86073,null,3868,null,0400000US38,North Dakota,38
58374,null,459,null,29031,null,656,null,40888,null,581,null,73037,null,661,null,92306,null,1070,null,0400000US39,Ohio,39
51787,null,632,null,26337,null,1296,null,36830,null,725,null,66259,null,1136,null,82542,null,2488,null,0400000US40,Oklahoma,40
59152,null,870,null,34618,null,1415,null,43506,null,1379,null,72956,null,1171,null,86707,null,2706,null,0400000US41,Oregon,41
60825,null,308,null,28886,null,462,null,43036,null,670,null,74884,null,659,null,95354,null,1004,null,0400000US42,Pennsylvania,42
70187,null,2284,null,27597,null,2175,null,44748,null,2715,null,82263,null,1726,null,107008,null,4416,null,0400000US44,Rhode Island,44
52913,null,835,null,26451,null,1252,null,37296,null,793,null,69880,null,1269,null,82769,null,2380,null,0400000US45,South Carolina,45
53910,null,1444,null,26723,null,2655,null,34219,null,1710,null,64325,null,2361,null,81895,null,4699,null,0400000US46,South Dakota,46
51945,null,536,null,24688,null,822,null,36308,null,882,null,66084,null,782,null,83279,null,2170,null,0400000US47,Tennessee,47
55742,null,416,null,24927,null,567,null,37120,null,398,null,72069,null,576,null,85069,null,1255,null,0400000US48,Texas,48
62432,null,752,null,37454,null,1767,null,47026,null,1731,null,67375,null,1185,null,92169,null,2386,null,0400000US49,Utah,49
61561,null,1597,null,30286,null,2363,null,39365,null,1888,null,72471,null,2297,null,88685,null,3351,null,0400000US50,Vermont,50
70894,null,588,null,34025,null,1189,null,47852,null,1086,null,84248,null,946,null,106658,null,1825,null,0400000US51,Virginia,51
66642,null,655,null,37908,null,1135,null,48783,null,1074,null,81558,null,926,null,97899,null,1705,null,0400000US53,Washington,53
46338,null,1076,null,23676,null,1018,null,37275,null,1111,null,65059,null,1709,null,82700,null,2952,null,0400000US54,West Virginia,54
62804,null,499,null,33159,null,877,null,41233,null,558,null,73736,null,626,null,92546,null,1289,null,0400000US55,Wisconsin,55
63947,null,2594,null,31840,null,3181,null,44554,null,2149,null,74331,null,2828,null,95845,null,7171,null,0400000US56,Wyoming,56
20900,null,456,null,8542,null,312,null,19949,null,505,null,39426,null,828,null,49706,null,2536,null,0400000US72,Puerto Rico,72
