C19001G_001E,C19001G_001EA,C19001G_001M,C19001G_001MA,C19001G_002E,C19001G_002EA,C19001G_002M,C19001G_002MA,C19001G_003E,C19001G_003EA,C19001G_003M,C19001G_003MA,C19001G_004E,C19001G_004EA,C19001G_004M,C19001G_004MA,C19001G_005E,C19001G_005EA,C19001G_005M,C19001G_005MA,C19001G_006E,C19001G_006EA,C19001G_006M,C19001G_006MA,C19001G_007E,C19001G_007EA,C19001G_007M,C19001G_007MA,C19001G_008E,C19001G_008EA,C19001G_008M,C19001G_008MA,C19001G_009E,C19001G_009EA,C19001G_009M,C19001G_009MA,C19001G_010E,C19001G_010EA,C19001G_010M,C19001G_010MA,C19001G_011E,C19001G_011EA,C19001G_011M,C19001G_011MA,GEO_ID,NAME,state
17128,null,1926,null,2226,null,690,null,1481,null,704,null,2530,null,896,null,1812,null,603,null,2257,null,667,null,3880,null,968,null,1423,null,604,null,747,null,397,null,657,null,363,null,115,null,145,null,0400000US01,Alabama,01
9844,null,1435,null,511,null,251,null,781,null,454,null,1338,null,485,null,1229,null,544,null,912,null,452,null,1677,null,514,null,1154,null,550,null,1765,null,581,null,269,null,198,null,208,null,210,null,0400000US02,Alaska,02
31338,null,2985,null,3011,null,1020,null,1741,null,673,null,3152,null,947,null,3657,null,1105,null,7109,null,1378,null,4717,null,987,null,3761,null,906,null,2905,null,979,null,752,null,375,null,533,null,429,null,0400000US04,Arizona,04
13414,null,1802,null,1950,null,671,null,1985,null,727,null,1659,null,525,null,2439,null,833,null,2204,null,686,null,1765,null,650,null,1055,null,462,null,217,null,204,null,0,null,267,null,140,null,172,null,0400000US05,Arkansas,05
273331,null,7376,null,15817,null,2311,null,16299,null,1959,null,26385,null,2953,null,24752,null,2357,null,38577,null,3128,null,49782,null,3329,null,36522,null,2724,null,36010,null,2920,null,16008,null,2025,null,13179,null,1679,null,0400000US06,California,06
29572,null,2903,null,2019,null,793,null,1719,null,493,null,4303,null,1315,null,3126,null,980,null,4548,null,1240,null,5656,null,1212,null,3442,null,981,null,2865,null,824,null,1160,null,540,null,734,null,410,null,0400000US08,Colorado,08
16315,null,1805,null,1551,null,721,null,975,null,458,null,1427,null,506,null,1223,null,571,null,1697,null,776,null,3585,null,1005,null,2116,null,694,null,2228,null,829,null,391,null,258,null,1122,null,527,null,0400000US09,Connecticut,09
3169,null,934,null,344,null,286,null,180,null,243,null,353,null,231,null,491,null,335,null,210,null,163,null,459,null,377,null,294,null,289,null,694,null,446,null,144,null,157,null,0,null,261,null,0400000US10,Delaware,10
3372,null,880,null,228,null,166,null,367,null,375,null,302,null,284,null,188,null,185,null,301,null,271,null,184,null,182,null,401,null,258,null,932,null,555,null,355,null,270,null,114,null,136,null,0400000US11,District of Columbia,11
79546,null,4383,null,7719,null,1652,null,4711,null,1110,null,11230,null,1609,null,9118,null,1792,null,11555,null,1933,null,16703,null,2136,null,7311,null,1359,null,6846,null,1319,null,2118,null,642,null,2235,null,872,null,0400000US12,Florida,12
27627,null,2847,null,2545,null,734,null,1855,null,664,null,2984,null,901,null,4153,null,1184,null,4170,null,1001,null,5194,null,1219,null,3212,null,1111,null,2006,null,682,null,1016,null,511,null,492,null,278,null,0400000US13,Georgia,13
65326,null,3371,null,4060,null,1118,null,1757,null,657,null,4459,null,1132,null,5462,null,1533,null,10223,null,1858,null,12421,null,1711,null,10825,null,1717,null,10401,null,1750,null,3206,null,838,null,2512,null,915,null,0400000US15,Hawaii,15
8447,null,1296,null,1512,null,682,null,510,null,336,null,843,null,390,null,1376,null,541,null,1642,null,653,null,1354,null,410,null,567,null,306,null,307,null,222,null,68,null,119,null,268,null,307,null,0400000US16,Idaho,16
42606,null,3522,null,3574,null,914,null,2476,null,766,null,5229,null,1063,null,5159,null,1100,null,6268,null,1549,null,8836,null,1522,null,5304,null,1160,null,3429,null,1010,null,1413,null,564,null,918,null,371,null,0400000US17,Illinois,17
24478,null,2439,null,2867,null,896,null,1576,null,631,null,3403,null,993,null,4166,null,977,null,4144,null,1032,null,3726,null,979,null,2069,null,585,null,1878,null,630,null,320,null,237,null,329,null,255,null,0400000US18,Indiana,18
8156,null,1426,null,996,null,466,null,782,null,397,null,1095,null,499,null,809,null,322,null,1350,null,546,null,1469,null,489,null,920,null,587,null,394,null,265,null,140,null,179,null,201,null,186,null,0400000US19,Iowa,19
18676,null,1946,null,1944,null,597,null,1873,null,619,null,2537,null,788,null,2848,null,982,null,3819,null,994,null,2992,null,859,null,1476,null,642,null,704,null,390,null,245,null,198,null,238,null,237,null,0400000US20,Kansas,20
14003,null,1964,null,2812,null,1010,null,1780,null,594,null,1982,null,759,null,1568,null,693,null,1763,null,570,null,1509,null,516,null,1338,null,770,null,970,null,512,null,157,null,156,null,124,null,160,null,0400000US21,Kentucky,21
