C19101A_001E,C19101A_001EA,C19101A_001M,C19101A_001MA,C19101A_002E,C19101A_002EA,C19101A_002M,C19101A_002MA,C19101A_003E,C19101A_003EA,C19101A_003M,C19101A_003MA,C19101A_004E,C19101A_004EA,C19101A_004M,C19101A_004MA,C19101A_005E,C19101A_005EA,C19101A_005M,C19101A_005MA,C19101A_006E,C19101A_006EA,C19101A_006M,C19101A_006MA,C19101A_007E,C19101A_007EA,C19101A_007M,C19101A_007MA,C19101A_008E,C19101A_008EA,C19101A_008M,C19101A_008MA,C19101A_009E,C19101A_009EA,C19101A_009M,C19101A_009MA,C19101A_010E,C19101A_010EA,C19101A_010M,C19101A_010MA,C19101A_011E,C19101A_011EA,C19101A_011M,C19101A_011MA,GEO_ID,NAME,state
909358,null,7921,null,36503,null,3623,null,29314,null,2890,null,84133,null,4196,null,96483,null,4149,null,139325,null,5033,null,195590,null,6186,null,141000,null,5933,null,120906,null,4494,null,34471,null,2329,null,31633,null,2020,null,0400000US01,Alabama,01
120156,null,2666,null,2676,null,773,null,2035,null,609,null,4587,null,1035,null,7414,null,1246,null,12544,null,1495,null,25175,null,2136,null,20809,null,1744,null,28633,null,2141,null,9645,null,1375,null,6638,null,998,null,0400000US02,Alaska,02
1190573,null,10938,null,42035,null,3384,null,29439,null,3060,null,89902,null,5200,null,118570,null,5870,null,174731,null,7095,null,255018,null,7980,null,182787,null,7268,null,180242,null,6173,null,57974,null,3527,null,59875,null,3473,null,0400000US04,Arizona,04
614060,null,8366,null,28666,null,2974,null,24661,null,2366,null,68405,null,3861,null,70326,null,3954,null,106589,null,4318,null,132435,null,4894,null,80035,null,3921,null,67804,null,3998,null,17545,null,1940,null,17594,null,1802,null,0400000US05,Arkansas,05
5274646,null,24354,null,160142,null,7231,null,132914,null,6610,null,387066,null,8985,null,425162,null,11082,null,621359,null,13787,null,951449,null,15167,null,744375,null,14418,null,948264,null,14444,null,418199,null,8144,null,485716,null,10565,null,0400000US06,California,06
1027585,null,9827,null,32069,null,3362,null,24570,null,2722,null,67837,null,4416,null,75145,null,3891,null,132817,null,5271,null,215019,null,5916,null,166605,null,5664,null,183875,null,5923,null,66613,null,3776,null,63035,null,3361,null,0400000US08,Colorado,08
724586,null,6308,null,13849,null,2005,null,10312,null,1928,null,30454,null,2545,null,40070,null,2786,null,73315,null,4183,null,129224,null,4638,null,120345,null,4976,null,157313,null,6104,null,62839,null,3131,null,86865,null,3682,null,0400000US09,Connecticut,09
166281,null,3835,null,4303,null,1193,null,2885,null,865,null,9127,null,1260,null,13702,null,1684,null,20561,null,1992,null,34527,null,2398,null,28708,null,2399,null,31426,null,2110,null,11666,null,1660,null,9376,null,1276,null,0400000US10,Delaware,10
34450,null,1987,null,725,null,528,null,288,null,367,null,768,null,714,null,805,null,459,null,1239,null,710,null,2826,null,832,null,3080,null,788,null,7307,null,1215,null,5467,null,828,null,11945,null,1326,null,0400000US11,District of Columbia,11
3667681,null,21248,null,105077,null,6237,null,98319,null,4970,null,309386,null,9746,null,372723,null,8584,null,553846,null,12196,null,804702,null,12528,null,531151,null,12012,null,520197,null,11308,null,177878,null,7340,null,194402,null,7104,null,0400000US12,Florida,12
