B18026_001E,B18026_001EA,B18026_001M,B18026_001MA,B18026_002E,B18026_002EA,B18026_002M,B18026_002MA,B18026_003E,B18026_003EA,B18026_003M,B18026_003MA,B18026_004E,B18026_004EA,B18026_004M,B18026_004MA,B18026_005E,B18026_005EA,B18026_005M,B18026_005MA,B18026_006E,B18026_006EA,B18026_006M,B18026_006MA,B18026_007E,B18026_007EA,B18026_007M,B18026_007MA,B18026_008E,B18026_008EA,B18026_008M,B18026_008MA,B18026_009E,B18026_009EA,B18026_009M,B18026_009MA,B18026_010E,B18026_010EA,B18026_010M,B18026_010MA,B18026_011E,B18026_011EA,B18026_011M,B18026_011MA,B18026_012E,B18026_012EA,B18026_012M,B18026_012MA,B18026_013E,B18026_013EA,B18026_013M,B18026_013MA,B18026_014E,B18026_014EA,B18026_014M,B18026_014MA,B18026_015E,B18026_015EA,B18026_015M,B18026_015MA,B18026_016E,B18026_016EA,B18026_016M,B18026_016MA,B18026_017E,B18026_017EA,B18026_017M,B18026_017MA,B18026_018E,B18026_018EA,B18026_018M,B18026_018MA,B18026_019E,B18026_019EA,B18026_019M,B18026_019MA,B18026_020E,B18026_020EA,B18026_020M,B18026_020MA,B18026_021E,B18026_021EA,B18026_021M,B18026_021MA,B18026_022E,B18026_022EA,B18026_022M,B18026_022MA,B18026_023E,B18026_023EA,B18026_023M,B18026_023MA,B18026_024E,B18026_024EA,B18026_024M,B18026_024MA,B18026_025E,B18026_025EA,B18026_025M,B18026_025MA,B18026_026E,B18026_026EA,B18026_026M,B18026_026MA,B18026_027E,B18026_027EA,B18026_027M,B18026_027MA,B18026_028E,B18026_028EA,B18026_028M,B18026_028MA,B18026_029E,B18026_029EA,B18026_029M,B18026_029MA,B18026_030E,B18026_030EA,B18026_030M,B18026_030MA,B18026_031E,B18026_031EA,B18026_031M,B18026_031MA,GEO_ID,NAME,state
2956627,null,5820,null,1430566,null,5516,null,170316,null,4760,null,4934,null,1202,null,597,null,351,null,4337,null,1089,null,165382,null,4891,null,65600,null,3924,null,99782,null,3867,null,1260250,null,5140,null,153514,null,6382,null,22898,null,2823,null,130616,null,5849,null,1106736,null,7956,null,950792,null,10344,null,155944,null,5692,null,1526061,null,3555,null,165576,null,4462,null,3903,null,872,null,781,null,380,null,3122,null,800,null,161673,null,4623,null,56231,null,3956,null,105442,null,4240,null,1360485,null,4823,null,177525,null,6461,null,18524,null,2332,null,159001,null,6317,null,1182960,null,7725,null,832936,null,9478,null,350024,null,7762,null,0400000US01,Alabama,01
457758,null,2791,null,233691,null,2523,null,28863,null,2171,null,400,null,236,null,172,null,164,null,228,null,182,null,28463,null,2189,null,11521,null,1433,null,16942,null,2075,null,204828,null,2467,null,13212,null,1598,null,2882,null,835,null,10330,null,1436,null,191616,null,2487,null,158847,null,3165,null,32769,null,2524,null,224067,null,1724,null,26637,null,1813,null,511,null,381,null,142,null,213,null,369,null,328,null,26126,null,1817,null,12285,null,1562,null,13841,null,1616,null,197430,null,1796,null,14271,null,2082,null,2759,null,785,null,11512,null,1933,null,183159,null,2524,null,131919,null,2897,null,51240,null,2753,null,0400000US02,Alaska,02
3958827,null,4939,null,1985230,null,3993,null,222594,null,5666,null,5931,null,1261,null,850,null,489,null,5081,null,1144,null,216663,null,5894,null,92950,null,4664,null,123713,null,4939,null,1762636,null,4885,null,120482,null,5992,null,23251,null,2887,null,97231,null,5027,null,1642154,null,6958,null,1391565,null,10925,null,250589,null,8113,null,1973597,null,3069,null,207673,null,5758,null,3801,null,1018,null,874,null,489,null,2927,null,884,null,203872,null,5614,null,85707,null,5097,null,118165,null,4894,null,1765924,null,4530,null,136348,null,7108,null,21859,null,2418,null,114489,null,6736,null,1629576,null,7655,null,1116150,null,10605,null,513426,null,9338,null,0400000US04,Arizona,04
1783300,null,4047,null,873036,null,4382,null,102874,null,4106,null,4648,null,1183,null,175,null,163,null,4473,null,1176,null,98226,null,3972,null,39135,null,3093,null,59091,null,3292,null,770162,null,4824,null,93136,null,4691,null,14547,null,1605,null,78589,null,4693,null,677026,null,6815,null,573824,null,6887,null,103202,null,5124,null,910264,null,3380,null,98697,null,3628,null,4076,null,1212,null,771,null,484,null,3305,null,1058,null,94621,null,3928,null,39133,null,3445,null,55488,null,3354,null,811567,null,3718,null,102288,null,3915,null,13809,null,1704,null,88479,null,3724,null,709279,null,5042,null,506458,null,7196,null,202821,null,6324,null,0400000US05,Arkansas,05
23813857,null,10948,null,11929485,null,10150,null,1398614,null,12805,null,32032,null,3441,null,3712,null,995,null,28320,null,3229,null,1366582,null,12832,null,497889,null,12104,null,868693,null,9789,null,10530871,null,12230,null,643699,null,12121,null,120831,null,6138,null,522868,null,11722,null,9887172,null,14556,null,8355937,null,25091,null,1531235,null,21505,null,11884372,null,7561,null,1335963,null,11972,null,26512,null,2891,null,4951,null,1119,null,21561,null,2581,null,1309451,null,12174,null,456612,null,10418,null,852839,null,12389,null,10548409,null,10258,null,699810,null,11951,null,113920,null,5327,null,585890,null,11300,null,9848599,null,14795,null,6732865,null,27779,null,3115734,null,25423,null,0400000US06,California,06
3244377,null,4392,null,1641484,null,4000,null,168341,null,5191,null,3234,null,951,null,886,null,415,null,2348,null,806,null,165107,null,5246,null,72118,null,4290,null,92989,null,4587,null,1473143,null,4712,null,82528,null,5426,null,19345,null,3003,null,63183,null,4603,null,1390615,null,7027,null,1225081,null,7820,null,165534,null,6346,null,1602893,null,3423,null,159152,null,4389,null,2770,null,990,null,647,null,338,null,2123,null,883,null,156382,null,4474,null,73246,null,3785,null,83136,null,3767,null,1443741,null,4376,null,88196,null,4728,null,18169,null,1907,null,70027,null,4632,null,1355545,null,6455,null,998809,null,8897,null,356736,null,8382,null,0400000US08,Colorado,08
2280955,null,3659,null,1117675,null,3327,null,129491,null,3337,null,3268,null,847,null,342,null,283,null,2926,null,780,null,126223,null,3333,null,52912,null,2854,null,73311,null,3313,null,988184,null,3096,null,55777,null,3683,null,13081,null,1692,null,42696,null,3509,null,932407,null,4535,null,816604,null,6072,null,115803,null,5438,null,1163280,null,2359,null,123979,null,3167,null,2564,null,810,null,409,null,335,null,2155,null,746,null,121415,null,3274,null,52207,null,2765,null,69208,null,2719,null,1039301,null,2437,null,59808,null,3633,null,12639,null,1715,null,47169,null,3437,null,979493,null,4191,null,744369,null,7161,null,235124,null,6141,null,0400000US09,Connecticut,09
557332,null,1905,null,268345,null,1328,null,31207,null,1582,null,965,null,496,null,68,null,114,null,897,null,459,null,30242,null,1582,null,13511,null,1548,null,16731,null,1523,null,237138,null,1727,null,16964,null,2287,null,4595,null,1157,null,12369,null,1864,null,220174,null,3067,null,187468,null,3627,null,32706,null,2639,null,288987,null,1246,null,31120,null,1543,null,703,null,348,null,221,null,193,null,482,null,273,null,30417,null,1549,null,14232,null,1473,null,16185,null,1855,null,257867,null,1363,null,19388,null,2201,null,3039,null,915,null,16349,null,1882,null,238479,null,2576,null,176179,null,3635,null,62300,null,3271,null,0400000US10,Delaware,10
404199,null,1682,null,188932,null,1848,null,18422,null,1512,null,73,null,116,null,73,null,116,null,0,null,300,null,18349,null,1515,null,3887,null,966,null,14462,null,1714,null,170510,null,1526,null,11501,null,1635,null,1994,null,751,null,9507,null,1492,null,159009,null,2231,null,126860,null,3123,null,32149,null,2835,null,215267,null,1601,null,21454,null,1491,null,281,null,284,null,0,null,300,null,281,null,284,null,21173,null,1472,null,5098,null,1012,null,16075,null,1296,null,193813,null,1695,null,11177,null,1763,null,1595,null,703,null,9582,null,1629,null,182636,null,2141,null,139741,null,3997,null,42895,null,3678,null,0400000US11,District of Columbia,11
11362681,null,10312,null,5578459,null,8617,null,598900,null,9118,null,15064,null,2423,null,1366,null,456,null,13698,null,2310,null,583836,null,9344,null,235249,null,7640,null,348587,null,9906,null,4979559,null,8274,null,352097,null,9212,null,65809,null,4388,null,286288,null,8451,null,4627462,null,12011,null,3922031,null,16137,null,705431,null,14269,null,5784222,null,7819,null,571830,null,9858,null,9987,null,1918,null,1368,null,582,null,8619,null,1872,null,561843,null,9788,null,221909,null,8034,null,339934,null,9543,null,5212392,null,7630,null,374034,null,9201,null,58747,null,3372,null,315287,null,8963,null,4838358,null,10492,null,3467521,null,19643,null,1370837,null,18562,null,0400000US12,Florida,12
6197084,null,6330,null,3019805,null,6126,null,353293,null,8086,null,10388,null,1787,null,788,null,406,null,9600,null,1746,null,342905,null,8180,null,126476,null,6504,null,216429,null,6877,null,2666512,null,7299,null,197109,null,6946,null,33619,null,2689,null,163490,null,6893,null,2469403,null,9879,null,2115190,null,13241,null,354213,null,10088,null,3177279,null,5729,null,334326,null,6331,null,7776,null,1691,null,1395,null,689,null,6381,null,1568,null,326550,null,6466,null,117712,null,5198,null,208838,null,6030,null,2842953,null,7040,null,229786,null,8313,null,29565,null,3196,null,200221,null,7565,null,2613167,null,10577,null,1854817,null,12365,null,758350,null,11658,null,0400000US13,Georgia,13
804033,null,3163,null,398216,null,2995,null,40680,null,1917,null,1081,null,558,null,264,null,291,null,817,null,464,null,39599,null,1938,null,14676,null,1926,null,24923,null,1873,null,357536,null,3093,null,22138,null,2385,null,5334,null,1343,null,16804,null,1773,null,335398,null,3902,null,282514,null,4667,null,52884,null,3706,null,405817,null,1650,null,37879,null,2215,null,172,null,175,null,54,null,88,null,118,null,146,null,37707,null,2215,null,14981,null,1684,null,22726,null,2245,null,367938,null,1920,null,18555,null,2271,null,3936,null,919,null,14619,null,1925,null,349383,null,3310,null,256393,null,4374,null,92990,null,4214,null,0400000US15,Hawaii,15
945567,null,3152,null,474310,null,2789,null,50744,null,2805,null,1490,null,596,null,250,null,240,null,1240,null,525,null,49254,null,2799,null,24064,null,2171,null,25190,null,2507,null,423566,null,3220,null,27689,null,2558,null,6101,null,1140,null,21588,null,2199,null,395877,null,3716,null,349083,null,4301,null,46794,null,3279,null,471257,null,2287,null,53040,null,2515,null,862,null,418,null,103,null,127,null,759,null,416,null,52178,null,2547,null,26445,null,2447,null,25733,null,2043,null,418217,null,2415,null,29340,null,2589,null,5010,null,897,null,24330,null,2294,null,388877,null,3516,null,278334,null,4679,null,110543,null,4754,null,0400000US16,Idaho,16
8371247,null,6306,null,4159851,null,5161,null,484047,null,6271,null,10434,null,1886,null,1760,null,730,null,8674,null,1585,null,473613,null,5778,null,186891,null,6362,null,286722,null,6877,null,3675804,null,5803,null,218978,null,7384,null,44596,null,3286,null,174382,null,6740,null,3456826,null,10298,null,2932686,null,13498,null,524140,null,11709,null,4211396,null,4452,null,456949,null,5799,null,7927,null,1400,null,1886,null,631,null,6041,null,1232,null,449022,null,5944,null,188277,null,5996,null,260745,null,5699,null,3754447,null,5346,null,227456,null,7188,null,40766,null,2857,null,186690,null,6695,null,3526991,null,8547,null,2554665,null,14602,null,972326,null,12155,null,0400000US17,Illinois,17
4096381,null,4067,null,2031993,null,3255,null,238181,null,5276,null,6187,null,1176,null,768,null,362,null,5419,null,1092,null,231994,null,5340,null,97808,null,4731,null,134186,null,4189,null,1793812,null,4568,null,135974,null,5267,null,25119,null,2502,null,110855,null,4617,null,1657838,null,6712,null,1431536,null,10590,null,226302,null,8584,null,2064388,null,3696,null,231095,null,4800,null,5907,null,1201,null,1046,null,541,null,4861,null,1076,null,225188,null,4730,null,95454,null,5138,null,129734,null,4290,null,1833293,null,4752,null,156515,null,5301,null,23426,null,1661,null,133089,null,5149,null,1676778,null,7002,null,1235597,null,9154,null,441181,null,9098,null,0400000US18,Indiana,18
1906124,null,3017,null,955880,null,2534,null,111634,null,2846,null,2406,null,820,null,442,null,404,null,1964,null,621,null,109228,null,2865,null,60086,null,3285,null,49142,null,3039,null,844246,null,3241,null,54936,null,3326,null,12384,null,1391,null,42552,null,2985,null,789310,null,5039,null,704624,null,5812,null,84686,null,4018,null,950244,null,2617,null,109024,null,3185,null,2533,null,695,null,685,null,346,null,1848,null,592,null,106491,null,3186,null,60001,null,3073,null,46490,null,3087,null,841220,null,3486,null,60864,null,3139,null,13755,null,1847,null,47109,null,2890,null,780356,null,4569,null,623345,null,6331,null,157011,null,4833,null,0400000US19,Iowa,19
1772004,null,4069,null,885460,null,3436,null,107945,null,3167,null,3137,null,759,null,850,null,398,null,2287,null,621,null,104808,null,3240,null,49217,null,2668,null,55591,null,3055,null,777515,null,4338,null,51753,null,2627,null,11425,null,1542,null,40328,null,2586,null,725762,null,4557,null,644408,null,6639,null,81354,null,4766,null,886544,null,3533,null,98130,null,3144,null,2016,null,610,null,257,null,202,null,1759,null,539,null,96114,null,3203,null,52649,null,3341,null,43465,null,2333,null,788414,null,3345,null,55525,null,3373,null,10544,null,1645,null,44981,null,2937,null,732889,null,4791,null,564866,null,6070,null,168023,null,4760,null,0400000US20,Kansas,20
2758808,null,4362,null,1350332,null,4354,null,151486,null,5329,null,5061,null,1037,null,640,null,431,null,4421,null,967,null,146425,null,5352,null,60357,null,4028,null,86068,null,4453,null,1198846,null,5356,null,151399,null,5266,null,18807,null,2270,null,132592,null,5023,null,1047447,null,7379,null,883995,null,9124,null,163452,null,7325,null,1408476,null,3661,null,145026,null,3676,null,4235,null,981,null,578,null,401,null,3657,null,977,null,140791,null,3703,null,62897,null,3463,null,77894,null,3097,null,1263450,null,4284,null,167223,null,6990,null,18800,null,2779,null,148423,null,6243,null,1096227,null,8338,null,791754,null,8862,null,304473,null,6952,null,0400000US21,Kentucky,21
2748761,null,4585,null,1323107,null,3990,null,163011,null,5027,null,5095,null,1235,null,817,null,397,null,4278,null,1127,null,157916,null,5173,null,61582,null,3673,null,96334,null,4777,null,1160096,null,4410,null,115703,null,5297,null,17935,null,2295,null,97768,null,4875,null,1044393,null,7012,null,878976,null,9371,null,165417,null,7351,null,1425654,null,3618,null,161974,null,5022,null,3833,null,1013,null,639,null,444,null,3194,null,884,null,158141,null,4938,null,60556,null,3883,null,97585,null,4443,null,1263680,null,4238,null,123971,null,5852,null,19444,null,2266,null,104527,null,5380,null,1139709,null,6714,null,777224,null,11282,null,362485,null,10608,null,0400000US22,Louisiana,22
873828,null,2046,null,429002,null,1587,null,48004,null,2009,null,1433,null,575,null,180,null,210,null,1253,null,521,null,46571,null,1974,null,21897,null,2019,null,24674,null,1462,null,380998,null,2119,null,40169,null,2869,null,7151,null,1180,null,33018,null,2694,null,340829,null,3557,null,297011,null,3834,null,43818,null,2769,null,444826,null,1651,null,44941,null,1851,null,1930,null,773,null,363,null,335,null,1567,null,691,null,43011,null,1915,null,20644,null,1505,null,22367,null,1512,null,399885,null,1620,null,42554,null,2827,null,6294,null,1014,null,36260,null,2704,null,357331,null,3244,null,278578,null,4742,null,78753,null,3885,null,0400000US23,Maine,23
3690245,null,4545,null,1772592,null,3633,null,206688,null,4562,null,4166,null,1062,null,742,null,484,null,3424,null,893,null,202522,null,4491,null,85931,null,4529,null,116591,null,4603,null,1565904,null,4762,null,96492,null,5474,null,21661,null,2610,null,74831,null,4695,null,1469412,null,6874,null,1279202,null,9718,null,190210,null,7115,null,1917653,null,3822,null,202796,null,4256,null,3223,null,1000,null,596,null,403,null,2627,null,911,null,199573,null,4466,null,81687,null,4189,null,117886,null,4081,null,1714857,null,3937,null,106911,null,5343,null,20815,null,2608,null,86096,null,4620,null,1607946,null,6326,null,1238851,null,10922,null,369095,null,9576,null,0400000US24,Maryland,24
4294205,null,3939,null,2104259,null,3482,null,236624,null,5442,null,8588,null,1642,null,913,null,563,null,7675,null,1428,null,228036,null,5348,null,89159,null,4504,null,138877,null,4602,null,1867635,null,4848,null,127946,null,5391,null,24636,null,2731,null,103310,null,4811,null,1739689,null,6790,null,1491294,null,9503,null,248395,null,8406,null,2189946,null,3605,null,226549,null,4496,null,4897,null,1175,null,1026,null,645,null,3871,null,1018,null,221652,null,4605,null,97640,null,4567,null,124012,null,4578,null,1963397,null,4315,null,146907,null,6410,null,22565,null,2648,null,124342,null,6060,null,1816490,null,7627,null,1412078,null,10778,null,404412,null,9961,null,0400000US25,Massachusetts,25
6567092,null,5345,null,3246688,null,4229,null,382422,null,5567,null,12334,null,1651,null,2367,null,725,null,9967,null,1456,null,370088,null,5616,null,141272,null,4830,null,228816,null,5248,null,2864266,null,5664,null,253491,null,8159,null,39779,null,3479,null,213712,null,7264,null,2610775,null,9937,null,2105123,null,12746,null,505652,null,9174,null,3320404,null,4110,null,371647,null,5819,null,8291,null,1474,null,842,null,345,null,7449,null,1388,null,363356,null,5740,null,156229,null,5775,null,207127,null,4804,null,2948757,null,5139,null,274053,null,7739,null,41281,null,3258,null,232772,null,6993,null,2674704,null,10086,null,1897595,null,13177,null,777109,null,11537,null,0400000US26,Michigan,26
3425883,null,4050,null,1726203,null,3310,null,190328,null,4251,null,4126,null,965,null,994,null,484,null,3132,null,850,null,186202,null,4309,null,92070,null,3533,null,94132,null,3228,null,1535875,null,3813,null,88299,null,3904,null,24149,null,2567,null,64150,null,3397,null,1447576,null,5267,null,1270768,null,7264,null,176808,null,5970,null,1699680,null,2870,null,181570,null,3887,null,4034,null,895,null,1266,null,463,null,2768,null,864,null,177536,null,3916,null,97584,null,3476,null,79952,null,3070,null,1518110,null,3447,null,89457,null,3832,null,21783,null,1987,null,67674,null,3675,null,1428653,null,4632,null,1140525,null,8036,null,288128,null,7390,null,0400000US27,Minnesota,27
1837322,null,4813,null,882863,null,4313,null,122316,null,4474,null,4778,null,1295,null,706,null,428,null,4072,null,1211,null,117538,null,4293,null,37818,null,3246,null,79720,null,4309,null,760547,null,4791,null,97209,null,4477,null,16029,null,1964,null,81180,null,4268,null,663338,null,6717,null,548188,null,7722,null,115150,null,5320,null,954459,null,2757,null,115068,null,4199,null,2370,null,745,null,210,null,213,null,2160,null,733,null,112698,null,4245,null,36544,null,3178,null,76154,null,3654,null,839391,null,4448,null,109556,null,4568,null,13211,null,1986,null,96345,null,4466,null,729835,null,6251,null,505812,null,8270,null,224023,null,7486,null,0400000US28,Mississippi,28
3768289,null,4384,null,1842042,null,4140,null,208814,null,4942,null,5282,null,1070,null,890,null,396,null,4392,null,1149,null,203532,null,4916,null,91967,null,4482,null,111565,null,4335,null,1633228,null,5173,null,148873,null,5911,null,27051,null,2573,null,121822,null,5030,null,1484355,null,7872,null,1275236,null,10360,null,209119,null,7004,null,1926247,null,3703,null,205442,null,4133,null,4182,null,1027,null,526,null,450,null,3656,null,904,null,201260,null,4069,null,97912,null,3925,null,103348,null,3643,null,1720805,null,4378,null,163972,null,6601,null,26898,null,2535,null,137074,null,6127,null,1556833,null,7362,null,1177947,null,9627,null,378886,null,9545,null,0400000US29,Missouri,29
