B18004_001E,B18004_001EA,B18004_001M,B18004_001MA,B18004_002E,B18004_002EA,B18004_002M,B18004_002MA,B18004_003E,B18004_003EA,B18004_003M,B18004_003MA,B18004_004E,B18004_004EA,B18004_004M,B18004_004MA,B18004_005E,B18004_005EA,B18004_005M,B18004_005MA,B18004_006E,B18004_006EA,B18004_006M,B18004_006MA,B18004_007E,B18004_007EA,B18004_007M,B18004_007MA,B18004_008E,B18004_008EA,B18004_008M,B18004_008MA,B18004_009E,B18004_009EA,B18004_009M,B18004_009MA,B18004_010E,B18004_010EA,B18004_010M,B18004_010MA,B18004_011E,B18004_011EA,B18004_011M,B18004_011MA,B18004_012E,B18004_012EA,B18004_012M,B18004_012MA,B18004_013E,B18004_013EA,B18004_013M,B18004_013MA,B18004_014E,B18004_014EA,B18004_014M,B18004_014MA,B18004_015E,B18004_015EA,B18004_015M,B18004_015MA,B18004_016E,B18004_016EA,B18004_016M,B18004_016MA,B18004_017E,B18004_017EA,B18004_017M,B18004_017MA,B18004_018E,B18004_018EA,B18004_018M,B18004_018MA,B18004_019E,B18004_019EA,B18004_019M,B18004_019MA,B18004_020E,B18004_020EA,B18004_020M,B18004_020MA,B18004_021E,B18004_021EA,B18004_021M,B18004_021MA,B18004_022E,B18004_022EA,B18004_022M,B18004_022MA,B18004_023E,B18004_023EA,B18004_023M,B18004_023MA,B18004_024E,B18004_024EA,B18004_024M,B18004_024MA,B18004_025E,B18004_025EA,B18004_025M,B18004_025MA,B18004_026E,B18004_026EA,B18004_026M,B18004_026MA,B18004_027E,B18004_027EA,B18004_027M,B18004_027MA,B18004_028E,B18004_028EA,B18004_028M,B18004_028MA,B18004_029E,B18004_029EA,B18004_029M,B18004_029MA,B18004_030E,B18004_030EA,B18004_030M,B18004_030MA,B18004_031E,B18004_031EA,B18004_031M,B18004_031MA,B18004_032E,B18004_032EA,B18004_032M,B18004_032MA,B18004_033E,B18004_033EA,B18004_033M,B18004_033MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,5278,null,966,null,340831,null,4242,null,170316,null,4760,null,4630,null,1126,null,165686,null,4707,null,1260250,null,5140,null,153233,null,6447,null,1107017,null,7899,null,150666,null,1914,null,44123,null,2651,null,106543,null,2523,null,99765,null,1733,null,43997,null,1922,null,55768,null,2204,null,2210647,null,4311,null,335649,null,3454,null,4694,null,1040,null,330955,null,3756,null,165576,null,4462,null,3447,null,1005,null,162129,null,4720,null,1360485,null,4823,null,181664,null,5923,null,1178821,null,7602,null,181094,null,1611,null,60698,null,2698,null,120396,null,3288,null,167843,null,1755,null,88577,null,3036,null,79266,null,2677,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,1024,null,527,null,54210,null,1267,null,28863,null,2171,null,266,null,187,null,28597,null,2203,null,204828,null,2467,null,16149,null,1929,null,188679,null,2881,null,14320,null,619,null,3274,null,592,null,11046,null,829,null,7677,null,646,null,3824,null,664,null,3853,null,663,null,298619,null,1753,null,50386,null,1355,null,360,null,250,null,50026,null,1382,null,26637,null,1813,null,489,null,376,null,26148,null,1807,null,197430,null,1796,null,18056,null,1958,null,179374,null,2247,null,15032,null,1016,null,4191,null,875,null,10841,null,943,null,9134,null,610,null,4928,null,719,null,4206,null,683,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,4963,null,1127,null,500809,null,4016,null,222594,null,5666,null,3596,null,959,null,218998,null,5885,null,1762636,null,4885,null,118551,null,5057,null,1644085,null,6878,null,196878,null,1155,null,36043,null,2557,null,160835,null,2560,null,165479,null,1023,null,56812,null,2954,null,108667,null,2897,null,2903633,null,2372,null,485718,null,3282,null,5552,null,1233,null,480166,null,3413,null,207673,null,5758,null,3708,null,937,null,203965,null,5527,null,1765924,null,4530,null,143515,null,7253,null,1622409,null,7727,null,222355,null,1218,null,50170,null,2640,null,172185,null,2476,null,221963,null,1263,null,93682,null,4494,null,128281,null,4458,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,3418,null,850,null,213785,null,2598,null,102874,null,4106,null,2735,null,670,null,100139,null,4169,null,770162,null,4824,null,99061,null,4868,null,671101,null,6937,null,95538,null,1513,null,28169,null,2142,null,67369,null,2205,null,69315,null,1266,null,29421,null,2133,null,39894,null,2156,null,1330407,null,3933,null,207246,null,2812,null,3362,null,1056,null,203884,null,2932,null,98697,null,3628,null,3054,null,874,null,95643,null,3769,null,811567,null,3718,null,105823,null,4317,null,705744,null,5151,null,110788,null,1406,null,37852,null,2439,null,72936,null,2429,null,102109,null,1387,null,51257,null,2420,null,50852,null,2389,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,31993,null,3224,null,2844591,null,7529,null,1398614,null,12805,null,18958,null,2575,null,1379656,null,13430,null,10530871,null,12230,null,629032,null,12576,null,9901839,null,16389,null,931379,null,2616,null,185065,null,5481,null,746314,null,5588,null,739295,null,2944,null,264182,null,6890,null,475113,null,6676,null,16844718,null,5704,null,2734679,null,6775,null,24980,null,2993,null,2709699,null,7224,null,1335963,null,11972,null,19429,null,2701,null,1316534,null,12015,null,10548409,null,10258,null,738644,null,12984,null,9809765,null,16105,null,1095115,null,2650,null,264787,null,7594,null,830328,null,7918,null,1130552,null,3552,null,498663,null,8543,null,631889,null,9065,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4665,null,1242,null,357288,null,3490,null,168341,null,5191,null,1894,null,728,null,166447,null,5116,null,1473143,null,4712,null,84254,null,5075,null,1388889,null,6624,null,124653,null,1484,null,20161,null,1793,null,104492,null,2038,null,84526,null,1342,null,26609,null,2002,null,57917,null,2138,null,2215111,null,3192,null,345193,null,3320,null,3160,null,922,null,342033,null,3581,null,159152,null,4389,null,1819,null,642,null,157333,null,4342,null,1443741,null,4376,null,98592,null,4655,null,1345149,null,6726,null,138656,null,1639,null,28248,null,2107,null,110408,null,2357,null,128369,null,1616,null,50850,null,2629,null,77519,null,2697,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,3905,null,1093,null,251983,null,2646,null,129491,null,3337,null,1052,null,461,null,128439,null,3330,null,988184,null,3096,null,54920,null,3531,null,933264,null,4370,null,102910,null,902,null,16105,null,1643,null,86805,null,1685,null,83215,null,1141,null,25250,null,1881,null,57965,null,2231,null,1667707,null,2345,null,247371,null,2548,null,1738,null,634,null,245633,null,2528,null,123979,null,3167,null,883,null,359,null,123096,null,3226,null,1039301,null,2437,null,70444,null,3765,null,968857,null,4292,null,122141,null,1162,null,22647,null,1930,null,99494,null,2125,null,134915,null,1417,null,51532,null,2285,null,83383,null,2221,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,526,null,373,null,62282,null,1232,null,31207,null,1582,null,630,null,441,null,30577,null,1528,null,237138,null,1727,null,16692,null,2194,null,220446,null,2989,null,28408,null,699,null,5397,null,860,null,23011,null,1086,null,20668,null,473,null,7283,null,866,null,13385,null,986,null,411831,null,765,null,59713,null,1069,null,711,null,470,null,59002,null,1140,null,31120,null,1543,null,414,null,295,null,30706,null,1543,null,257867,null,1363,null,22674,null,2171,null,235193,null,2490,null,32410,null,596,null,6688,null,1080,null,25722,null,1027,null,30721,null,607,null,12455,null,1405,null,18266,null,1550,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,498,null,363,null,31877,null,901,null,18422,null,1512,null,0,null,300,null,18422,null,1512,null,170510,null,1526,null,9866,null,1836,null,160644,null,2301,null,15241,null,461,null,2849,null,624,null,12392,null,700,null,10909,null,487,null,2912,null,739,null,7997,null,822,null,288074,null,1543,null,32134,null,1069,null,492,null,314,null,31642,null,1208,null,21454,null,1491,null,204,null,248,null,21250,null,1483,null,193813,null,1695,null,14572,null,1986,null,179241,null,2395,null,20170,null,507,null,5312,null,1083,null,14858,null,1100,null,20503,null,610,null,8305,null,886,null,12198,null,991,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,14673,null,2042,null,1227676,null,6971,null,598900,null,9118,null,11019,null,1957,null,587881,null,8980,null,4979559,null,8274,null,371994,null,9211,null,4607565,null,11200,null,677196,null,3254,null,134727,null,4975,null,542469,null,5372,null,654316,null,3249,null,213527,null,5930,null,440789,null,6131,null,8635487,null,6673,null,1172777,null,5497,null,11280,null,1938,null,1161497,null,5906,null,571830,null,9858,null,7150,null,1524,null,564680,null,9963,null,5212392,null,7630,null,426035,null,10441,null,4786357,null,11999,null,794749,null,3267,null,176123,null,5371,null,618626,null,6139,null,883739,null,4054,null,348177,null,7348,null,535562,null,6957,null,0400000US12,Florida,12
