B20004_001E,B20004_001EA,B20004_001M,B20004_001MA,B20004_002E,B20004_002EA,B20004_002M,B20004_002MA,B20004_003E,B20004_003EA,B20004_003M,B20004_003MA,B20004_004E,B20004_004EA,B20004_004M,B20004_004MA,B20004_005E,B20004_005EA,B20004_005M,B20004_005MA,B20004_006E,B20004_006EA,B20004_006M,B20004_006MA,B20004_007E,B20004_007EA,B20004_007M,B20004_007MA,B20004_008E,B20004_008EA,B20004_008M,B20004_008MA,B20004_009E,B20004_009EA,B20004_009M,B20004_009MA,B20004_010E,B20004_010EA,B20004_010M,B20004_010MA,B20004_011E,B20004_011EA,B20004_011M,B20004_011MA,B20004_012E,B20004_012EA,B20004_012M,B20004_012MA,B20004_013E,B20004_013EA,B20004_013M,B20004_013MA,B20004_014E,B20004_014EA,B20004_014M,B20004_014MA,B20004_015E,B20004_015EA,B20004_015M,B20004_015MA,B20004_016E,B20004_016EA,B20004_016M,B20004_016MA,B20004_017E,B20004_017EA,B20004_017M,B20004_017MA,B20004_018E,B20004_018EA,B20004_018M,B20004_018MA,GEO_ID,NAME,state
29454,null,678,null,20111,null,972,null,24939,null,796,null,28636,null,965,null,39113,null,1637,null,52102,null,2074,null,35996,null,600,null,23543,null,1646,null,30643,null,957,null,36112,null,814,null,48774,null,2066,null,61739,null,3819,null,22186,null,489,null,12027,null,862,null,19141,null,983,null,21830,null,829,null,31017,null,1224,null,44378,null,2527,null,0400000US16,Idaho,16
35786,null,199,null,20740,null,429,null,27720,null,475,null,34559,null,490,null,49737,null,786,null,63322,null,1819,null,43232,null,473,null,25318,null,559,null,34653,null,670,null,43034,null,750,null,61252,null,531,null,80679,null,1220,null,28603,null,362,null,15526,null,354,null,21512,null,267,null,27383,null,337,null,39085,null,765,null,52074,null,749,null,0400000US17,Illinois,17
31870,null,170,null,20415,null,514,null,27362,null,317,null,32096,null,285,null,42845,null,893,null,54369,null,1123,null,40143,null,254,null,24452,null,1159,null,35283,null,484,null,40971,null,453,null,54715,null,1237,null,65399,null,2185,null,25140,null,281,null,14742,null,931,null,21076,null,297,null,25906,null,378,null,34630,null,663,null,46478,null,1166,null,0400000US18,Indiana,18
31223,null,209,null,19723,null,1215,null,26482,null,385,null,30918,null,313,null,40103,null,694,null,51506,null,886,null,37485,null,567,null,24021,null,1226,null,32068,null,396,null,39316,null,1243,null,50273,null,1226,null,63029,null,4576,null,24641,null,437,null,13617,null,2320,null,20274,null,472,null,24036,null,570,null,32981,null,814,null,43459,null,1087,null,0400000US19,Iowa,19
31622,null,272,null,19922,null,952,null,25418,null,469,null,30301,null,385,null,41273,null,705,null,52487,null,1353,null,38626,null,790,null,22574,null,1011,null,31677,null,717,null,37374,null,977,null,51306,null,1024,null,68532,null,3456,null,25177,null,448,null,13467,null,1173,null,19890,null,622,null,23376,null,720,null,34426,null,938,null,44274,null,1638,null,0400000US20,Kansas,20
29700,null,388,null,17077,null,558,null,25288,null,329,null,29950,null,561,null,40925,null,693,null,48823,null,1366,null,35430,null,465,null,21051,null,905,null,31015,null,490,null,38391,null,1220,null,50449,null,1315,null,59359,null,3147,null,23543,null,389,null,11791,null,640,null,19382,null,591,null,23747,null,617,null,33821,null,1104,null,43842,null,1274,null,0400000US21,Kentucky,21
30558,null,289,null,17754,null,726,null,24805,null,598,null,30762,null,416,null,41268,null,528,null,51654,null,827,null,39895,null,739,null,23960,null,1098,null,34953,null,1002,null,41437,null,719,null,52216,null,972,null,72260,null,4305,null,22247,null,337,null,11530,null,498,null,17755,null,628,null,23561,null,748,null,35272,null,599,null,43063,null,1466,null,0400000US22,Louisiana,22
30335,null,399,null,20200,null,1415,null,25323,null,537,null,30535,null,741,null,37257,null,1268,null,49140,null,1900,null,36746,null,611,null,23438,null,2301,null,31623,null,632,null,39300,null,2088,null,45647,null,2220,null,62154,null,3250,null,23887,null,556,null,11214,null,1515,null,19720,null,880,null,23857,null,1254,null,31200,null,956,null,40807,null,2275,null,0400000US23,Maine,23
43047,null,533,null,22508,null,1086,null,32086,null,352,null,41307,null,444,null,55270,null,1186,null,71915,null,700,null,50756,null,354,null,27747,null,1454,null,38973,null,1389,null,49052,null,1487,null,67947,null,2683,null,90414,null,1896,null,36712,null,434,null,16576,null,796,null,26847,null,515,null,35867,null,595,null,46772,null,869,null,60637,null,794,null,0400000US24,Maryland,24
40949,null,218,null,22307,null,741,null,31558,null,309,null,37165,null,531,null,51090,null,401,null,64384,null,1641,null,49975,null,624,null,26240,null,880,null,38119,null,1204,null,46589,null,1234,null,63969,null,2226,null,82698,null,2151,null,33184,null,559,null,18523,null,1339,null,25059,null,577,null,30852,null,498,null,41511,null,658,null,52639,null,1262,null,0400000US25,Massachusetts,25
32641,null,334,null,17178,null,496,null,25946,null,256,null,31801,null,258,null,47033,null,712,null,63986,null,1112,null,41329,null,250,null,21551,null,665,null,32082,null,422,null,41533,null,383,null,60919,null,635,null,77214,null,1563,null,25928,null,237,null,11990,null,439,null,19953,null,382,null,25353,null,339,null,36775,null,665,null,53961,null,1217,null,0400000US26,Michigan,26
36217,null,218,null,19266,null,811,null,28473,null,528,null,34801,null,439,null,46747,null,542,null,61512,null,689,null,42332,null,244,null,21970,null,839,null,34271,null,683,null,41606,null,371,null,56973,null,1205,null,72818,null,2245,null,30028,null,325,null,15183,null,1252,null,21840,null,346,null,27877,null,671,null,38036,null,949,null,52369,null,1343,null,0400000US27,Minnesota,27
26896,null,390,null,16576,null,645,null,22951,null,644,null,27541,null,775,null,40101,null,1270,null,49657,null,1743,null,32628,null,956,null,20890,null,746,null,28270,null,1121,null,35953,null,797,null,51061,null,1331,null,69273,null,3656,null,21629,null,402,null,11553,null,638,null,17566,null,778,null,21681,null,534,null,32727,null,1080,null,41780,null,1108,null,0400000US28,Mississippi,28
30851,null,214,null,18403,null,865,null,25263,null,343,null,30787,null,277,null,41621,null,555,null,51036,null,751,null,36937,null,394,null,23515,null,1193,null,31028,null,387,null,37765,null,1006,null,51573,null,850,null,64421,null,2691,null,25074,null,314,null,12798,null,924,null,20240,null,369,null,24871,null,545,null,34456,null,759,null,43487,null,1110,null,0400000US29,Missouri,29
26243,null,474,null,16519,null,3151,null,22981,null,906,null,25129,null,955,null,32860,null,1228,null,46312,null,1933,null,33412,null,1183,null,21326,null,2642,null,29192,null,1908,null,32846,null,1823,null,40595,null,2291,null,54607,null,4773,null,21088,null,494,null,11630,null,1484,null,16852,null,1045,null,20454,null,713,null,27919,null,1939,null,36415,null,2579,null,0400000US30,Montana,30
30958,null,273,null,21397,null,1063,null,25525,null,513,null,29830,null,792,null,39628,null,938,null,51065,null,1167,null,36672,null,439,null,24592,null,958,null,31305,null,504,null,36265,null,682,null,49858,null,2111,null,61229,null,3768,null,24743,null,547,null,15725,null,1028,null,19184,null,1042,null,22978,null,858,null,32809,null,1186,null,45419,null,2060,null,0400000US31,Nebraska,31
34320,null,768,null,23749,null,905,null,30570,null,543,null,36609,null,758,null,42970,null,1914,null,58098,null,3347,null,40069,null,866,null,26023,null,1006,null,35669,null,1015,null,43445,null,1650,null,50833,null,1603,null,68992,null,6194,null,29672,null,680,null,19971,null,1195,null,25386,null,919,null,30425,null,689,null,39012,null,2048,null,51314,null,1349,null,0400000US32,Nevada,32
37018,null,554,null,24412,null,3089,null,31063,null,689,null,35084,null,946,null,46429,null,1433,null,61280,null,1114,null,47106,null,654,null,29359,null,3819,null,38091,null,2015,null,46205,null,1378,null,60349,null,2087,null,82024,null,5992,null,29101,null,836,null,16637,null,3043,null,23271,null,1144,null,27577,null,1079,null,35728,null,1068,null,50052,null,2771,null,0400000US33,New Hampshire,33
42300,null,273,null,22231,null,439,null,32053,null,331,null,40454,null,436,null,56190,null,867,null,77692,null,1465,null,50941,null,266,null,26643,null,756,null,39935,null,745,null,50083,null,821,null,69935,null,1782,null,96976,null,1635,null,34817,null,560,null,16951,null,602,null,25528,null,532,null,32590,null,787,null,46878,null,599,null,61149,null,722,null,0400000US34,New Jersey,34
28659,null,798,null,16480,null,729,null,23209,null,882,null,29067,null,1089,null,39542,null,1331,null,50962,null,966,null,33592,null,1048,null,20315,null,1081,null,27065,null,1395,null,36043,null,1450,null,46721,null,1983,null,63463,null,4791,null,23544,null,914,null,11906,null,908,null,19089,null,1157,null,23757,null,1219,null,32011,null,1204,null,45317,null,1555,null,0400000US35,New Mexico,35
36623,null,190,null,19470,null,361,null,28150,null,377,null,35027,null,346,null,50731,null,321,null,63825,null,1342,null,42037,null,203,null,22311,null,324,null,32886,null,595,null,41637,null,311,null,60225,null,582,null,76992,null,1301,null,31305,null,199,null,15036,null,337,null,22606,null,416,null,30033,null,393,null,42427,null,642,null,55755,null,984,null,0400000US36,New York,36
30783,null,173,null,18750,null,601,null,25437,null,267,null,30601,null,294,null,42705,null,830,null,54634,null,1294,null,35680,null,311,null,21934,null,481,null,30550,null,307,null,37054,null,446,null,53622,null,2094,null,72146,null,1879,null,25650,null,254,null,13813,null,587,null,20292,null,370,null,25157,null,418,null,36842,null,548,null,46288,null,912,null,0400000US37,North Carolina,37
29959,null,629,null,17033,null,1646,null,23566,null,868,null,28635,null,1199,null,36560,null,976,null,47380,null,4863,null,36814,null,716,null,21542,null,2496,null,31417,null,1099,null,37011,null,1003,null,46065,null,2699,null,54766,null,6336,null,22757,null,692,null,12629,null,1513,null,16846,null,828,null,21830,null,687,null,31011,null,931,null,41868,null,4927,null,0400000US38,North Dakota,38
32217,null,166,null,18890,null,674,null,26658,null,254,null,31656,null,261,null,45378,null,539,null,59164,null,1287,null,40171,null,213,null,22810,null,951,null,33322,null,577,null,40054,null,510,null,56901,null,1053,null,71382,null,932,null,25938,null,228,null,13643,null,719,null,20630,null,237,null,26142,null,315,null,36024,null,565,null,50771,null,553,null,0400000US39,Ohio,39
29464,null,394,null,17688,null,805,null,23834,null,640,null,29023,null,542,null,40007,null,755,null,49394,null,1407,null,35507,null,360,null,22186,null,959,null,30255,null,651,null,36436,null,739,null,49824,null,1504,null,63926,null,4461,null,23277,null,460,null,12934,null,959,null,18444,null,589,null,23367,null,616,null,33221,null,776,null,41442,null,872,null,0400000US40,Oklahoma,40
31169,null,265,null,18959,null,855,null,25872,null,431,null,30726,null,422,null,41605,null,589,null,51464,null,794,null,37479,null,626,null,22009,null,768,null,31529,null,664,null,37411,null,925,null,50910,null,804,null,63956,null,3006,null,25169,null,459,null,15494,null,617,null,20523,null,477,null,25106,null,665,null,33320,null,1371,null,42746,null,1333,null,0400000US41,Oregon,41
32931,null,232,null,19337,null,556,null,26951,null,233,null,32571,null,376,null,45539,null,466,null,60386,null,551,null,40503,null,179,null,23322,null,1019,null,33682,null,428,null,40724,null,408,null,55335,null,828,null,75507,null,1855,null,26488,null,192,null,14291,null,659,null,20881,null,228,null,26822,null,283,null,36759,null,506,null,50129,null,688,null,0400000US42,Pennsylvania,42
36348,null,626,null,22087,null,1564,null,29986,null,1635,null,35891,null,1010,null,48464,null,2543,null,62649,null,2863,null,42666,null,1544,null,27101,null,1967,null,36052,null,1158,null,42421,null,1693,null,57752,null,2788,null,75777,null,3888,null,30270,null,807,null,15938,null,1773,null,22424,null,1210,null,30139,null,1238,null,38864,null,2975,null,53118,null,4065,null,0400000US44,Rhode Island,44
30680,null,233,null,17929,null,893,null,25557,null,427,null,31060,null,373,null,41764,null,754,null,51928,null,758,null,36551,null,389,null,21414,null,848,null,31808,null,527,null,37310,null,923,null,52577,null,2342,null,66323,null,2982,null,24986,null,451,null,14058,null,659,null,20155,null,472,null,25818,null,523,null,33983,null,1087,null,46312,null,1117,null,0400000US45,South Carolina,45
28022,null,717,null,16882,null,2446,null,24267,null,864,null,27396,null,1032,null,35303,null,1598,null,43805,null,3585,null,33525,null,1169,null,21766,null,2173,null,30987,null,595,null,34116,null,1332,null,42797,null,2877,null,51686,null,3261,null,22788,null,649,null,13380,null,1900,null,19688,null,874,null,22479,null,760,null,29826,null,1475,null,37780,null,2959,null,0400000US46,South Dakota,46
30051,null,213,null,18279,null,840,null,24720,null,431,null,30701,null,263,null,42640,null,808,null,51634,null,641,null,35351,null,305,null,21396,null,437,null,30641,null,366,null,37418,null,761,null,54350,null,1895,null,66298,null,1786,null,24388,null,332,null,13119,null,801,null,19436,null,458,null,25297,null,458,null,35118,null,797,null,45100,null,1114,null,0400000US47,Tennessee,47
31465,null,143,null,18001,null,317,null,25649,null,222,null,32184,null,208,null,47353,null,406,null,60570,null,473,null,36760,null,223,null,21730,null,272,null,31035,null,231,null,40179,null,437,null,60231,null,594,null,78325,null,1608,null,25765,null,205,null,12280,null,211,null,20204,null,294,null,26934,null,322,null,40486,null,282,null,49225,null,1071,null,0400000US48,Texas,48
32015,null,302,null,21216,null,567,null,26953,null,731,null,31045,null,447,null,41508,null,796,null,59136,null,2567,null,41460,null,462,null,25621,null,850,null,34509,null,1763,null,41043,null,724,null,52348,null,1752,null,71397,null,2010,null,22622,null,630,null,14879,null,1223,null,19359,null,1021,null,22280,null,688,null,29557,null,2069,null,46128,null,1586,null,0400000US49,Utah,49
31337,null,541,null,21941,null,1255,null,25924,null,843,null,30485,null,866,null,37661,null,1461,null,47387,null,2548,null,36200,null,915,null,24623,null,2169,null,31370,null,933,null,36806,null,1251,null,43619,null,2558,null,54223,null,4592,null,26338,null,722,null,16168,null,5215,null,20394,null,868,null,25465,null,1297,null,32450,null,1754,null,41932,null,2718,null,0400000US50,Vermont,50
37461,null,376,null,21022,null,467,null,28210,null,601,null,35577,null,368,null,50445,null,497,null,73697,null,1574,null,44641,null,704,null,25547,null,609,null,32934,null,1002,null,43027,null,945,null,64062,null,2566,null,93041,null,1518,null,30856,null,258,null,15813,null,678,null,22274,null,418,null,29586,null,587,null,40984,null,540,null,56198,null,943,null,0400000US51,Virginia,51
36567,null,247,null,20705,null,495,null,30554,null,394,null,35012,null,557,null,49879,null,1031,null,60828,null,723,null,44837,null,576,null,24056,null,831,null,36975,null,543,null,42767,null,859,null,61122,null,782,null,73852,null,3026,null,28872,null,547,null,15198,null,867,null,22939,null,714,null,27439,null,592,null,37219,null,921,null,49937,null,1791,null,0400000US53,Washington,53
27681,null,677,null,16672,null,906,null,24186,null,713,null,27059,null,853,null,40176,null,1403,null,47086,null,1766,null,34353,null,1041,null,21488,null,1405,null,30693,null,526,null,36802,null,1225,null,50129,null,4038,null,62531,null,4985,null,21388,null,435,null,10862,null,870,null,17147,null,541,null,21419,null,699,null,32800,null,1684,null,41739,null,1089,null,0400000US54,West Virginia,54
32681,null,281,null,20557,null,542,null,27383,null,291,null,32281,null,282,null,43524,null,760,null,55650,null,1003,null,40628,null,234,null,24726,null,1126,null,34321,null,660,null,40943,null,411,null,52821,null,1357,null,68414,null,2678,null,26400,null,202,null,15735,null,626,null,21591,null,322,null,26087,null,415,null,35563,null,650,null,48905,null,1130,null,0400000US55,Wisconsin,55
31653,null,696,null,21061,null,2749,null,28352,null,1857,null,30746,null,1310,null,40396,null,3255,null,50618,null,3495,null,42665,null,2240,null,26077,null,4019,null,40992,null,1884,null,43297,null,4665,null,48094,null,4962,null,60572,null,4889,null,23398,null,818,null,12245,null,2368,null,19745,null,2376,null,22496,null,1182,null,33810,null,3623,null,43388,null,7240,null,0400000US56,Wyoming,56
15809,null,239,null,9721,null,406,null,12204,null,203,null,15602,null,387,null,23789,null,556,null,34678,null,1390,null,15980,null,335,null,10198,null,372,null,13049,null,419,null,18078,null,852,null,28058,null,1353,null,44171,null,3446,null,15621,null,307,null,8323,null,650,null,11195,null,286,null,13613,null,395,null,22017,null,519,null,31075,null,890,null,0400000US72,Puerto Rico,72
