B20017H_001E,B20017H_001EA,B20017H_001M,B20017H_001MA,B20017H_002E,B20017H_002EA,B20017H_002M,B20017H_002MA,B20017H_003E,B20017H_003EA,B20017H_003M,B20017H_003MA,B20017H_004E,B20017H_004EA,B20017H_004M,B20017H_004MA,B20017H_005E,B20017H_005EA,B20017H_005M,B20017H_005MA,B20017H_006E,B20017H_006EA,B20017H_006M,B20017H_006MA,B20017H_007E,B20017H_007EA,B20017H_007M,B20017H_007MA,GEO_ID,NAME,state
26932,null,255,null,33187,null,512,null,41982,null,281,null,10818,null,321,null,21215,null,259,null,31208,null,304,null,9309,null,352,null,0400000US19,Iowa,19
27928,null,467,null,35272,null,417,null,44689,null,830,null,10465,null,541,null,21746,null,321,null,31849,null,395,null,9793,null,399,null,0400000US20,Kansas,20
25777,null,246,null,31441,null,305,null,40760,null,435,null,11649,null,380,null,20464,null,286,null,30281,null,309,null,9362,null,357,null,0400000US21,Kentucky,21
30451,null,328,null,39734,null,861,null,47562,null,924,null,16305,null,887,null,21491,null,394,null,31454,null,442,null,10184,null,390,null,0400000US22,Louisiana,22
26188,null,367,null,32141,null,554,null,41963,null,552,null,11584,null,730,null,21265,null,359,null,31741,null,542,null,10363,null,367,null,0400000US23,Maine,23
40845,null,324,null,50293,null,459,null,61550,null,539,null,13804,null,1215,null,32012,null,426,null,47099,null,755,null,12902,null,809,null,0400000US24,Maryland,24
36937,null,304,null,45523,null,537,null,57681,null,1383,null,14779,null,771,null,30297,null,284,null,44322,null,671,null,13359,null,526,null,0400000US25,Massachusetts,25
28593,null,340,null,36712,null,271,null,50306,null,298,null,12223,null,222,null,21404,null,190,null,35257,null,374,null,10033,null,156,null,0400000US26,Michigan,26
31935,null,178,null,39096,null,561,null,49907,null,588,null,13498,null,800,null,25608,null,258,null,37352,null,366,null,11655,null,169,null,0400000US27,Minnesota,27
27403,null,486,null,34095,null,1161,null,41917,null,643,null,11915,null,598,null,21521,null,463,null,31227,null,476,null,9822,null,646,null,0400000US28,Mississippi,28
26878,null,247,null,33046,null,610,null,42327,null,397,null,11571,null,317,null,21520,null,309,null,31180,null,305,null,9784,null,291,null,0400000US29,Missouri,29
22994,null,491,null,29673,null,1091,null,39087,null,1801,null,12602,null,1155,null,18414,null,913,null,26847,null,651,null,10148,null,416,null,0400000US30,Montana,30
26806,null,374,null,32784,null,722,null,40758,null,481,null,10876,null,574,null,21288,null,375,null,31081,null,531,null,8917,null,491,null,0400000US31,Nebraska,31
35393,null,535,null,41789,null,629,null,51685,null,621,null,17960,null,1771,null,29414,null,902,null,37587,null,1418,null,14312,null,1223,null,0400000US32,Nevada,32
31934,null,421,null,41272,null,483,null,51530,null,527,null,12422,null,846,null,25280,null,618,null,36057,null,707,null,11563,null,348,null,0400000US33,New Hampshire,33
41773,null,320,null,51585,null,373,null,63520,null,1546,null,16896,null,589,null,32215,null,344,null,46638,null,532,null,14121,null,548,null,0400000US34,New Jersey,34
29444,null,1077,null,34713,null,1315,null,47128,null,2787,null,11873,null,755,null,23337,null,1376,null,36732,null,1345,null,10701,null,653,null,0400000US35,New Mexico,35
35392,null,227,null,42466,null,322,null,55127,null,557,null,14304,null,622,null,28347,null,415,null,41668,null,288,null,12008,null,164,null,0400000US36,New York,36
30084,null,196,null,35413,null,328,null,43301,null,660,null,11962,null,287,null,24052,null,401,null,34200,null,438,null,10718,null,221,null,0400000US37,North Carolina,37
25119,null,510,null,31222,null,538,null,40115,null,981,null,11060,null,868,null,20027,null,494,null,27986,null,887,null,9033,null,540,null,0400000US38,North Dakota,38
28692,null,301,null,35905,null,288,null,45700,null,326,null,11609,null,203,null,21933,null,207,null,33519,null,416,null,10137,null,177,null,0400000US39,Ohio,39
26916,null,303,null,33214,null,763,null,41389,null,449,null,11817,null,499,null,21009,null,342,null,30739,null,419,null,9339,null,408,null,0400000US40,Oklahoma,40
28388,null,424,null,35359,null,473,null,46105,null,645,null,13858,null,770,null,22589,null,449,null,34152,null,786,null,11558,null,235,null,0400000US41,Oregon,41
29749,null,241,null,36436,null,216,null,46143,null,310,null,11389,null,224,null,22585,null,270,null,34117,null,359,null,10095,null,151,null,0400000US42,Pennsylvania,42
33042,null,1066,null,40506,null,910,null,51821,null,1036,null,11763,null,1038,null,26496,null,954,null,40636,null,954,null,11886,null,565,null,0400000US44,Rhode Island,44
30244,null,297,null,36243,null,498,null,44531,null,1020,null,11592,null,504,null,23722,null,687,null,32540,null,544,null,10754,null,301,null,0400000US45,South Carolina,45
24686,null,563,null,30933,null,488,null,37226,null,944,null,9619,null,717,null,20506,null,459,null,27046,null,655,null,9351,null,691,null,0400000US46,South Dakota,46
26824,null,203,null,32287,null,262,null,41140,null,326,null,12081,null,302,null,21676,null,282,null,30846,null,338,null,9728,null,300,null,0400000US47,Tennessee,47
34129,null,335,null,42066,null,291,null,52251,null,251,null,13712,null,506,null,26687,null,287,null,37693,null,540,null,10811,null,191,null,0400000US48,Texas,48
26452,null,346,null,35662,null,679,null,46986,null,548,null,11588,null,322,null,18301,null,689,null,32196,null,515,null,8838,null,404,null,0400000US49,Utah,49
26915,null,549,null,31651,null,620,null,40977,null,758,null,11746,null,540,null,22376,null,887,null,34394,null,1064,null,10851,null,652,null,0400000US50,Vermont,50
35118,null,313,null,42149,null,315,null,52926,null,936,null,12393,null,593,null,27433,null,361,null,40312,null,458,null,11344,null,245,null,0400000US51,Virginia,51
33265,null,501,null,41970,null,264,null,52709,null,790,null,16539,null,480,null,25574,null,367,null,39373,null,694,null,12055,null,213,null,0400000US53,Washington,53
24204,null,670,null,30940,null,470,null,40198,null,744,null,11434,null,581,null,18573,null,680,null,26783,null,547,null,8686,null,518,null,0400000US54,West Virginia,54
29720,null,294,null,36636,null,309,null,45750,null,382,null,12308,null,299,null,22839,null,283,null,32908,null,423,null,10702,null,163,null,0400000US55,Wisconsin,55
27393,null,946,null,37317,null,1798,null,46491,null,1432,null,16448,null,1783,null,20987,null,662,null,29421,null,1720,null,9910,null,876,null,0400000US56,Wyoming,56
14667,null,1686,null,16120,null,3454,null,21178,null,3054,null,6644,null,1489,null,13623,null,2236,null,19425,null,5412,null,6537,null,3221,null,0400000US72,Puerto Rico,72
