B20017H_001E,B20017H_001EA,B20017H_001M,B20017H_001MA,B20017H_002E,B20017H_002EA,B20017H_002M,B20017H_002MA,B20017H_003E,B20017H_003EA,B20017H_003M,B20017H_003MA,B20017H_004E,B20017H_004EA,B20017H_004M,B20017H_004MA,B20017H_005E,B20017H_005EA,B20017H_005M,B20017H_005MA,B20017H_006E,B20017H_006EA,B20017H_006M,B20017H_006MA,B20017H_007E,B20017H_007EA,B20017H_007M,B20017H_007MA,GEO_ID,NAME,state
28468,null,520,null,35458,null,488,null,44064,null,750,null,11740,null,427,null,21277,null,342,null,31650,null,396,null,9731,null,413,null,0400000US01,Alabama,01
36127,null,1074,null,45145,null,1917,null,56187,null,3095,null,24004,null,2360,null,27902,null,1512,null,40464,null,1397,null,14766,null,2931,null,0400000US02,Alaska,02
32526,null,486,null,40372,null,476,null,50703,null,438,null,15549,null,521,null,26844,null,480,null,38020,null,787,null,11786,null,292,null,0400000US04,Arizona,04
24965,null,448,null,30828,null,425,null,39395,null,1016,null,11616,null,467,null,20117,null,436,null,28246,null,882,null,9559,null,423,null,0400000US05,Arkansas,05
40326,null,161,null,49464,null,537,null,62473,null,563,null,19721,null,641,null,31374,null,199,null,47146,null,436,null,14890,null,348,null,0400000US06,California,06
33200,null,505,null,40960,null,393,null,51756,null,437,null,16238,null,673,null,26055,null,404,null,39931,null,750,null,11438,null,293,null,0400000US08,Colorado,08
39498,null,684,null,49364,null,1210,null,60779,null,616,null,15370,null,700,null,31073,null,421,null,45313,null,768,null,13247,null,829,null,0400000US09,Connecticut,09
34848,null,1325,null,41122,null,872,null,51313,null,746,null,12068,null,892,null,28539,null,1508,null,40793,null,1163,null,11081,null,657,null,0400000US10,Delaware,10
55063,null,2550,null,66074,null,4215,null,84537,null,4783,null,29799,null,4377,null,47104,null,3488,null,68278,null,3730,null,16597,null,3597,null,0400000US11,District of Columbia,11
31402,null,164,null,36853,null,279,null,46347,null,418,null,14525,null,656,null,26171,null,238,null,36073,null,266,null,11657,null,176,null,0400000US12,Florida,12
31957,null,258,null,39814,null,621,null,48680,null,729,null,12560,null,673,null,25285,null,445,null,36250,null,486,null,11079,null,240,null,0400000US13,Georgia,13
35770,null,1524,null,42106,null,1106,null,50717,null,915,null,21492,null,2137,null,28425,null,3231,null,40626,null,2154,null,12446,null,1754,null,0400000US15,Hawaii,15
25816,null,411,null,32212,null,516,null,41339,null,615,null,15081,null,1123,null,19748,null,662,null,29941,null,715,null,10130,null,409,null,0400000US16,Idaho,16
32760,null,364,null,42190,null,248,null,54082,null,597,null,12478,null,418,null,25291,null,204,null,38345,null,488,null,10818,null,160,null,0400000US17,Illinois,17
28746,null,307,null,36079,null,280,null,45383,null,372,null,11713,null,344,null,21677,null,243,null,31593,null,283,null,9953,null,233,null,0400000US18,Indiana,18
