C19001C_001E,C19001C_001EA,C19001C_001M,C19001C_001MA,C19001C_002E,C19001C_002EA,C19001C_002M,C19001C_002MA,C19001C_003E,C19001C_003EA,C19001C_003M,C19001C_003MA,C19001C_004E,C19001C_004EA,C19001C_004M,C19001C_004MA,C19001C_005E,C19001C_005EA,C19001C_005M,C19001C_005MA,C19001C_006E,C19001C_006EA,C19001C_006M,C19001C_006MA,C19001C_007E,C19001C_007EA,C19001C_007M,C19001C_007MA,C19001C_008E,C19001C_008EA,C19001C_008M,C19001C_008MA,C19001C_009E,C19001C_009EA,C19001C_009M,C19001C_009MA,C19001C_010E,C19001C_010EA,C19001C_010M,C19001C_010MA,C19001C_011E,C19001C_011EA,C19001C_011M,C19001C_011MA,GEO_ID,NAME,state
8803,null,1219,null,957,null,381,null,659,null,329,null,1769,null,687,null,1644,null,769,null,1383,null,457,null,1166,null,450,null,763,null,346,null,302,null,185,null,8,null,13,null,152,null,139,null,0400000US01,Alabama,01
27116,null,1614,null,3156,null,600,null,2326,null,485,null,3508,null,617,null,2745,null,692,null,4429,null,861,null,4536,null,891,null,2686,null,746,null,2387,null,729,null,816,null,341,null,527,null,352,null,0400000US02,Alaska,02
73913,null,3340,null,13599,null,1539,null,5704,null,1058,null,12439,null,2081,null,9620,null,1465,null,10436,null,1583,null,11299,null,1291,null,5499,null,1064,null,4464,null,1104,null,396,null,246,null,457,null,308,null,0400000US04,Arizona,04
6507,null,1135,null,352,null,193,null,894,null,371,null,907,null,394,null,787,null,278,null,937,null,524,null,1825,null,722,null,283,null,306,null,414,null,287,null,70,null,96,null,38,null,65,null,0400000US05,Arkansas,05
95961,null,4312,null,9775,null,1588,null,8136,null,1690,null,10756,null,2091,null,10472,null,1711,null,12334,null,1462,null,16500,null,1828,null,10669,null,1568,null,9982,null,1509,null,3621,null,825,null,3716,null,1009,null,0400000US06,California,06
15736,null,1636,null,2373,null,801,null,1257,null,644,null,1818,null,755,null,1623,null,716,null,2532,null,793,null,2285,null,739,null,1696,null,685,null,1567,null,521,null,376,null,271,null,209,null,372,null,0400000US08,Colorado,08
3653,null,836,null,244,null,226,null,135,null,136,null,305,null,238,null,424,null,351,null,740,null,529,null,1302,null,571,null,26,null,41,null,265,null,261,null,109,null,128,null,103,null,122,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
20621,null,2202,null,1276,null,440,null,1360,null,554,null,3272,null,948,null,2003,null,771,null,2825,null,741,null,4207,null,953,null,2212,null,715,null,2413,null,806,null,656,null,435,null,397,null,272,null,0400000US12,Florida,12
