B11010_001E,B11010_001EA,B11010_001M,B11010_001MA,B11010_002E,B11010_002EA,B11010_002M,B11010_002MA,B11010_003E,B11010_003EA,B11010_003M,B11010_003MA,B11010_004E,B11010_004EA,B11010_004M,B11010_004MA,B11010_005E,B11010_005EA,B11010_005M,B11010_005MA,B11010_006E,B11010_006EA,B11010_006M,B11010_006MA,B11010_007E,B11010_007EA,B11010_007M,B11010_007MA,B11010_008E,B11010_008EA,B11010_008M,B11010_008MA,B11010_009E,B11010_009EA,B11010_009M,B11010_009MA,B11010_010E,B11010_010EA,B11010_010M,B11010_010MA,B11010_011E,B11010_011EA,B11010_011M,B11010_011MA,B11010_012E,B11010_012EA,B11010_012M,B11010_012MA,B11010_013E,B11010_013EA,B11010_013M,B11010_013MA,B11010_014E,B11010_014EA,B11010_014M,B11010_014MA,B11010_015E,B11010_015EA,B11010_015M,B11010_015MA,GEO_ID,NAME,state
571187,null,8529,null,255470,null,6112,null,211059,null,6092,null,167244,null,5619,null,43815,null,3008,null,44411,null,3293,null,41405,null,3205,null,3006,null,729,null,315717,null,6343,null,286781,null,5686,null,154183,null,5305,null,132598,null,4314,null,28936,null,2759,null,26429,null,2545,null,2507,null,671,null,0400000US01,Alabama,01
74076,null,3420,null,42778,null,2770,null,32801,null,2322,null,27687,null,2149,null,5114,null,846,null,9977,null,1742,null,9519,null,1696,null,458,null,263,null,31298,null,2419,null,24289,null,2077,null,17859,null,1995,null,6430,null,900,null,7009,null,1128,null,6665,null,1114,null,344,null,215,null,0400000US02,Alaska,02
759774,null,12127,null,369743,null,8728,null,280496,null,7998,null,224205,null,7635,null,56291,null,3389,null,89247,null,4590,null,79983,null,4387,null,9264,null,1306,null,390031,null,8709,null,326115,null,8386,null,187530,null,6925,null,138585,null,4939,null,63916,null,3989,null,55182,null,3647,null,8734,null,1346,null,0400000US04,Arizona,04
346621,null,7440,null,163194,null,5478,null,132839,null,5093,null,102294,null,4642,null,30545,null,2333,null,30355,null,2838,null,27715,null,2645,null,2640,null,760,null,183427,null,5116,null,165157,null,5352,null,84101,null,4706,null,81056,null,3505,null,18270,null,1960,null,16984,null,1917,null,1286,null,469,null,0400000US05,Arkansas,05
3869988,null,28032,null,1844393,null,19260,null,1357502,null,17515,null,1078685,null,15827,null,278817,null,6905,null,486891,null,11204,null,449589,null,10347,null,37302,null,2823,null,2025595,null,20371,null,1673191,null,18429,null,963337,null,14727,null,709854,null,10195,null,352404,null,9357,null,316675,null,8787,null,35729,null,2660,null,0400000US06,California,06
657480,null,10979,null,327819,null,8607,null,251614,null,8070,null,214799,null,7441,null,36815,null,2752,null,76205,null,4024,null,72214,null,3771,null,3991,null,1055,null,329661,null,7875,null,275553,null,7307,null,176479,null,5553,null,99074,null,4012,null,54108,null,3914,null,51452,null,3742,null,2656,null,649,null,0400000US08,Colorado,08
435243,null,6838,null,188093,null,5813,null,146872,null,5812,null,113679,null,5064,null,33193,null,2353,null,41221,null,3228,null,37254,null,3262,null,3967,null,1022,null,247150,null,5948,null,209273,null,5648,null,111405,null,4527,null,97868,null,3235,null,37877,null,3114,null,34680,null,2959,null,3197,null,661,null,0400000US09,Connecticut,09
104026,null,3771,null,47977,null,2639,null,37047,null,2417,null,28715,null,2269,null,8332,null,987,null,10930,null,1792,null,9922,null,1785,null,1008,null,467,null,56049,null,2887,null,47591,null,2868,null,27008,null,2559,null,20583,null,1493,null,8458,null,1331,null,7202,null,1272,null,1256,null,443,null,0400000US10,Delaware,10
142858,null,4384,null,65904,null,3616,null,53122,null,3481,null,44796,null,3054,null,8326,null,1144,null,12782,null,1752,null,12086,null,1668,null,696,null,417,null,76954,null,3345,null,67139,null,3328,null,49835,null,3037,null,17304,null,1369,null,9815,null,1194,null,9238,null,1111,null,577,null,275,null,0400000US11,District of Columbia,11
2462745,null,20438,null,1133838,null,15398,null,850253,null,12313,null,633540,null,11408,null,216713,null,5472,null,283585,null,9466,null,252503,null,9208,null,31082,null,2231,null,1328907,null,16976,null,1131580,null,15656,null,579369,null,12123,null,552211,null,9452,null,197327,null,8204,null,170577,null,7011,null,26750,null,2817,null,0400000US12,Florida,12
1088546,null,15201,null,500498,null,10608,null,392256,null,9221,null,334719,null,9122,null,57537,null,3586,null,108242,null,6071,null,103232,null,5760,null,5010,null,1015,null,588048,null,11828,null,514937,null,11238,null,331030,null,9288,null,183907,null,5383,null,73111,null,4059,null,67744,null,4175,null,5367,null,1073,null,0400000US13,Georgia,13
133062,null,4167,null,69902,null,4176,null,53601,null,3669,null,43072,null,3438,null,10529,null,1228,null,16301,null,2396,null,14672,null,2393,null,1629,null,549,null,63160,null,3172,null,50662,null,2838,null,26345,null,2195,null,24317,null,1984,null,12498,null,1822,null,11150,null,1674,null,1348,null,555,null,0400000US15,Hawaii,15
