C18020_001E,C18020_001EA,C18020_001M,C18020_001MA,C18020_002E,C18020_002EA,C18020_002M,C18020_002MA,C18020_003E,C18020_003EA,C18020_003M,C18020_003MA,C18020_004E,C18020_004EA,C18020_004M,C18020_004MA,C18020_005E,C18020_005EA,C18020_005M,C18020_005MA,C18020_006E,C18020_006EA,C18020_006M,C18020_006MA,C18020_007E,C18020_007EA,C18020_007M,C18020_007MA,C18020_008E,C18020_008EA,C18020_008M,C18020_008MA,C18020_009E,C18020_009EA,C18020_009M,C18020_009MA,C18020_010E,C18020_010EA,C18020_010M,C18020_010MA,C18020_011E,C18020_011EA,C18020_011M,C18020_011MA,C18020_012E,C18020_012EA,C18020_012M,C18020_012MA,C18020_013E,C18020_013EA,C18020_013M,C18020_013MA,C18020_014E,C18020_014EA,C18020_014M,C18020_014MA,C18020_015E,C18020_015EA,C18020_015M,C18020_015MA,GEO_ID,NAME,state
2956627,null,5820,null,528552,null,12137,null,254467,null,8736,null,87581,null,4889,null,166886,null,6583,null,274085,null,7234,null,71887,null,4444,null,202198,null,6782,null,2428075,null,14271,null,1176099,null,10072,null,952306,null,11444,null,223793,null,6198,null,1251976,null,7897,null,836585,null,9984,null,415391,null,7875,null,0400000US01,Alabama,01
457758,null,2791,null,62394,null,3483,null,31713,null,2641,null,14199,null,1898,null,17514,null,1798,null,30681,null,2534,null,11770,null,1457,null,18911,null,2138,null,395364,null,4058,null,201978,null,3587,null,159223,null,3643,null,42755,null,3058,null,193386,null,2890,null,135335,null,2992,null,58051,null,2998,null,0400000US02,Alaska,02
3958827,null,4939,null,453508,null,12379,null,222390,null,7276,null,87811,null,4868,null,134579,null,6118,null,231118,null,9002,null,75441,null,5167,null,155677,null,7315,null,3505319,null,13799,null,1762840,null,8495,null,1420805,null,10759,null,342035,null,8961,null,1742479,null,9687,null,1149149,null,11683,null,593330,null,11099,null,0400000US04,Arizona,04
1783300,null,4047,null,322561,null,8376,null,161832,null,6232,null,58670,null,4130,null,103162,null,4934,null,160729,null,5231,null,43615,null,3005,null,117114,null,4890,null,1460739,null,9559,null,711204,null,7589,null,569011,null,7718,null,142193,null,5101,null,749535,null,5670,null,516556,null,7929,null,232979,null,6592,null,0400000US05,Arkansas,05
23813857,null,10948,null,2433477,null,27803,null,1193627,null,18965,null,460695,null,13613,null,732932,null,13468,null,1239850,null,16660,null,404470,null,10018,null,835380,null,14757,null,21380380,null,27164,null,10735858,null,18065,null,8517674,null,25131,null,2218184,null,22026,null,10644522,null,17672,null,6903878,null,29865,null,3740644,null,27432,null,0400000US06,California,06
3244377,null,4392,null,331668,null,9566,null,164487,null,6850,null,76078,null,4889,null,88409,null,4736,null,167181,null,6246,null,67029,null,4351,null,100152,null,5563,null,2912709,null,9899,null,1476997,null,7406,null,1241352,null,9566,null,235645,null,7541,null,1435712,null,6718,null,1023842,null,8796,null,411870,null,8684,null,0400000US08,Colorado,08
2280955,null,3659,null,225609,null,7409,null,111169,null,5280,null,49180,null,3141,null,61989,null,4317,null,114440,null,4568,null,45367,null,3097,null,69073,null,4043,null,2055346,null,7699,null,1006506,null,5691,null,833759,null,7136,null,172747,null,6616,null,1048840,null,5025,null,764257,null,7283,null,284583,null,6041,null,0400000US09,Connecticut,09
557332,null,1905,null,64625,null,4543,null,30363,null,2879,null,12675,null,1736,null,17688,null,2177,null,34262,null,2898,null,12533,null,1795,null,21729,null,2263,null,492707,null,4792,null,237982,null,3178,null,192967,null,3925,null,45015,null,3056,null,254725,null,3019,null,181138,null,4017,null,73587,null,4081,null,0400000US10,Delaware,10
404199,null,1682,null,45837,null,3566,null,21680,null,2310,null,6911,null,1308,null,14769,null,1884,null,24157,null,2680,null,8117,null,1502,null,16040,null,1988,null,358362,null,3552,null,167252,null,2770,null,125903,null,3272,null,41349,null,3176,null,191110,null,2649,null,138317,null,3850,null,52793,null,3483,null,0400000US11,District of Columbia,11
11362681,null,10312,null,1316781,null,21026,null,650529,null,12193,null,254888,null,8297,null,395641,null,10802,null,666252,null,12924,null,228405,null,8516,null,437847,null,10316,null,10045900,null,22322,null,4927930,null,13179,null,3969567,null,17232,null,958363,null,15313,null,5117970,null,15248,null,3521140,null,20216,null,1596830,null,20471,null,0400000US12,Florida,12
6197084,null,6330,null,748027,null,15575,null,355548,null,10606,null,132070,null,6417,null,223478,null,8243,null,392479,null,10376,null,117130,null,5774,null,275349,null,9200,null,5449057,null,16207,null,2664257,null,12353,null,2144003,null,14891,null,520254,null,10812,null,2784800,null,11733,null,1886359,null,12974,null,898441,null,10631,null,0400000US13,Georgia,13
804033,null,3163,null,79555,null,5109,null,42114,null,2957,null,18673,null,2314,null,23441,null,1930,null,37441,null,3268,null,15465,null,1924,null,21976,null,2360,null,724478,null,6317,null,356102,null,4122,null,284115,null,4497,null,71987,null,3787,null,368376,null,3771,null,259899,null,5023,null,108477,null,4794,null,0400000US15,Hawaii,15
945567,null,3152,null,112759,null,4939,null,57585,null,4065,null,27095,null,2758,null,30490,null,2767,null,55174,null,3008,null,20951,null,1941,null,34223,null,2529,null,832808,null,5897,null,416725,null,4937,null,352403,null,4731,null,64322,null,4079,null,416083,null,3461,null,288941,null,5207,null,127142,null,4730,null,0400000US16,Idaho,16
8371247,null,6306,null,828268,null,15348,null,413004,null,10656,null,169030,null,7023,null,243974,null,8334,null,415264,null,10295,null,148391,null,5006,null,266873,null,8242,null,7542979,null,15940,null,3746847,null,11182,null,2996903,null,14481,null,749944,null,11870,null,3796132,null,11187,null,2637203,null,15036,null,1158929,null,13575,null,0400000US17,Illinois,17
4096381,null,4067,null,529621,null,11524,null,257203,null,7709,null,104453,null,5023,null,152750,null,5398,null,272418,null,7136,null,89120,null,4479,null,183298,null,6161,null,3566760,null,12324,null,1774790,null,8248,null,1450778,null,10945,null,324012,null,9123,null,1791970,null,7907,null,1266403,null,10946,null,525567,null,9549,null,0400000US18,Indiana,18
1906124,null,3017,null,220754,null,7342,null,111023,null,4971,null,53761,null,3524,null,57262,null,3455,null,109731,null,4410,null,45734,null,3120,null,63997,null,3603,null,1685370,null,8067,null,844857,null,5948,null,723775,null,7073,null,121082,null,4574,null,840513,null,4745,null,652052,null,6264,null,188461,null,5142,null,0400000US19,Iowa,19
1772004,null,4069,null,206936,null,6192,null,103995,null,3989,null,47912,null,2736,null,56083,null,3160,null,102941,null,4627,null,40603,null,2663,null,62338,null,3387,null,1565068,null,6974,null,781465,null,4756,null,657988,null,6789,null,123477,null,5547,null,783603,null,5077,null,587713,null,6824,null,195890,null,5300,null,0400000US20,Kansas,20
2758808,null,4362,null,514379,null,11966,null,252962,null,7698,null,81521,null,5211,null,171441,null,5955,null,261417,null,8134,null,70268,null,4450,null,191149,null,6845,null,2244429,null,12457,null,1097370,null,8200,null,882278,null,10191,null,215092,null,8511,null,1147059,null,8092,null,803761,null,8908,null,343298,null,7595,null,0400000US21,Kentucky,21
2748761,null,4585,null,423679,null,11086,null,209125,null,7343,null,74686,null,4298,null,134439,null,6301,null,214554,null,7338,null,64130,null,3958,null,150424,null,6521,null,2325082,null,11121,null,1113982,null,7817,null,884624,null,10656,null,229358,null,7083,null,1211100,null,7323,null,793733,null,11257,null,417367,null,10651,null,0400000US22,Louisiana,22
873828,null,2046,null,144171,null,4995,null,73705,null,2971,null,29771,null,2256,null,43934,null,2661,null,70466,null,3878,null,23124,null,2101,null,47342,null,3053,null,729657,null,5269,null,355297,null,3418,null,296468,null,3883,null,58829,null,3105,null,374360,null,4057,null,282755,null,4814,null,91605,null,4054,null,0400000US23,Maine,23
