B18036_001E,B18036_001EA,B18036_001M,B18036_001MA,B18036_002E,B18036_002EA,B18036_002M,B18036_002MA,B18036_003E,B18036_003EA,B18036_003M,B18036_003MA,B18036_004E,B18036_004EA,B18036_004M,B18036_004MA,B18036_005E,B18036_005EA,B18036_005M,B18036_005MA,B18036_006E,B18036_006EA,B18036_006M,B18036_006MA,B18036_007E,B18036_007EA,B18036_007M,B18036_007MA,B18036_008E,B18036_008EA,B18036_008M,B18036_008MA,B18036_009E,B18036_009EA,B18036_009M,B18036_009MA,B18036_010E,B18036_010EA,B18036_010M,B18036_010MA,B18036_011E,B18036_011EA,B18036_011M,B18036_011MA,B18036_012E,B18036_012EA,B18036_012M,B18036_012MA,B18036_013E,B18036_013EA,B18036_013M,B18036_013MA,B18036_014E,B18036_014EA,B18036_014M,B18036_014MA,B18036_015E,B18036_015EA,B18036_015M,B18036_015MA,B18036_016E,B18036_016EA,B18036_016M,B18036_016MA,B18036_017E,B18036_017EA,B18036_017M,B18036_017MA,B18036_018E,B18036_018EA,B18036_018M,B18036_018MA,B18036_019E,B18036_019EA,B18036_019M,B18036_019MA,B18036_020E,B18036_020EA,B18036_020M,B18036_020MA,B18036_021E,B18036_021EA,B18036_021M,B18036_021MA,B18036_022E,B18036_022EA,B18036_022M,B18036_022MA,B18036_023E,B18036_023EA,B18036_023M,B18036_023MA,B18036_024E,B18036_024EA,B18036_024M,B18036_024MA,B18036_025E,B18036_025EA,B18036_025M,B18036_025MA,B18036_026E,B18036_026EA,B18036_026M,B18036_026MA,B18036_027E,B18036_027EA,B18036_027M,B18036_027MA,B18036_028E,B18036_028EA,B18036_028M,B18036_028MA,B18036_029E,B18036_029EA,B18036_029M,B18036_029MA,B18036_030E,B18036_030EA,B18036_030M,B18036_030MA,B18036_031E,B18036_031EA,B18036_031M,B18036_031MA,GEO_ID,NAME,state
2920521,null,5677,null,339631,null,9333,null,158303,null,6463,null,4897,null,1203,null,1470,null,651,null,3427,null,1005,null,153406,null,6397,null,44843,null,3538,null,108563,null,5651,null,181328,null,6441,null,3803,null,884,null,1441,null,542,null,2362,null,678,null,177525,null,6461,null,64695,null,4456,null,112830,null,5644,null,2580890,null,12147,null,1254595,null,9011,null,151561,null,5026,null,32973,null,3144,null,118588,null,4296,null,1103034,null,7827,null,96484,null,5640,null,1006550,null,9859,null,1326295,null,7148,null,146167,null,4689,null,36976,null,3418,null,109191,null,4419,null,1180128,null,7705,null,166825,null,7610,null,1013303,null,9545,null,0400000US01,Alabama,01
455379,null,2791,null,28394,null,2997,null,13612,null,1666,null,400,null,236,null,54,null,88,null,346,null,224,null,13212,null,1598,null,2238,null,578,null,10974,null,1557,null,14782,null,2086,null,511,null,381,null,0,null,237,null,511,null,381,null,14271,null,2082,null,2425,null,678,null,11846,null,1783,null,426985,null,3444,null,218628,null,2611,null,27755,null,2167,null,3607,null,945,null,24148,null,2097,null,190873,null,2509,null,13715,null,1888,null,177158,null,2839,null,208357,null,2570,null,25629,null,1818,null,2933,null,717,null,22696,null,1825,null,182728,null,2527,null,13604,null,1622,null,169124,null,2612,null,0400000US02,Alaska,02
3941487,null,4939,null,266471,null,9995,null,126322,null,6066,null,5840,null,1243,null,1490,null,768,null,4350,null,1072,null,120482,null,5992,null,30065,null,3226,null,90417,null,5241,null,140149,null,7215,null,3801,null,1018,null,1095,null,549,null,2706,null,814,null,136348,null,7108,null,40777,null,3401,null,95571,null,5597,null,3675016,null,11763,null,1850547,null,7592,null,211132,null,6119,null,42740,null,4383,null,168392,null,6957,null,1639415,null,6932,null,154634,null,7980,null,1484781,null,9633,null,1824469,null,8096,null,196407,null,5618,null,43849,null,4066,null,152558,null,5562,null,1628062,null,7675,null,197091,null,8824,null,1430971,null,10180,null,0400000US04,Arizona,04
1759947,null,4056,null,204061,null,6767,null,97784,null,4811,null,4648,null,1183,null,1155,null,606,null,3493,null,984,null,93136,null,4691,null,30595,null,3442,null,62541,null,3748,null,106277,null,4145,null,3989,null,1214,null,1139,null,706,null,2850,null,930,null,102288,null,3915,null,36740,null,2654,null,65548,null,3855,null,1555886,null,8017,null,765563,null,6552,null,90418,null,4065,null,20801,null,2828,null,69617,null,3549,null,675145,null,6755,null,68463,null,4795,null,606682,null,6689,null,790323,null,4805,null,82915,null,3998,null,22994,null,2698,null,59921,null,3561,null,707408,null,5001,null,103920,null,5399,null,603488,null,6963,null,0400000US05,Arkansas,05
23664721,null,10948,null,1400984,null,19455,null,675294,null,13328,null,31787,null,3427,null,6359,null,1354,null,25428,null,2926,null,643507,null,12156,null,154630,null,7536,null,488877,null,10415,null,725690,null,12612,null,26199,null,2859,null,5315,null,1258,null,20884,null,2534,null,699491,null,11933,null,179869,null,6217,null,519622,null,11029,null,22263737,null,20132,null,11188965,null,14115,null,1315656,null,12907,null,205616,null,8863,null,1110040,null,13841,null,9873309,null,14497,null,792924,null,16271,null,9080385,null,22393,null,11074772,null,13644,null,1240532,null,12246,null,245015,null,9719,null,995517,null,12600,null,9834240,null,14959,null,1103550,null,19262,null,8730690,null,24146,null,0400000US06,California,06
3220878,null,4392,null,176424,null,7325,null,85562,null,5279,null,3034,null,871,null,151,null,170,null,2883,null,797,null,82528,null,5426,null,22297,null,2562,null,60231,null,4429,null,90862,null,4787,null,2666,null,970,null,876,null,485,null,1790,null,704,null,88196,null,4728,null,25854,null,3068,null,62342,null,3857,null,3044454,null,8616,null,1544467,null,6349,null,155274,null,5181,null,29647,null,3385,null,125627,null,4790,null,1389193,null,6981,null,104794,null,6917,null,1284399,null,8064,null,1499987,null,5606,null,145777,null,4427,null,31147,null,2902,null,114630,null,4604,null,1354210,null,6361,null,141686,null,6802,null,1212524,null,7841,null,0400000US08,Colorado,08
2235158,null,3659,null,121327,null,5224,null,58955,null,3880,null,3178,null,867,null,669,null,403,null,2509,null,783,null,55777,null,3683,null,12613,null,1902,null,43164,null,3115,null,62372,null,3598,null,2564,null,810,null,537,null,280,null,2027,null,776,null,59808,null,3633,null,16418,null,2142,null,43390,null,2922,null,2113831,null,5950,null,1038693,null,5010,null,112011,null,3259,null,11988,null,1881,null,100023,null,3247,null,926682,null,4565,null,41178,null,4010,null,885504,null,5582,null,1075138,null,4340,null,101431,null,3642,null,13241,null,2196,null,88190,null,3555,null,973707,null,4223,null,65398,null,4498,null,908309,null,5981,null,0400000US09,Connecticut,09
547238,null,1905,null,38020,null,3742,null,17929,null,2415,null,965,null,496,null,293,null,275,null,672,null,412,null,16964,null,2287,null,3317,null,929,null,13647,null,2026,null,20091,null,2293,null,703,null,348,null,29,null,50,null,674,null,346,null,19388,null,2201,null,5082,null,1159,null,14306,null,1903,null,509218,null,4159,null,246692,null,2891,null,26979,null,1570,null,2033,null,688,null,24946,null,1587,null,219713,null,3064,null,13326,null,1940,null,206387,null,3451,null,262526,null,2336,null,24713,null,1632,null,5172,null,1570,null,19541,null,1667,null,237813,null,2597,null,23404,null,3033,null,214409,null,3610,null,0400000US10,Delaware,10
390294,null,1482,null,23032,null,2531,null,11574,null,1651,null,73,null,116,null,0,null,300,null,73,null,116,null,11501,null,1635,null,5314,null,1252,null,6187,null,1425,null,11458,null,1738,null,281,null,284,null,211,null,258,null,70,null,115,null,11177,null,1763,null,4761,null,1226,null,6416,null,1417,null,367262,null,2724,null,171983,null,2537,null,13857,null,1545,null,3235,null,921,null,10622,null,1338,null,158126,null,2221,null,16276,null,2691,null,141850,null,3044,null,195279,null,2002,null,13969,null,1533,null,3109,null,824,null,10860,null,1511,null,181310,null,2175,null,27524,null,3336,null,153786,null,3465,null,0400000US11,District of Columbia,11
11298835,null,10312,null,750947,null,14451,null,367113,null,9404,null,15016,null,2428,null,3210,null,967,null,11806,null,2183,null,352097,null,9212,null,83238,null,4924,null,268859,null,7973,null,383834,null,9145,null,9800,null,1863,null,2961,null,1051,null,6839,null,1496,null,374034,null,9201,null,109754,null,6225,null,264280,null,7074,null,10547888,null,16431,null,5181355,null,11230,null,559810,null,9185,null,97647,null,4936,null,462163,null,8813,null,4621545,null,11731,null,344891,null,10981,null,4276654,null,13480,null,5366533,null,12811,null,533107,null,10158,null,106220,null,6591,null,426887,null,8736,null,4833426,null,10750,null,526985,null,13475,null,4306441,null,15276,null,0400000US12,Florida,12
