B06004A_001E,B06004A_001EA,B06004A_001M,B06004A_001MA,B06004A_002E,B06004A_002EA,B06004A_002M,B06004A_002MA,B06004A_003E,B06004A_003EA,B06004A_003M,B06004A_003MA,B06004A_004E,B06004A_004EA,B06004A_004M,B06004A_004MA,B06004A_005E,B06004A_005EA,B06004A_005M,B06004A_005MA,GEO_ID,NAME,state
3254107,null,5821,null,2209088,null,19416,null,949783,null,17638,null,23377,null,2368,null,71859,null,5136,null,0400000US01,Alabama,01
465234,null,2534,null,131333,null,4182,null,306182,null,5093,null,9952,null,1321,null,17767,null,3029,null,0400000US02,Alaska,02
4841990,null,21733,null,1527389,null,23516,null,2660031,null,21750,null,46791,null,3603,null,607779,null,17686,null,0400000US04,Arizona,04
2226758,null,5666,null,1330111,null,12345,null,827885,null,11704,null,14170,null,1810,null,54592,null,4805,null,0400000US05,Arkansas,05
22026736,null,61328,null,12298379,null,60598,null,5489814,null,37293,null,201510,null,7071,null,4037033,null,42720,null,0400000US06,California,06
4061059,null,15114,null,1710030,null,17881,null,2009942,null,20085,null,47626,null,3640,null,293461,null,14691,null,0400000US08,Colorado,08
2786401,null,9488,null,1652172,null,13991,null,843823,null,12489,null,57547,null,5587,null,232859,null,10547,null,0400000US09,Connecticut,09
625354,null,2961,null,287429,null,7250,null,302726,null,7533,null,8433,null,1923,null,26766,null,3716,null,0400000US10,Delaware,10
210332,null,3230,null,33537,null,2652,null,142275,null,3541,null,4115,null,1035,null,30405,null,3318,null,0400000US11,District of Columbia,11
13921401,null,25282,null,4228128,null,31517,null,7100898,null,35522,null,406865,null,14125,null,2185510,null,26519,null,0400000US12,Florida,12
5918880,null,14822,null,3301938,null,19605,null,2225482,null,20634,null,59352,null,4190,null,332108,null,15608,null,0400000US13,Georgia,13
341779,null,3685,null,74170,null,4080,null,234966,null,4799,null,8774,null,1826,null,23869,null,3194,null,0400000US15,Hawaii,15
1386347,null,4538,null,656103,null,10383,null,661211,null,10766,null,8640,null,1560,null,60393,null,4583,null,0400000US16,Idaho,16
