B24031_001E,B24031_001EA,B24031_001M,B24031_001MA,B24031_002E,B24031_002EA,B24031_002M,B24031_002MA,B24031_003E,B24031_003EA,B24031_003M,B24031_003MA,B24031_004E,B24031_004EA,B24031_004M,B24031_004MA,B24031_005E,B24031_005EA,B24031_005M,B24031_005MA,B24031_006E,B24031_006EA,B24031_006M,B24031_006MA,B24031_007E,B24031_007EA,B24031_007M,B24031_007MA,B24031_008E,B24031_008EA,B24031_008M,B24031_008MA,B24031_009E,B24031_009EA,B24031_009M,B24031_009MA,B24031_010E,B24031_010EA,B24031_010M,B24031_010MA,B24031_011E,B24031_011EA,B24031_011M,B24031_011MA,B24031_012E,B24031_012EA,B24031_012M,B24031_012MA,B24031_013E,B24031_013EA,B24031_013M,B24031_013MA,B24031_014E,B24031_014EA,B24031_014M,B24031_014MA,B24031_015E,B24031_015EA,B24031_015M,B24031_015MA,B24031_016E,B24031_016EA,B24031_016M,B24031_016MA,B24031_017E,B24031_017EA,B24031_017M,B24031_017MA,B24031_018E,B24031_018EA,B24031_018M,B24031_018MA,B24031_019E,B24031_019EA,B24031_019M,B24031_019MA,B24031_020E,B24031_020EA,B24031_020M,B24031_020MA,B24031_021E,B24031_021EA,B24031_021M,B24031_021MA,B24031_022E,B24031_022EA,B24031_022M,B24031_022MA,B24031_023E,B24031_023EA,B24031_023M,B24031_023MA,B24031_024E,B24031_024EA,B24031_024M,B24031_024MA,B24031_025E,B24031_025EA,B24031_025M,B24031_025MA,B24031_026E,B24031_026EA,B24031_026M,B24031_026MA,B24031_027E,B24031_027EA,B24031_027M,B24031_027MA,GEO_ID,NAME,state
28221,null,465,null,27037,null,3157,null,22924,null,2226,null,50108,null,5588,null,27390,null,1125,null,32133,null,606,null,35124,null,2838,null,18905,null,846,null,37813,null,2837,null,33871,null,2530,null,51777,null,2520,null,36715,null,1991,null,33219,null,1280,null,35427,null,1330,null,28423,null,2308,null,32339,null,1322,null,43888,null,3367,null,65616,null,7691,null,22353,null,1564,null,29677,null,902,null,33534,null,1532,null,27092,null,929,null,10572,null,513,null,14735,null,2156,null,10101,null,572,null,19295,null,1339,null,41746,null,1189,null,0400000US01,Alabama,01
35502,null,786,null,64203,null,5569,null,38623,null,5499,null,79882,null,10185,null,40077,null,4408,null,24511,null,3974,null,39937,null,8797,null,22760,null,1870,null,42231,null,2530,null,41406,null,2146,null,60784,null,7260,null,47324,null,6290,null,34795,null,5194,null,33819,null,5533,null,36330,null,9241,null,39981,null,3512,null,47492,null,5446,null,77533,null,25314,null,30817,null,2015,null,37068,null,2123,null,41575,null,2781,null,34927,null,1793,null,16329,null,2161,null,17394,null,8702,null,16045,null,2476,null,32195,null,3684,null,50140,null,2813,null,0400000US02,Alaska,02
30990,null,255,null,28978,null,3001,null,22174,null,1834,null,42934,null,4024,null,31273,null,534,null,42194,null,1302,null,39165,null,2835,null,22434,null,739,null,41353,null,1514,null,37228,null,1405,null,53651,null,5141,null,34369,null,3582,null,37891,null,1561,null,40444,null,1182,null,32972,null,2648,null,31596,null,900,null,48428,null,2868,null,48773,null,13764,null,21094,null,719,null,31446,null,613,null,31203,null,837,null,31631,null,701,null,15821,null,404,null,21921,null,2016,null,14889,null,707,null,21428,null,1137,null,43132,null,1276,null,0400000US04,Arizona,04
25945,null,339,null,28806,null,1777,null,26631,null,1409,null,42013,null,7693,null,25723,null,722,null,29462,null,1083,null,31987,null,1511,null,20008,null,970,null,39621,null,1842,null,38786,null,2783,null,40768,null,2282,null,34257,null,4268,null,30541,null,1142,null,31974,null,1394,null,24434,null,4078,null,26163,null,1914,null,36531,null,1811,null,44487,null,9723,null,17855,null,1748,null,26994,null,932,null,32422,null,1135,null,24561,null,1273,null,11356,null,557,null,15462,null,1720,null,10926,null,567,null,19735,null,1612,null,33141,null,1923,null,0400000US05,Arkansas,05
33449,null,213,null,19077,null,668,null,17926,null,695,null,56248,null,6462,null,35403,null,478,null,39518,null,995,null,37433,null,1057,null,22603,null,383,null,42015,null,514,null,39128,null,1282,null,67443,null,2391,null,51991,null,739,null,45259,null,670,null,49377,null,1185,null,37988,null,1862,null,41621,null,447,null,60408,null,461,null,57967,null,6362,null,23353,null,498,null,35640,null,289,null,37637,null,783,null,34002,null,499,null,17257,null,194,null,23975,null,1012,null,16168,null,207,null,21640,null,364,null,55650,null,813,null,0400000US06,California,06
33059,null,440,null,31734,null,1108,null,23936,null,2249,null,55881,null,8815,null,34195,null,1437,null,41239,null,1315,null,42499,null,3478,null,24209,null,780,null,42028,null,1216,null,40306,null,1388,null,56552,null,2656,null,46519,null,3420,null,40275,null,1374,null,42313,null,1396,null,35421,null,1483,null,41359,null,1095,null,53150,null,2743,null,48233,null,8057,null,23632,null,1233,null,31012,null,498,null,30372,null,904,null,31424,null,627,null,15672,null,731,null,22005,null,2145,null,14363,null,1400,null,23881,null,1797,null,49969,null,1618,null,0400000US08,Colorado,08
39633,null,691,null,25815,null,6051,null,20939,null,6169,null,58346,null,9876,null,41617,null,1018,null,50592,null,921,null,47311,null,2892,null,22652,null,1196,null,45659,null,2632,null,41222,null,1724,null,66484,null,5603,null,44923,null,2304,null,59397,null,2970,null,65714,null,3104,null,42091,null,1831,null,47189,null,2148,null,60507,null,2477,null,65395,null,15882,null,27652,null,2409,null,36318,null,711,null,41374,null,885,null,34143,null,1006,null,17903,null,1649,null,23742,null,2755,null,15692,null,1295,null,25131,null,1955,null,55657,null,1595,null,0400000US09,Connecticut,09
35316,null,710,null,31883,null,2516,null,31644,null,3285,null,47453,null,12702,null,32156,null,2512,null,50524,null,1986,null,41319,null,2483,null,20976,null,1977,null,45498,null,2368,null,42177,null,3633,null,61934,null,17111,null,44705,null,7666,null,45946,null,2990,null,48894,null,4346,null,36888,null,4275,null,39364,null,4633,null,51726,null,3417,null,90364,null,80682,null,22509,null,2962,null,35107,null,1720,null,35321,null,3533,null,34986,null,2268,null,14983,null,2522,null,19364,null,7222,null,13787,null,2979,null,26967,null,2280,null,44718,null,2598,null,0400000US10,Delaware,10
42440,null,1668,null,56009,null,6178,null,56009,null,6178,null,-666666666,-,0,**,31471,null,6030,null,51788,null,32753,null,25224,null,6018,null,27057,null,3996,null,36756,null,6549,null,35383,null,4117,null,62144,null,42004,null,50982,null,3309,null,46509,null,6442,null,53472,null,14840,null,34036,null,10370,null,55941,null,3634,null,70166,null,5581,null,84298,null,40733,null,28480,null,6152,null,35854,null,2242,null,40922,null,4340,null,32832,null,2312,null,22150,null,1720,null,32539,null,17110,null,21777,null,1739,null,45139,null,5816,null,68129,null,3390,null,0400000US11,District of Columbia,11
30363,null,138,null,19865,null,1388,null,18330,null,1636,null,41688,null,2105,null,31143,null,300,null,34728,null,985,null,37243,null,1007,null,21835,null,310,null,37059,null,780,null,35806,null,745,null,47105,null,3017,null,39602,null,1574,null,36800,null,474,null,40490,null,678,null,31668,null,695,null,32456,null,666,null,45931,null,1038,null,55518,null,5151,null,22823,null,835,null,31749,null,263,null,33756,null,581,null,30924,null,325,null,17458,null,350,null,23565,null,1326,null,16321,null,349,null,21373,null,516,null,41792,null,566,null,0400000US12,Florida,12
