B18006_001E,B18006_001EA,B18006_001M,B18006_001MA,B18006_002E,B18006_002EA,B18006_002M,B18006_002MA,B18006_003E,B18006_003EA,B18006_003M,B18006_003MA,B18006_004E,B18006_004EA,B18006_004M,B18006_004MA,B18006_005E,B18006_005EA,B18006_005M,B18006_005MA,B18006_006E,B18006_006EA,B18006_006M,B18006_006MA,B18006_007E,B18006_007EA,B18006_007M,B18006_007MA,B18006_008E,B18006_008EA,B18006_008M,B18006_008MA,B18006_009E,B18006_009EA,B18006_009M,B18006_009MA,B18006_010E,B18006_010EA,B18006_010M,B18006_010MA,B18006_011E,B18006_011EA,B18006_011M,B18006_011MA,B18006_012E,B18006_012EA,B18006_012M,B18006_012MA,B18006_013E,B18006_013EA,B18006_013M,B18006_013MA,B18006_014E,B18006_014EA,B18006_014M,B18006_014MA,B18006_015E,B18006_015EA,B18006_015M,B18006_015MA,B18006_016E,B18006_016EA,B18006_016M,B18006_016MA,B18006_017E,B18006_017EA,B18006_017M,B18006_017MA,B18006_018E,B18006_018EA,B18006_018M,B18006_018MA,B18006_019E,B18006_019EA,B18006_019M,B18006_019MA,B18006_020E,B18006_020EA,B18006_020M,B18006_020MA,B18006_021E,B18006_021EA,B18006_021M,B18006_021MA,B18006_022E,B18006_022EA,B18006_022M,B18006_022MA,B18006_023E,B18006_023EA,B18006_023M,B18006_023MA,B18006_024E,B18006_024EA,B18006_024M,B18006_024MA,B18006_025E,B18006_025EA,B18006_025M,B18006_025MA,B18006_026E,B18006_026EA,B18006_026M,B18006_026MA,B18006_027E,B18006_027EA,B18006_027M,B18006_027MA,B18006_028E,B18006_028EA,B18006_028M,B18006_028MA,B18006_029E,B18006_029EA,B18006_029M,B18006_029MA,B18006_030E,B18006_030EA,B18006_030M,B18006_030MA,B18006_031E,B18006_031EA,B18006_031M,B18006_031MA,B18006_032E,B18006_032EA,B18006_032M,B18006_032MA,B18006_033E,B18006_033EA,B18006_033M,B18006_033MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,3887,null,1106,null,342222,null,4413,null,170316,null,4760,null,1978,null,699,null,168338,null,4691,null,1260250,null,5140,null,40547,null,3399,null,1219703,null,5431,null,150666,null,1914,null,9618,null,1295,null,141048,null,2122,null,99765,null,1733,null,16604,null,1752,null,83161,null,2084,null,2210647,null,4311,null,335649,null,3454,null,1810,null,656,null,333839,null,3506,null,165576,null,4462,null,836,null,426,null,164740,null,4488,null,1360485,null,4823,null,56660,null,3693,null,1303825,null,5695,null,181094,null,1611,null,17988,null,1811,null,163106,null,2258,null,167843,null,1755,null,39194,null,2389,null,128649,null,2374,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,572,null,371,null,54662,null,1281,null,28863,null,2171,null,177,null,165,null,28686,null,2192,null,204828,null,2467,null,3583,null,917,null,201245,null,2496,null,14320,null,619,null,784,null,395,null,13536,null,690,null,7677,null,646,null,939,null,333,null,6738,null,691,null,298619,null,1753,null,50386,null,1355,null,211,null,204,null,50175,null,1400,null,26637,null,1813,null,24,null,41,null,26613,null,1814,null,197430,null,1796,null,5410,null,1149,null,192020,null,1892,null,15032,null,1016,null,1765,null,669,null,13267,null,874,null,9134,null,610,null,1864,null,507,null,7270,null,730,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,4450,null,1432,null,501322,null,4119,null,222594,null,5666,null,1985,null,631,null,220609,null,5821,null,1762636,null,4885,null,31692,null,3118,null,1730944,null,5367,null,196878,null,1155,null,7119,null,1450,null,189759,null,1638,null,165479,null,1023,null,16876,null,2021,null,148603,null,2197,null,2903633,null,2372,null,485718,null,3282,null,2817,null,829,null,482901,null,3406,null,207673,null,5758,null,925,null,383,null,206748,null,5714,null,1765924,null,4530,null,45066,null,3707,null,1720858,null,5287,null,222355,null,1218,null,11603,null,1464,null,210752,null,1643,null,221963,null,1263,null,37115,null,2998,null,184848,null,2990,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,2491,null,698,null,214712,null,2590,null,102874,null,4106,null,1042,null,581,null,101832,null,4148,null,770162,null,4824,null,27385,null,2708,null,742777,null,5398,null,95538,null,1513,null,6311,null,1102,null,89227,null,1760,null,69315,null,1266,null,9050,null,1257,null,60265,null,1647,null,1330407,null,3933,null,207246,null,2812,null,1795,null,595,null,205451,null,2961,null,98697,null,3628,null,1013,null,471,null,97684,null,3675,null,811567,null,3718,null,33285,null,2628,null,778282,null,4007,null,110788,null,1406,null,8029,null,1372,null,102759,null,1644,null,102109,null,1387,null,19950,null,1865,null,82159,null,2120,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,29475,null,2681,null,2847109,null,7573,null,1398614,null,12805,null,9738,null,1586,null,1388876,null,12849,null,10530871,null,12230,null,185880,null,7205,null,10344991,null,13379,null,931379,null,2616,null,53599,null,3603,null,877780,null,4874,null,739295,null,2944,null,95745,null,4610,null,643550,null,4582,null,16844718,null,5704,null,2734679,null,6775,null,19524,null,1991,null,2715155,null,6892,null,1335963,null,11972,null,7605,null,1517,null,1328358,null,12249,null,10548409,null,10258,null,227789,null,8143,null,10320620,null,11862,null,1095115,null,2650,null,79964,null,4741,null,1015151,null,5445,null,1130552,null,3552,null,227662,null,7021,null,902890,null,7209,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4376,null,1371,null,357577,null,3452,null,168341,null,5191,null,591,null,356,null,167750,null,5201,null,1473143,null,4712,null,24366,null,2898,null,1448777,null,5475,null,124653,null,1484,null,4676,null,1157,null,119977,null,1845,null,84526,null,1342,null,9281,null,1388,null,75245,null,1783,null,2215111,null,3192,null,345193,null,3320,null,1691,null,687,null,343502,null,3336,null,159152,null,4389,null,1208,null,512,null,157944,null,4381,null,1443741,null,4376,null,28247,null,2807,null,1415494,null,5135,null,138656,null,1639,null,7206,null,1169,null,131450,null,1904,null,128369,null,1616,null,19392,null,1643,null,108977,null,2417,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,2860,null,959,null,253028,null,2675,null,129491,null,3337,null,778,null,512,null,128713,null,3367,null,988184,null,3096,null,14700,null,2115,null,973484,null,3742,null,102910,null,902,null,4024,null,794,null,98886,null,1227,null,83215,null,1141,null,8417,null,1292,null,74798,null,1895,null,1667707,null,2345,null,247371,null,2548,null,1308,null,485,null,246063,null,2594,null,123979,null,3167,null,343,null,287,null,123636,null,3170,null,1039301,null,2437,null,19335,null,2066,null,1019966,null,3327,null,122141,null,1162,null,6192,null,1059,null,115949,null,1394,null,134915,null,1417,null,20534,null,1734,null,114381,null,2083,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,365,null,206,null,62443,null,1212,null,31207,null,1582,null,347,null,263,null,30860,null,1549,null,237138,null,1727,null,4805,null,1010,null,232333,null,1990,null,28408,null,699,null,1071,null,348,null,27337,null,807,null,20668,null,473,null,2213,null,545,null,18455,null,728,null,411831,null,765,null,59713,null,1069,null,102,null,112,null,59611,null,1066,null,31120,null,1543,null,17,null,28,null,31103,null,1539,null,257867,null,1363,null,6146,null,1177,null,251721,null,1910,null,32410,null,596,null,1782,null,659,null,30628,null,822,null,30721,null,607,null,4857,null,1030,null,25864,null,1158,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,462,null,328,null,31913,null,860,null,18422,null,1512,null,6,null,10,null,18416,null,1512,null,170510,null,1526,null,2760,null,911,null,167750,null,1713,null,15241,null,461,null,1324,null,414,null,13917,null,625,null,10909,null,487,null,980,null,418,null,9929,null,584,null,288074,null,1543,null,32134,null,1069,null,301,null,199,null,31833,null,1083,null,21454,null,1491,null,132,null,220,null,21322,null,1489,null,193813,null,1695,null,3110,null,983,null,190703,null,1874,null,20170,null,507,null,1452,null,569,null,18718,null,615,null,20503,null,610,null,3888,null,824,null,16615,null,1039,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,12210,null,1995,null,1230139,null,6631,null,598900,null,9118,null,6086,null,1559,null,592814,null,9217,null,4979559,null,8274,null,100913,null,5617,null,4878646,null,9943,null,677196,null,3254,null,31959,null,2760,null,645237,null,4214,null,654316,null,3249,null,64532,null,3657,null,589784,null,4666,null,8635487,null,6673,null,1172777,null,5497,null,7314,null,1488,null,1165463,null,5734,null,571830,null,9858,null,3005,null,931,null,568825,null,9762,null,5212392,null,7630,null,128656,null,5908,null,5083736,null,8775,null,794749,null,3267,null,42601,null,2943,null,752148,null,4302,null,883739,null,4054,null,129587,null,5314,null,754152,null,6153,null,0400000US12,Florida,12
