B19001_001E,B19001_001EA,B19001_001M,B19001_001MA,B19001_002E,B19001_002EA,B19001_002M,B19001_002MA,B19001_003E,B19001_003EA,B19001_003M,B19001_003MA,B19001_004E,B19001_004EA,B19001_004M,B19001_004MA,B19001_005E,B19001_005EA,B19001_005M,B19001_005MA,B19001_006E,B19001_006EA,B19001_006M,B19001_006MA,B19001_007E,B19001_007EA,B19001_007M,B19001_007MA,B19001_008E,B19001_008EA,B19001_008M,B19001_008MA,B19001_009E,B19001_009EA,B19001_009M,B19001_009MA,B19001_010E,B19001_010EA,B19001_010M,B19001_010MA,B19001_011E,B19001_011EA,B19001_011M,B19001_011MA,B19001_012E,B19001_012EA,B19001_012M,B19001_012MA,B19001_013E,B19001_013EA,B19001_013M,B19001_013MA,B19001_014E,B19001_014EA,B19001_014M,B19001_014MA,B19001_015E,B19001_015EA,B19001_015M,B19001_015MA,B19001_016E,B19001_016EA,B19001_016M,B19001_016MA,B19001_017E,B19001_017EA,B19001_017M,B19001_017MA,GEO_ID,NAME,state
1816313,null,9214,null,190112,null,5212,null,142998,null,5552,null,125599,null,6256,null,121102,null,5581,null,108671,null,5615,null,107384,null,4628,null,100555,null,5145,null,94237,null,4040,null,75774,null,3994,null,149378,null,5402,null,168762,null,6278,null,194669,null,6699,null,103394,null,4266,null,51987,null,3278,null,44300,null,2992,null,37391,null,2270,null,0400000US01,Alabama,01
236421,null,2731,null,10285,null,1389,null,10631,null,1421,null,7877,null,1199,null,10821,null,1385,null,8593,null,1260,null,10341,null,1388,null,9846,null,1361,null,9729,null,1479,null,10172,null,1568,null,20923,null,2339,null,27522,null,2425,null,36926,null,2405,null,25618,null,1994,null,14920,null,1583,null,13526,null,1749,null,8691,null,1283,null,0400000US02,Alaska,02
2251546,null,9458,null,149397,null,5442,null,115820,null,5559,null,116846,null,5257,null,131891,null,6040,null,133239,null,5922,null,132393,null,5816,null,120585,null,5524,null,117371,null,7135,null,110489,null,5345,null,198503,null,6960,null,239319,null,8668,null,281423,null,8945,null,163474,null,5927,null,87569,null,4711,null,76894,null,4302,null,76333,null,4039,null,0400000US04,Arizona,04
1102734,null,8133,null,117103,null,5254,null,91191,null,3685,null,80280,null,4047,null,77185,null,4456,null,71478,null,3344,null,72135,null,4287,null,62822,null,3966,null,62298,null,3564,null,52079,null,3470,null,88053,null,4484,null,105302,null,4003,null,101916,null,5025,null,54043,null,3203,null,26161,null,2524,null,20182,null,2085,null,20506,null,1996,null,0400000US05,Arkansas,05
12200672,null,20297,null,660338,null,14208,null,613042,null,13102,null,575601,null,11169,null,603567,null,12078,null,552793,null,14086,null,587235,null,12199,null,534923,null,13037,null,551430,null,13885,null,500114,null,10797,null,924988,null,15592,null,1270197,null,18309,null,1548588,null,18859,null,1107400,null,15643,null,679048,null,13266,null,733997,null,10266,null,757411,null,11035,null,0400000US06,California,06
1859965,null,9746,null,122602,null,5577,null,88320,null,4757,null,84396,null,4842,null,94011,null,4750,null,89946,null,4307,null,91686,null,4542,null,90120,null,4988,null,97946,null,4515,null,84023,null,4561,null,152882,null,5133,null,209962,null,6707,null,247260,null,7052,null,155387,null,6039,null,90041,null,4303,null,85167,null,3994,null,76216,null,3866,null,0400000US08,Colorado,08
1320714,null,5183,null,66647,null,4383,null,53532,null,3571,null,56061,null,4110,null,55376,null,3868,null,51349,null,3311,null,53965,null,3655,null,49677,null,2949,null,56385,null,3677,null,57031,null,3758,null,102667,null,4990,null,135599,null,4776,null,182924,null,6060,null,137006,null,5549,null,78581,null,4266,null,78481,null,3399,null,105433,null,4357,null,0400000US09,Connecticut,09
328477,null,3041,null,21426,null,2292,null,13637,null,1900,null,16220,null,1830,null,15001,null,1937,null,16626,null,2185,null,17006,null,1966,null,16110,null,1887,null,16037,null,1942,null,15864,null,1816,null,29253,null,2730,null,35486,null,2733,null,43460,null,3091,null,28522,null,2227,null,16816,null,1805,null,15701,null,1966,null,11312,null,1367,null,0400000US10,Delaware,10
251039,null,2911,null,25469,null,2651,null,13791,null,1890,null,11350,null,1771,null,12688,null,1763,null,10297,null,1873,null,12435,null,1820,null,10662,null,1696,null,11412,null,1649,null,8829,null,1387,null,16950,null,1775,null,20579,null,1929,null,26544,null,2413,null,18204,null,2035,null,13573,null,1887,null,17062,null,1962,null,21194,null,1899,null,0400000US11,District of Columbia,11
7088960,null,21361,null,480152,null,12326,null,398717,null,9800,null,397437,null,11666,null,444945,null,11760,null,416027,null,9760,null,423001,null,12045,null,398335,null,10741,null,386662,null,8469,null,330875,null,9181,null,627005,null,12664,null,752895,null,12653,null,816022,null,14249,null,484889,null,11261,null,250720,null,8088,null,230012,null,8202,null,251266,null,7702,null,0400000US12,Florida,12
