C16010_001E,C16010_001EA,C16010_001M,C16010_001MA,C16010_002E,C16010_002EA,C16010_002M,C16010_002MA,C16010_003E,C16010_003EA,C16010_003M,C16010_003MA,C16010_004E,C16010_004EA,C16010_004M,C16010_004MA,C16010_005E,C16010_005EA,C16010_005M,C16010_005MA,C16010_006E,C16010_006EA,C16010_006M,C16010_006MA,C16010_007E,C16010_007EA,C16010_007M,C16010_007MA,C16010_008E,C16010_008EA,C16010_008M,C16010_008MA,C16010_009E,C16010_009EA,C16010_009M,C16010_009MA,C16010_010E,C16010_010EA,C16010_010M,C16010_010MA,C16010_011E,C16010_011EA,C16010_011M,C16010_011MA,C16010_012E,C16010_012EA,C16010_012M,C16010_012MA,C16010_013E,C16010_013EA,C16010_013M,C16010_013MA,C16010_014E,C16010_014EA,C16010_014M,C16010_014MA,C16010_015E,C16010_015EA,C16010_015M,C16010_015MA,C16010_016E,C16010_016EA,C16010_016M,C16010_016MA,C16010_017E,C16010_017EA,C16010_017M,C16010_017MA,C16010_018E,C16010_018EA,C16010_018M,C16010_018MA,C16010_019E,C16010_019EA,C16010_019M,C16010_019MA,C16010_020E,C16010_020EA,C16010_020M,C16010_020MA,C16010_021E,C16010_021EA,C16010_021M,C16010_021MA,C16010_022E,C16010_022EA,C16010_022M,C16010_022MA,C16010_023E,C16010_023EA,C16010_023M,C16010_023MA,C16010_024E,C16010_024EA,C16010_024M,C16010_024MA,C16010_025E,C16010_025EA,C16010_025M,C16010_025MA,C16010_026E,C16010_026EA,C16010_026M,C16010_026MA,C16010_027E,C16010_027EA,C16010_027M,C16010_027MA,C16010_028E,C16010_028EA,C16010_028M,C16010_028MA,C16010_029E,C16010_029EA,C16010_029M,C16010_029MA,C16010_030E,C16010_030EA,C16010_030M,C16010_030MA,C16010_031E,C16010_031EA,C16010_031M,C16010_031MA,C16010_032E,C16010_032EA,C16010_032M,C16010_032MA,C16010_033E,C16010_033EA,C16010_033M,C16010_033MA,C16010_034E,C16010_034EA,C16010_034M,C16010_034MA,C16010_035E,C16010_035EA,C16010_035M,C16010_035MA,C16010_036E,C16010_036EA,C16010_036M,C16010_036MA,C16010_037E,C16010_037EA,C16010_037M,C16010_037MA,GEO_ID,NAME,state
6074860,null,7773,null,1038940,null,16729,null,466290,null,12723,null,319074,null,10497,null,127267,null,7705,null,19949,null,2436,null,572650,null,12421,null,508634,null,12757,null,45027,null,4315,null,18989,null,2197,null,1852511,null,23052,null,1189147,null,21455,null,1073291,null,20471,null,69233,null,5243,null,46623,null,4890,null,663364,null,14165,null,615627,null,12817,null,24590,null,3335,null,23147,null,2599,null,1538713,null,21219,null,1136141,null,17962,null,1048015,null,17307,null,44506,null,4202,null,43620,null,4012,null,402572,null,10379,null,373471,null,9503,null,12760,null,1927,null,16341,null,2203,null,1644696,null,19063,null,1299596,null,17279,null,1131617,null,15934,null,50277,null,4434,null,117702,null,5924,null,345100,null,9300,null,301507,null,8472,null,9757,null,1624,null,33836,null,2972,null,0400000US13,Georgia,13
873724,null,1828,null,92430,null,4219,null,33824,null,3267,null,16151,null,2439,null,1395,null,780,null,16278,null,2368,null,58606,null,3164,null,30120,null,2576,null,319,null,167,null,28167,null,2195,null,260772,null,7242,null,157386,null,5984,null,113992,null,5457,null,4460,null,1348,null,38934,null,3745,null,103386,null,4686,null,75060,null,4075,null,1216,null,560,null,27110,null,2723,null,265158,null,8818,null,193037,null,7077,null,148535,null,6543,null,4355,null,1160,null,40147,null,4139,null,72121,null,4095,null,51108,null,3656,null,1689,null,776,null,19324,null,2388,null,255364,null,6666,null,192331,null,5599,null,149248,null,4816,null,4740,null,1355,null,38343,null,3520,null,63033,null,3522,null,47175,null,3196,null,1378,null,540,null,14480,null,1790,null,0400000US15,Hawaii,15
946131,null,2328,null,110171,null,5230,null,54126,null,3417,null,32528,null,2810,null,19890,null,2010,null,1708,null,670,null,56045,null,3888,null,46939,null,3393,null,7148,null,1327,null,1958,null,622,null,282497,null,7784,null,175560,null,6996,null,158903,null,6578,null,12571,null,2319,null,4086,null,1341,null,106937,null,4026,null,102157,null,3928,null,2913,null,852,null,1867,null,517,null,322001,null,7209,null,223833,null,7332,null,209568,null,7044,null,9302,null,1615,null,4963,null,1286,null,98168,null,4751,null,92637,null,4437,null,2323,null,718,null,3208,null,1055,null,231462,null,6365,null,174089,null,5639,null,162902,null,5339,null,5564,null,1121,null,5623,null,1092,null,57373,null,3273,null,53220,null,3197,null,1676,null,654,null,2477,null,698,null,0400000US16,Idaho,16
8354987,null,4339,null,1195390,null,17681,null,535750,null,12877,null,229817,null,8323,null,266221,null,9094,null,39712,null,3880,null,659640,null,11995,null,461055,null,9928,null,133709,null,5749,null,64876,null,4497,null,2432952,null,23353,null,1485398,null,20600,null,1156285,null,16634,null,219048,null,8388,null,110065,null,7230,null,947554,null,11875,null,809634,null,11601,null,65875,null,4251,null,72045,null,4667,null,2264808,null,17210,null,1660873,null,17031,null,1412038,null,17170,null,130909,null,6186,null,117926,null,6239,null,603935,null,9166,null,525041,null,8209,null,30804,null,2946,null,48090,null,3919,null,2461837,null,19987,null,1949791,null,20021,null,1579072,null,19626,null,92705,null,6411,null,278014,null,9575,null,512046,null,9142,null,409995,null,8259,null,18816,null,2307,null,83235,null,4957,null,0400000US17,Illinois,17
4143519,null,4194,null,590236,null,10563,null,247002,null,7883,null,193494,null,6795,null,40254,null,3693,null,13254,null,1842,null,343234,null,7786,null,311317,null,7276,null,17546,null,2413,null,14371,null,1818,null,1542222,null,16596,null,969685,null,13569,null,923600,null,13106,null,32823,null,3105,null,13262,null,2329,null,572537,null,9143,null,551580,null,8977,null,10530,null,1840,null,10427,null,1397,null,1096590,null,13886,null,819360,null,12470,null,780315,null,12568,null,20489,null,2361,null,18556,null,2071,null,277230,null,6527,null,262204,null,6428,null,6937,null,1366,null,8089,null,1601,null,914471,null,12738,null,724546,null,12846,null,665665,null,12143,null,18082,null,2065,null,40799,null,2881,null,189925,null,5674,null,171489,null,5292,null,4896,null,1247,null,13540,null,1439,null,0400000US18,Indiana,18
1974476,null,3173,null,204824,null,5272,null,86303,null,4085,null,62777,null,3498,null,18309,null,2222,null,5217,null,1232,null,118521,null,4668,null,106773,null,4351,null,6995,null,1405,null,4753,null,791,null,702217,null,8538,null,433231,null,7794,null,414399,null,7684,null,10980,null,1702,null,7852,null,1648,null,268986,null,5263,null,260820,null,4984,null,4086,null,1011,null,4080,null,1053,null,587818,null,9395,null,445138,null,7798,null,429590,null,7282,null,7127,null,1261,null,8421,null,1408,null,142680,null,4608,null,136162,null,4639,null,2000,null,772,null,4518,null,1049,null,479617,null,8754,null,382220,null,7757,null,357377,null,8009,null,6822,null,1207,null,18021,null,2208,null,97397,null,3528,null,89516,null,3296,null,1547,null,598,null,6334,null,1259,null,0400000US19,Iowa,19
1790086,null,4370,null,194505,null,6623,null,91062,null,4938,null,54211,null,3098,null,32154,null,2765,null,4697,null,1652,null,103443,null,3921,null,84587,null,3283,null,14779,null,1885,null,4077,null,876,null,541019,null,10892,null,336913,null,9229,null,307453,null,9017,null,21352,null,2288,null,8108,null,1359,null,204106,null,6115,null,192104,null,5480,null,7764,null,1457,null,4238,null,1145,null,538960,null,9236,null,396134,null,8649,null,375251,null,8195,null,12568,null,1874,null,8315,null,1480,null,142826,null,5380,null,136284,null,5085,null,3200,null,713,null,3342,null,1071,null,515602,null,8630,null,410294,null,8679,null,377687,null,8116,null,10984,null,1375,null,21623,null,2569,null,105308,null,4816,null,96232,null,4790,null,1828,null,585,null,7248,null,1350,null,0400000US20,Kansas,20
2840026,null,4245,null,564243,null,11641,null,178404,null,6385,null,161656,null,6078,null,11793,null,2281,null,4955,null,1454,null,385839,null,9963,null,378179,null,9685,null,3302,null,892,null,4358,null,1111,null,1003985,null,13108,null,616963,null,10323,null,597756,null,10429,null,12246,null,1745,null,6961,null,1371,null,387022,null,8915,null,380561,null,8992,null,2005,null,684,null,4456,null,1243,null,703660,null,11109,null,501137,null,9274,null,488068,null,8710,null,6575,null,1229,null,6494,null,1385,null,202523,null,6575,null,195311,null,6331,null,2335,null,797,null,4877,null,962,null,568138,null,11542,null,439985,null,9435,null,413199,null,9147,null,8492,null,1625,null,18294,null,2191,null,128153,null,5115,null,119328,null,4844,null,2433,null,664,null,6392,null,1407,null,0400000US21,Kentucky,21
2742822,null,4655,null,551078,null,11185,null,210117,null,8036,null,180872,null,6809,null,11505,null,2250,null,17740,null,2931,null,340961,null,7696,null,290320,null,7117,null,8049,null,1415,null,42592,null,2869,null,979695,null,12267,null,586404,null,10562,null,545287,null,10539,null,13908,null,2026,null,27209,null,2929,null,393291,null,8718,null,358148,null,8145,null,6826,null,1401,null,28317,null,2211,null,652760,null,11789,null,464381,null,10906,null,434805,null,10234,null,14080,null,2333,null,15496,null,1954,null,188379,null,6737,null,172151,null,6336,null,4966,null,1089,null,11262,null,1709,null,559289,null,10483,null,422946,null,9676,null,387285,null,9586,null,12444,null,1834,null,23217,null,2421,null,136343,null,4704,null,119891,null,4638,null,6034,null,1643,null,10418,null,1576,null,0400000US22,Louisiana,22
922232,null,1813,null,97471,null,4388,null,31881,null,2723,null,27213,null,2491,null,1032,null,498,null,3636,null,1002,null,65590,null,3269,null,54839,null,2986,null,477,null,452,null,10274,null,1428,null,334985,null,6999,null,205474,null,6593,null,194229,null,6306,null,1200,null,494,null,10045,null,1429,null,129511,null,4558,null,118420,null,4401,null,379,null,308,null,10712,null,1482,null,243089,null,6589,null,179754,null,6000,null,167932,null,5426,null,1853,null,728,null,9969,null,1652,null,63335,null,3298,null,58736,null,3132,null,508,null,410,null,4091,null,963,null,246687,null,6649,null,187915,null,5711,null,173910,null,5180,null,2324,null,786,null,11681,null,1643,null,58772,null,3292,null,54559,null,3169,null,543,null,319,null,3670,null,745,null,0400000US23,Maine,23
3713487,null,3114,null,466721,null,11179,null,207294,null,8248,null,142536,null,6812,null,49594,null,4261,null,15164,null,2452,null,259427,null,7546,null,222515,null,7099,null,17141,null,1992,null,19771,null,2711,null,1019051,null,16270,null,656544,null,12615,null,580126,null,11945,null,36608,null,3518,null,39810,null,4188,null,362507,null,9739,null,330482,null,8905,null,9721,null,1962,null,22304,null,2972,null,918784,null,13615,null,688527,null,11893,null,613878,null,10544,null,28198,null,2864,null,46451,null,3939,null,230257,null,6293,null,202543,null,6354,null,8770,null,1598,null,18944,null,2279,null,1308931,null,16870,null,1050983,null,16106,null,858902,null,13783,null,36906,null,3088,null,155175,null,6093,null,257948,null,8395,null,208440,null,6566,null,8861,null,1680,null,40647,null,3010,null,0400000US24,Maryland,24
4369419,null,3300,null,507205,null,11907,null,201297,null,8296,null,90378,null,5029,null,48836,null,4503,null,62083,null,5233,null,305908,null,9024,null,188199,null,7054,null,42284,null,3903,null,75425,null,4360,null,1214179,null,17974,null,749781,null,16628,null,594718,null,14766,null,61201,null,5260,null,93862,null,7584,null,464398,null,9650,null,385756,null,8118,null,26179,null,2565,null,52463,null,4240,null,992067,null,12918,null,722655,null,12588,null,612132,null,11443,null,37079,null,3723,null,73444,null,4185,null,269412,null,6630,null,232806,null,6237,null,9445,null,1508,null,27161,null,2499,null,1655968,null,18523,null,1317767,null,17406,null,1099083,null,16417,null,35512,null,3459,null,183172,null,8135,null,338201,null,8376,null,280726,null,7789,null,7074,null,1515,null,50401,null,3795,null,0400000US25,Massachusetts,25
6647129,null,4088,null,834532,null,13095,null,301261,null,8890,null,231448,null,7203,null,40253,null,3781,null,29560,null,3283,null,533271,null,10499,null,462501,null,9850,null,24496,null,2494,null,46274,null,3005,null,2154359,null,20437,null,1229210,null,17702,null,1153217,null,16803,null,30191,null,3373,null,45802,null,3767,null,925149,null,11081,null,871885,null,10264,null,13622,null,2238,null,39642,null,3467,null,2014786,null,21055,null,1432115,null,17464,null,1356289,null,16802,null,25661,null,2709,null,50165,null,3694,null,582671,null,11394,null,544165,null,11317,null,10344,null,1300,null,28162,null,2113,null,1643452,null,16660,null,1252528,null,13877,null,1101037,null,14191,null,24911,null,2284,null,126580,null,5151,null,390924,null,8932,null,338548,null,7715,null,8241,null,1602,null,44135,null,2867,null,0400000US26,Michigan,26
3429364,null,3126,null,307327,null,8100,null,128160,null,5645,null,82770,null,4194,null,28824,null,2804,null,16566,null,2604,null,179167,null,4837,null,144554,null,4361,null,8849,null,1446,null,25764,null,2508,null,980837,null,11890,null,624994,null,9793,null,579398,null,9573,null,17669,null,2514,null,27927,null,3085,null,355843,null,6812,null,338273,null,6479,null,4237,null,975,null,13333,null,1693,null,1079736,null,10882,null,831076,null,10252,null,783324,null,9847,null,13844,null,1873,null,33908,null,3243,null,248660,null,4740,null,236398,null,4596,null,3213,null,705,null,9049,null,1405,null,1061464,null,10882,null,854786,null,10813,null,776997,null,10635,null,19488,null,2568,null,58301,null,3539,null,206678,null,6092,null,188531,null,5681,null,3360,null,952,null,14787,null,1911,null,0400000US27,Minnesota,27
1838878,null,4675,null,395441,null,9280,null,147171,null,6288,null,136296,null,6291,null,8027,null,1948,null,2848,null,1344,null,248270,null,6956,null,242783,null,7118,null,2847,null,822,null,2640,null,847,null,586721,null,10703,null,350152,null,10255,null,340728,null,10209,null,5265,null,1267,null,4159,null,1387,null,236569,null,7679,null,232725,null,7570,null,1691,null,763,null,2153,null,615,null,509246,null,10972,null,358145,null,9065,null,349519,null,8839,null,5461,null,1105,null,3165,null,890,null,151101,null,6016,null,147253,null,6057,null,1895,null,702,null,1953,null,913,null,347470,null,9963,null,259248,null,8213,null,247558,null,7935,null,4755,null,1197,null,6935,null,1372,null,88222,null,5102,null,84381,null,4781,null,1416,null,640,null,2425,null,936,null,0400000US28,Mississippi,28
3882538,null,4616,null,557451,null,10716,null,210779,null,6388,null,183705,null,6028,null,17589,null,2308,null,9485,null,2175,null,346672,null,9045,null,325869,null,8576,null,8739,null,1597,null,12064,null,1718,null,1305247,null,12587,null,796946,null,11832,null,760852,null,11516,null,18654,null,2490,null,17440,null,2477,null,508301,null,8970,null,496259,null,9167,null,3832,null,944,null,8210,null,1365,null,1067625,null,13200,null,771081,null,11689,null,738827,null,11315,null,15922,null,1904,null,16332,null,2272,null,296544,null,6883,null,285552,null,6763,null,4474,null,968,null,6518,null,1262,null,952215,null,14535,null,753825,null,13261,null,701163,null,13237,null,15066,null,2201,null,37596,null,2913,null,198390,null,6104,null,183068,null,5916,null,3047,null,968,null,12275,null,1592,null,0400000US29,Missouri,29
641019,null,2252,null,64179,null,4013,null,26439,null,2874,null,24765,null,2893,null,283,null,208,null,1391,null,637,null,37740,null,2720,null,34473,null,2519,null,584,null,360,null,2683,null,688,null,208019,null,5458,null,126204,null,4480,null,122437,null,4347,null,745,null,328,null,3022,null,770,null,81815,null,3649,null,79343,null,3655,null,570,null,318,null,1902,null,527,null,196010,null,5982,null,137799,null,5179,null,133634,null,5039,null,1117,null,483,null,3048,null,891,null,58211,null,3863,null,55665,null,3654,null,722,null,367,null,1824,null,862,null,172811,null,6114,null,128346,null,5398,null,123494,null,5323,null,2429,null,681,null,2423,null,603,null,44465,null,2809,null,42311,null,2713,null,892,null,387,null,1262,null,410,null,0400000US30,Montana,30
1139229,null,2868,null,118373,null,5574,null,55654,null,4218,null,32234,null,3100,null,20988,null,2331,null,2432,null,775,null,62719,null,3476,null,51553,null,2765,null,7805,null,1536,null,3361,null,873,null,350460,null,7119,null,218351,null,5158,null,204748,null,4971,null,9462,null,1569,null,4141,null,965,null,132109,null,4248,null,126406,null,4342,null,3429,null,905,null,2274,null,656,null,356780,null,7896,null,276318,null,6662,null,262921,null,6626,null,7257,null,1516,null,6140,null,1087,null,80462,null,3688,null,76991,null,3518,null,1340,null,487,null,2131,null,632,null,313616,null,7520,null,253243,null,6558,null,237019,null,6335,null,5503,null,1245,null,10721,null,1484,null,60373,null,3593,null,56083,null,3331,null,1321,null,572,null,2969,null,841,null,0400000US31,Nebraska,31
1686098,null,2708,null,275010,null,8635,null,161597,null,7086,null,53999,null,4304,null,97612,null,5448,null,9986,null,1902,null,113413,null,5377,null,66478,null,4254,null,37260,null,2851,null,9675,null,1683,null,521941,null,10863,null,340654,null,9704,null,252627,null,8422,null,64630,null,4737,null,23397,null,2705,null,181287,null,6512,null,151842,null,5914,null,16932,null,2508,null,12513,null,1557,null,522069,null,11946,null,371383,null,10132,null,307361,null,9594,null,37658,null,3304,null,26364,null,3051,null,150686,null,5809,null,131342,null,5442,null,8660,null,1384,null,10684,null,1740,null,367078,null,9668,null,275331,null,8468,null,215023,null,6924,null,20877,null,2652,null,39431,null,3240,null,91747,null,4269,null,70372,null,3717,null,5437,null,1368,null,15938,null,1850,null,0400000US32,Nevada,32
895981,null,1576,null,84938,null,5020,null,37025,null,3614,null,32247,null,3327,null,1985,null,871,null,2793,null,784,null,47913,null,3506,null,39253,null,2987,null,1366,null,570,null,7294,null,1390,null,277516,null,7102,null,185959,null,6077,null,172160,null,5935,null,5225,null,1208,null,8574,null,1797,null,91557,null,3878,null,84106,null,3709,null,1205,null,547,null,6246,null,1256,null,242208,null,7430,null,183700,null,6642,null,172103,null,6696,null,2809,null,826,null,8788,null,1401,null,58508,null,3160,null,53509,null,3106,null,1072,null,472,null,3927,null,807,null,291319,null,8428,null,228766,null,7755,null,208240,null,7567,null,4270,null,1455,null,16256,null,1800,null,62553,null,3409,null,58032,null,3213,null,375,null,213,null,4146,null,1055,null,0400000US33,New Hampshire,33
