B18045_001E,B18045_001EA,B18045_001M,B18045_001MA,B18045_002E,B18045_002EA,B18045_002M,B18045_002MA,B18045_003E,B18045_003EA,B18045_003M,B18045_003MA,B18045_004E,B18045_004EA,B18045_004M,B18045_004MA,B18045_005E,B18045_005EA,B18045_005M,B18045_005MA,B18045_006E,B18045_006EA,B18045_006M,B18045_006MA,B18045_007E,B18045_007EA,B18045_007M,B18045_007MA,GEO_ID,NAME,state
22616,null,462,null,9126,null,1510,null,10067,null,1809,null,7863,null,2418,null,22941,null,486,null,28607,null,878,null,18361,null,595,null,0400000US28,Mississippi,28
26136,null,229,null,10233,null,918,null,10322,null,1657,null,10189,null,1035,null,26317,null,224,null,31867,null,256,null,21518,null,287,null,0400000US29,Missouri,29
22225,null,389,null,5977,null,1425,null,5098,null,4306,null,6804,null,3952,null,22420,null,409,null,28766,null,1244,null,17820,null,768,null,0400000US30,Montana,30
25825,null,330,null,7621,null,2327,null,9725,null,2739,null,6409,null,2184,null,25968,null,331,null,31630,null,376,null,20782,null,363,null,0400000US31,Nebraska,31
30884,null,342,null,19728,null,4217,null,24991,null,9583,null,15426,null,6656,null,30950,null,344,null,35529,null,581,null,26576,null,392,null,0400000US32,Nevada,32
31625,null,408,null,10632,null,2615,null,10591,null,5007,null,10649,null,3686,null,31758,null,405,null,41162,null,463,null,25135,null,632,null,0400000US33,New Hampshire,33
36751,null,259,null,17857,null,1892,null,21719,null,4208,null,15390,null,1826,null,36910,null,260,null,44709,null,674,null,30450,null,262,null,0400000US34,New Jersey,34
23618,null,692,null,5973,null,1700,null,8942,null,5234,null,4617,null,1333,null,23866,null,701,null,28680,null,1262,null,19935,null,640,null,0400000US35,New Mexico,35
31320,null,139,null,13723,null,978,null,14661,null,1892,null,13079,null,1454,null,31446,null,139,null,36549,null,277,null,26779,null,221,null,0400000US36,New York,36
26426,null,179,null,11831,null,1247,null,12690,null,2483,null,11330,null,1274,null,26559,null,180,null,31296,null,197,null,22130,null,240,null,0400000US37,North Carolina,37
24225,null,650,null,11804,null,3078,null,20519,null,7558,null,8027,null,3746,null,24340,null,653,null,30928,null,577,null,19537,null,644,null,0400000US38,North Dakota,38
27349,null,183,null,10319,null,1160,null,11411,null,2506,null,9754,null,1189,null,27553,null,263,null,34578,null,420,null,21853,null,184,null,0400000US39,Ohio,39
24691,null,358,null,10180,null,1871,null,9714,null,2775,null,10512,null,2008,null,24919,null,347,null,30515,null,305,null,19963,null,383,null,0400000US40,Oklahoma,40
26512,null,257,null,9739,null,1605,null,9680,null,2679,null,9841,null,2569,null,26700,null,263,null,32244,null,389,null,21660,null,297,null,0400000US41,Oregon,41
28417,null,229,null,10722,null,846,null,11710,null,1433,null,9934,null,1323,null,28697,null,231,null,35418,null,220,null,22387,null,176,null,0400000US42,Pennsylvania,42
30472,null,547,null,6139,null,1534,null,6504,null,3485,null,5911,null,1882,null,30640,null,548,null,36320,null,843,null,24601,null,1141,null,0400000US44,Rhode Island,44
26313,null,266,null,11743,null,1383,null,14172,null,3761,null,9867,null,2759,null,26448,null,265,null,31888,null,324,null,21520,null,302,null,0400000US45,South Carolina,45
23795,null,545,null,8507,null,3216,null,7597,null,3863,null,9780,null,3887,null,23949,null,540,null,30272,null,547,null,20116,null,520,null,0400000US46,South Dakota,46
25687,null,200,null,11248,null,1157,null,11347,null,1734,null,11174,null,1464,null,25833,null,201,null,30990,null,246,null,21278,null,234,null,0400000US47,Tennessee,47
26557,null,153,null,12863,null,1410,null,17074,null,2026,null,10701,null,907,null,26689,null,155,null,31510,null,156,null,21644,null,158,null,0400000US48,Texas,48
25224,null,310,null,9516,null,2210,null,12743,null,2492,null,7687,null,2143,null,25380,null,306,null,32286,null,473,null,17772,null,615,null,0400000US49,Utah,49
26610,null,539,null,8320,null,5138,null,5313,null,6354,null,11071,null,8260,null,26750,null,537,null,31536,null,594,null,22156,null,743,null,0400000US50,Vermont,50
31807,null,206,null,15876,null,2941,null,14765,null,3406,null,17531,null,4043,null,31904,null,205,null,38705,null,603,null,26209,null,270,null,0400000US51,Virginia,51
31222,null,215,null,9565,null,1744,null,10738,null,4512,null,8715,null,2314,null,31375,null,209,null,39481,null,603,null,24456,null,429,null,0400000US53,Washington,53
23750,null,649,null,10674,null,2184,null,15218,null,2753,null,7172,null,3366,null,24121,null,658,null,30905,null,479,null,18582,null,636,null,0400000US54,West Virginia,54
28358,null,258,null,10630,null,1770,null,10845,null,3161,null,10492,null,2094,null,28582,null,261,null,35332,null,299,null,22463,null,203,null,0400000US55,Wisconsin,55
26677,null,637,null,5751,null,3092,null,9207,null,3738,null,2949,null,2511,null,26920,null,634,null,36433,null,1355,null,20851,null,642,null,0400000US56,Wyoming,56
14162,null,236,null,10652,null,928,null,10097,null,1401,null,11116,null,1075,null,14245,null,235,null,14353,null,350,null,14135,null,268,null,0400000US72,Puerto Rico,72
