B18045_001E,B18045_001EA,B18045_001M,B18045_001MA,B18045_002E,B18045_002EA,B18045_002M,B18045_002MA,B18045_003E,B18045_003EA,B18045_003M,B18045_003MA,B18045_004E,B18045_004EA,B18045_004M,B18045_004MA,B18045_005E,B18045_005EA,B18045_005M,B18045_005MA,B18045_006E,B18045_006EA,B18045_006M,B18045_006MA,B18045_007E,B18045_007EA,B18045_007M,B18045_007MA,GEO_ID,NAME,state
25348,null,281,null,11986,null,1665,null,16575,null,2381,null,10275,null,1706,null,25525,null,288,null,31543,null,313,null,20077,null,293,null,0400000US01,Alabama,01
30865,null,593,null,14566,null,5971,null,11782,null,11486,null,14823,null,9798,null,31045,null,585,null,37875,null,2037,null,25236,null,810,null,0400000US02,Alaska,02
28354,null,465,null,13136,null,3754,null,15490,null,4399,null,11346,null,3763,null,28535,null,460,null,32805,null,595,null,23675,null,490,null,0400000US04,Arizona,04
22764,null,482,null,11691,null,1516,null,16922,null,5019,null,9891,null,2241,null,22938,null,488,null,28390,null,783,null,19142,null,513,null,0400000US05,Arkansas,05
30788,null,92,null,15955,null,1399,null,20725,null,1917,null,12208,null,967,null,30888,null,89,null,35812,null,166,null,25488,null,158,null,0400000US06,California,06
30610,null,244,null,13111,null,2861,null,13725,null,2911,null,11453,null,5887,null,30714,null,246,null,36313,null,400,null,24334,null,386,null,0400000US08,Colorado,08
35490,null,366,null,11081,null,3014,null,12333,null,5636,null,9974,null,3579,null,35699,null,362,null,43926,null,1082,null,29244,null,634,null,0400000US09,Connecticut,09
31835,null,540,null,19754,null,8909,null,25489,null,8366,null,15179,null,8156,null,31949,null,552,null,37003,null,891,null,27411,null,854,null,0400000US10,Delaware,10
39182,null,1887,null,15594,null,6051,null,20851,null,119010,null,14285,null,5382,null,39410,null,1788,null,42269,null,1784,null,35469,null,1675,null,0400000US11,District of Columbia,11
27417,null,143,null,13751,null,2252,null,16561,null,1706,null,11577,null,1423,null,27559,null,245,null,31856,null,177,null,23831,null,242,null,0400000US12,Florida,12
28331,null,370,null,11836,null,1338,null,16539,null,4615,null,9999,null,1705,null,28542,null,366,null,33206,null,427,null,23797,null,401,null,0400000US13,Georgia,13
31012,null,360,null,22649,null,8384,null,25739,null,10457,null,20349,null,10284,null,31055,null,358,null,35911,null,819,null,27057,null,657,null,0400000US15,Hawaii,15
24914,null,484,null,7780,null,3728,null,9757,null,4840,null,6767,null,3709,null,25051,null,445,null,31140,null,493,null,18949,null,669,null,0400000US16,Idaho,16
30415,null,151,null,13718,null,1691,null,15956,null,2621,null,12136,null,1318,null,30528,null,151,null,37152,null,255,null,24017,null,265,null,0400000US17,Illinois,17
27431,null,216,null,12489,null,2539,null,17238,null,3696,null,10545,null,1580,null,27638,null,295,null,34970,null,332,null,21541,null,236,null,0400000US18,Indiana,18
26335,null,241,null,8236,null,2303,null,10004,null,3527,null,7235,null,2281,null,26526,null,239,null,32378,null,278,null,21009,null,257,null,0400000US19,Iowa,19
26276,null,290,null,11263,null,2583,null,7473,null,4236,null,13102,null,3039,null,26447,null,290,null,32405,null,466,null,21220,null,282,null,0400000US20,Kansas,20
25234,null,234,null,9717,null,1467,null,8824,null,3030,null,10172,null,1663,null,25405,null,234,null,30977,null,325,null,20394,null,266,null,0400000US21,Kentucky,21
25245,null,329,null,10705,null,1304,null,15859,null,5757,null,8563,null,2882,null,25472,null,327,null,33251,null,806,null,19186,null,446,null,0400000US22,Louisiana,22
25878,null,362,null,8316,null,2063,null,12891,null,5371,null,6395,null,1991,null,26040,null,362,null,31758,null,517,null,21209,null,357,null,0400000US23,Maine,23
36729,null,302,null,16707,null,2288,null,20719,null,4758,null,13975,null,4562,null,36895,null,303,null,43138,null,794,null,31520,null,325,null,0400000US24,Maryland,24
34617,null,409,null,12123,null,1290,null,12041,null,4002,null,12177,null,1476,null,34953,null,348,null,41735,null,325,null,28675,null,465,null,0400000US25,Massachusetts,25
27220,null,193,null,10028,null,1256,null,11531,null,1962,null,8541,null,1865,null,27386,null,190,null,35270,null,308,null,21444,null,201,null,0400000US26,Michigan,26
31020,null,176,null,8730,null,825,null,9102,null,1142,null,8174,null,1582,null,31210,null,176,null,37214,null,274,null,25182,null,293,null,0400000US27,Minnesota,27
