C05003I_001E,C05003I_001EA,C05003I_001M,C05003I_001MA,C05003I_002E,C05003I_002EA,C05003I_002M,C05003I_002MA,C05003I_003E,C05003I_003EA,C05003I_003M,C05003I_003MA,C05003I_004E,C05003I_004EA,C05003I_004M,C05003I_004MA,C05003I_005E,C05003I_005EA,C05003I_005M,C05003I_005MA,C05003I_006E,C05003I_006EA,C05003I_006M,C05003I_006MA,C05003I_007E,C05003I_007EA,C05003I_007M,C05003I_007MA,C05003I_008E,C05003I_008EA,C05003I_008M,C05003I_008MA,C05003I_009E,C05003I_009EA,C05003I_009M,C05003I_009MA,C05003I_010E,C05003I_010EA,C05003I_010M,C05003I_010MA,C05003I_011E,C05003I_011EA,C05003I_011M,C05003I_011MA,C05003I_012E,C05003I_012EA,C05003I_012M,C05003I_012MA,C05003I_013E,C05003I_013EA,C05003I_013M,C05003I_013MA,C05003I_014E,C05003I_014EA,C05003I_014M,C05003I_014MA,C05003I_015E,C05003I_015EA,C05003I_015M,C05003I_015MA,GEO_ID,NAME,state
1917420,null,1850,null,1014834,null,2268,null,342371,null,1441,null,307319,null,4055,null,35052,null,3785,null,672463,null,1671,null,244581,null,8711,null,427882,null,8685,null,902586,null,1812,null,325533,null,1526,null,295892,null,3603,null,29641,null,3334,null,577053,null,1411,null,240356,null,7728,null,336697,null,7586,null,0400000US17,Illinois,17
312863,null,1435,null,169029,null,2478,null,59937,null,1886,null,52201,null,2491,null,7736,null,1584,null,109092,null,1650,null,45460,null,2791,null,63632,null,2781,null,143834,null,2401,null,55678,null,2040,null,47985,null,2199,null,7693,null,1498,null,88156,null,1616,null,43707,null,2659,null,44449,null,2547,null,0400000US18,Indiana,18
119716,null,1637,null,63068,null,1790,null,24319,null,1365,null,20898,null,1582,null,3421,null,1077,null,38749,null,1445,null,13515,null,1920,null,25234,null,1704,null,56648,null,2121,null,23308,null,1483,null,19707,null,1237,null,3601,null,961,null,33340,null,1298,null,16048,null,1515,null,17292,null,1417,null,0400000US19,Iowa,19
242787,null,687,null,126883,null,1831,null,46526,null,1249,null,41626,null,1522,null,4900,null,1093,null,80357,null,1325,null,33166,null,2406,null,47191,null,2255,null,115904,null,1835,null,46553,null,1151,null,41108,null,1622,null,5445,null,1234,null,69351,null,1374,null,34379,null,2504,null,34972,null,2425,null,0400000US20,Kansas,20
89771,null,2384,null,50611,null,2843,null,16269,null,2035,null,13775,null,1947,null,2494,null,1042,null,34342,null,2148,null,12456,null,1826,null,21886,null,2021,null,39160,null,2473,null,16360,null,1788,null,14346,null,1765,null,2014,null,785,null,22800,null,1543,null,10611,null,1367,null,12189,null,1533,null,0400000US21,Kentucky,21
134085,null,1380,null,69854,null,2334,null,19452,null,1579,null,15825,null,1632,null,3627,null,1015,null,50402,null,1697,null,19789,null,2585,null,30613,null,2206,null,64231,null,2106,null,18581,null,1458,null,16658,null,1449,null,1923,null,727,null,45650,null,1597,null,20227,null,1920,null,25423,null,1929,null,0400000US22,Louisiana,22
14953,null,778,null,7676,null,1032,null,3017,null,567,null,2755,null,605,null,262,null,216,null,4659,null,827,null,3057,null,839,null,1602,null,570,null,7277,null,1018,null,2045,null,507,null,1723,null,496,null,322,null,208,null,5232,null,829,null,3791,null,796,null,1441,null,554,null,0400000US23,Maine,23
354969,null,8,null,187004,null,1603,null,58842,null,1139,null,49307,null,2095,null,9535,null,1743,null,128162,null,1051,null,32844,null,2959,null,95318,null,2874,null,167965,null,1605,null,56336,null,1305,null,48626,null,1896,null,7710,null,1426,null,111629,null,785,null,31018,null,2367,null,80611,null,2212,null,0400000US24,Maryland,24
527109,null,91,null,262703,null,668,null,87989,null,586,null,80677,null,1523,null,7312,null,1605,null,174714,null,520,null,89837,null,3951,null,84877,null,4048,null,264406,null,674,null,85288,null,590,null,78331,null,1770,null,6957,null,1624,null,179118,null,519,null,102373,null,3751,null,76745,null,3630,null,0400000US25,Massachusetts,25
401009,null,1245,null,212712,null,1866,null,74556,null,1638,null,68198,null,1681,null,6358,null,1303,null,138156,null,1389,null,76756,null,3921,null,61400,null,3667,null,188297,null,2029,null,69827,null,1675,null,63173,null,2310,null,6654,null,1287,null,118470,null,1175,null,75573,null,2832,null,42897,null,2643,null,0400000US26,Michigan,26
204789,null,856,null,112240,null,1791,null,41091,null,1245,null,35002,null,1795,null,6089,null,1233,null,71149,null,1541,null,28632,null,2551,null,42517,null,2416,null,92549,null,1756,null,37656,null,1284,null,32903,null,1400,null,4753,null,1122,null,54893,null,1169,null,26376,null,2131,null,28517,null,2008,null,0400000US27,Minnesota,27
52515,null,2855,null,31155,null,2426,null,9480,null,1543,null,8015,null,1480,null,1465,null,598,null,21675,null,2424,null,5658,null,1052,null,16017,null,2400,null,21360,null,1913,null,6552,null,1213,null,5904,null,1210,null,648,null,466,null,14808,null,1276,null,7124,null,1325,null,7684,null,1126,null,0400000US28,Mississippi,28
176878,null,1500,null,89946,null,2053,null,32559,null,1674,null,28331,null,1940,null,4228,null,1175,null,57387,null,1680,null,27722,null,2270,null,29665,null,2280,null,86932,null,1940,null,33718,null,1367,null,30075,null,1436,null,3643,null,900,null,53214,null,1482,null,30098,null,2375,null,23116,null,1798,null,0400000US29,Missouri,29
25513,null,908,null,13627,null,1167,null,5605,null,931,null,5323,null,940,null,282,null,330,null,8022,null,774,null,7735,null,766,null,287,null,231,null,11886,null,1086,null,4664,null,849,null,4645,null,839,null,19,null,37,null,7222,null,853,null,6716,null,883,null,506,null,300,null,0400000US30,Montana,30
132477,null,685,null,71132,null,1599,null,27831,null,1429,null,24503,null,1502,null,3328,null,1002,null,43301,null,1087,null,16593,null,2172,null,26708,null,2043,null,61345,null,1551,null,25577,null,1333,null,22424,null,1374,null,3153,null,753,null,35768,null,777,null,14700,null,1406,null,21068,null,1417,null,0400000US31,Nebraska,31
644485,null,0,*****,338491,null,1969,null,123428,null,1092,null,105515,null,2519,null,17913,null,2565,null,215063,null,1371,null,64543,null,4221,null,150520,null,4223,null,305994,null,1969,null,121589,null,1801,null,105291,null,3116,null,16298,null,3195,null,184405,null,760,null,70217,null,4130,null,114188,null,4031,null,0400000US32,Nevada,32
32621,null,534,null,16684,null,780,null,5871,null,612,null,5383,null,714,null,488,null,365,null,10813,null,567,null,6096,null,1135,null,4717,null,1048,null,15937,null,843,null,5164,null,611,null,4625,null,621,null,539,null,352,null,10773,null,518,null,6056,null,1309,null,4717,null,1330,null,0400000US33,New Hampshire,33
1382029,null,0,*****,705194,null,1068,null,208850,null,689,null,186344,null,2947,null,22506,null,2790,null,496344,null,815,null,197171,null,8698,null,299173,null,8803,null,676835,null,1068,null,196604,null,690,null,176325,null,2484,null,20279,null,2448,null,480231,null,815,null,200257,null,6946,null,279974,null,6902,null,0400000US34,New Jersey,34
874685,null,0,*****,435812,null,1470,null,136273,null,1385,null,129387,null,1801,null,6886,null,1495,null,299539,null,487,null,232422,null,4608,null,67117,null,4593,null,438873,null,1470,null,132384,null,1381,null,124767,null,2147,null,7617,null,1693,null,306489,null,486,null,245213,null,4242,null,61276,null,4182,null,0400000US35,New Mexico,35
3159732,null,1400,null,1562408,null,2207,null,460515,null,1841,null,417621,null,3817,null,42894,null,3447,null,1101893,null,1451,null,491644,null,10340,null,610249,null,10158,null,1597324,null,2135,null,443846,null,1746,null,405761,null,3993,null,38085,null,3245,null,1153478,null,1263,null,548731,null,8833,null,604747,null,8733,null,0400000US36,New York,36
639623,null,3812,null,360070,null,4409,null,121170,null,3309,null,97304,null,3407,null,23866,null,2947,null,238900,null,3000,null,47931,null,3534,null,190969,null,3950,null,279553,null,5235,null,116895,null,3247,null,96746,null,3850,null,20149,null,2823,null,162658,null,3292,null,45774,null,3479,null,116884,null,4009,null,0400000US37,North Carolina,37
9704,null,782,null,5170,null,954,null,1475,null,655,null,1475,null,655,null,0,null,203,null,3695,null,746,null,3032,null,759,null,663,null,396,null,4534,null,1015,null,1649,null,532,null,1614,null,531,null,35,null,80,null,2885,null,800,null,2593,null,806,null,292,null,187,null,0400000US38,North Dakota,38
281940,null,2007,null,147354,null,2680,null,53105,null,1756,null,47991,null,2394,null,5114,null,1413,null,94249,null,1859,null,60805,null,2986,null,33444,null,2808,null,134586,null,2349,null,47638,null,1993,null,44668,null,2379,null,2970,null,1276,null,86948,null,1625,null,63863,null,2442,null,23085,null,1935,null,0400000US39,Ohio,39
259867,null,1067,null,141221,null,1856,null,54575,null,1424,null,48780,null,1892,null,5795,null,1323,null,86646,null,1433,null,33656,null,2584,null,52990,null,2503,null,118646,null,1931,null,47405,null,1465,null,40933,null,1672,null,6472,null,1343,null,71241,null,1147,null,33474,null,2521,null,37767,null,2280,null,0400000US40,Oklahoma,40
396145,null,0,*****,214640,null,1917,null,78198,null,1698,null,67602,null,2596,null,10596,null,2107,null,136442,null,1153,null,43182,null,3666,null,93260,null,3323,null,181505,null,1916,null,73730,null,1719,null,66454,null,2600,null,7276,null,1669,null,107775,null,970,null,39259,null,3476,null,68516,null,3340,null,0400000US41,Oregon,41
554348,null,953,null,286184,null,2161,null,104550,null,1705,null,97891,null,2126,null,6659,null,1544,null,181634,null,1668,null,119648,null,4085,null,61986,null,4120,null,268164,null,2004,null,97585,null,1709,null,91023,null,2383,null,6562,null,1736,null,170579,null,1459,null,120180,null,3835,null,50399,null,3534,null,0400000US42,Pennsylvania,42
118934,null,522,null,59578,null,1028,null,21911,null,653,null,19618,null,1115,null,2293,null,1036,null,37667,null,619,null,12727,null,1960,null,24940,null,1814,null,59356,null,939,null,20471,null,422,null,18162,null,947,null,2309,null,846,null,38885,null,933,null,15257,null,1929,null,23628,null,1912,null,0400000US44,Rhode Island,44
165921,null,863,null,93923,null,1685,null,31673,null,1447,null,25146,null,1583,null,6527,null,1155,null,62250,null,1247,null,15624,null,2117,null,46626,null,2196,null,71998,null,1750,null,27129,null,1293,null,22857,null,1471,null,4272,null,946,null,44869,null,1100,null,15980,null,1755,null,28889,null,1736,null,0400000US45,South Carolina,45
16532,null,1384,null,8944,null,1012,null,4095,null,717,null,3827,null,731,null,268,null,372,null,4849,null,694,null,3227,null,651,null,1622,null,435,null,7588,null,1414,null,2457,null,799,null,2158,null,747,null,299,null,292,null,5131,null,915,null,3748,null,926,null,1383,null,503,null,0400000US46,South Dakota,46
211552,null,2228,null,119881,null,3389,null,41082,null,2940,null,34139,null,3142,null,6943,null,1430,null,78799,null,2860,null,17111,null,2271,null,61688,null,3558,null,91671,null,2596,null,37869,null,1993,null,29584,null,2313,null,8285,null,1712,null,53802,null,2044,null,17440,null,2365,null,36362,null,2501,null,0400000US47,Tennessee,47
8600385,null,0,*****,4402357,null,3205,null,1533477,null,2917,null,1395160,null,7775,null,138317,null,7766,null,2868880,null,1794,null,1500311,null,16471,null,1368569,null,16615,null,4198028,null,3207,null,1476888,null,2932,null,1354723,null,7209,null,122165,null,6429,null,2721140,null,1799,null,1537219,null,15962,null,1183921,null,15984,null,0400000US48,Texas,48
306514,null,0,*****,163141,null,1115,null,62319,null,992,null,53277,null,1881,null,9042,null,1739,null,100822,null,651,null,36769,null,3048,null,64053,null,2928,null,143373,null,1114,null,59572,null,831,null,50790,null,2125,null,8782,null,1974,null,83801,null,755,null,36341,null,2418,null,47460,null,2386,null,0400000US49,Utah,49
8061,null,639,null,3913,null,769,null,1163,null,364,null,1092,null,349,null,71,null,73,null,2750,null,745,null,1947,null,737,null,803,null,318,null,4148,null,628,null,1271,null,344,null,1188,null,345,null,83,null,112,null,2877,null,623,null,2260,null,564,null,617,null,384,null,0400000US50,Vermont,50
500707,null,2125,null,268461,null,3072,null,85278,null,2510,null,74857,null,3376,null,10421,null,2063,null,183183,null,2688,null,49744,null,4072,null,133439,null,3972,null,232246,null,2767,null,77061,null,2260,null,66776,null,2539,null,10285,null,1851,null,155185,null,1990,null,51368,null,3480,null,103817,null,3338,null,0400000US51,Virginia,51
610006,null,0,*****,325412,null,2239,null,122622,null,1794,null,105873,null,2825,null,16749,null,2649,null,202790,null,1494,null,80649,null,4129,null,122141,null,4190,null,284594,null,2239,null,114832,null,1900,null,102439,null,2853,null,12393,null,2216,null,169762,null,1395,null,80295,null,4186,null,89467,null,4012,null,0400000US53,Washington,53
19200,null,1977,null,10466,null,1764,null,4681,null,1486,null,4363,null,1473,null,318,null,304,null,5785,null,949,null,3540,null,925,null,2245,null,617,null,8734,null,1537,null,2708,null,679,null,2476,null,638,null,232,null,247,null,6026,null,1337,null,4658,null,1272,null,1368,null,540,null,0400000US54,West Virginia,54
270179,null,1075,null,145844,null,1950,null,51739,null,1283,null,46312,null,1444,null,5427,null,994,null,94105,null,1238,null,41073,null,2776,null,53032,null,2529,null,124335,null,1740,null,48680,null,1397,null,43885,null,1523,null,4795,null,1009,null,75655,null,996,null,40339,null,2244,null,35316,null,2389,null,0400000US55,Wisconsin,55
36843,null,331,null,20339,null,1097,null,7129,null,1217,null,6418,null,1199,null,711,null,380,null,13210,null,1403,null,8885,null,1022,null,4325,null,1476,null,16504,null,1055,null,5594,null,727,null,5156,null,825,null,438,null,369,null,10910,null,647,null,7961,null,1003,null,2949,null,916,null,0400000US56,Wyoming,56
3890019,null,4701,null,1865734,null,3531,null,509686,null,2435,null,507828,null,2544,null,1858,null,603,null,1356048,null,2897,null,1312682,null,4259,null,43366,null,3682,null,2024285,null,3450,null,483991,null,2516,null,480830,null,2640,null,3161,null,1096,null,1540294,null,2294,null,1488400,null,4598,null,51894,null,3683,null,0400000US72,Puerto Rico,72
