B23003_001E,B23003_001EA,B23003_001M,B23003_001MA,B23003_002E,B23003_002EA,B23003_002M,B23003_002MA,B23003_003E,B23003_003EA,B23003_003M,B23003_003MA,B23003_004E,B23003_004EA,B23003_004M,B23003_004MA,B23003_005E,B23003_005EA,B23003_005M,B23003_005MA,B23003_006E,B23003_006EA,B23003_006M,B23003_006MA,B23003_007E,B23003_007EA,B23003_007M,B23003_007MA,B23003_008E,B23003_008EA,B23003_008M,B23003_008MA,B23003_009E,B23003_009EA,B23003_009M,B23003_009MA,B23003_010E,B23003_010EA,B23003_010M,B23003_010MA,B23003_011E,B23003_011EA,B23003_011M,B23003_011MA,B23003_012E,B23003_012EA,B23003_012M,B23003_012MA,B23003_013E,B23003_013EA,B23003_013M,B23003_013MA,B23003_014E,B23003_014EA,B23003_014M,B23003_014MA,B23003_015E,B23003_015EA,B23003_015M,B23003_015MA,B23003_016E,B23003_016EA,B23003_016M,B23003_016MA,B23003_017E,B23003_017EA,B23003_017M,B23003_017MA,B23003_018E,B23003_018EA,B23003_018M,B23003_018MA,B23003_019E,B23003_019EA,B23003_019M,B23003_019MA,B23003_020E,B23003_020EA,B23003_020M,B23003_020MA,B23003_021E,B23003_021EA,B23003_021M,B23003_021MA,B23003_022E,B23003_022EA,B23003_022M,B23003_022MA,B23003_023E,B23003_023EA,B23003_023M,B23003_023MA,B23003_024E,B23003_024EA,B23003_024M,B23003_024MA,B23003_025E,B23003_025EA,B23003_025M,B23003_025MA,B23003_026E,B23003_026EA,B23003_026M,B23003_026MA,B23003_027E,B23003_027EA,B23003_027M,B23003_027MA,B23003_028E,B23003_028EA,B23003_028M,B23003_028MA,B23003_029E,B23003_029EA,B23003_029M,B23003_029MA,B23003_030E,B23003_030EA,B23003_030M,B23003_030MA,GEO_ID,NAME,state
1388876,null,3493,null,534060,null,8609,null,123153,null,6256,null,81375,null,5077,null,207,null,233,null,81168,null,5046,null,73267,null,4644,null,7901,null,1413,null,41778,null,3375,null,101150,null,4676,null,63509,null,3960,null,136,null,162,null,63373,null,3989,null,58484,null,3717,null,4889,null,1319,null,37641,null,3078,null,309757,null,7582,null,231078,null,7639,null,469,null,372,null,230609,null,7595,null,217743,null,7179,null,12866,null,1781,null,78679,null,4432,null,854816,null,8677,null,551835,null,9540,null,715,null,450,null,551120,null,9500,null,518891,null,9792,null,32229,null,2716,null,302981,null,7207,null,0400000US01,Alabama,01
201200,null,1628,null,80971,null,3020,null,19748,null,1954,null,11683,null,1430,null,238,null,270,null,11445,null,1414,null,10155,null,1378,null,1290,null,663,null,8065,null,1669,null,17573,null,1720,null,12177,null,1785,null,115,null,133,null,12062,null,1766,null,11284,null,1718,null,778,null,341,null,5396,null,1136,null,43650,null,2606,null,34231,null,2406,null,398,null,421,null,33833,null,2419,null,31956,null,2309,null,1877,null,722,null,9419,null,1225,null,120229,null,2944,null,90555,null,3251,null,662,null,305,null,89893,null,3162,null,82575,null,2906,null,7318,null,1435,null,29674,null,2302,null,0400000US02,Alaska,02
1804295,null,2621,null,689531,null,11772,null,158046,null,6939,null,96949,null,5838,null,475,null,494,null,96474,null,5757,null,89946,null,5979,null,6528,null,1504,null,61097,null,4486,null,164654,null,6625,null,90996,null,5071,null,100,null,122,null,90896,null,5077,null,83740,null,4974,null,7156,null,1436,null,73658,null,4497,null,366831,null,9001,null,266234,null,8335,null,281,null,240,null,265953,null,8291,null,253137,null,8294,null,12816,null,1796,null,100597,null,4772,null,1114764,null,11793,null,773762,null,11936,null,1033,null,396,null,772729,null,11870,null,738276,null,11562,null,34453,null,3234,null,341002,null,8103,null,0400000US04,Arizona,04
822598,null,3327,null,328614,null,6566,null,75388,null,4878,null,50473,null,4066,null,61,null,84,null,50412,null,4059,null,45496,null,3764,null,4916,null,1085,null,24915,null,3031,null,68545,null,3745,null,46342,null,3333,null,58,null,99,null,46284,null,3344,null,42093,null,3207,null,4191,null,1314,null,22203,null,2554,null,184681,null,5467,null,138961,null,4763,null,110,null,132,null,138851,null,4784,null,129997,null,4623,null,8854,null,1587,null,45720,null,3570,null,493984,null,7149,null,328706,null,7500,null,611,null,441,null,328095,null,7515,null,311537,null,7509,null,16558,null,2092,null,165278,null,6823,null,0400000US05,Arkansas,05
10746760,null,5312,null,4131817,null,23978,null,925272,null,15287,null,568341,null,12795,null,1717,null,659,null,566624,null,12832,null,523895,null,12563,null,42729,null,3452,null,356931,null,7916,null,904111,null,14273,null,514598,null,12051,null,461,null,333,null,514137,null,12027,null,470528,null,11462,null,43609,null,3283,null,389513,null,10022,null,2302434,null,19363,null,1653002,null,17421,null,743,null,429,null,1652259,null,17426,null,1559011,null,16519,null,93248,null,4771,null,649432,null,13368,null,6614943,null,25117,null,4692664,null,26856,null,5933,null,1363,null,4686731,null,27121,null,4416462,null,27109,null,270269,null,9067,null,1922279,null,22906,null,0400000US06,California,06
1472684,null,2767,null,555868,null,9272,null,139172,null,5657,null,91703,null,4812,null,605,null,434,null,91098,null,4731,null,85179,null,4367,null,5919,null,1613,null,47469,null,3655,null,113336,null,4929,null,67040,null,3938,null,314,null,287,null,66726,null,3914,null,61841,null,3637,null,4885,null,1338,null,46296,null,3581,null,303360,null,7965,null,240259,null,6778,null,609,null,408,null,239650,null,6811,null,228598,null,6369,null,11052,null,1689,null,63101,null,4422,null,916816,null,8858,null,695178,null,9007,null,1175,null,522,null,694003,null,8894,null,660311,null,8797,null,33692,null,3338,null,221638,null,6754,null,0400000US08,Colorado,08
1050378,null,1814,null,408394,null,6283,null,92550,null,4612,null,62992,null,4068,null,39,null,65,null,62953,null,4072,null,58942,null,3995,null,4011,null,1109,null,29558,null,2589,null,72602,null,4419,null,47890,null,3857,null,50,null,85,null,47840,null,3856,null,44526,null,3558,null,3314,null,946,null,24712,null,2315,null,243242,null,6386,null,194044,null,5867,null,0,null,273,null,194044,null,5867,null,184993,null,5572,null,9051,null,1480,null,49198,null,3645,null,641984,null,6406,null,503192,null,7320,null,48,null,77,null,503144,null,7330,null,476073,null,7733,null,27071,null,2502,null,138792,null,5698,null,0400000US09,Connecticut,09
261426,null,981,null,96633,null,3400,null,24077,null,2329,null,16290,null,2138,null,81,null,134,null,16209,null,2125,null,15232,null,2087,null,977,null,584,null,7787,null,1515,null,21294,null,2131,null,13875,null,1687,null,0,null,261,null,13875,null,1687,null,13541,null,1657,null,334,null,219,null,7419,null,1555,null,51262,null,2858,null,41361,null,2656,null,58,null,94,null,41303,null,2668,null,39746,null,2619,null,1557,null,619,null,9901,null,1353,null,164793,null,3639,null,119138,null,4098,null,48,null,89,null,119090,null,4101,null,113265,null,4010,null,5825,null,1194,null,45655,null,3160,null,0400000US10,Delaware,10
192694,null,1499,null,47769,null,3101,null,12935,null,1847,null,9504,null,1560,null,69,null,116,null,9435,null,1557,null,8762,null,1469,null,673,null,560,null,3431,null,1142,null,8281,null,1389,null,5411,null,1181,null,0,null,300,null,5411,null,1181,null,4777,null,1154,null,634,null,391,null,2870,null,916,null,26553,null,2192,null,21925,null,2129,null,0,null,300,null,21925,null,2129,null,19602,null,2044,null,2323,null,815,null,4628,null,1248,null,144925,null,3525,null,114468,null,4471,null,380,null,256,null,114088,null,4485,null,108102,null,4698,null,5986,null,1233,null,30457,null,2829,null,0400000US11,District of Columbia,11
5304992,null,5715,null,1880864,null,15474,null,421477,null,10374,null,280504,null,8495,null,495,null,301,null,280009,null,8477,null,258084,null,7368,null,21925,null,3556,null,140973,null,5954,null,362086,null,9068,null,238688,null,7762,null,305,null,238,null,238383,null,7764,null,219579,null,7419,null,18804,null,2227,null,123398,null,6016,null,1097301,null,16957,null,856888,null,16162,null,1277,null,604,null,855611,null,16156,null,813273,null,16430,null,42338,null,3424,null,240413,null,7574,null,3424128,null,15750,null,2424589,null,21544,null,2788,null,810,null,2421801,null,21489,null,2292758,null,21816,null,129043,null,5492,null,999539,null,15601,null,0400000US12,Florida,12
