C08524_001E,C08524_001EA,C08524_001M,C08524_001MA,C08524_002E,C08524_002EA,C08524_002M,C08524_002MA,C08524_003E,C08524_003EA,C08524_003M,C08524_003MA,C08524_004E,C08524_004EA,C08524_004M,C08524_004MA,C08524_005E,C08524_005EA,C08524_005M,C08524_005MA,C08524_006E,C08524_006EA,C08524_006M,C08524_006MA,C08524_007E,C08524_007EA,C08524_007M,C08524_007MA,C08524_008E,C08524_008EA,C08524_008M,C08524_008MA,C08524_009E,C08524_009EA,C08524_009M,C08524_009MA,C08524_010E,C08524_010EA,C08524_010M,C08524_010MA,C08524_011E,C08524_011EA,C08524_011M,C08524_011MA,C08524_012E,C08524_012EA,C08524_012M,C08524_012MA,C08524_013E,C08524_013EA,C08524_013M,C08524_013MA,C08524_014E,C08524_014EA,C08524_014M,C08524_014MA,C08524_015E,C08524_015EA,C08524_015M,C08524_015MA,C08524_016E,C08524_016EA,C08524_016M,C08524_016MA,C08524_017E,C08524_017EA,C08524_017M,C08524_017MA,C08524_018E,C08524_018EA,C08524_018M,C08524_018MA,C08524_019E,C08524_019EA,C08524_019M,C08524_019MA,C08524_020E,C08524_020EA,C08524_020M,C08524_020MA,C08524_021E,C08524_021EA,C08524_021M,C08524_021MA,C08524_022E,C08524_022EA,C08524_022M,C08524_022MA,C08524_023E,C08524_023EA,C08524_023M,C08524_023MA,C08524_024E,C08524_024EA,C08524_024M,C08524_024MA,C08524_025E,C08524_025EA,C08524_025M,C08524_025MA,C08524_026E,C08524_026EA,C08524_026M,C08524_026MA,C08524_027E,C08524_027EA,C08524_027M,C08524_027MA,C08524_028E,C08524_028EA,C08524_028M,C08524_028MA,C08524_029E,C08524_029EA,C08524_029M,C08524_029MA,C08524_030E,C08524_030EA,C08524_030M,C08524_030MA,C08524_031E,C08524_031EA,C08524_031M,C08524_031MA,C08524_032E,C08524_032EA,C08524_032M,C08524_032MA,C08524_033E,C08524_033EA,C08524_033M,C08524_033MA,C08524_034E,C08524_034EA,C08524_034M,C08524_034MA,C08524_035E,C08524_035EA,C08524_035M,C08524_035MA,C08524_036E,C08524_036EA,C08524_036M,C08524_036MA,C08524_037E,C08524_037EA,C08524_037M,C08524_037MA,C08524_038E,C08524_038EA,C08524_038M,C08524_038MA,C08524_039E,C08524_039EA,C08524_039M,C08524_039MA,C08524_040E,C08524_040EA,C08524_040M,C08524_040MA,C08524_041E,C08524_041EA,C08524_041M,C08524_041MA,C08524_042E,C08524_042EA,C08524_042M,C08524_042MA,C08524_043E,C08524_043EA,C08524_043M,C08524_043MA,C08524_044E,C08524_044EA,C08524_044M,C08524_044MA,C08524_045E,C08524_045EA,C08524_045M,C08524_045MA,C08524_046E,C08524_046EA,C08524_046M,C08524_046MA,C08524_047E,C08524_047EA,C08524_047M,C08524_047MA,C08524_048E,C08524_048EA,C08524_048M,C08524_048MA,GEO_ID,NAME,state
4333325,null,21575,null,1468788,null,19167,null,668881,null,14189,null,1130719,null,17936,null,25139,null,3322,null,454238,null,12505,null,557408,null,12374,null,28152,null,2480,null,3416499,null,20715,null,1205671,null,15960,null,498056,null,12166,null,930743,null,14999,null,13501,null,1805,null,316130,null,12314,null,436941,null,9871,null,15457,null,2140,null,477073,null,14542,null,118806,null,6057,null,84326,null,6309,null,96376,null,5708,null,8325,null,2308,null,93656,null,5575,null,73929,null,5172,null,1655,null,724,null,96130,null,7419,null,22808,null,2811,null,26108,null,3739,null,24479,null,3304,null,182,null,251,null,8369,null,3072,null,13379,null,2681,null,805,null,411,null,155067,null,9142,null,32199,null,3236,null,39762,null,4145,null,26678,null,2798,null,1867,null,722,null,25775,null,4496,null,24802,null,3329,null,3984,null,910,null,188556,null,8282,null,89304,null,6296,null,20629,null,2722,null,52443,null,3650,null,1264,null,875,null,10308,null,2217,null,8357,null,1727,null,6251,null,806,null,0400000US13,Georgia,13
628564,null,6795,null,203984,null,5984,null,125238,null,5657,null,153459,null,6411,null,4964,null,1304,null,68131,null,4148,null,53140,null,3228,null,19648,null,2452,null,426520,null,7854,null,138029,null,5543,null,80402,null,4150,null,102627,null,5847,null,2964,null,965,null,51004,null,3674,null,37420,null,3000,null,14074,null,2299,null,95832,null,5110,null,31743,null,2994,null,18580,null,2534,null,25773,null,2695,null,1166,null,475,null,11952,null,1831,null,5174,null,1145,null,1444,null,509,null,35326,null,2785,null,8016,null,1567,null,11716,null,1568,null,10019,null,1750,null,133,null,147,null,1244,null,619,null,4094,null,1086,null,104,null,122,null,44370,null,4220,null,13084,null,1685,null,11077,null,2516,null,9369,null,1618,null,425,null,287,null,2739,null,851,null,4434,null,1438,null,3242,null,661,null,26516,null,2681,null,13112,null,2046,null,3463,null,871,null,5671,null,1284,null,276,null,346,null,1192,null,535,null,2018,null,937,null,784,null,361,null,0400000US15,Hawaii,15
682844,null,7481,null,222351,null,6781,null,102018,null,5261,null,171164,null,6630,null,17310,null,2439,null,81272,null,4155,null,87369,null,4681,null,1360,null,508,null,521695,null,8565,null,170935,null,6657,null,74219,null,4737,null,137975,null,5451,null,10817,null,1773,null,59000,null,3934,null,67834,null,3864,null,915,null,506,null,79154,null,4463,null,21067,null,2322,null,13812,null,2058,null,14147,null,1635,null,2490,null,715,null,16485,null,2176,null,11129,null,1757,null,24,null,46,null,5076,null,1006,null,1535,null,580,null,494,null,266,null,1185,null,432,null,11,null,21,null,643,null,310,null,1208,null,565,null,0,null,267,null,39922,null,3410,null,12382,null,1793,null,8998,null,1619,null,7678,null,1499,null,2631,null,916,null,2962,null,985,null,5216,null,1379,null,55,null,88,null,36997,null,3222,null,16432,null,2030,null,4495,null,955,null,10179,null,1795,null,1361,null,669,null,2182,null,853,null,1982,null,734,null,366,null,64,null,0400000US16,Idaho,16
5997956,null,22464,null,2059859,null,20985,null,961787,null,16871,null,1579497,null,17914,null,16532,null,1922,null,494165,null,11033,null,876880,null,15582,null,9236,null,1171,null,4413291,null,26930,null,1522867,null,19214,null,656090,null,13614,null,1178513,null,16064,null,11276,null,1636,null,381257,null,9246,null,659540,null,13351,null,3748,null,819,null,558475,null,14809,null,135733,null,6419,null,103914,null,6934,null,116980,null,6206,null,3237,null,869,null,74263,null,4540,null,123706,null,7316,null,642,null,469,null,531017,null,11771,null,215988,null,6521,null,96952,null,5655,null,157008,null,7239,null,569,null,564,null,14581,null,2276,null,45887,null,3734,null,32,null,52,null,275687,null,8622,null,84347,null,4611,null,68596,null,5647,null,67518,null,4710,null,867,null,431,null,12383,null,1916,null,39416,null,3815,null,2560,null,830,null,219486,null,7761,null,100924,null,4630,null,36235,null,2735,null,59478,null,4122,null,583,null,380,null,11681,null,1977,null,8331,null,1510,null,2254,null,736,null,0400000US17,Illinois,17
2900016,null,16823,null,875013,null,13990,null,465226,null,8979,null,715878,null,11428,null,12091,null,1856,null,272940,null,9093,null,557167,null,11822,null,1701,null,677,null,2413724,null,16018,null,742085,null,12158,null,365207,null,8242,null,614054,null,10736,null,7992,null,1349,null,222917,null,7875,null,460158,null,10334,null,1311,null,591,null,274319,null,8582,null,63848,null,3291,null,52207,null,4359,null,50505,null,3728,null,2136,null,752,null,37429,null,3470,null,68066,null,4223,null,128,null,215,null,20627,null,2403,null,4218,null,1082,null,6313,null,1634,null,5121,null,1123,null,198,null,170,null,643,null,385,null,4134,null,818,null,0,null,267,null,96790,null,5456,null,24978,null,2497,null,24967,null,2766,null,21130,null,2260,null,606,null,428,null,6234,null,1354,null,18613,null,2309,null,262,null,227,null,94556,null,4721,null,39884,null,2765,null,16532,null,2094,null,25068,null,2389,null,1159,null,499,null,5717,null,1217,null,6196,null,1126,null,0,null,267,null,0400000US18,Indiana,18
1501636,null,10108,null,484526,null,9706,null,238876,null,5969,null,371860,null,7833,null,16727,null,1867,null,134927,null,4536,null,253778,null,6076,null,942,null,422,null,1181222,null,11059,null,382558,null,8794,null,178708,null,5640,null,307837,null,7516,null,10706,null,1441,null,106011,null,4107,null,194607,null,5318,null,795,null,376,null,150834,null,6471,null,37863,null,3283,null,19504,null,1998,null,31834,null,2783,null,1989,null,637,null,21088,null,1822,null,38409,null,2749,null,147,null,226,null,17111,null,2205,null,7095,null,1316,null,3019,null,1117,null,3636,null,902,null,256,null,287,null,578,null,370,null,2527,null,732,null,0,null,267,null,78667,null,3802,null,23493,null,2078,null,21359,null,1919,null,13811,null,1920,null,1519,null,665,null,3995,null,740,null,14490,null,1704,null,0,null,267,null,73802,null,3925,null,33517,null,2424,null,16286,null,1616,null,14742,null,1605,null,2257,null,682,null,3255,null,786,null,3745,null,865,null,0,null,267,null,0400000US19,Iowa,19
1387425,null,11649,null,471610,null,9791,null,216323,null,7360,null,349463,null,8985,null,11243,null,1765,null,129585,null,5271,null,201672,null,6446,null,7529,null,1481,null,1130916,null,11761,null,390418,null,8699,null,165875,null,6745,null,297147,null,8413,null,8050,null,1411,null,102310,null,4741,null,161315,null,5529,null,5801,null,1092,null,133351,null,6256,null,36948,null,3351,null,22302,null,2636,null,25121,null,2787,null,1400,null,637,null,19478,null,2387,null,27249,null,3100,null,853,null,756,null,7161,null,1481,null,1204,null,499,null,2278,null,975,null,1775,null,784,null,0,null,267,null,202,null,174,null,1702,null,516,null,0,null,267,null,55929,null,4148,null,16892,null,2158,null,12642,null,2076,null,11185,null,1716,null,858,null,448,null,5106,null,1372,null,8395,null,1439,null,851,null,493,null,60068,null,3272,null,26148,null,2130,null,13226,null,1704,null,14235,null,1737,null,935,null,286,null,2489,null,693,null,3011,null,740,null,24,null,28,null,0400000US20,Kansas,20
1880402,null,16550,null,571856,null,10199,null,293270,null,9220,null,472275,null,10421,null,15956,null,1906,null,189643,null,7838,null,324679,null,9460,null,12723,null,1834,null,1532402,null,15680,null,477688,null,8637,null,219237,null,8096,null,401990,null,10122,null,8675,null,1429,null,148132,null,5897,null,266403,null,8572,null,10277,null,1837,null,202924,null,7315,null,52353,null,4111,null,40167,null,3508,null,36960,null,3152,null,4521,null,1329,null,31758,null,3012,null,36499,null,3178,null,666,null,333,null,20770,null,2580,null,3433,null,985,null,6926,null,1497,null,5151,null,1206,null,135,null,171,null,859,null,477,null,4266,null,1065,null,0,null,267,null,64192,null,4816,null,13730,null,1931,null,15663,null,2527,null,14038,null,2229,null,1144,null,620,null,5089,null,1375,null,13092,null,1694,null,1436,null,592,null,60114,null,4091,null,24652,null,2655,null,11277,null,1675,null,14136,null,1740,null,1481,null,596,null,3805,null,1098,null,4419,null,1589,null,344,null,57,null,0400000US21,Kentucky,21
1860956,null,16291,null,553828,null,11601,null,315139,null,9393,null,476247,null,11668,null,9963,null,1546,null,242411,null,9227,null,253870,null,8246,null,9498,null,1403,null,1504472,null,16193,null,470399,null,11388,null,233763,null,7826,null,409928,null,10282,null,5784,null,1212,null,178170,null,8070,null,199065,null,7155,null,7363,null,1290,null,210924,null,7913,null,47056,null,3742,null,40502,null,4020,null,39050,null,3218,null,2567,null,830,null,47318,null,4434,null,33846,null,3322,null,585,null,336,null,20935,null,2573,null,2629,null,868,null,9963,null,1753,null,3616,null,1208,null,0,null,267,null,1468,null,696,null,3162,null,950,null,97,null,160,null,73787,null,4856,null,14419,null,2070,null,22243,null,3053,null,11588,null,1840,null,1185,null,590,null,10056,null,2187,null,13049,null,2055,null,1247,null,644,null,50838,null,4330,null,19325,null,2071,null,8668,null,1789,null,12065,null,1601,null,427,null,320,null,5399,null,1648,null,4748,null,1871,null,206,null,236,null,0400000US22,Louisiana,22
632517,null,6177,null,211087,null,6557,null,110593,null,4228,null,155682,null,5892,null,9340,null,1547,null,64952,null,3050,null,79931,null,4058,null,932,null,398,null,502128,null,6289,null,173067,null,5788,null,83454,null,3277,null,127912,null,5519,null,4968,null,1055,null,49725,null,2786,null,62189,null,3478,null,813,null,395,null,60813,null,4185,null,14495,null,1882,null,11832,null,1964,null,11765,null,1621,null,2469,null,962,null,10129,null,1473,null,10054,null,1671,null,69,null,112,null,4000,null,1205,null,715,null,507,null,894,null,514,null,1387,null,710,null,15,null,24,null,200,null,173,null,789,null,548,null,0,null,267,null,34400,null,3111,null,9211,null,1458,null,8670,null,1455,null,7342,null,1384,null,1322,null,569,null,3232,null,862,null,4573,null,1195,null,50,null,85,null,31176,null,2397,null,13599,null,1672,null,5743,null,1274,null,7276,null,1106,null,566,null,268,null,1666,null,600,null,2326,null,706,null,0,null,267,null,0400000US23,Maine,23
2533049,null,18945,null,1044633,null,13753,null,389662,null,11184,null,634684,null,10866,null,6536,null,1419,null,234367,null,8999,null,211045,null,7730,null,12122,null,2015,null,1941195,null,22040,null,835666,null,13387,null,264247,null,8986,null,488661,null,10328,null,4093,null,1288,null,172375,null,7823,null,166264,null,6674,null,9889,null,2003,null,263185,null,10066,null,88120,null,5192,null,45975,null,4370,null,58521,null,4045,null,872,null,516,null,44472,null,4484,null,23606,null,2864,null,1619,null,1023,null,131304,null,7534,null,38243,null,3495,null,38258,null,3590,null,37115,null,4059,null,435,null,386,null,8526,null,1591,null,8570,null,1672,null,157,null,154,null,97127,null,6401,null,33300,null,3071,null,25495,null,3199,null,23896,null,2345,null,420,null,302,null,4990,null,1208,null,8569,null,2064,null,457,null,297,null,100238,null,4509,null,49304,null,3207,null,15687,null,1824,null,26491,null,2601,null,716,null,405,null,4004,null,1010,null,4036,null,1135,null,0,null,267,null,0400000US24,Maryland,24
3248181,null,20259,null,1383029,null,16154,null,517805,null,13377,null,796595,null,13700,null,7688,null,1920,null,240859,null,8629,null,299752,null,10023,null,2453,null,713,null,2379417,null,21329,null,1009056,null,13892,null,353736,null,10738,null,598416,null,13173,null,4714,null,1327,null,183656,null,7518,null,228066,null,8855,null,1773,null,653,null,263928,null,11724,null,80065,null,5162,null,53283,null,4302,null,55142,null,3886,null,1316,null,681,null,39075,null,4403,null,35047,null,3180,null,0,null,267,null,292831,null,11034,null,151458,null,7836,null,51229,null,5013,null,67811,null,4570,null,196,null,312,null,7174,null,1693,null,14798,null,2820,null,165,null,151,null,184849,null,8546,null,74873,null,4677,null,40808,null,4352,null,44199,null,3262,null,738,null,529,null,6447,null,1545,null,17429,null,2511,null,355,null,288,null,127156,null,6301,null,67577,null,4750,null,18749,null,2523,null,31027,null,3171,null,724,null,657,null,4507,null,1132,null,4412,null,998,null,160,null,187,null,0400000US25,Massachusetts,25
4353614,null,19490,null,1438306,null,14856,null,759748,null,12886,null,1089085,null,14186,null,23346,null,2623,null,350013,null,7869,null,691543,null,12430,null,1573,null,546,null,3616966,null,19895,null,1237099,null,14268,null,583900,null,11938,null,926596,null,13255,null,12844,null,1912,null,284702,null,7207,null,570454,null,10298,null,1371,null,534,null,384632,null,10621,null,95953,null,4799,null,75532,null,4616,null,81264,null,4289,null,5957,null,1250,null,47796,null,3746,null,77928,null,4822,null,202,null,118,null,53364,null,4186,null,9138,null,1369,null,18663,null,2577,null,12694,null,2093,null,206,null,205,null,1419,null,475,null,11244,null,2131,null,0,null,267,null,149932,null,5414,null,38570,null,3025,null,46820,null,3800,null,31116,null,2439,null,1937,null,631,null,8168,null,1417,null,23321,null,2515,null,0,null,267,null,148720,null,5119,null,57546,null,2796,null,34833,null,2840,null,37415,null,2514,null,2402,null,690,null,7928,null,1237,null,8596,null,1533,null,0,null,267,null,0400000US26,Michigan,26
