B15002_001E,B15002_001EA,B15002_001M,B15002_001MA,B15002_002E,B15002_002EA,B15002_002M,B15002_002MA,B15002_003E,B15002_003EA,B15002_003M,B15002_003MA,B15002_004E,B15002_004EA,B15002_004M,B15002_004MA,B15002_005E,B15002_005EA,B15002_005M,B15002_005MA,B15002_006E,B15002_006EA,B15002_006M,B15002_006MA,B15002_007E,B15002_007EA,B15002_007M,B15002_007MA,B15002_008E,B15002_008EA,B15002_008M,B15002_008MA,B15002_009E,B15002_009EA,B15002_009M,B15002_009MA,B15002_010E,B15002_010EA,B15002_010M,B15002_010MA,B15002_011E,B15002_011EA,B15002_011M,B15002_011MA,B15002_012E,B15002_012EA,B15002_012M,B15002_012MA,B15002_013E,B15002_013EA,B15002_013M,B15002_013MA,B15002_014E,B15002_014EA,B15002_014M,B15002_014MA,B15002_015E,B15002_015EA,B15002_015M,B15002_015MA,B15002_016E,B15002_016EA,B15002_016M,B15002_016MA,B15002_017E,B15002_017EA,B15002_017M,B15002_017MA,B15002_018E,B15002_018EA,B15002_018M,B15002_018MA,B15002_019E,B15002_019EA,B15002_019M,B15002_019MA,B15002_020E,B15002_020EA,B15002_020M,B15002_020MA,B15002_021E,B15002_021EA,B15002_021M,B15002_021MA,B15002_022E,B15002_022EA,B15002_022M,B15002_022MA,B15002_023E,B15002_023EA,B15002_023M,B15002_023MA,B15002_024E,B15002_024EA,B15002_024M,B15002_024MA,B15002_025E,B15002_025EA,B15002_025M,B15002_025MA,B15002_026E,B15002_026EA,B15002_026M,B15002_026MA,B15002_027E,B15002_027EA,B15002_027M,B15002_027MA,B15002_028E,B15002_028EA,B15002_028M,B15002_028MA,B15002_029E,B15002_029EA,B15002_029M,B15002_029MA,B15002_030E,B15002_030EA,B15002_030M,B15002_030MA,B15002_031E,B15002_031EA,B15002_031M,B15002_031MA,B15002_032E,B15002_032EA,B15002_032M,B15002_032MA,B15002_033E,B15002_033EA,B15002_033M,B15002_033MA,B15002_034E,B15002_034EA,B15002_034M,B15002_034MA,B15002_035E,B15002_035EA,B15002_035M,B15002_035MA,GEO_ID,NAME,state
3045893,null,4778,null,1434259,null,4052,null,10314,null,1675,null,12188,null,1571,null,23922,null,2338,null,52510,null,3443,null,43484,null,3037,null,53832,null,3470,null,58285,null,4352,null,34352,null,3022,null,463450,null,10262,null,78886,null,4237,null,202644,null,5538,null,83694,null,4138,null,199240,null,6657,null,74687,null,4078,null,27240,null,2789,null,15531,null,1605,null,1611634,null,3184,null,8788,null,1654,null,8298,null,1357,null,22375,null,2240,null,54596,null,3624,null,50041,null,3643,null,63956,null,4257,null,68771,null,4926,null,31618,null,2486,null,514680,null,9923,null,101150,null,4779,null,234229,null,7560,null,118421,null,4455,null,209360,null,6487,null,100050,null,4244,null,16015,null,1829,null,9286,null,1126,null,0400000US01,Alabama,01
421818,null,2623,null,216408,null,2277,null,1428,null,566,null,871,null,471,null,2172,null,766,null,3715,null,869,null,1809,null,615,null,3998,null,965,null,4077,null,812,null,3540,null,894,null,67650,null,3714,null,15360,null,1702,null,40024,null,2947,null,18242,null,2364,null,31211,null,2187,null,14329,null,1676,null,4644,null,948,null,3338,null,912,null,205410,null,1541,null,775,null,366,null,1284,null,451,null,2904,null,824,null,3119,null,731,null,1774,null,584,null,2792,null,746,null,3942,null,931,null,1936,null,667,null,59791,null,3089,null,16541,null,1714,null,36784,null,2289,null,17683,null,1803,null,36543,null,2525,null,14998,null,1615,null,2976,null,627,null,1568,null,595,null,0400000US02,Alaska,02
4075825,null,3131,null,2007780,null,2502,null,17422,null,2172,null,22028,null,3176,null,64067,null,5057,null,59578,null,4909,null,48586,null,4110,null,44622,null,4295,null,50219,null,3957,null,44044,null,2719,null,526825,null,13562,null,131014,null,6284,null,324407,null,10453,null,146003,null,6537,null,332696,null,8293,null,127771,null,4331,null,40306,null,2547,null,28192,null,2632,null,2068045,null,1949,null,18998,null,2450,null,17801,null,2468,null,54383,null,3989,null,55745,null,3902,null,46470,null,4003,null,44802,null,3578,null,46120,null,3639,null,38974,null,3477,null,566437,null,11595,null,155531,null,5194,null,342787,null,9022,null,176375,null,7336,null,323201,null,7770,null,139472,null,5067,null,25518,null,2310,null,15431,null,2085,null,0400000US04,Arizona,04
1861810,null,4842,null,891290,null,3766,null,6311,null,1191,null,8631,null,1344,null,17713,null,1956,null,33437,null,2770,null,23846,null,2418,null,29101,null,2433,null,32974,null,2663,null,20521,null,2275,null,319990,null,6765,null,50572,null,3218,null,125358,null,5419,null,44660,null,3263,null,116620,null,5623,null,36404,null,2750,null,15579,null,1512,null,9573,null,1387,null,970520,null,3497,null,7954,null,1590,null,7790,null,1304,null,14421,null,1859,null,37790,null,2717,null,25188,null,2346,null,32955,null,3008,null,32932,null,2623,null,19511,null,1779,null,343861,null,7253,null,65043,null,4007,null,136246,null,5496,null,64765,null,3828,null,123109,null,5207,null,46445,null,2715,null,8710,null,1507,null,3800,null,862,null,0400000US05,Arkansas,05
23331762,null,6611,null,11475490,null,6036,null,191338,null,7731,null,213190,null,9141,null,520743,null,12843,null,270382,null,8759,null,281889,null,10088,null,226879,null,8608,null,290021,null,8883,null,313903,null,10655,null,2664055,null,29167,null,598540,null,12812,null,1598195,null,21424,null,802701,null,15540,null,2182919,null,23764,null,813782,null,11492,null,300639,null,7778,null,206314,null,6848,null,11856272,null,4372,null,241946,null,8321,null,220705,null,8234,null,527097,null,10541,null,282667,null,9893,null,270864,null,8331,null,228256,null,8064,null,255159,null,10100,null,277709,null,8575,null,2732198,null,23050,null,721962,null,11398,null,1738422,null,23565,null,979417,null,16720,null,2242105,null,21341,null,823132,null,14594,null,203229,null,6487,null,111404,null,5266,null,0400000US06,California,06
3203704,null,4123,null,1593758,null,3801,null,12038,null,2370,null,13002,null,2183,null,26684,null,3627,null,24465,null,2425,null,23627,null,2897,null,27864,null,2637,null,31236,null,3227,null,26691,null,2747,null,399884,null,9636,null,84274,null,4688,null,243808,null,8854,null,110094,null,6049,null,359588,null,9271,null,143342,null,5491,null,39982,null,3338,null,27179,null,2477,null,1609946,null,2706,null,8445,null,1312,null,9236,null,1587,null,22500,null,2787,null,20954,null,2281,null,24373,null,2518,null,27108,null,2942,null,30171,null,3321,null,26982,null,2220,null,397468,null,8799,null,106060,null,4661,null,256635,null,6820,null,128837,null,5553,null,361584,null,7803,null,149089,null,5501,null,26895,null,2388,null,13609,null,1731,null,0400000US08,Colorado,08
2359568,null,1614,null,1121166,null,1542,null,5096,null,1369,null,7758,null,1630,null,14301,null,2319,null,24233,null,2366,null,19622,null,2438,null,22676,null,2113,null,19979,null,1946,null,19522,null,2141,null,332691,null,7104,null,60422,null,3566,null,122287,null,5640,null,73051,null,3976,null,220980,null,7372,null,117153,null,4405,null,39280,null,2873,null,22115,null,2251,null,1238402,null,1176,null,7636,null,1252,null,8708,null,1579,null,15005,null,1916,null,25540,null,2178,null,21489,null,2400,null,26899,null,2244,null,20729,null,2718,null,23235,null,2416,null,362492,null,7136,null,66348,null,3679,null,139142,null,4576,null,102967,null,4605,null,234333,null,7069,null,146021,null,5090,null,27170,null,2422,null,10688,null,1604,null,0400000US09,Connecticut,09
573935,null,890,null,270747,null,844,null,1515,null,664,null,1749,null,597,null,3396,null,816,null,6692,null,1189,null,5387,null,1106,null,6755,null,1234,null,6546,null,1253,null,4664,null,1111,null,89312,null,4164,null,17689,null,2237,null,36982,null,2350,null,18474,null,2173,null,41126,null,2720,null,19320,null,1887,null,6046,null,1125,null,5094,null,999,null,303188,null,522,null,1826,null,730,null,775,null,365,null,2003,null,647,null,6227,null,1063,null,4290,null,805,null,8667,null,1324,null,6931,null,1240,null,4764,null,935,null,101932,null,3911,null,21877,null,2168,null,39179,null,2812,null,26430,null,2499,null,49047,null,2621,null,21981,null,1814,null,4772,null,833,null,2487,null,587,null,0400000US10,Delaware,10
401018,null,843,null,185939,null,926,null,2134,null,898,null,2273,null,1075,null,3198,null,1189,null,3623,null,914,null,3396,null,958,null,3010,null,875,null,4887,null,1291,null,4262,null,1453,null,39531,null,3044,null,6016,null,1280,null,17394,null,2188,null,6494,null,1649,null,41016,null,2591,null,26725,null,2532,null,14906,null,1545,null,7074,null,1334,null,215079,null,506,null,1853,null,704,null,1585,null,756,null,3568,null,1222,null,3909,null,954,null,4563,null,1202,null,3859,null,1083,null,6646,null,1494,null,4448,null,939,null,47913,null,3406,null,8564,null,1576,null,21061,null,2092,null,6428,null,1315,null,45218,null,3052,null,36033,null,2791,null,13195,null,1864,null,6236,null,981,null,0400000US11,District of Columbia,11
12588083,null,7946,null,6047177,null,5898,null,47339,null,4528,null,49939,null,4614,null,124808,null,7725,null,138987,null,6849,null,135863,null,6451,null,161854,null,7551,null,154584,null,7264,null,157368,null,6654,null,1842105,null,21544,null,363349,null,9815,null,758990,null,15462,null,467043,null,10961,null,1056453,null,15541,null,358523,null,10612,null,156570,null,6236,null,73402,null,3921,null,6540906,null,5397,null,50281,null,4782,null,50236,null,4064,null,118261,null,6324,null,132829,null,5608,null,116193,null,6081,null,158176,null,7704,null,149438,null,6230,null,153319,null,6047,null,2120355,null,21292,null,453877,null,10926,null,846750,null,15115,null,593695,null,13224,null,1067174,null,14087,null,388683,null,11159,null,98279,null,4875,null,43360,null,3264,null,0400000US12,Florida,12
