B20001_001E,B20001_001EA,B20001_001M,B20001_001MA,B20001_002E,B20001_002EA,B20001_002M,B20001_002MA,B20001_003E,B20001_003EA,B20001_003M,B20001_003MA,B20001_004E,B20001_004EA,B20001_004M,B20001_004MA,B20001_005E,B20001_005EA,B20001_005M,B20001_005MA,B20001_006E,B20001_006EA,B20001_006M,B20001_006MA,B20001_007E,B20001_007EA,B20001_007M,B20001_007MA,B20001_008E,B20001_008EA,B20001_008M,B20001_008MA,B20001_009E,B20001_009EA,B20001_009M,B20001_009MA,B20001_010E,B20001_010EA,B20001_010M,B20001_010MA,B20001_011E,B20001_011EA,B20001_011M,B20001_011MA,B20001_012E,B20001_012EA,B20001_012M,B20001_012MA,B20001_013E,B20001_013EA,B20001_013M,B20001_013MA,B20001_014E,B20001_014EA,B20001_014M,B20001_014MA,B20001_015E,B20001_015EA,B20001_015M,B20001_015MA,B20001_016E,B20001_016EA,B20001_016M,B20001_016MA,B20001_017E,B20001_017EA,B20001_017M,B20001_017MA,B20001_018E,B20001_018EA,B20001_018M,B20001_018MA,B20001_019E,B20001_019EA,B20001_019M,B20001_019MA,B20001_020E,B20001_020EA,B20001_020M,B20001_020MA,B20001_021E,B20001_021EA,B20001_021M,B20001_021MA,B20001_022E,B20001_022EA,B20001_022M,B20001_022MA,B20001_023E,B20001_023EA,B20001_023M,B20001_023MA,B20001_024E,B20001_024EA,B20001_024M,B20001_024MA,B20001_025E,B20001_025EA,B20001_025M,B20001_025MA,B20001_026E,B20001_026EA,B20001_026M,B20001_026MA,B20001_027E,B20001_027EA,B20001_027M,B20001_027MA,B20001_028E,B20001_028EA,B20001_028M,B20001_028MA,B20001_029E,B20001_029EA,B20001_029M,B20001_029MA,B20001_030E,B20001_030EA,B20001_030M,B20001_030MA,B20001_031E,B20001_031EA,B20001_031M,B20001_031MA,B20001_032E,B20001_032EA,B20001_032M,B20001_032MA,B20001_033E,B20001_033EA,B20001_033M,B20001_033MA,B20001_034E,B20001_034EA,B20001_034M,B20001_034MA,B20001_035E,B20001_035EA,B20001_035M,B20001_035MA,B20001_036E,B20001_036EA,B20001_036M,B20001_036MA,B20001_037E,B20001_037EA,B20001_037M,B20001_037MA,B20001_038E,B20001_038EA,B20001_038M,B20001_038MA,B20001_039E,B20001_039EA,B20001_039M,B20001_039MA,B20001_040E,B20001_040EA,B20001_040M,B20001_040MA,B20001_041E,B20001_041EA,B20001_041M,B20001_041MA,B20001_042E,B20001_042EA,B20001_042M,B20001_042MA,B20001_043E,B20001_043EA,B20001_043M,B20001_043MA,GEO_ID,NAME,state
2349423,null,14648,null,1242908,null,8985,null,80992,null,4148,null,52345,null,3405,null,51427,null,3813,null,34037,null,2890,null,55628,null,3490,null,30528,null,2862,null,53676,null,4023,null,38172,null,3534,null,65083,null,4191,null,38479,null,3529,null,88557,null,4051,null,96089,null,5589,null,75404,null,3964,null,77831,null,4042,null,56515,null,4056,null,63320,null,4160,null,72060,null,4381,null,51942,null,3287,null,76113,null,4364,null,84710,null,3198,null,1106515,null,9764,null,117754,null,5050,null,65966,null,4462,null,65016,null,3554,null,50785,null,3117,null,79662,null,5263,null,53032,null,4018,null,74652,null,4031,null,48621,null,3149,null,66910,null,3583,null,39132,null,3189,null,84854,null,4418,null,76672,null,3736,null,56558,null,3367,null,56687,null,3958,null,39170,null,2867,null,37702,null,3156,null,34023,null,2401,null,22283,null,2124,null,22065,null,2342,null,14971,null,1709,null,0400000US01,Alabama,01
414089,null,3472,null,230061,null,2767,null,15267,null,1681,null,8433,null,1434,null,9576,null,1443,null,6060,null,1360,null,8484,null,1302,null,3973,null,900,null,7871,null,1167,null,5933,null,1300,null,8761,null,1683,null,7707,null,1375,null,12524,null,1862,null,13860,null,1726,null,11723,null,1692,null,12529,null,1595,null,11480,null,1504,null,12156,null,1787,null,18542,null,2117,null,15106,null,1886,null,19758,null,1625,null,20318,null,2093,null,184028,null,2930,null,17391,null,1788,null,11371,null,1461,null,11539,null,1800,null,6758,null,1011,null,9218,null,1391,null,3974,null,937,null,7606,null,1153,null,6614,null,1158,null,9104,null,1370,null,7811,null,1397,null,13845,null,1454,null,14483,null,1900,null,10895,null,1251,null,10397,null,1480,null,7246,null,1138,null,8684,null,1646,null,9971,null,1420,null,7150,null,1647,null,5917,null,1245,null,4054,null,892,null,0400000US02,Alaska,02
3247187,null,15937,null,1778618,null,9689,null,90046,null,4414,null,55386,null,4017,null,66109,null,4749,null,42537,null,3319,null,83784,null,5661,null,48680,null,4211,null,84233,null,6272,null,58999,null,4979,null,91574,null,5892,null,52468,null,4279,null,129192,null,5707,null,134364,null,7028,null,108441,null,6334,null,107963,null,6031,null,73574,null,4582,null,95756,null,4702,null,112534,null,5513,null,76408,null,3904,null,118842,null,5592,null,147728,null,5776,null,1468569,null,10589,null,117874,null,4779,null,81051,null,5315,null,78889,null,5013,null,64249,null,4728,null,98703,null,5884,null,52601,null,4946,null,79623,null,4803,null,51981,null,4494,null,84845,null,4613,null,58433,null,4576,null,115420,null,6252,null,116700,null,5381,null,90318,null,5081,null,83742,null,5451,null,51375,null,3304,null,54374,null,3648,null,61591,null,3925,null,37713,null,3232,null,47953,null,3519,null,41134,null,3006,null,0400000US04,Arizona,04
1451021,null,10350,null,763823,null,7084,null,52708,null,3584,null,30767,null,2846,null,31317,null,2422,null,26091,null,2571,null,37676,null,2976,null,26335,null,3120,null,34908,null,3233,null,28223,null,3055,null,45055,null,3667,null,26623,null,2975,null,60253,null,4274,null,63262,null,4212,null,47401,null,3240,null,43523,null,3170,null,29255,null,3054,null,34574,null,3036,null,40647,null,2717,null,27875,null,2395,null,36223,null,2887,null,41107,null,3011,null,687198,null,7772,null,67799,null,4295,null,41009,null,2930,null,46746,null,3163,null,37001,null,3327,null,50649,null,3652,null,33999,null,2722,null,47388,null,3772,null,32783,null,2317,null,50932,null,4112,null,26977,null,2889,null,53710,null,3626,null,49570,null,3156,null,31793,null,2560,null,27732,null,2676,null,21293,null,2143,null,19761,null,2010,null,19582,null,2040,null,9794,null,1495,null,10808,null,1601,null,7872,null,1296,null,0400000US05,Arkansas,05
19274445,null,40352,null,10574524,null,25138,null,501017,null,11451,null,329291,null,9332,null,358565,null,10687,null,265773,null,8703,null,491468,null,12140,null,298887,null,10486,null,472258,null,10573,null,352362,null,10969,null,513470,null,14760,null,329286,null,10300,null,635413,null,14971,null,674383,null,15909,null,531701,null,14431,null,569486,null,16577,null,425814,null,11059,null,496949,null,12659,null,659986,null,12643,null,529008,null,13664,null,843983,null,14593,null,1295424,null,14207,null,8699921,null,28363,null,682994,null,13911,null,442620,null,10898,null,494418,null,13154,null,363435,null,9601,null,574363,null,12258,null,301266,null,9061,null,446192,null,12051,null,288274,null,9479,null,428752,null,10709,null,281410,null,9994,null,541415,null,12746,null,575456,null,13106,null,436548,null,10901,null,442371,null,10834,null,327446,null,8886,null,343054,null,9754,null,462453,null,10569,null,343215,null,9461,null,486780,null,11812,null,437459,null,10747,null,0400000US06,California,06
2867671,null,12602,null,1564703,null,8175,null,89335,null,4736,null,57750,null,4520,null,62523,null,4669,null,35706,null,3257,null,67888,null,4507,null,33480,null,3739,null,54815,null,4577,null,37364,null,3533,null,67307,null,4959,null,45831,null,3596,null,96067,null,5030,null,111871,null,4965,null,100484,null,5712,null,93377,null,5406,null,72310,null,5608,null,72126,null,3906,null,106936,null,5765,null,84510,null,4173,null,120848,null,4776,null,154175,null,5570,null,1302968,null,8924,null,123871,null,4579,null,75021,null,4304,null,74428,null,4504,null,51302,null,4056,null,81639,null,5033,null,41281,null,3782,null,61957,null,4751,null,38528,null,3191,null,69701,null,3943,null,51282,null,4031,null,91216,null,4893,null,102707,null,5341,null,77438,null,4207,null,73783,null,4084,null,47594,null,3252,null,50639,null,3063,null,62006,null,3829,null,39395,null,3256,null,45301,null,3269,null,43879,null,3290,null,0400000US08,Colorado,08
2011008,null,9010,null,1046116,null,5528,null,61692,null,3469,null,35435,null,2635,null,37313,null,3211,null,26086,null,2891,null,34385,null,3050,null,14625,null,2112,null,28675,null,3107,null,20329,null,2742,null,37824,null,3268,null,20711,null,2541,null,55146,null,4192,null,60248,null,4675,null,46133,null,3109,null,59862,null,3315,null,47315,null,3442,null,65669,null,3888,null,80951,null,4481,null,62132,null,3594,null,98325,null,5034,null,153260,null,5267,null,964892,null,7221,null,73427,null,3649,null,51282,null,3673,null,49442,null,3358,null,32496,null,2889,null,51102,null,3769,null,22606,null,2061,null,38637,null,3254,null,27005,null,2489,null,51488,null,3356,null,29603,null,2941,null,66213,null,4228,null,72413,null,3953,null,56421,null,3234,null,55051,null,4046,null,44215,null,3239,null,45343,null,3272,null,51351,null,3453,null,45591,null,2843,null,56060,null,3263,null,45146,null,3072,null,0400000US09,Connecticut,09
475812,null,5418,null,246592,null,3547,null,14753,null,1836,null,10057,null,1376,null,8603,null,1529,null,4405,null,895,null,9058,null,1643,null,5513,null,1057,null,8658,null,1567,null,5733,null,1121,null,9723,null,1493,null,6137,null,1709,null,14812,null,1968,null,18072,null,2065,null,14802,null,1936,null,16438,null,1944,null,12194,null,1703,null,16951,null,2017,null,15792,null,1959,null,13538,null,1879,null,18341,null,2016,null,23012,null,2042,null,229220,null,3559,null,18909,null,1862,null,14401,null,1776,null,9960,null,1189,null,7725,null,1429,null,11562,null,1363,null,6470,null,1141,null,9223,null,1518,null,7792,null,1321,null,11632,null,1692,null,6266,null,1015,null,18712,null,1897,null,17122,null,2062,null,15314,null,2069,null,13650,null,1738,null,10635,null,1578,null,10624,null,1592,null,14174,null,1653,null,8534,null,1594,null,9198,null,1120,null,7317,null,1122,null,0400000US10,Delaware,10
346774,null,4527,null,167754,null,3311,null,9286,null,1372,null,6618,null,1217,null,5894,null,1314,null,2611,null,794,null,5400,null,1275,null,2009,null,824,null,4717,null,1325,null,4083,null,1356,null,5510,null,1492,null,4310,null,1331,null,8836,null,1575,null,11067,null,1897,null,6879,null,1435,null,10553,null,1858,null,6634,null,1383,null,8368,null,1893,null,9741,null,1840,null,6946,null,1229,null,16087,null,2268,null,32205,null,2435,null,179020,null,3275,null,14207,null,1635,null,7168,null,1430,null,7732,null,1412,null,3771,null,1185,null,7395,null,1702,null,4281,null,1174,null,7704,null,1519,null,3388,null,950,null,8160,null,1760,null,5326,null,1273,null,8861,null,1683,null,11392,null,1943,null,9627,null,1607,null,11685,null,1807,null,7173,null,1265,null,8613,null,1628,null,10858,null,1882,null,9715,null,1883,null,14063,null,1230,null,17901,null,1751,null,0400000US11,District of Columbia,11
9549246,null,28691,null,5056460,null,17538,null,246651,null,8319,null,161139,null,7620,null,175908,null,7249,null,133305,null,7077,null,251884,null,9004,null,134249,null,7035,null,234615,null,11009,null,163705,null,7724,null,288934,null,12090,null,166652,null,7941,null,393489,null,11614,null,396634,null,12040,null,324283,null,10271,null,302765,null,9496,null,220428,null,8691,null,254493,null,8183,null,278976,null,9332,null,207295,null,7053,null,292886,null,9046,null,428169,null,9908,null,4492786,null,21727,null,334371,null,10542,null,220711,null,7735,null,241709,null,7704,null,178891,null,7030,null,300402,null,10106,null,180338,null,7721,null,264397,null,9482,null,170163,null,7241,null,271281,null,9636,null,183083,null,7870,null,378219,null,10575,null,373804,null,10314,null,292034,null,8363,null,247386,null,7828,null,152395,null,6507,null,166304,null,7256,null,181627,null,6770,null,110877,null,5907,null,128758,null,5875,null,116036,null,5348,null,0400000US12,Florida,12
