B05003A_001E,B05003A_001EA,B05003A_001M,B05003A_001MA,B05003A_002E,B05003A_002EA,B05003A_002M,B05003A_002MA,B05003A_003E,B05003A_003EA,B05003A_003M,B05003A_003MA,B05003A_004E,B05003A_004EA,B05003A_004M,B05003A_004MA,B05003A_005E,B05003A_005EA,B05003A_005M,B05003A_005MA,B05003A_006E,B05003A_006EA,B05003A_006M,B05003A_006MA,B05003A_007E,B05003A_007EA,B05003A_007M,B05003A_007MA,B05003A_008E,B05003A_008EA,B05003A_008M,B05003A_008MA,B05003A_009E,B05003A_009EA,B05003A_009M,B05003A_009MA,B05003A_010E,B05003A_010EA,B05003A_010M,B05003A_010MA,B05003A_011E,B05003A_011EA,B05003A_011M,B05003A_011MA,B05003A_012E,B05003A_012EA,B05003A_012M,B05003A_012MA,B05003A_013E,B05003A_013EA,B05003A_013M,B05003A_013MA,B05003A_014E,B05003A_014EA,B05003A_014M,B05003A_014MA,B05003A_015E,B05003A_015EA,B05003A_015M,B05003A_015MA,B05003A_016E,B05003A_016EA,B05003A_016M,B05003A_016MA,B05003A_017E,B05003A_017EA,B05003A_017M,B05003A_017MA,B05003A_018E,B05003A_018EA,B05003A_018M,B05003A_018MA,B05003A_019E,B05003A_019EA,B05003A_019M,B05003A_019MA,B05003A_020E,B05003A_020EA,B05003A_020M,B05003A_020MA,B05003A_021E,B05003A_021EA,B05003A_021M,B05003A_021MA,B05003A_022E,B05003A_022EA,B05003A_022M,B05003A_022MA,B05003A_023E,B05003A_023EA,B05003A_023M,B05003A_023MA,GEO_ID,NAME,state
2766081,null,5527,null,1358829,null,3245,null,323807,null,2161,null,320718,null,2214,null,3089,null,810,null,699,null,447,null,2390,null,718,null,1035022,null,2222,null,1013056,null,2425,null,21966,null,2127,null,8740,null,1611,null,13226,null,1544,null,1407252,null,3536,null,305080,null,2301,null,302007,null,2418,null,3073,null,756,null,808,null,348,null,2265,null,687,null,1102172,null,1814,null,1080426,null,2781,null,21746,null,2520,null,9476,null,1759,null,12270,null,1600,null,0400000US19,Iowa,19
2374824,null,6520,null,1170957,null,4228,null,287673,null,2355,null,283235,null,2274,null,4438,null,1259,null,876,null,586,null,3562,null,1070,null,883284,null,3285,null,848548,null,2603,null,34736,null,2925,null,9557,null,1536,null,25179,null,3034,null,1203867,null,3756,null,273136,null,2378,null,268993,null,2364,null,4143,null,1056,null,758,null,419,null,3385,null,941,null,930731,null,2346,null,899866,null,2372,null,30865,null,2844,null,11377,null,1735,null,19488,null,2363,null,0400000US20,Kansas,20
3781361,null,4853,null,1851797,null,4109,null,443178,null,2836,null,440220,null,2735,null,2958,null,1073,null,373,null,300,null,2585,null,1029,null,1408619,null,2616,null,1384649,null,2645,null,23970,null,2560,null,7859,null,1378,null,16111,null,2324,null,1929564,null,2798,null,416231,null,2026,null,413964,null,2127,null,2267,null,1023,null,394,null,247,null,1873,null,965,null,1513333,null,1843,null,1491970,null,2301,null,21363,null,1912,null,10024,null,1481,null,11339,null,1460,null,0400000US21,Kentucky,21
2756277,null,4944,null,1352228,null,3641,null,314447,null,2493,null,310243,null,2377,null,4204,null,1223,null,1092,null,620,null,3112,null,1154,null,1037781,null,2379,null,1006247,null,2973,null,31534,null,3466,null,12658,null,1963,null,18876,null,2925,null,1404049,null,3672,null,298654,null,2329,null,296050,null,2346,null,2604,null,857,null,902,null,613,null,1702,null,729,null,1105395,null,2427,null,1074000,null,2942,null,31395,null,3031,null,15676,null,2327,null,15719,null,2055,null,0400000US22,Louisiana,22
1254460,null,3314,null,610726,null,2365,null,131033,null,1642,null,130554,null,1707,null,479,null,331,null,244,null,199,null,235,null,268,null,479693,null,1233,null,467824,null,2105,null,11869,null,1703,null,6937,null,1122,null,4932,null,1233,null,643734,null,2039,null,123950,null,1517,null,122921,null,1561,null,1029,null,526,null,552,null,368,null,477,null,410,null,519784,null,1351,null,504485,null,2245,null,15299,null,1642,null,9843,null,1395,null,5456,null,1043,null,0400000US23,Maine,23
3402960,null,10537,null,1663488,null,5704,null,377982,null,2538,null,370255,null,2584,null,7727,null,1295,null,2141,null,796,null,5586,null,1096,null,1285506,null,4433,null,1194318,null,4325,null,91188,null,4976,null,43385,null,3053,null,47803,null,4057,null,1739472,null,5995,null,363072,null,3189,null,355732,null,3180,null,7340,null,1548,null,1977,null,736,null,5363,null,1209,null,1376400,null,3905,null,1274747,null,4918,null,101653,null,5229,null,55060,null,3991,null,46593,null,3666,null,0400000US24,Maryland,24
5330421,null,12171,null,2578612,null,7341,null,569061,null,3282,null,557685,null,3693,null,11376,null,1931,null,4317,null,1097,null,7059,null,1750,null,2009551,null,5649,null,1811014,null,9314,null,198537,null,9418,null,99738,null,5221,null,98799,null,7357,null,2751809,null,7227,null,538562,null,3513,null,527684,null,3796,null,10878,null,1973,null,4818,null,1208,null,6060,null,1465,null,2213247,null,4944,null,2004690,null,8381,null,208557,null,8031,null,120019,null,5863,null,88538,null,5203,null,0400000US25,Massachusetts,25
8001673,null,8566,null,3960284,null,5430,null,927660,null,2677,null,912377,null,3810,null,15283,null,2971,null,5251,null,1311,null,10032,null,2539,null,3032624,null,4136,null,2881065,null,5789,null,151559,null,6388,null,83672,null,4707,null,67887,null,4729,null,4041389,null,4711,null,874993,null,2722,null,860799,null,3223,null,14194,null,2033,null,4231,null,1095,null,9963,null,1850,null,3166396,null,3419,null,3012185,null,7155,null,154211,null,6315,null,89761,null,4645,null,64450,null,4659,null,0400000US26,Michigan,26
4570486,null,6559,null,2266756,null,3975,null,526500,null,2091,null,517779,null,2342,null,8721,null,1618,null,2952,null,861,null,5769,null,1429,null,1740256,null,3214,null,1682811,null,3756,null,57445,null,4007,null,21953,null,2194,null,35492,null,3404,null,2303730,null,3955,null,502194,null,2254,null,495710,null,2338,null,6484,null,1290,null,2712,null,868,null,3772,null,1056,null,1801536,null,2465,null,1751664,null,3194,null,49872,null,3503,null,21763,null,1783,null,28109,null,2960,null,0400000US27,Minnesota,27
1745130,null,3190,null,856784,null,3461,null,203146,null,2797,null,202199,null,2806,null,947,null,455,null,273,null,235,null,674,null,370,null,653638,null,1807,null,641008,null,1342,null,12630,null,2061,null,4271,null,1051,null,8359,null,1930,null,888346,null,2882,null,191364,null,2494,null,190615,null,2480,null,749,null,436,null,317,null,314,null,432,null,309,null,696982,null,1341,null,689241,null,1642,null,7741,null,1380,null,4019,null,1065,null,3722,null,746,null,0400000US28,Mississippi,28
4930507,null,6300,null,2412614,null,4318,null,575767,null,2982,null,568664,null,3235,null,7103,null,1723,null,1968,null,790,null,5135,null,1479,null,1836847,null,2729,null,1793724,null,3459,null,43123,null,3734,null,17702,null,1705,null,25421,null,3396,null,2517893,null,3932,null,550972,null,2623,null,543990,null,2956,null,6982,null,1394,null,2987,null,909,null,3995,null,1237,null,1966921,null,2543,null,1923816,null,3368,null,43105,null,2855,null,21555,null,2258,null,21550,null,2236,null,0400000US29,Missouri,29
858205,null,2418,null,431595,null,1595,null,95991,null,1001,null,95847,null,1034,null,144,null,151,null,0,null,233,null,144,null,151,null,335604,null,1027,null,330804,null,1427,null,4800,null,1184,null,2856,null,772,null,1944,null,954,null,426610,null,1587,null,87579,null,1046,null,87505,null,1024,null,74,null,82,null,55,null,87,null,19,null,37,null,339031,null,976,null,332878,null,1333,null,6153,null,994,null,3647,null,830,null,2506,null,654,null,0400000US30,Montana,30
1582113,null,4791,null,780692,null,3146,null,193361,null,1860,null,190629,null,1838,null,2732,null,863,null,425,null,465,null,2307,null,716,null,587331,null,2102,null,563906,null,2318,null,23425,null,2598,null,7798,null,1537,null,15627,null,2144,null,801421,null,2564,null,183584,null,1675,null,180537,null,1811,null,3047,null,973,null,699,null,374,null,2348,null,845,null,617837,null,1580,null,597199,null,2011,null,20638,null,2027,null,8837,null,1358,null,11801,null,1575,null,0400000US31,Nebraska,31
1897158,null,13889,null,967996,null,8048,null,229573,null,4473,null,217575,null,4433,null,11998,null,1977,null,1317,null,594,null,10681,null,1932,null,738423,null,5240,null,607890,null,4674,null,130533,null,6431,null,44752,null,3805,null,85781,null,5654,null,929162,null,8320,null,221329,null,4966,null,207430,null,5089,null,13899,null,2919,null,1297,null,646,null,12602,null,2888,null,707833,null,4466,null,592068,null,5272,null,115765,null,5921,null,44910,null,3459,null,70855,null,4986,null,0400000US32,Nevada,32
1247023,null,2726,null,614669,null,1603,null,141154,null,874,null,139864,null,1119,null,1290,null,738,null,319,null,275,null,971,null,654,null,473515,null,1257,null,454667,null,2479,null,18848,null,2279,null,9441,null,1432,null,9407,null,1633,null,632354,null,1741,null,133516,null,1048,null,132044,null,1121,null,1472,null,587,null,423,null,293,null,1049,null,571,null,498838,null,1085,null,479644,null,2179,null,19194,null,2092,null,10779,null,1651,null,8415,null,1368,null,0400000US33,New Hampshire,33
6037580,null,18406,null,2946578,null,10618,null,677599,null,5111,null,655623,null,5444,null,21976,null,2738,null,6742,null,1391,null,15234,null,2323,null,2268979,null,8078,null,1924626,null,9464,null,344353,null,10868,null,189693,null,8137,null,154660,null,7822,null,3091002,null,9919,null,639782,null,5485,null,617008,null,5680,null,22774,null,2829,null,6207,null,1482,null,16567,null,2411,null,2451220,null,7132,null,2087437,null,11145,null,363783,null,12090,null,211852,null,8152,null,151931,null,7395,null,0400000US34,New Jersey,34
1360378,null,11251,null,672289,null,7257,null,161909,null,3930,null,155697,null,4141,null,6212,null,1500,null,593,null,378,null,5619,null,1628,null,510380,null,4902,null,454644,null,5537,null,55736,null,4866,null,15553,null,2074,null,40183,null,4332,null,688089,null,6969,null,147378,null,3994,null,141097,null,4202,null,6281,null,1713,null,516,null,380,null,5765,null,1633,null,540711,null,4276,null,486230,null,4651,null,54481,null,3826,null,18659,null,2345,null,35822,null,3067,null,0400000US35,New Mexico,35
12742889,null,31915,null,6219660,null,17532,null,1347933,null,6662,null,1309190,null,7878,null,38743,null,3909,null,12405,null,2066,null,26338,null,2947,null,4871727,null,14177,null,4153912,null,15871,null,717815,null,15320,null,398401,null,9246,null,319414,null,12490,null,6523229,null,16892,null,1279521,null,6411,null,1243334,null,7622,null,36187,null,3379,null,12354,null,2040,null,23833,null,3072,null,5243708,null,12724,null,4477852,null,12701,null,765856,null,13278,null,465643,null,9832,null,300213,null,9315,null,0400000US36,New York,36
6340312,null,14126,null,3099403,null,8645,null,715337,null,4802,null,701157,null,4983,null,14180,null,2328,null,2579,null,998,null,11601,null,2091,null,2384066,null,5823,null,2277691,null,5371,null,106375,null,5677,null,33224,null,2863,null,73151,null,5217,null,3240909,null,7217,null,677182,null,4322,null,664292,null,4415,null,12890,null,2108,null,3136,null,1175,null,9754,null,1740,null,2563727,null,4675,null,2466939,null,5170,null,96788,null,5652,null,38851,null,3076,null,57937,null,4102,null,0400000US37,North Carolina,37
580333,null,1184,null,291068,null,1126,null,61651,null,760,null,60859,null,916,null,792,null,535,null,133,null,124,null,659,null,512,null,229417,null,675,null,225811,null,1156,null,3606,null,922,null,1853,null,548,null,1753,null,655,null,289265,null,867,null,58607,null,712,null,58428,null,711,null,179,null,158,null,72,null,91,null,107,null,123,null,230658,null,582,null,226295,null,1034,null,4363,null,915,null,2164,null,608,null,2199,null,766,null,0400000US38,North Dakota,38
9629758,null,7249,null,4706911,null,4617,null,1114114,null,2699,null,1104505,null,3412,null,9609,null,2010,null,2840,null,867,null,6769,null,1841,null,3592797,null,3385,null,3496378,null,5326,null,96419,null,5433,null,52492,null,3251,null,43927,null,4424,null,4922847,null,4266,null,1061071,null,2979,null,1054321,null,3223,null,6750,null,1522,null,2719,null,863,null,4031,null,1220,null,3861776,null,2791,null,3760298,null,5107,null,101478,null,4023,null,61618,null,3424,null,39860,null,2738,null,0400000US39,Ohio,39
2710090,null,7689,null,1336563,null,4887,null,314804,null,3043,null,311361,null,2850,null,3443,null,1088,null,357,null,293,null,3086,null,1034,null,1021759,null,2995,null,987129,null,2777,null,34630,null,3086,null,7317,null,978,null,27313,null,2977,null,1373527,null,4508,null,291114,null,2900,null,287435,null,2871,null,3679,null,1062,null,475,null,351,null,3204,null,1044,null,1082413,null,2577,null,1053586,null,3185,null,28827,null,2504,null,8896,null,1522,null,19931,null,2222,null,0400000US40,Oklahoma,40
3216232,null,10205,null,1588087,null,7124,null,351347,null,3610,null,342750,null,3382,null,8597,null,1751,null,713,null,522,null,7884,null,1700,null,1236740,null,5102,null,1157166,null,5831,null,79574,null,5191,null,26967,null,2980,null,52607,null,4093,null,1628145,null,5445,null,335434,null,3146,null,327487,null,3436,null,7947,null,1600,null,1519,null,714,null,6428,null,1462,null,1292711,null,3432,null,1212336,null,4117,null,80375,null,4315,null,32273,null,2710,null,48102,null,3625,null,0400000US41,Oregon,41
10408647,null,10856,null,5067474,null,6339,null,1106908,null,3352,null,1093572,null,3864,null,13336,null,1936,null,5543,null,1192,null,7793,null,1602,null,3960566,null,4544,null,3823621,null,7376,null,136945,null,6204,null,71467,null,4660,null,65478,null,4661,null,5341173,null,7251,null,1051090,null,3835,null,1037380,null,4310,null,13710,null,2236,null,4206,null,1242,null,9504,null,1881,null,4290083,null,5017,null,4148023,null,6531,null,142060,null,6110,null,84807,null,4862,null,57253,null,4004,null,0400000US42,Pennsylvania,42
875512,null,5204,null,422338,null,2925,null,88984,null,1728,null,87585,null,1697,null,1399,null,727,null,539,null,522,null,860,null,594,null,333354,null,1978,null,305734,null,2399,null,27620,null,3031,null,13851,null,1806,null,13769,null,2459,null,453174,null,3387,null,83646,null,1672,null,82348,null,1726,null,1298,null,572,null,797,null,475,null,501,null,377,null,369528,null,2266,null,340526,null,3280,null,29002,null,2997,null,18132,null,2332,null,10870,null,1934,null,0400000US44,Rhode Island,44
2968269,null,5149,null,1460336,null,3401,null,329274,null,1976,null,321982,null,2280,null,7292,null,1651,null,2524,null,1201,null,4768,null,1081,null,1131062,null,2677,null,1083601,null,2820,null,47461,null,3195,null,15028,null,2140,null,32433,null,2821,null,1507933,null,3303,null,310243,null,2358,null,305034,null,2513,null,5209,null,1141,null,885,null,463,null,4324,null,1057,null,1197690,null,1796,null,1156152,null,2743,null,41538,null,2910,null,14886,null,1858,null,26652,null,2378,null,0400000US45,South Carolina,45
695699,null,2126,null,346208,null,1621,null,80348,null,1165,null,79917,null,1190,null,431,null,315,null,109,null,134,null,322,null,284,null,265860,null,893,null,262599,null,1126,null,3261,null,1066,null,1627,null,706,null,1634,null,733,null,349491,null,1587,null,76154,null,1210,null,75668,null,1154,null,486,null,351,null,153,null,133,null,333,null,284,null,273337,null,869,null,270282,null,930,null,3055,null,805,null,1773,null,572,null,1282,null,505,null,0400000US46,South Dakota,46
4868752,null,7804,null,2383101,null,5455,null,550233,null,3574,null,543545,null,3702,null,6688,null,1844,null,1293,null,802,null,5395,null,1552,null,1832868,null,3225,null,1774700,null,3044,null,58168,null,4336,null,17297,null,2096,null,40871,null,3878,null,2485651,null,4229,null,525082,null,2871,null,516881,null,2890,null,8201,null,1703,null,1406,null,654,null,6795,null,1588,null,1960569,null,2791,null,1910932,null,3730,null,49637,null,4045,null,18885,null,2371,null,30752,null,3225,null,0400000US47,Tennessee,47
16804155,null,50932,null,8361891,null,27909,null,2232745,null,16047,null,2132379,null,15465,null,100366,null,6361,null,8723,null,1445,null,91643,null,6008,null,6129146,null,19095,null,5175086,null,17095,null,954060,null,17296,null,256442,null,10571,null,697618,null,14312,null,8442264,null,27610,null,2135579,null,14228,null,2045913,null,14310,null,89666,null,5798,null,7998,null,1442,null,81668,null,5421,null,6306685,null,17886,null,5428958,null,16497,null,877727,null,15819,null,291091,null,10662,null,586636,null,12573,null,0400000US48,Texas,48
2381687,null,7640,null,1199561,null,4138,null,367355,null,2165,null,358835,null,2532,null,8520,null,1866,null,1751,null,876,null,6769,null,1798,null,832206,null,2901,null,770114,null,3453,null,62092,null,3765,null,19131,null,2757,null,42961,null,3342,null,1182126,null,4397,null,346754,null,2544,null,338745,null,2807,null,8009,null,1772,null,1521,null,780,null,6488,null,1591,null,835372,null,2579,null,782303,null,3522,null,53069,null,3533,null,18296,null,1966,null,34773,null,2715,null,0400000US49,Utah,49
597245,null,893,null,293997,null,785,null,63715,null,314,null,63299,null,435,null,416,null,293,null,42,null,46,null,374,null,281,null,230282,null,751,null,223616,null,1238,null,6666,null,1152,null,3397,null,614,null,3269,null,858,null,303248,null,688,null,59776,null,327,null,59406,null,387,null,370,null,241,null,191,null,159,null,179,null,187,null,243472,null,586,null,235064,null,1196,null,8408,null,1003,null,5163,null,766,null,3245,null,724,null,0400000US50,Vermont,50
5429003,null,11229,null,2677478,null,8168,null,606380,null,5244,null,594952,null,5389,null,11428,null,2011,null,2209,null,684,null,9219,null,1977,null,2071098,null,5272,null,1936682,null,5348,null,134416,null,6382,null,53771,null,4308,null,80645,null,5893,null,2751525,null,5742,null,572433,null,3624,null,558928,null,3715,null,13505,null,2106,null,2763,null,904,null,10742,null,1938,null,2179092,null,4053,null,2041554,null,5286,null,137538,null,5651,null,65164,null,4486,null,72374,null,4376,null,0400000US51,Virginia,51
5219137,null,12474,null,2600338,null,6879,null,592032,null,3621,null,572751,null,4788,null,19281,null,3190,null,2178,null,852,null,17103,null,2983,null,2008306,null,4836,null,1861396,null,5737,null,146910,null,6714,null,53217,null,4045,null,93693,null,5743,null,2618799,null,8047,null,555930,null,4369,null,533224,null,5806,null,22706,null,3570,null,3341,null,1208,null,19365,null,3390,null,2062869,null,4917,null,1906575,null,7314,null,156294,null,7379,null,64991,null,4039,null,91303,null,5805,null,0400000US53,Washington,53
1710622,null,2087,null,834560,null,2455,null,183659,null,2048,null,182817,null,2111,null,842,null,490,null,460,null,337,null,382,null,332,null,650901,null,1061,null,645695,null,1539,null,5206,null,1337,null,2839,null,909,null,2367,null,868,null,876062,null,2204,null,174800,null,1894,null,174156,null,1921,null,644,null,461,null,441,null,402,null,203,null,198,null,701262,null,1175,null,695666,null,1457,null,5596,null,1070,null,3402,null,654,null,2194,null,809,null,0400000US54,West Virginia,54
4891076,null,6051,null,2425330,null,3367,null,545576,null,2095,null,540634,null,2257,null,4942,null,1107,null,1757,null,553,null,3185,null,912,null,1879754,null,2511,null,1827768,null,4197,null,51986,null,4065,null,23113,null,2470,null,28873,null,3175,null,2465746,null,3720,null,517162,null,2387,null,511487,null,2370,null,5675,null,1295,null,2587,null,842,null,3088,null,991,null,1948584,null,2305,null,1899524,null,3515,null,49060,null,3432,null,25713,null,2059,null,23347,null,2541,null,0400000US55,Wisconsin,55
479076,null,2057,null,243950,null,1646,null,57279,null,1764,null,56799,null,1811,null,480,null,313,null,0,null,259,null,480,null,313,null,186671,null,1569,null,181968,null,1278,null,4703,null,1585,null,1625,null,584,null,3078,null,1293,null,235126,null,2019,null,51713,null,1513,null,51240,null,1451,null,473,null,382,null,61,null,105,null,412,null,373,null,183413,null,912,null,178128,null,1263,null,5285,null,1193,null,2305,null,844,null,2980,null,817,null,0400000US56,Wyoming,56
