B992522_001E,B992522_001EA,B992522_002E,B992522_002EA,B992522_003E,B992522_003EA,B992522_004E,B992522_004EA,B992522_005E,B992522_005EA,B992522_006E,B992522_006EA,B992522_007E,B992522_007EA,GEO_ID,NAME,state
1287825,null,783099,null,296224,null,486875,null,504726,null,140506,null,364220,null,0400000US01,Alabama,01
149018,null,106434,null,29502,null,76932,null,42584,null,9141,null,33443,null,0400000US02,Alaska,02
1533145,null,1088152,null,355845,null,732307,null,444993,null,119461,null,325532,null,0400000US04,Arizona,04
746839,null,444022,null,160113,null,283909,null,302817,null,77592,null,225225,null,0400000US05,Arkansas,05
7076972,null,5381874,null,2062821,null,3319053,null,1695098,null,450116,null,1244982,null,0400000US06,California,06
1280207,null,982672,null,318309,null,664363,null,297535,null,76464,null,221071,null,0400000US08,Colorado,08
924839,null,664729,null,260939,null,403790,null,260110,null,67576,null,192534,null,0400000US09,Connecticut,09
238141,null,169331,null,59227,null,110104,null,68810,null,20331,null,48479,null,0400000US10,Delaware,10
111813,null,85774,null,35030,null,50744,null,26039,null,7333,null,18706,null,0400000US11,District of Columbia,11
5005708,null,3288932,null,1265163,null,2023769,null,1716776,null,516116,null,1200660,null,0400000US12,Florida,12
2341965,null,1700521,null,607671,null,1092850,null,641444,null,181908,null,459536,null,0400000US13,Georgia,13
261918,null,176777,null,66532,null,110245,null,85141,null,19219,null,65922,null,0400000US15,Hawaii,15
403904,null,282602,null,87376,null,195226,null,121302,null,27858,null,93444,null,0400000US16,Idaho,16
3334539,null,2338188,null,847399,null,1490789,null,996351,null,247296,null,749055,null,0400000US17,Illinois,17
1763734,null,1254080,null,413960,null,840120,null,509654,null,123504,null,386150,null,0400000US18,Indiana,18
894841,null,567802,null,203939,null,363863,null,327039,null,80424,null,246615,null,0400000US19,Iowa,19
763887,null,499877,null,156951,null,342926,null,264010,null,68644,null,195366,null,0400000US20,Kansas,20
1170947,null,730011,null,264772,null,465239,null,440936,null,109609,null,331327,null,0400000US21,Kentucky,21
1085054,null,619067,null,240935,null,378132,null,465987,null,111969,null,354018,null,0400000US22,Louisiana,22
402257,null,265921,null,93856,null,172065,null,136336,null,34527,null,101809,null,0400000US23,Maine,23
1456103,null,1122941,null,375773,null,747168,null,333162,null,84346,null,248816,null,0400000US24,Maryland,24
1594159,null,1148804,null,457878,null,690926,null,445355,null,121973,null,323382,null,0400000US25,Massachusetts,25
2880401,null,1994826,null,697752,null,1297074,null,885575,null,228111,null,657464,null,0400000US26,Michigan,26
1551989,null,1110929,null,380142,null,730787,null,441060,null,111629,null,329431,null,0400000US27,Minnesota,27
769923,null,441761,null,164916,null,276845,null,328162,null,83744,null,244418,null,0400000US28,Mississippi,28
1632012,null,1102212,null,382641,null,719571,null,529800,null,136388,null,393412,null,0400000US29,Missouri,29
258965,null,151686,null,47594,null,104092,null,107279,null,26120,null,81159,null,0400000US30,Montana,30
481154,null,310618,null,109403,null,201215,null,170536,null,45477,null,125059,null,0400000US31,Nebraska,31
576376,null,445322,null,142406,null,302916,null,131054,null,33924,null,97130,null,0400000US32,Nevada,32
371658,null,264770,null,93127,null,171643,null,106888,null,28969,null,77919,null,0400000US33,New Hampshire,33
2118998,null,1514039,null,563546,null,950493,null,604959,null,156586,null,448373,null,0400000US34,New Jersey,34
514491,null,314124,null,97016,null,217108,null,200367,null,46429,null,153938,null,0400000US35,New Mexico,35
3941790,null,2561659,null,1052979,null,1508680,null,1380131,null,348429,null,1031702,null,0400000US36,New York,36
2418252,null,1644260,null,615297,null,1028963,null,773992,null,213691,null,560301,null,0400000US37,North Carolina,37
178590,null,99349,null,35028,null,64321,null,79241,null,20405,null,58836,null,0400000US38,North Dakota,38
3139659,null,2174637,null,779842,null,1394795,null,965022,null,233348,null,731674,null,0400000US39,Ohio,39
955146,null,587290,null,187815,null,399475,null,367856,null,86279,null,281577,null,0400000US40,Oklahoma,40
950773,null,670855,null,225551,null,445304,null,279918,null,75117,null,204801,null,0400000US41,Oregon,41
3491156,null,2210618,null,826456,null,1384162,null,1280538,null,307083,null,973455,null,0400000US42,Pennsylvania,42
256033,null,186148,null,73772,null,112376,null,69885,null,21004,null,48881,null,0400000US44,Rhode Island,44
1192466,null,774384,null,304328,null,470056,null,418082,null,121351,null,296731,null,0400000US45,South Carolina,45
213029,null,125138,null,43477,null,81661,null,87891,null,21636,null,66255,null,0400000US46,South Dakota,46
1683930,null,1076518,null,387324,null,689194,null,607412,null,168696,null,438716,null,0400000US47,Tennessee,47
5373524,null,3431383,null,1133390,null,2297993,null,1942141,null,452289,null,1489852,null,0400000US48,Texas,48
599201,null,445502,null,142683,null,302819,null,153699,null,38936,null,114763,null,0400000US49,Utah,49
183920,null,122016,null,46821,null,75195,null,61904,null,15580,null,46324,null,0400000US50,Vermont,50
2038098,null,1490034,null,495967,null,994067,null,548064,null,143169,null,404895,null,0400000US51,Virginia,51
1652733,null,1216661,null,413905,null,802756,null,436072,null,122165,null,313907,null,0400000US53,Washington,53
549401,null,278234,null,114658,null,163576,null,271167,null,64033,null,207134,null,0400000US54,West Virginia,54
1570851,null,1079723,null,413398,null,666325,null,491128,null,119136,null,371992,null,0400000US55,Wisconsin,55
142770,null,88697,null,26645,null,62052,null,54073,null,12151,null,41922,null,0400000US56,Wyoming,56
894308,null,347567,null,96742,null,250825,null,546741,null,55956,null,490785,null,0400000US72,Puerto Rico,72
