C21006_001E,C21006_001EA,C21006_001M,C21006_001MA,C21006_002E,C21006_002EA,C21006_002M,C21006_002MA,C21006_003E,C21006_003EA,C21006_003M,C21006_003MA,C21006_004E,C21006_004EA,C21006_004M,C21006_004MA,C21006_005E,C21006_005EA,C21006_005M,C21006_005MA,C21006_006E,C21006_006EA,C21006_006M,C21006_006MA,C21006_007E,C21006_007EA,C21006_007M,C21006_007MA,C21006_008E,C21006_008EA,C21006_008M,C21006_008MA,C21006_009E,C21006_009EA,C21006_009M,C21006_009MA,C21006_010E,C21006_010EA,C21006_010M,C21006_010MA,C21006_011E,C21006_011EA,C21006_011M,C21006_011MA,C21006_012E,C21006_012EA,C21006_012M,C21006_012MA,C21006_013E,C21006_013EA,C21006_013M,C21006_013MA,C21006_014E,C21006_014EA,C21006_014M,C21006_014MA,C21006_015E,C21006_015EA,C21006_015M,C21006_015MA,C21006_016E,C21006_016EA,C21006_016M,C21006_016MA,C21006_017E,C21006_017EA,C21006_017M,C21006_017MA,C21006_018E,C21006_018EA,C21006_018M,C21006_018MA,C21006_019E,C21006_019EA,C21006_019M,C21006_019MA,C21006_020E,C21006_020EA,C21006_020M,C21006_020MA,C21006_021E,C21006_021EA,C21006_021M,C21006_021MA,C21006_022E,C21006_022EA,C21006_022M,C21006_022MA,C21006_023E,C21006_023EA,C21006_023M,C21006_023MA,C21006_024E,C21006_024EA,C21006_024M,C21006_024MA,C21006_025E,C21006_025EA,C21006_025M,C21006_025MA,C21006_026E,C21006_026EA,C21006_026M,C21006_026MA,C21006_027E,C21006_027EA,C21006_027M,C21006_027MA,C21006_028E,C21006_028EA,C21006_028M,C21006_028MA,C21006_029E,C21006_029EA,C21006_029M,C21006_029MA,C21006_030E,C21006_030EA,C21006_030M,C21006_030MA,C21006_031E,C21006_031EA,C21006_031M,C21006_031MA,GEO_ID,NAME,state
3388669,null,3378,null,2789301,null,4204,null,257433,null,7366,null,22508,null,2397,null,10999,null,1899,null,11509,null,2066,null,234925,null,6967,null,54712,null,3436,null,180213,null,6276,null,2531868,null,7697,null,396407,null,13872,null,131917,null,5939,null,264490,null,11282,null,2135461,null,14011,null,318176,null,10343,null,1817285,null,17166,null,599368,null,2482,null,143431,null,3953,null,7216,null,1405,null,4343,null,934,null,2873,null,997,null,136215,null,3874,null,60925,null,3049,null,75290,null,3204,null,455937,null,4239,null,64387,null,3709,null,42693,null,3203,null,21694,null,1967,null,391550,null,5079,null,189626,null,4527,null,201924,null,4442,null,0400000US01,Alabama,01
477114,null,1577,null,430951,null,1939,null,59155,null,3578,null,2752,null,686,null,990,null,331,null,1762,null,584,null,56403,null,3393,null,9747,null,1544,null,46656,null,3118,null,371796,null,3656,null,33955,null,3089,null,7910,null,1370,null,26045,null,2720,null,337841,null,4657,null,41654,null,3479,null,296187,null,4709,null,46163,null,1187,null,14102,null,841,null,671,null,360,null,342,null,226,null,329,null,283,null,13431,null,847,null,6457,null,760,null,6974,null,855,null,32061,null,1239,null,1808,null,614,null,1156,null,472,null,652,null,340,null,30253,null,1330,null,14125,null,1441,null,16128,null,1441,null,0400000US02,Alaska,02
4569751,null,2510,null,3763076,null,2708,null,320957,null,8333,null,18356,null,2854,null,8230,null,1676,null,10126,null,2008,null,302601,null,8625,null,48949,null,3932,null,253652,null,7811,null,3442119,null,7935,null,462724,null,17415,null,92315,null,5425,null,370409,null,16140,null,2979395,null,18815,null,289441,null,9886,null,2689954,null,19354,null,806675,null,1720,null,227860,null,4594,null,10393,null,1441,null,4631,null,1057,null,5762,null,1005,null,217467,null,4667,null,82832,null,3764,null,134635,null,4108,null,578815,null,4507,null,58597,null,4237,null,29731,null,2894,null,28866,null,2867,null,520218,null,5982,null,196110,null,6136,null,324108,null,6690,null,0400000US04,Arizona,04
2059378,null,2388,null,1681628,null,3057,null,148536,null,5687,null,13699,null,1978,null,7058,null,1394,null,6641,null,1249,null,134837,null,5430,null,34604,null,2832,null,100233,null,5114,null,1533092,null,6146,null,254268,null,8781,null,82004,null,4714,null,172264,null,7517,null,1278824,null,9851,null,189799,null,6975,null,1089025,null,11108,null,377750,null,2032,null,98582,null,3177,null,5602,null,1007,null,3103,null,732,null,2499,null,762,null,92980,null,3123,null,44471,null,2585,null,48509,null,2710,null,279168,null,3373,null,40249,null,2829,null,26624,null,2297,null,13625,null,1820,null,238919,null,4186,null,113443,null,3791,null,125476,null,4462,null,0400000US05,Arkansas,05
26468365,null,5373,null,22572024,null,7039,null,1198135,null,19335,null,70173,null,4938,null,31980,null,3518,null,38193,null,3505,null,1127962,null,18549,null,182319,null,6937,null,945643,null,16520,null,21373889,null,20544,null,2451354,null,35144,null,466879,null,12654,null,1984475,null,31590,null,18922535,null,40038,null,1681900,null,21741,null,17240635,null,49504,null,3896341,null,4037,null,838823,null,7421,null,36630,null,2520,null,17459,null,1941,null,19171,null,2014,null,802193,null,7645,null,298547,null,7376,null,503646,null,8015,null,3057518,null,8463,null,282217,null,7841,null,151136,null,6655,null,131081,null,5100,null,2775301,null,10201,null,1114422,null,12307,null,1660879,null,13616,null,0400000US06,California,06
3564015,null,2918,null,3087811,null,3069,null,275924,null,6669,null,13804,null,2002,null,5541,null,1342,null,8263,null,1759,null,262120,null,6474,null,35957,null,2596,null,226163,null,6334,null,2811887,null,6695,null,323256,null,12628,null,67498,null,4662,null,255758,null,11247,null,2488631,null,13787,null,212998,null,8493,null,2275633,null,13484,null,476204,null,1796,null,132415,null,3241,null,4934,null,1128,null,2238,null,685,null,2696,null,879,null,127481,null,3645,null,45646,null,2713,null,81835,null,3268,null,343789,null,3130,null,35448,null,2522,null,16544,null,1666,null,18904,null,2301,null,308341,null,3674,null,110490,null,4157,null,197851,null,4144,null,0400000US08,Colorado,08
2575934,null,1769,null,2132753,null,2178,null,128997,null,5186,null,4962,null,1014,null,2265,null,739,null,2697,null,625,null,124035,null,4883,null,17890,null,1691,null,106145,null,4796,null,2003756,null,5634,null,146131,null,7254,null,42288,null,3395,null,103843,null,6663,null,1857625,null,9083,null,154545,null,5740,null,1703080,null,9537,null,443181,null,1180,null,112245,null,3528,null,3091,null,879,null,1359,null,597,null,1732,null,581,null,109154,null,3479,null,38110,null,2530,null,71044,null,3018,null,330936,null,3861,null,25051,null,2261,null,14245,null,1784,null,10806,null,1535,null,305885,null,4294,null,105495,null,4260,null,200390,null,4178,null,0400000US09,Connecticut,09
636200,null,794,null,523993,null,1293,null,47309,null,2546,null,2468,null,694,null,1020,null,434,null,1448,null,607,null,44841,null,2592,null,6218,null,1310,null,38623,null,2409,null,476684,null,2610,null,47371,null,4468,null,11414,null,2124,null,35957,null,3780,null,429313,null,4961,null,44048,null,3251,null,385265,null,5484,null,112207,null,999,null,29555,null,1414,null,1139,null,550,null,469,null,367,null,670,null,378,null,28416,null,1595,null,10457,null,1260,null,17959,null,1387,null,82652,null,1577,null,7596,null,1406,null,3593,null,970,null,4003,null,1017,null,75056,null,1793,null,27682,null,2195,null,47374,null,2507,null,0400000US10,Delaware,10
445033,null,709,null,378210,null,893,null,18023,null,2242,null,2320,null,994,null,1035,null,576,null,1285,null,840,null,15703,null,2207,null,1666,null,840,null,14037,null,2192,null,360187,null,2300,null,54752,null,4559,null,15661,null,2249,null,39091,null,4048,null,305435,null,4394,null,25388,null,2799,null,280047,null,4441,null,66823,null,622,null,14464,null,1231,null,1116,null,563,null,674,null,436,null,442,null,340,null,13348,null,1102,null,3652,null,913,null,9696,null,1091,null,52359,null,1306,null,8052,null,1512,null,4938,null,1124,null,3114,null,1073,null,44307,null,1815,null,15905,null,1529,null,28402,null,1766,null,0400000US11,District of Columbia,11
13834870,null,3794,null,10824870,null,6032,null,907837,null,13477,null,52522,null,4577,null,21324,null,2542,null,31198,null,3210,null,855315,null,12754,null,147552,null,6022,null,707763,null,11490,null,9917033,null,14581,null,1144653,null,21874,null,261409,null,10947,null,883244,null,20729,null,8772380,null,24434,null,855081,null,16712,null,7917299,null,27247,null,3010000,null,4690,null,773653,null,8122,null,34050,null,3717,null,16605,null,2680,null,17445,null,2303,null,739603,null,7489,null,280978,null,8207,null,458625,null,7151,null,2236347,null,8621,null,248940,null,7942,null,123766,null,6086,null,125174,null,5955,null,1987407,null,10517,null,735900,null,10843,null,1251507,null,12865,null,0400000US12,Florida,12
