C25121_001E,C25121_001EA,C25121_001M,C25121_001MA,C25121_002E,C25121_002EA,C25121_002M,C25121_002MA,C25121_003E,C25121_003EA,C25121_003M,C25121_003MA,C25121_004E,C25121_004EA,C25121_004M,C25121_004MA,C25121_005E,C25121_005EA,C25121_005M,C25121_005MA,C25121_006E,C25121_006EA,C25121_006M,C25121_006MA,C25121_007E,C25121_007EA,C25121_007M,C25121_007MA,C25121_008E,C25121_008EA,C25121_008M,C25121_008MA,C25121_009E,C25121_009EA,C25121_009M,C25121_009MA,C25121_010E,C25121_010EA,C25121_010M,C25121_010MA,C25121_011E,C25121_011EA,C25121_011M,C25121_011MA,C25121_012E,C25121_012EA,C25121_012M,C25121_012MA,C25121_013E,C25121_013EA,C25121_013M,C25121_013MA,C25121_014E,C25121_014EA,C25121_014M,C25121_014MA,C25121_015E,C25121_015EA,C25121_015M,C25121_015MA,C25121_016E,C25121_016EA,C25121_016M,C25121_016MA,C25121_017E,C25121_017EA,C25121_017M,C25121_017MA,C25121_018E,C25121_018EA,C25121_018M,C25121_018MA,C25121_019E,C25121_019EA,C25121_019M,C25121_019MA,C25121_020E,C25121_020EA,C25121_020M,C25121_020MA,C25121_021E,C25121_021EA,C25121_021M,C25121_021MA,C25121_022E,C25121_022EA,C25121_022M,C25121_022MA,C25121_023E,C25121_023EA,C25121_023M,C25121_023MA,C25121_024E,C25121_024EA,C25121_024M,C25121_024MA,C25121_025E,C25121_025EA,C25121_025M,C25121_025MA,C25121_026E,C25121_026EA,C25121_026M,C25121_026MA,C25121_027E,C25121_027EA,C25121_027M,C25121_027MA,C25121_028E,C25121_028EA,C25121_028M,C25121_028MA,C25121_029E,C25121_029EA,C25121_029M,C25121_029MA,C25121_030E,C25121_030EA,C25121_030M,C25121_030MA,C25121_031E,C25121_031EA,C25121_031M,C25121_031MA,GEO_ID,NAME,state
1287825,null,11794,null,75235,null,3775,null,36504,null,2540,null,19297,null,2154,null,12929,null,1621,null,6505,null,1211,null,142965,null,6362,null,59373,null,3348,null,40314,null,3142,null,31831,null,2548,null,11447,null,1521,null,218611,null,7159,null,66314,null,3426,null,68379,null,3981,null,61654,null,3678,null,22264,null,2180,null,196283,null,6105,null,44218,null,3848,null,56671,null,3701,null,71182,null,3838,null,24212,null,2304,null,257108,null,6733,null,38616,null,3232,null,60548,null,3552,null,112508,null,4431,null,45436,null,3216,null,397623,null,8130,null,20647,null,2201,null,46849,null,3250,null,152646,null,5977,null,177481,null,5669,null,0400000US01,Alabama,01
149018,null,3290,null,4193,null,870,null,702,null,262,null,458,null,219,null,1243,null,389,null,1790,null,642,null,6269,null,963,null,1297,null,362,null,617,null,238,null,2249,null,575,null,2106,null,672,null,13104,null,1612,null,1977,null,635,null,1648,null,418,null,4965,null,977,null,4514,null,1076,null,15470,null,1742,null,1690,null,529,null,1686,null,592,null,5225,null,1071,null,6869,null,1097,null,30368,null,2249,null,2324,null,628,null,1773,null,582,null,9740,null,1261,null,16531,null,1841,null,79614,null,3299,null,1939,null,685,null,2582,null,678,null,15858,null,1638,null,59235,null,2885,null,0400000US02,Alaska,02
1533145,null,12918,null,64015,null,3380,null,15053,null,1878,null,7941,null,1455,null,17874,null,1770,null,23147,null,2612,null,112565,null,4902,null,28094,null,2877,null,14691,null,2008,null,34008,null,2777,null,35772,null,3071,null,215288,null,6706,null,33592,null,2663,null,19176,null,2192,null,73005,null,4030,null,89515,null,4538,null,221598,null,7287,null,20615,null,2099,null,15076,null,1678,null,73195,null,3843,null,112712,null,5482,null,321447,null,8287,null,16435,null,1926,null,14662,null,1985,null,84522,null,4070,null,205828,null,6908,null,598232,null,10679,null,9969,null,1505,null,9790,null,1438,null,73919,null,3998,null,504554,null,9520,null,0400000US04,Arizona,04
746839,null,10273,null,41893,null,3011,null,22093,null,2156,null,8494,null,1437,null,8584,null,1547,null,2722,null,725,null,87458,null,3772,null,41365,null,2813,null,22539,null,2199,null,18486,null,2170,null,5068,null,1053,null,132871,null,5618,null,46737,null,2979,null,40168,null,2792,null,35453,null,2769,null,10513,null,1523,null,126866,null,4723,null,35101,null,2541,null,38692,null,2833,null,41265,null,2808,null,11808,null,1565,null,154001,null,5148,null,27785,null,2568,null,41420,null,2766,null,62127,null,3304,null,22669,null,2077,null,203750,null,6280,null,12707,null,1863,null,32981,null,2885,null,81827,null,4025,null,76235,null,3484,null,0400000US05,Arkansas,05
7076972,null,24937,null,190931,null,6981,null,19476,null,1953,null,8214,null,1154,null,18941,null,2188,null,144300,null,6113,null,387928,null,7888,null,45021,null,3437,null,21648,null,2128,null,42289,null,2207,null,278970,null,6959,null,726725,null,10741,null,52375,null,3815,null,30176,null,2157,null,71755,null,3658,null,572419,null,9565,null,764720,null,12223,null,32672,null,2864,null,22423,null,2150,null,62083,null,3645,null,647542,null,11731,null,1276334,null,15279,null,28836,null,2902,null,23840,null,2204,null,62007,null,4081,null,1161651,null,13747,null,3730334,null,24895,null,26351,null,2096,null,31282,null,2808,null,63826,null,3322,null,3608875,null,24280,null,0400000US06,California,06
1280207,null,11127,null,39331,null,3508,null,5982,null,1073,null,3901,null,977,null,15841,null,2448,null,13607,null,1653,null,73761,null,3677,null,10341,null,1472,null,9203,null,1163,null,30214,null,2312,null,24003,null,2339,null,142520,null,4783,null,15844,null,1951,null,13003,null,1266,null,59345,null,3272,null,54328,null,3422,null,170591,null,5078,null,11320,null,1570,null,9898,null,1419,null,74058,null,3853,null,75315,null,4108,null,272399,null,7222,null,7512,null,1221,null,9294,null,1351,null,98570,null,4317,null,157023,null,5487,null,581605,null,8535,null,5412,null,1128,null,6299,null,1107,null,86700,null,4027,null,483194,null,7911,null,0400000US08,Colorado,08
924839,null,7954,null,16471,null,1925,null,366,null,240,null,1096,null,475,null,4835,null,1002,null,10174,null,1588,null,41346,null,3204,null,2051,null,633,null,2214,null,747,null,12022,null,1563,null,25059,null,2420,null,79483,null,3716,null,2239,null,615,null,4531,null,900,null,26060,null,2250,null,46653,null,2683,null,100239,null,4438,null,2428,null,822,null,3009,null,674,null,31562,null,2253,null,63240,null,3612,null,171871,null,5104,null,1748,null,683,null,3608,null,846,null,44149,null,3426,null,122366,null,4396,null,515429,null,7473,null,938,null,332,null,2198,null,632,null,50704,null,3341,null,461589,null,7564,null,0400000US09,Connecticut,09
238141,null,4151,null,9168,null,1461,null,1618,null,787,null,463,null,312,null,3180,null,877,null,3907,null,1003,null,15474,null,1920,null,2746,null,891,null,1555,null,551,null,5087,null,1013,null,6086,null,1124,null,29268,null,2647,null,4432,null,925,null,1703,null,525,null,10472,null,1465,null,12661,null,1645,null,30126,null,2682,null,2592,null,754,null,1527,null,493,null,11124,null,1708,null,14883,null,1707,null,50315,null,3016,null,2345,null,718,null,2195,null,633,null,14113,null,1684,null,31662,null,2522,null,103790,null,3864,null,1089,null,450,null,1736,null,608,null,16188,null,1761,null,84777,null,3436,null,0400000US10,Delaware,10
111813,null,2883,null,3298,null,950,null,0,null,300,null,135,null,131,null,548,null,366,null,2615,null,848,null,5956,null,1266,null,52,null,90,null,93,null,109,null,666,null,322,null,5145,null,1213,null,9104,null,1352,null,46,null,75,null,264,null,191,null,2077,null,800,null,6717,null,1204,null,9455,null,1331,null,135,null,163,null,53,null,90,null,1599,null,661,null,7668,null,1212,null,17760,null,1645,null,57,null,97,null,83,null,121,null,2030,null,720,null,15590,null,1501,null,66240,null,2707,null,168,null,126,null,374,null,370,null,1851,null,656,null,63847,null,2687,null,0400000US11,District of Columbia,11
5005708,null,26411,null,220761,null,7451,null,37559,null,2627,null,30087,null,2830,null,68589,null,4381,null,84526,null,5067,null,450379,null,10503,null,76855,null,4131,null,63105,null,3835,null,158234,null,6707,null,152185,null,6034,null,780223,null,12386,null,94837,null,5436,null,98757,null,4776,null,278449,null,7855,null,308180,null,7938,null,744901,null,11914,null,59209,null,4094,null,63932,null,4061,null,263209,null,8134,null,358551,null,8437,null,1031460,null,14074,null,41745,null,2910,null,59296,null,3590,null,313502,null,8089,null,616917,null,12226,null,1777984,null,18567,null,25070,null,2475,null,35809,null,2620,null,267189,null,7184,null,1449916,null,17027,null,0400000US12,Florida,12
