B18024_001E,B18024_001EA,B18024_001M,B18024_001MA,B18024_002E,B18024_002EA,B18024_002M,B18024_002MA,B18024_003E,B18024_003EA,B18024_003M,B18024_003MA,B18024_004E,B18024_004EA,B18024_004M,B18024_004MA,B18024_005E,B18024_005EA,B18024_005M,B18024_005MA,B18024_006E,B18024_006EA,B18024_006M,B18024_006MA,B18024_007E,B18024_007EA,B18024_007M,B18024_007MA,B18024_008E,B18024_008EA,B18024_008M,B18024_008MA,B18024_009E,B18024_009EA,B18024_009M,B18024_009MA,B18024_010E,B18024_010EA,B18024_010M,B18024_010MA,B18024_011E,B18024_011EA,B18024_011M,B18024_011MA,B18024_012E,B18024_012EA,B18024_012M,B18024_012MA,B18024_013E,B18024_013EA,B18024_013M,B18024_013MA,B18024_014E,B18024_014EA,B18024_014M,B18024_014MA,B18024_015E,B18024_015EA,B18024_015M,B18024_015MA,B18024_016E,B18024_016EA,B18024_016M,B18024_016MA,B18024_017E,B18024_017EA,B18024_017M,B18024_017MA,B18024_018E,B18024_018EA,B18024_018M,B18024_018MA,B18024_019E,B18024_019EA,B18024_019M,B18024_019MA,B18024_020E,B18024_020EA,B18024_020M,B18024_020MA,B18024_021E,B18024_021EA,B18024_021M,B18024_021MA,B18024_022E,B18024_022EA,B18024_022M,B18024_022MA,B18024_023E,B18024_023EA,B18024_023M,B18024_023MA,B18024_024E,B18024_024EA,B18024_024M,B18024_024MA,B18024_025E,B18024_025EA,B18024_025M,B18024_025MA,B18024_026E,B18024_026EA,B18024_026M,B18024_026MA,B18024_027E,B18024_027EA,B18024_027M,B18024_027MA,B18024_028E,B18024_028EA,B18024_028M,B18024_028MA,B18024_029E,B18024_029EA,B18024_029M,B18024_029MA,B18024_030E,B18024_030EA,B18024_030M,B18024_030MA,B18024_031E,B18024_031EA,B18024_031M,B18024_031MA,GEO_ID,NAME,state
2956627,null,5820,null,100021,null,5211,null,42525,null,3472,null,6439,null,1639,null,868,null,456,null,5571,null,1523,null,36086,null,3219,null,3919,null,1010,null,32167,null,3027,null,57496,null,3796,null,7415,null,1472,null,808,null,483,null,6607,null,1387,null,50081,null,3508,null,4957,null,1016,null,45124,null,3661,null,2856606,null,7987,null,1388041,null,5978,null,558407,null,5912,null,385164,null,7772,null,173243,null,5770,null,829634,null,4223,null,649936,null,5346,null,179698,null,5214,null,1468565,null,5197,null,578572,null,4504,null,331813,null,7614,null,246759,null,6798,null,889993,null,4656,null,570894,null,8037,null,319099,null,6820,null,0400000US01,Alabama,01
457758,null,2791,null,9194,null,1577,null,3760,null,964,null,615,null,370,null,169,null,164,null,446,null,332,null,3145,null,889,null,251,null,245,null,2894,null,908,null,5434,null,1151,null,423,null,297,null,141,null,183,null,282,null,226,null,5011,null,1125,null,831,null,401,null,4180,null,1055,null,448564,null,2689,null,229931,null,2552,null,94057,null,2589,null,64552,null,2956,null,29505,null,2396,null,135874,null,2337,null,108450,null,2579,null,27424,null,2179,null,218633,null,1773,null,88507,null,1785,null,52917,null,2124,null,35590,null,2343,null,130126,null,1669,null,93216,null,2279,null,36910,null,2030,null,0400000US02,Alaska,02
3958827,null,4939,null,79668,null,5458,null,33677,null,3185,null,7637,null,1787,null,839,null,478,null,6798,null,1745,null,26040,null,2609,null,4741,null,1353,null,21299,null,2100,null,45991,null,3819,null,8461,null,1661,null,1800,null,890,null,6661,null,1404,null,37530,null,3386,null,4748,null,1076,null,32782,null,3110,null,3879159,null,7078,null,1951553,null,5028,null,844666,null,4897,null,615938,null,8254,null,228728,null,8297,null,1106887,null,3111,null,887098,null,7149,null,219789,null,6680,null,1927606,null,4812,null,788422,null,3957,null,474792,null,8288,null,313630,null,7922,null,1139184,null,4057,null,743250,null,7611,null,395934,null,7609,null,0400000US04,Arizona,04
1783300,null,4047,null,62725,null,3838,null,28427,null,2787,null,5690,null,1211,null,1264,null,738,null,4426,null,1062,null,22737,null,2493,null,2481,null,754,null,20256,null,2465,null,34298,null,2712,null,5723,null,1354,null,1188,null,630,null,4535,null,1212,null,28575,null,2348,null,3401,null,831,null,25174,null,2220,null,1720575,null,5204,null,844609,null,4842,null,342955,null,4782,null,234428,null,5787,null,108527,null,4678,null,501654,null,3973,null,389508,null,5239,null,112146,null,4819,null,875966,null,3973,null,346603,null,3636,null,204758,null,4897,null,141845,null,4624,null,529363,null,4013,null,350824,null,6855,null,178539,null,6810,null,0400000US05,Arkansas,05
23813857,null,10948,null,431012,null,12109,null,195618,null,7514,null,41362,null,3844,null,6562,null,1453,null,34800,null,3385,null,154256,null,6735,null,27926,null,2639,null,126330,null,6236,null,235394,null,8520,null,34344,null,3601,null,6851,null,1796,null,27493,null,3348,null,201050,null,7174,null,29100,null,2944,null,171950,null,6673,null,23382845,null,15620,null,11733867,null,12763,null,4993891,null,10662,null,3428290,null,17686,null,1565601,null,16496,null,6739976,null,9009,null,5515591,null,20247,null,1224385,null,19474,null,11648978,null,10557,null,4805829,null,7861,null,2762260,null,18614,null,2043569,null,19899,null,6843149,null,8793,null,4510137,null,20631,null,2333012,null,19097,null,0400000US06,California,06
3244377,null,4392,null,54412,null,3976,null,24957,null,2854,null,6097,null,1620,null,1951,null,907,null,4146,null,1318,null,18860,null,2357,null,3603,null,1240,null,15257,null,1836,null,29455,null,2837,null,5131,null,1255,null,1130,null,551,null,4001,null,1081,null,24324,null,2428,null,3223,null,925,null,21101,null,2373,null,3189965,null,5737,null,1616527,null,4674,null,656608,null,4516,null,495677,null,6318,null,160931,null,6349,null,959919,null,3879,null,816199,null,6286,null,143720,null,5855,null,1573438,null,4340,null,616423,null,3723,null,400179,null,6821,null,216244,null,6328,null,957015,null,4171,null,686339,null,7217,null,270676,null,6733,null,0400000US08,Colorado,08
2280955,null,3659,null,35156,null,2917,null,15478,null,2200,null,3015,null,1077,null,805,null,500,null,2210,null,930,null,12463,null,1946,null,2938,null,736,null,9525,null,1804,null,19678,null,2073,null,2089,null,708,null,763,null,449,null,1326,null,557,null,17589,null,1992,null,3259,null,821,null,14330,null,1971,null,2245799,null,4340,null,1102197,null,3713,null,402550,null,3490,null,279148,null,5695,null,123402,null,5124,null,699647,null,2651,null,600048,null,4169,null,99599,null,4469,null,1143602,null,3055,null,402259,null,2217,null,261648,null,4131,null,140611,null,4641,null,741343,null,2256,null,543954,null,6107,null,197389,null,5914,null,0400000US09,Connecticut,09
557332,null,1905,null,11315,null,1521,null,5152,null,971,null,1284,null,532,null,253,null,287,null,1031,null,451,null,3868,null,877,null,904,null,470,null,2964,null,786,null,6163,null,1181,null,693,null,514,null,126,null,150,null,567,null,487,null,5470,null,1128,null,1263,null,541,null,4207,null,1010,null,546017,null,2453,null,263193,null,1725,null,100725,null,1406,null,71823,null,2263,null,28902,null,2286,null,162468,null,1483,null,132662,null,2581,null,29806,null,2281,null,282824,null,1703,null,107863,null,1378,null,70232,null,2824,null,37631,null,2829,null,174961,null,1509,null,122050,null,3032,null,52911,null,3050,null,0400000US10,Delaware,10
404199,null,1682,null,6008,null,1347,null,2766,null,911,null,392,null,412,null,304,null,386,null,88,null,148,null,2374,null,747,null,228,null,271,null,2146,null,712,null,3242,null,974,null,223,null,272,null,0,null,300,null,223,null,272,null,3019,null,955,null,637,null,378,null,2382,null,869,null,398191,null,2111,null,186166,null,2053,null,85519,null,1643,null,54998,null,2302,null,30521,null,2527,null,100647,null,1420,null,77284,null,2622,null,23363,null,2412,null,212025,null,1699,null,99858,null,1483,null,67198,null,2867,null,32660,null,2565,null,112167,null,1115,null,78599,null,2531,null,33568,null,2656,null,0400000US11,District of Columbia,11
11362681,null,10312,null,238660,null,9072,null,106999,null,5845,null,18133,null,2501,null,2932,null,1086,null,15201,null,2289,null,88866,null,5390,null,13960,null,1993,null,74906,null,5724,null,131661,null,6141,null,17033,null,2781,null,4009,null,1078,null,13024,null,2389,null,114628,null,5260,null,18877,null,2385,null,95751,null,4885,null,11124021,null,13532,null,5471460,null,9861,null,2111494,null,10958,null,1488801,null,13147,null,622693,null,12977,null,3359966,null,8531,null,2718762,null,14281,null,641204,null,12665,null,5652561,null,10477,null,2082249,null,7921,null,1292387,null,12204,null,789862,null,13668,null,3570312,null,6495,null,2434272,null,15302,null,1136040,null,15746,null,0400000US12,Florida,12
