B21001H_001E,B21001H_001EA,B21001H_001M,B21001H_001MA,B21001H_002E,B21001H_002EA,B21001H_002M,B21001H_002MA,B21001H_003E,B21001H_003EA,B21001H_003M,B21001H_003MA,B21001H_004E,B21001H_004EA,B21001H_004M,B21001H_004MA,B21001H_005E,B21001H_005EA,B21001H_005M,B21001H_005MA,B21001H_006E,B21001H_006EA,B21001H_006M,B21001H_006MA,B21001H_007E,B21001H_007EA,B21001H_007M,B21001H_007MA,B21001H_008E,B21001H_008EA,B21001H_008M,B21001H_008MA,B21001H_009E,B21001H_009EA,B21001H_009M,B21001H_009MA,B21001H_010E,B21001H_010EA,B21001H_010M,B21001H_010MA,B21001H_011E,B21001H_011EA,B21001H_011M,B21001H_011MA,B21001H_012E,B21001H_012EA,B21001H_012M,B21001H_012MA,B21001H_013E,B21001H_013EA,B21001H_013M,B21001H_013MA,B21001H_014E,B21001H_014EA,B21001H_014M,B21001H_014MA,B21001H_015E,B21001H_015EA,B21001H_015M,B21001H_015MA,B21001H_016E,B21001H_016EA,B21001H_016M,B21001H_016MA,B21001H_017E,B21001H_017EA,B21001H_017M,B21001H_017MA,B21001H_018E,B21001H_018EA,B21001H_018M,B21001H_018MA,B21001H_019E,B21001H_019EA,B21001H_019M,B21001H_019MA,B21001H_020E,B21001H_020EA,B21001H_020M,B21001H_020MA,B21001H_021E,B21001H_021EA,B21001H_021M,B21001H_021MA,B21001H_022E,B21001H_022EA,B21001H_022M,B21001H_022MA,B21001H_023E,B21001H_023EA,B21001H_023M,B21001H_023MA,B21001H_024E,B21001H_024EA,B21001H_024M,B21001H_024MA,B21001H_025E,B21001H_025EA,B21001H_025M,B21001H_025MA,B21001H_026E,B21001H_026EA,B21001H_026M,B21001H_026MA,B21001H_027E,B21001H_027EA,B21001H_027M,B21001H_027MA,B21001H_028E,B21001H_028EA,B21001H_028M,B21001H_028MA,B21001H_029E,B21001H_029EA,B21001H_029M,B21001H_029MA,B21001H_030E,B21001H_030EA,B21001H_030M,B21001H_030MA,B21001H_031E,B21001H_031EA,B21001H_031M,B21001H_031MA,B21001H_032E,B21001H_032EA,B21001H_032M,B21001H_032MA,B21001H_033E,B21001H_033EA,B21001H_033M,B21001H_033MA,GEO_ID,NAME,state
7342315,null,2183,null,3531150,null,1600,null,1013943,null,1482,null,50159,null,3907,null,963784,null,4091,null,1394181,null,1038,null,186893,null,6294,null,1207288,null,6379,null,552896,null,339,null,225589,null,5114,null,327307,null,5142,null,315038,null,223,null,151051,null,3839,null,163987,null,3828,null,255092,null,204,null,181167,null,3002,null,73925,null,2988,null,3811165,null,1026,null,1003403,null,857,null,7665,null,1489,null,995738,null,1802,null,1415761,null,813,null,22299,null,2559,null,1393462,null,2698,null,582934,null,174,null,5632,null,1174,null,577302,null,1166,null,375066,null,129,null,2584,null,753,null,372482,null,762,null,434001,null,137,null,5961,null,1018,null,428040,null,1032,null,0400000US39,Ohio,39
2016698,null,2340,null,967685,null,2019,null,281607,null,1532,null,21001,null,2764,null,260606,null,3079,null,356486,null,1308,null,54540,null,3178,null,301946,null,3429,null,155917,null,52,null,68295,null,2491,null,87622,null,2492,null,97204,null,47,null,50422,null,1842,null,46782,null,1847,null,76471,null,52,null,53724,null,1629,null,22747,null,1632,null,1049013,null,820,null,278373,null,1063,null,3254,null,910,null,275119,null,1296,null,367662,null,1033,null,8098,null,1200,null,359564,null,1629,null,166759,null,224,null,1926,null,473,null,164833,null,511,null,112935,null,99,null,1468,null,548,null,111467,null,549,null,123284,null,17,null,1660,null,574,null,121624,null,574,null,0400000US40,Oklahoma,40
2401241,null,1775,null,1166600,null,1460,null,325011,null,1090,null,17660,null,2505,null,307351,null,2584,null,440216,null,515,null,71481,null,3668,null,368735,null,3755,null,202586,null,50,null,86387,null,3297,null,116199,null,3295,null,108316,null,21,null,60260,null,2364,null,48056,null,2365,null,90471,null,157,null,64246,null,1988,null,26225,null,2001,null,1234641,null,733,null,320546,null,681,null,3985,null,1067,null,316561,null,1362,null,448810,null,412,null,10360,null,1719,null,438450,null,1677,null,210715,null,196,null,3809,null,830,null,206906,null,860,null,120045,null,9,null,2213,null,608,null,117832,null,608,null,134525,null,119,null,2657,null,735,null,131868,null,746,null,0400000US41,Oregon,41
8073519,null,2681,null,3866276,null,1621,null,1031734,null,1032,null,45944,null,3346,null,985790,null,3575,null,1512514,null,962,null,175401,null,4982,null,1337113,null,5159,null,621045,null,420,null,245255,null,4951,null,375790,null,5072,null,364614,null,244,null,182304,null,3887,null,182310,null,3901,null,336369,null,158,null,244102,null,3395,null,92267,null,3416,null,4207243,null,1620,null,1013834,null,876,null,6894,null,1203,null,1006940,null,1534,null,1528571,null,896,null,18671,null,2054,null,1509900,null,2098,null,654274,null,444,null,7103,null,1218,null,647171,null,1327,null,433268,null,231,null,3731,null,792,null,429537,null,799,null,577296,null,224,null,8823,null,1462,null,568473,null,1509,null,0400000US42,Pennsylvania,42
673089,null,1281,null,318161,null,782,null,88235,null,481,null,5194,null,1607,null,83041,null,1647,null,124716,null,491,null,14695,null,1688,null,110021,null,1800,null,51163,null,204,null,20132,null,1555,null,31031,null,1529,null,27596,null,221,null,15793,null,1139,null,11803,null,1135,null,26451,null,111,null,18358,null,1204,null,8093,null,1193,null,354928,null,899,null,88710,null,679,null,213,null,171,null,88497,null,711,null,131087,null,480,null,1262,null,432,null,129825,null,638,null,54365,null,146,null,452,null,313,null,53913,null,360,null,33445,null,160,null,366,null,239,null,33079,null,284,null,47321,null,210,null,997,null,444,null,46324,null,505,null,0400000US44,Rhode Island,44
2246228,null,2326,null,1078593,null,2115,null,294617,null,2077,null,17558,null,2443,null,277059,null,3295,null,407701,null,1238,null,63515,null,4181,null,344186,null,4454,null,185915,null,391,null,82892,null,3462,null,103023,null,3526,null,112033,null,785,null,62260,null,1921,null,49773,null,1975,null,78327,null,767,null,59173,null,1738,null,19154,null,1615,null,1167635,null,1017,null,295336,null,1103,null,3085,null,901,null,292251,null,1335,null,420743,null,1108,null,9070,null,1501,null,411673,null,1780,null,198836,null,154,null,2145,null,736,null,196691,null,800,null,126704,null,723,null,1478,null,457,null,125226,null,857,null,126016,null,724,null,2561,null,564,null,123455,null,881,null,0400000US45,South Carolina,45
532909,null,1077,null,261763,null,810,null,76897,null,1115,null,3974,null,980,null,72923,null,1330,null,96237,null,921,null,15241,null,1438,null,80996,null,1802,null,41837,null,368,null,17827,null,1364,null,24010,null,1355,null,24767,null,563,null,12342,null,1016,null,12425,null,1039,null,22025,null,526,null,14869,null,906,null,7156,null,793,null,271146,null,645,null,72852,null,692,null,1401,null,693,null,71451,null,994,null,95593,null,572,null,1985,null,521,null,93608,null,748,null,40035,null,488,null,788,null,381,null,39247,null,611,null,26480,null,567,null,250,null,171,null,26230,null,579,null,36186,null,544,null,728,null,334,null,35458,null,645,null,0400000US46,South Dakota,46
3707817,null,1670,null,1780423,null,1492,null,504185,null,1730,null,26194,null,2795,null,477991,null,3040,null,690256,null,1221,null,100938,null,5071,null,589318,null,5163,null,293979,null,118,null,117185,null,4015,null,176794,null,4026,null,173463,null,345,null,81272,null,3236,null,92191,null,3295,null,118540,null,322,null,81470,null,2127,null,37070,null,2100,null,1927394,null,643,null,505401,null,1029,null,4648,null,1216,null,500753,null,1550,null,709218,null,857,null,13987,null,1926,null,695231,null,2186,null,310916,null,104,null,3161,null,696,null,307755,null,690,null,201317,null,17,null,1684,null,603,null,199633,null,605,null,200542,null,11,null,2691,null,847,null,197851,null,846,null,0400000US47,Tennessee,47
8881828,null,4838,null,4305008,null,3415,null,1213336,null,3365,null,81407,null,5756,null,1131929,null,6359,null,1693753,null,2831,null,251764,null,7483,null,1441989,null,8180,null,695023,null,1092,null,286720,null,5972,null,408303,null,6209,null,397582,null,1036,null,211616,null,4550,null,185966,null,4448,null,305314,null,892,null,232505,null,3658,null,72809,null,3640,null,4576820,null,2626,null,1202586,null,2350,null,15164,null,2229,null,1187422,null,3105,null,1712409,null,2219,null,37352,null,2821,null,1675057,null,3616,null,722392,null,1150,null,11283,null,1413,null,711109,null,1902,null,451175,null,902,null,5960,null,1126,null,445215,null,1483,null,488258,null,1058,null,9288,null,1253,null,478970,null,1514,null,0400000US48,Texas,48
1536127,null,1293,null,758933,null,1141,null,310892,null,1019,null,11356,null,1862,null,299536,null,2105,null,257258,null,612,null,28565,null,2419,null,228693,null,2447,null,94093,null,131,null,36769,null,2518,null,57324,null,2518,null,53531,null,9,null,26901,null,1428,null,26630,null,1429,null,43159,null,7,null,31786,null,1268,null,11373,null,1268,null,777194,null,557,null,301952,null,339,null,828,null,402,null,301124,null,486,null,258796,null,398,null,4527,null,1019,null,254269,null,1071,null,97536,null,7,null,1332,null,468,null,96204,null,468,null,59284,null,81,null,892,null,381,null,58392,null,386,null,59626,null,112,null,995,null,422,null,58631,null,447,null,0400000US49,Utah,49
469285,null,324,null,227934,null,269,null,62493,null,3,null,2748,null,633,null,59745,null,633,null,90223,null,245,null,12608,null,1438,null,77615,null,1422,null,39771,null,111,null,15352,null,1269,null,24419,null,1283,null,20196,null,3,null,9702,null,818,null,10494,null,817,null,15251,null,3,null,10756,null,554,null,4495,null,554,null,241351,null,183,null,60654,null,166,null,404,null,253,null,60250,null,291,null,93732,null,34,null,1385,null,502,null,92347,null,508,null,39914,null,87,null,544,null,267,null,39370,null,281,null,22369,null,2,null,361,null,215,null,22008,null,215,null,24682,null,2,null,369,null,193,null,24313,null,193,null,0400000US50,Vermont,50
4003783,null,4364,null,1916432,null,4358,null,530745,null,4100,null,42384,null,4116,null,488361,null,5112,null,760214,null,3101,null,151023,null,5794,null,609191,null,6142,null,319267,null,518,null,136864,null,3772,null,182403,null,3825,null,180067,null,1050,null,95997,null,3366,null,84070,null,3401,null,126139,null,1072,null,94247,null,2602,null,31892,null,2653,null,2087351,null,1983,null,541328,null,1779,null,12694,null,1961,null,528634,null,2275,null,797623,null,1682,null,27397,null,2329,null,770226,null,2911,null,335391,null,721,null,6029,null,1138,null,329362,null,1402,null,202668,null,630,null,2878,null,609,null,199790,null,855,null,210341,null,553,null,4535,null,1003,null,205806,null,1146,null,0400000US51,Virginia,51
3852789,null,3145,null,1879216,null,2758,null,520002,null,2136,null,33714,null,3229,null,486288,null,4052,null,748606,null,1661,null,134055,null,4985,null,614551,null,5443,null,315252,null,332,null,141818,null,3659,null,173434,null,3674,null,164936,null,240,null,97129,null,2704,null,67807,null,2703,null,130420,null,218,null,97284,null,2374,null,33136,null,2314,null,1973573,null,1697,null,517521,null,1163,null,6557,null,1333,null,510964,null,1846,null,756110,null,885,null,16799,null,1932,null,739311,null,2279,null,324349,null,278,null,7432,null,1235,null,316917,null,1308,null,178014,null,125,null,2346,null,632,null,175668,null,650,null,197579,null,108,null,6216,null,1486,null,191363,null,1488,null,0400000US53,Washington,53
1342719,null,1331,null,645818,null,942,null,178113,null,1223,null,10489,null,1647,null,167624,null,2052,null,243110,null,1207,null,34134,null,2740,null,208976,null,2880,null,110170,null,373,null,45424,null,2700,null,64746,null,2657,null,65314,null,451,null,29609,null,1695,null,35705,null,1655,null,49111,null,433,null,33811,null,1251,null,15300,null,1260,null,696901,null,656,null,178137,null,768,null,2042,null,676,null,176095,null,1041,null,248915,null,779,null,3689,null,801,null,245226,null,1105,null,114316,null,190,null,1368,null,566,null,112948,null,612,null,75402,null,383,null,831,null,363,null,74571,null,594,null,80131,null,358,null,835,null,397,null,79296,null,534,null,0400000US54,West Virginia,54
3754234,null,1270,null,1839824,null,1073,null,520473,null,807,null,20376,null,2210,null,500097,null,2117,null,734534,null,629,null,90426,null,3483,null,644108,null,3572,null,288260,null,631,null,111387,null,3112,null,176873,null,3178,null,160947,null,150,null,81701,null,2165,null,79246,null,2185,null,135610,null,92,null,92054,null,2099,null,43556,null,2104,null,1914410,null,816,null,499814,null,590,null,4611,null,1017,null,495203,null,1064,null,724397,null,323,null,12276,null,1550,null,712121,null,1645,null,288572,null,360,null,2838,null,569,null,285734,null,589,null,178503,null,407,null,1689,null,452,null,176814,null,615,null,223124,null,842,null,3773,null,836,null,219351,null,1196,null,0400000US55,Wisconsin,55
351999,null,925,null,175276,null,868,null,51563,null,915,null,3806,null,907,null,47757,null,1074,null,66984,null,384,null,11230,null,1512,null,55754,null,1599,null,29671,null,12,null,12416,null,1065,null,17255,null,1064,null,15501,null,7,null,8427,null,800,null,7074,null,800,null,11557,null,6,null,8457,null,815,null,3100,null,816,null,176723,null,351,null,49355,null,935,null,951,null,454,null,48404,null,1031,null,66558,null,868,null,1575,null,596,null,64983,null,963,null,28145,null,9,null,516,null,259,null,27629,null,260,null,15968,null,217,null,204,null,197,null,15764,null,280,null,16697,null,217,null,421,null,281,null,16276,null,347,null,0400000US56,Wyoming,56
34078,null,2843,null,18620,null,2419,null,5846,null,1491,null,327,null,291,null,5519,null,1487,null,7480,null,1615,null,1262,null,617,null,6218,null,1494,null,2173,null,581,null,413,null,286,null,1760,null,529,null,1863,null,693,null,264,null,188,null,1599,null,648,null,1258,null,474,null,629,null,333,null,629,null,314,null,15458,null,2037,null,4167,null,880,null,0,null,283,null,4167,null,880,null,6922,null,1489,null,86,null,99,null,6836,null,1483,null,2001,null,589,null,0,null,283,null,2001,null,589,null,1276,null,631,null,0,null,283,null,1276,null,631,null,1092,null,587,null,0,null,283,null,1092,null,587,null,0400000US72,Puerto Rico,72
