B20005A_001E,B20005A_001EA,B20005A_001M,B20005A_001MA,B20005A_002E,B20005A_002EA,B20005A_002M,B20005A_002MA,B20005A_003E,B20005A_003EA,B20005A_003M,B20005A_003MA,B20005A_004E,B20005A_004EA,B20005A_004M,B20005A_004MA,B20005A_005E,B20005A_005EA,B20005A_005M,B20005A_005MA,B20005A_006E,B20005A_006EA,B20005A_006M,B20005A_006MA,B20005A_007E,B20005A_007EA,B20005A_007M,B20005A_007MA,B20005A_008E,B20005A_008EA,B20005A_008M,B20005A_008MA,B20005A_009E,B20005A_009EA,B20005A_009M,B20005A_009MA,B20005A_010E,B20005A_010EA,B20005A_010M,B20005A_010MA,B20005A_011E,B20005A_011EA,B20005A_011M,B20005A_011MA,B20005A_012E,B20005A_012EA,B20005A_012M,B20005A_012MA,B20005A_013E,B20005A_013EA,B20005A_013M,B20005A_013MA,B20005A_014E,B20005A_014EA,B20005A_014M,B20005A_014MA,B20005A_015E,B20005A_015EA,B20005A_015M,B20005A_015MA,B20005A_016E,B20005A_016EA,B20005A_016M,B20005A_016MA,B20005A_017E,B20005A_017EA,B20005A_017M,B20005A_017MA,B20005A_018E,B20005A_018EA,B20005A_018M,B20005A_018MA,B20005A_019E,B20005A_019EA,B20005A_019M,B20005A_019MA,B20005A_020E,B20005A_020EA,B20005A_020M,B20005A_020MA,B20005A_021E,B20005A_021EA,B20005A_021M,B20005A_021MA,B20005A_022E,B20005A_022EA,B20005A_022M,B20005A_022MA,B20005A_023E,B20005A_023EA,B20005A_023M,B20005A_023MA,B20005A_024E,B20005A_024EA,B20005A_024M,B20005A_024MA,B20005A_025E,B20005A_025EA,B20005A_025M,B20005A_025MA,B20005A_026E,B20005A_026EA,B20005A_026M,B20005A_026MA,B20005A_027E,B20005A_027EA,B20005A_027M,B20005A_027MA,B20005A_028E,B20005A_028EA,B20005A_028M,B20005A_028MA,B20005A_029E,B20005A_029EA,B20005A_029M,B20005A_029MA,B20005A_030E,B20005A_030EA,B20005A_030M,B20005A_030MA,B20005A_031E,B20005A_031EA,B20005A_031M,B20005A_031MA,B20005A_032E,B20005A_032EA,B20005A_032M,B20005A_032MA,B20005A_033E,B20005A_033EA,B20005A_033M,B20005A_033MA,B20005A_034E,B20005A_034EA,B20005A_034M,B20005A_034MA,B20005A_035E,B20005A_035EA,B20005A_035M,B20005A_035MA,B20005A_036E,B20005A_036EA,B20005A_036M,B20005A_036MA,B20005A_037E,B20005A_037EA,B20005A_037M,B20005A_037MA,B20005A_038E,B20005A_038EA,B20005A_038M,B20005A_038MA,B20005A_039E,B20005A_039EA,B20005A_039M,B20005A_039MA,B20005A_040E,B20005A_040EA,B20005A_040M,B20005A_040MA,B20005A_041E,B20005A_041EA,B20005A_041M,B20005A_041MA,B20005A_042E,B20005A_042EA,B20005A_042M,B20005A_042MA,B20005A_043E,B20005A_043EA,B20005A_043M,B20005A_043MA,B20005A_044E,B20005A_044EA,B20005A_044M,B20005A_044MA,B20005A_045E,B20005A_045EA,B20005A_045M,B20005A_045MA,B20005A_046E,B20005A_046EA,B20005A_046M,B20005A_046MA,B20005A_047E,B20005A_047EA,B20005A_047M,B20005A_047MA,B20005A_048E,B20005A_048EA,B20005A_048M,B20005A_048MA,B20005A_049E,B20005A_049EA,B20005A_049M,B20005A_049MA,B20005A_050E,B20005A_050EA,B20005A_050M,B20005A_050MA,B20005A_051E,B20005A_051EA,B20005A_051M,B20005A_051MA,B20005A_052E,B20005A_052EA,B20005A_052M,B20005A_052MA,B20005A_053E,B20005A_053EA,B20005A_053M,B20005A_053MA,B20005A_054E,B20005A_054EA,B20005A_054M,B20005A_054MA,B20005A_055E,B20005A_055EA,B20005A_055M,B20005A_055MA,B20005A_056E,B20005A_056EA,B20005A_056M,B20005A_056MA,B20005A_057E,B20005A_057EA,B20005A_057M,B20005A_057MA,B20005A_058E,B20005A_058EA,B20005A_058M,B20005A_058MA,B20005A_059E,B20005A_059EA,B20005A_059M,B20005A_059MA,B20005A_060E,B20005A_060EA,B20005A_060M,B20005A_060MA,B20005A_061E,B20005A_061EA,B20005A_061M,B20005A_061MA,B20005A_062E,B20005A_062EA,B20005A_062M,B20005A_062MA,B20005A_063E,B20005A_063EA,B20005A_063M,B20005A_063MA,B20005A_064E,B20005A_064EA,B20005A_064M,B20005A_064MA,B20005A_065E,B20005A_065EA,B20005A_065M,B20005A_065MA,B20005A_066E,B20005A_066EA,B20005A_066M,B20005A_066MA,B20005A_067E,B20005A_067EA,B20005A_067M,B20005A_067MA,B20005A_068E,B20005A_068EA,B20005A_068M,B20005A_068MA,B20005A_069E,B20005A_069EA,B20005A_069M,B20005A_069MA,B20005A_070E,B20005A_070EA,B20005A_070M,B20005A_070MA,B20005A_071E,B20005A_071EA,B20005A_071M,B20005A_071MA,B20005A_072E,B20005A_072EA,B20005A_072M,B20005A_072MA,B20005A_073E,B20005A_073EA,B20005A_073M,B20005A_073MA,B20005A_074E,B20005A_074EA,B20005A_074M,B20005A_074MA,B20005A_075E,B20005A_075EA,B20005A_075M,B20005A_075MA,B20005A_076E,B20005A_076EA,B20005A_076M,B20005A_076MA,B20005A_077E,B20005A_077EA,B20005A_077M,B20005A_077MA,B20005A_078E,B20005A_078EA,B20005A_078M,B20005A_078MA,B20005A_079E,B20005A_079EA,B20005A_079M,B20005A_079MA,B20005A_080E,B20005A_080EA,B20005A_080M,B20005A_080MA,B20005A_081E,B20005A_081EA,B20005A_081M,B20005A_081MA,B20005A_082E,B20005A_082EA,B20005A_082M,B20005A_082MA,B20005A_083E,B20005A_083EA,B20005A_083M,B20005A_083MA,B20005A_084E,B20005A_084EA,B20005A_084M,B20005A_084MA,B20005A_085E,B20005A_085EA,B20005A_085M,B20005A_085MA,B20005A_086E,B20005A_086EA,B20005A_086M,B20005A_086MA,B20005A_087E,B20005A_087EA,B20005A_087M,B20005A_087MA,B20005A_088E,B20005A_088EA,B20005A_088M,B20005A_088MA,B20005A_089E,B20005A_089EA,B20005A_089M,B20005A_089MA,B20005A_090E,B20005A_090EA,B20005A_090M,B20005A_090MA,B20005A_091E,B20005A_091EA,B20005A_091M,B20005A_091MA,B20005A_092E,B20005A_092EA,B20005A_092M,B20005A_092MA,B20005A_093E,B20005A_093EA,B20005A_093M,B20005A_093MA,B20005A_094E,B20005A_094EA,B20005A_094M,B20005A_094MA,B20005A_095E,B20005A_095EA,B20005A_095M,B20005A_095MA,GEO_ID,NAME,state
2617359,null,5038,null,1268425,null,3683,null,641748,null,8700,null,40,null,69,null,641708,null,8716,null,1070,null,331,null,1486,null,531,null,3807,null,969,null,4335,null,1159,null,11907,null,1808,null,9630,null,1706,null,21295,null,2551,null,15985,null,2396,null,33306,null,2838,null,19186,null,2372,null,48995,null,3199,null,61461,null,4398,null,46656,null,3014,null,54592,null,3478,null,40773,null,3199,null,45342,null,3257,null,50369,null,3439,null,42902,null,3150,null,59947,null,3467,null,68664,null,2936,null,626677,null,8891,null,332590,null,6159,null,294087,null,8412,null,48208,null,3461,null,33164,null,2377,null,29512,null,2892,null,18553,null,1960,null,25891,null,2534,null,10963,null,1885,null,15078,null,2088,null,9553,null,1766,null,13354,null,1688,null,6819,null,1145,null,15045,null,2191,null,11399,null,1739,null,8740,null,1567,null,8464,null,1347,null,6061,null,1044,null,5876,null,1031,null,7475,null,1311,null,3306,null,842,null,6767,null,1220,null,9859,null,1379,null,1348934,null,3182,null,389234,null,8329,null,89,null,106,null,389145,null,8327,null,1174,null,510,null,865,null,360,null,3469,null,962,null,4942,null,1165,null,14217,null,1995,null,16516,null,2156,null,23242,null,2195,null,19236,null,2097,null,29365,null,2746,null,17380,null,2165,null,46269,null,3300,null,41824,null,2766,null,31620,null,2339,null,32697,null,2854,null,22277,null,2137,null,23331,null,2171,null,21146,null,2178,null,14266,null,1878,null,14848,null,1917,null,10461,null,1413,null,959700,null,8587,null,581526,null,8182,null,378174,null,8211,null,81994,null,3814,null,42568,null,3440,null,38934,null,2579,null,29664,null,2367,null,37587,null,3482,null,16390,null,1792,null,22942,null,2087,null,10482,null,1544,null,14038,null,1596,null,7980,null,1301,null,14900,null,1834,null,13020,null,1790,null,11307,null,1619,null,11049,null,1623,null,7795,null,1168,null,5633,null,997,null,4552,null,1094,null,2464,null,849,null,2611,null,659,null,2264,null,704,null,0400000US01,Alabama,01
371695,null,1930,null,195834,null,1391,null,92820,null,3492,null,20,null,33,null,92800,null,3492,null,709,null,394,null,241,null,180,null,132,null,132,null,231,null,188,null,1107,null,670,null,310,null,316,null,1664,null,748,null,1568,null,735,null,1813,null,752,null,2933,null,821,null,5409,null,1177,null,4808,null,1047,null,5573,null,1094,null,6057,null,974,null,6607,null,1233,null,6640,null,1245,null,11114,null,1751,null,9630,null,1535,null,13715,null,1644,null,12539,null,1630,null,103014,null,3732,null,28548,null,2058,null,74466,null,3475,null,8545,null,1419,null,4948,null,1179,null,5301,null,1106,null,3702,null,1246,null,3863,null,997,null,1505,null,581,null,2405,null,527,null,2110,null,676,null,3619,null,1187,null,2056,null,682,null,2930,null,821,null,3772,null,827,null,3230,null,752,null,3313,null,690,null,2772,null,718,null,3028,null,946,null,4480,null,901,null,3394,null,905,null,4002,null,855,null,5491,null,1211,null,175861,null,1270,null,59755,null,3191,null,23,null,41,null,59732,null,3201,null,276,null,203,null,132,null,157,null,615,null,414,null,429,null,227,null,1177,null,466,null,558,null,394,null,1234,null,590,null,961,null,516,null,2633,null,755,null,2526,null,782,null,6461,null,1055,null,6992,null,1476,null,5460,null,956,null,5492,null,1123,null,4016,null,825,null,4225,null,1157,null,6147,null,1244,null,4924,null,1471,null,3023,null,818,null,2451,null,838,null,116106,null,3450,null,46364,null,2319,null,69742,null,3357,null,9775,null,1370,null,7517,null,1223,null,7196,null,1319,null,4126,null,952,null,4839,null,1035,null,1363,null,610,null,4082,null,1096,null,3193,null,796,null,2806,null,780,null,2892,null,842,null,3881,null,807,null,3270,null,877,null,2369,null,717,null,2908,null,759,null,1702,null,678,null,2363,null,844,null,1821,null,507,null,1391,null,446,null,1280,null,388,null,968,null,480,null,0400000US02,Alaska,02
3822548,null,14619,null,1892550,null,9070,null,921382,null,12780,null,69,null,113,null,921313,null,12765,null,1589,null,634,null,446,null,283,null,5066,null,1469,null,3828,null,1116,null,22686,null,3142,null,14552,null,2495,null,34864,null,4395,null,25708,null,3167,null,44984,null,5004,null,25875,null,2768,null,71486,null,4743,null,75564,null,5311,null,70552,null,4793,null,71791,null,4876,null,49880,null,3584,null,68092,null,3730,null,78090,null,5190,null,57536,null,3261,null,89648,null,4564,null,109076,null,5077,null,971168,null,12761,null,506247,null,8043,null,464921,null,10202,null,62317,null,3914,null,40792,null,3505,null,43859,null,3822,null,27962,null,3169,null,37302,null,3627,null,19397,null,2394,null,24554,null,3119,null,16100,null,2408,null,19421,null,2476,null,11678,null,2025,null,25439,null,3065,null,24135,null,2734,null,14656,null,1838,null,13918,null,1859,null,9693,null,1576,null,11654,null,1782,null,14054,null,1839,null,8524,null,1325,null,14148,null,1760,null,25318,null,2556,null,1929998,null,7940,null,596702,null,9957,null,66,null,108,null,596636,null,9975,null,1488,null,762,null,2352,null,985,null,3701,null,967,null,7065,null,1598,null,19134,null,3020,null,13222,null,2559,null,24863,null,3324,null,23566,null,3485,null,36462,null,3541,null,28799,null,3259,null,62911,null,4984,null,69349,null,4093,null,52453,null,3877,null,51738,null,4355,null,32425,null,3073,null,36799,null,3069,null,40654,null,2993,null,26735,null,2654,null,33646,null,3001,null,29274,null,2464,null,1333296,null,9505,null,770948,null,10459,null,562348,null,10488,null,88943,null,4341,null,59806,null,4776,null,58650,null,4755,null,42504,null,3911,null,54969,null,3756,null,24547,null,2722,null,31693,null,2746,null,16348,null,1846,null,26918,null,2596,null,14602,null,2135,null,27843,null,2910,null,24004,null,2289,null,17327,null,1913,null,19246,null,2330,null,10776,null,1389,null,11035,null,1669,null,11396,null,1699,null,6868,null,1222,null,8034,null,1411,null,6839,null,1272,null,0400000US04,Arizona,04
1785462,null,4100,null,868918,null,3299,null,402777,null,7300,null,134,null,129,null,402643,null,7290,null,1104,null,390,null,1166,null,410,null,3920,null,1000,null,3339,null,1012,null,9959,null,1756,null,8657,null,1656,null,16103,null,2093,null,13016,null,1847,null,22675,null,2283,null,15320,null,2061,null,38665,null,3171,null,42043,null,3500,null,33564,null,3106,null,30742,null,2457,null,21826,null,2626,null,26220,null,2830,null,30645,null,2109,null,23271,null,2212,null,27874,null,2566,null,32534,null,2671,null,466141,null,6931,null,239992,null,5645,null,226149,null,6370,null,37403,null,2963,null,24224,null,2518,null,20475,null,2020,null,17895,null,2372,null,20035,null,2430,null,9429,null,1661,null,11561,null,1702,null,8170,null,1547,null,10864,null,1705,null,5087,null,1239,null,9943,null,1497,null,10151,null,1689,null,6308,null,1317,null,6346,null,1329,null,3533,null,813,null,4044,null,821,null,4944,null,993,null,2734,null,719,null,5494,null,1243,null,7509,null,1344,null,916544,null,2724,null,280903,null,5830,null,228,null,179,null,280675,null,5823,null,566,null,355,null,980,null,444,null,3950,null,1146,null,3640,null,985,null,11521,null,1865,null,11922,null,1894,null,23247,null,2751,null,16223,null,1811,null,28891,null,3140,null,17438,null,2273,null,33150,null,2866,null,33157,null,2420,null,19385,null,1903,null,17043,null,2070,null,14759,null,1869,null,12472,null,1561,null,12724,null,1671,null,6986,null,1280,null,7372,null,1293,null,5249,null,929,null,635641,null,6262,null,371786,null,6890,null,263855,null,7197,null,49636,null,3521,null,31091,null,2827,null,31776,null,2902,null,23550,null,2469,null,25926,null,2367,null,14094,null,1591,null,14498,null,1863,null,9583,null,1435,null,11203,null,1636,null,4324,null,972,null,9083,null,1404,null,8659,null,1562,null,7186,null,1362,null,7042,null,1255,null,3326,null,780,null,4312,null,959,null,3829,null,999,null,1725,null,694,null,1583,null,510,null,1429,null,548,null,0400000US05,Arkansas,05
17508696,null,43068,null,8708304,null,26699,null,4191504,null,27973,null,306,null,210,null,4191198,null,27948,null,9513,null,1513,null,4686,null,1181,null,20350,null,2576,null,23162,null,2840,null,85262,null,5871,null,78705,null,5322,null,144387,null,6878,null,120000,null,6357,null,179631,null,9154,null,112609,null,6286,null,245031,null,9012,null,267149,null,9140,null,229774,null,8643,null,262050,null,10899,null,202212,null,7292,null,258129,null,9237,null,342568,null,9108,null,288233,null,9238,null,483891,null,10772,null,833856,null,12147,null,4516800,null,21462,null,2136907,null,19571,null,2379893,null,23068,null,287847,null,9249,null,201353,null,7634,null,186685,null,6456,null,134814,null,6196,null,196586,null,7437,null,85071,null,5562,null,119699,null,6550,null,73468,null,4717,null,106148,null,6250,null,57423,null,3961,null,114266,null,5405,null,110819,null,5916,null,78271,null,3984,null,85742,null,4817,null,61052,null,4315,null,63510,null,3971,null,82833,null,4145,null,71041,null,4685,null,103704,null,5020,null,159561,null,6378,null,8800392,null,23851,null,2561585,null,23381,null,433,null,270,null,2561152,null,23374,null,6672,null,1346,null,5378,null,1135,null,20492,null,2191,null,23927,null,2727,null,81808,null,6266,null,61318,null,4295,null,113880,null,5952,null,79159,null,4964,null,117152,null,6530,null,92988,null,5785,null,193440,null,8388,null,225692,null,8343,null,184429,null,6329,null,194584,null,7131,null,145127,null,5798,null,151273,null,6206,null,213166,null,7679,null,163646,null,7199,null,242031,null,8512,null,244990,null,7644,null,6238807,null,31434,null,3460185,null,27121,null,2778622,null,23109,null,406467,null,10333,null,269641,null,8110,null,279250,null,8731,null,188354,null,6115,null,255894,null,8691,null,114400,null,5014,null,145259,null,6084,null,83961,null,4157,null,128568,null,5418,null,68830,null,4215,null,121140,null,4955,null,119998,null,5587,null,82487,null,4275,null,86523,null,4633,null,56740,null,3659,null,67567,null,3715,null,88094,null,4439,null,66404,null,3446,null,84546,null,4046,null,64499,null,4152,null,0400000US06,California,06
3235658,null,10849,null,1619598,null,6845,null,852059,null,10615,null,208,null,202,null,851851,null,10605,null,1568,null,632,null,1677,null,760,null,6599,null,2428,null,6225,null,1572,null,21388,null,2618,null,11028,null,2106,null,23809,null,3149,null,18546,null,2232,null,32101,null,3678,null,24270,null,2714,null,51795,null,3615,null,66088,null,3806,null,63939,null,4180,null,62536,null,4157,null,49257,null,4328,null,51688,null,3289,null,78302,null,4830,null,62644,null,3918,null,94141,null,4238,null,124250,null,5107,null,767539,null,10410,null,290073,null,6809,null,477466,null,9310,null,69338,null,4209,null,45765,null,3750,null,43594,null,3468,null,23451,null,2674,null,36072,null,3691,null,16747,null,2687,null,19720,null,2604,null,12466,null,2045,null,21684,null,2476,null,11873,null,1879,null,23822,null,2572,null,26837,null,2852,null,19339,null,2352,null,16110,null,2411,null,12094,null,1853,null,12805,null,1623,null,15661,null,1949,null,12540,null,1456,null,16066,null,1730,null,21482,null,2010,null,1616060,null,6035,null,536621,null,8888,null,180,null,167,null,536441,null,8915,null,1054,null,461,null,1915,null,819,null,5213,null,1183,null,3798,null,912,null,15208,null,2180,null,9397,null,2060,null,19992,null,3119,null,13121,null,1896,null,26052,null,2317,null,27194,null,2991,null,49050,null,3296,null,61591,null,4252,null,49305,null,4058,null,47761,null,3294,null,31300,null,2625,null,33407,null,2779,null,44011,null,3311,null,29611,null,2671,null,34379,null,2845,null,33082,null,2864,null,1079439,null,10196,null,505043,null,7517,null,574396,null,9832,null,103775,null,4218,null,62307,null,4155,null,57637,null,4191,null,39012,null,3204,null,52672,null,3649,null,24193,null,2465,null,30800,null,2907,null,17951,null,1912,null,30020,null,2548,null,15915,null,2526,null,26007,null,2363,null,26922,null,2903,null,16810,null,1654,null,16651,null,2039,null,10299,null,1460,null,11658,null,1679,null,11998,null,1494,null,5894,null,1155,null,6247,null,1126,null,7628,null,1310,null,0400000US08,Colorado,08
2264467,null,7316,null,1087274,null,4787,null,557789,null,7738,null,144,null,141,null,557645,null,7743,null,739,null,380,null,1096,null,457,null,2743,null,779,null,1079,null,568,null,4658,null,1059,null,3223,null,807,null,6842,null,1422,null,6428,null,1347,null,14904,null,2008,null,7112,null,1551,null,27620,null,2704,null,33653,null,3010,null,29267,null,2666,null,36786,null,2687,null,31052,null,2540,null,47298,null,3211,null,58739,null,3832,null,45955,null,2585,null,76704,null,3860,null,121747,null,4951,null,529485,null,7544,null,237553,null,4542,null,291932,null,6913,null,46647,null,2944,null,26314,null,2103,null,25896,null,2353,null,17164,null,2074,null,20169,null,2013,null,7428,null,1372,null,12820,null,2206,null,7857,null,1424,null,12133,null,1928,null,6789,null,1382,null,13331,null,2043,null,12539,null,1972,null,8471,null,1298,null,11140,null,1402,null,7340,null,1333,null,8550,null,1226,null,10322,null,1500,null,7388,null,1285,null,11128,null,1593,null,18506,null,1674,null,1177193,null,4256,null,380163,null,7150,null,95,null,115,null,380068,null,7165,null,576,null,251,null,721,null,375,null,1671,null,555,null,1618,null,697,null,5037,null,918,null,2856,null,861,null,7777,null,1206,null,6349,null,1280,null,18663,null,2204,null,11605,null,2020,null,30291,null,2585,null,39593,null,3246,null,33954,null,2568,null,33169,null,3001,null,26290,null,2321,null,28918,null,2310,null,33640,null,2696,null,27738,null,2413,null,37636,null,2553,null,31966,null,2329,null,797030,null,7549,null,400621,null,6473,null,396409,null,7196,null,57919,null,3216,null,40843,null,3215,null,38599,null,2821,null,23150,null,2411,null,34876,null,2804,null,14179,null,1862,null,21492,null,2141,null,13326,null,1600,null,20329,null,2071,null,9820,null,1446,null,20621,null,2275,null,17779,null,1952,null,10676,null,1437,null,12065,null,1511,null,9836,null,1172,null,9331,null,1428,null,10754,null,1448,null,11575,null,1604,null,11399,null,1583,null,7840,null,1163,null,0400000US09,Connecticut,09
509254,null,1990,null,243843,null,1345,null,124101,null,3391,null,0,null,261,null,124101,null,3391,null,180,null,174,null,228,null,166,null,512,null,328,null,62,null,75,null,1566,null,516,null,1284,null,557,null,2352,null,877,null,2395,null,808,null,3435,null,920,null,2799,null,1057,null,6911,null,1324,null,11574,null,1745,null,8419,null,1574,null,9974,null,1496,null,8139,null,1394,null,11962,null,1573,null,11459,null,1680,null,9464,null,1330,null,13828,null,1728,null,17558,null,1858,null,119742,null,3222,null,58410,null,2458,null,61332,null,3227,null,10313,null,1526,null,7562,null,1129,null,5883,null,1253,null,2623,null,658,null,5042,null,1128,null,2348,null,638,null,3039,null,865,null,1512,null,600,null,2588,null,762,null,1133,null,655,null,3081,null,1039,null,2638,null,808,null,2248,null,638,null,1927,null,687,null,1706,null,549,null,1265,null,453,null,1721,null,552,null,725,null,346,null,1591,null,511,null,2387,null,681,null,265411,null,1208,null,89070,null,3605,null,67,null,109,null,89003,null,3597,null,78,null,89,null,275,null,203,null,605,null,307,null,765,null,350,null,1606,null,617,null,1721,null,721,null,2759,null,1044,null,2084,null,720,null,4847,null,1176,null,2897,null,727,null,9158,null,1408,null,8489,null,1475,null,8401,null,1468,null,8611,null,1261,null,5736,null,1277,null,5785,null,1121,null,10394,null,1447,null,4336,null,912,null,5765,null,965,null,4691,null,925,null,176341,null,3690,null,96426,null,3025,null,79915,null,2970,null,13462,null,1607,null,11018,null,1425,null,7301,null,1082,null,5300,null,1075,null,7156,null,1172,null,2629,null,832,null,4137,null,817,null,2817,null,891,null,3199,null,1024,null,1434,null,506,null,3686,null,822,null,3434,null,841,null,2438,null,780,null,1957,null,536,null,1798,null,629,null,2124,null,653,null,1498,null,527,null,1878,null,593,null,1919,null,734,null,730,null,351,null,0400000US10,Delaware,10
187020,null,2500,null,93094,null,1781,null,54830,null,2749,null,0,null,300,null,54830,null,2749,null,0,null,300,null,0,null,300,null,0,null,300,null,413,null,374,null,181,null,181,null,0,null,300,null,375,null,254,null,935,null,772,null,1480,null,1006,null,578,null,658,null,1586,null,654,null,1749,null,799,null,2010,null,709,null,3098,null,1152,null,2892,null,951,null,3309,null,1243,null,3195,null,963,null,3611,null,979,null,8470,null,1505,null,20948,null,1786,null,38264,null,3030,null,11764,null,1741,null,26500,null,2767,null,3081,null,631,null,2390,null,732,null,2405,null,864,null,761,null,361,null,1014,null,456,null,365,null,273,null,566,null,399,null,540,null,350,null,785,null,446,null,286,null,370,null,1113,null,576,null,1251,null,516,null,600,null,361,null,772,null,302,null,1330,null,485,null,1135,null,514,null,1227,null,526,null,994,null,408,null,1651,null,601,null,4234,null,1245,null,93926,null,1355,null,41491,null,2729,null,0,null,300,null,41491,null,2729,null,44,null,72,null,63,null,102,null,280,null,280,null,44,null,74,null,163,null,202,null,224,null,321,null,519,null,366,null,310,null,269,null,877,null,460,null,1275,null,979,null,676,null,320,null,1926,null,567,null,1687,null,588,null,3218,null,946,null,2188,null,727,null,2616,null,818,null,3797,null,1034,null,4343,null,1116,null,7149,null,1195,null,10092,null,1258,null,52435,null,2666,null,18183,null,1779,null,34252,null,2623,null,5316,null,1009,null,3088,null,831,null,3638,null,1038,null,1177,null,660,null,1954,null,821,null,1044,null,504,null,1373,null,597,null,557,null,399,null,1351,null,628,null,484,null,439,null,1045,null,484,null,1885,null,681,null,1494,null,734,null,1475,null,648,null,780,null,381,null,1350,null,515,null,1551,null,649,null,853,null,430,null,1595,null,520,null,2242,null,645,null,0400000US11,District of Columbia,11
11520388,null,20266,null,5608159,null,13559,null,2646401,null,21416,null,133,null,133,null,2646268,null,21414,null,3913,null,896,null,2604,null,792,null,15176,null,2502,null,14290,null,2166,null,61217,null,4305,null,46339,null,4468,null,94749,null,6448,null,76749,null,5611,null,141317,null,8748,null,86670,null,6160,null,216516,null,8384,null,235359,null,8702,null,210314,null,8671,null,203842,null,7444,null,147091,null,6217,null,182866,null,6508,null,202692,null,7797,null,154296,null,6876,null,223730,null,6995,null,326538,null,9513,null,2961758,null,20528,null,1669155,null,14303,null,1292603,null,20343,null,172070,null,7024,null,120230,null,5992,null,116948,null,5930,null,79724,null,4744,null,121134,null,5692,null,49069,null,3601,null,75867,null,5233,null,36110,null,2700,null,64696,null,5488,null,29984,null,2980,null,66679,null,5323,null,65686,null,4504,null,46036,null,3877,null,41250,null,3634,null,24771,null,2698,null,29176,null,2704,null,31343,null,2161,null,22898,null,2580,null,34182,null,2867,null,64750,null,4055,null,5912229,null,11568,null,1842730,null,17378,null,179,null,171,null,1842551,null,17371,null,1888,null,583,null,2816,null,833,null,14901,null,2175,null,18798,null,2550,null,63185,null,4933,null,55383,null,4961,null,89739,null,5370,null,64968,null,4164,null,119943,null,5772,null,92074,null,5487,null,207861,null,8097,null,215940,null,8183,null,171309,null,6962,null,151619,null,6450,null,94860,null,5759,null,110617,null,6439,null,116296,null,5950,null,75003,null,4734,null,91036,null,5049,null,84315,null,4996,null,4069499,null,17280,null,2506175,null,17549,null,1563324,null,17695,null,246374,null,9267,null,162717,null,6474,null,162865,null,5965,null,111972,null,5028,null,159356,null,6497,null,71660,null,4349,null,91337,null,5016,null,54655,null,3961,null,75061,null,5054,null,37053,null,2809,null,71181,null,4328,null,73644,null,4089,null,58195,null,3951,null,46827,null,3586,null,27630,null,2731,null,28587,null,2247,null,32618,null,3013,null,16873,null,2040,null,17075,null,2023,null,17644,null,2268,null,0400000US12,Florida,12
