B17005_001E,B17005_001EA,B17005_001M,B17005_001MA,B17005_002E,B17005_002EA,B17005_002M,B17005_002MA,B17005_003E,B17005_003EA,B17005_003M,B17005_003MA,B17005_004E,B17005_004EA,B17005_004M,B17005_004MA,B17005_005E,B17005_005EA,B17005_005M,B17005_005MA,B17005_006E,B17005_006EA,B17005_006M,B17005_006MA,B17005_007E,B17005_007EA,B17005_007M,B17005_007MA,B17005_008E,B17005_008EA,B17005_008M,B17005_008MA,B17005_009E,B17005_009EA,B17005_009M,B17005_009MA,B17005_010E,B17005_010EA,B17005_010M,B17005_010MA,B17005_011E,B17005_011EA,B17005_011M,B17005_011MA,B17005_012E,B17005_012EA,B17005_012M,B17005_012MA,B17005_013E,B17005_013EA,B17005_013M,B17005_013MA,B17005_014E,B17005_014EA,B17005_014M,B17005_014MA,B17005_015E,B17005_015EA,B17005_015M,B17005_015MA,B17005_016E,B17005_016EA,B17005_016M,B17005_016MA,B17005_017E,B17005_017EA,B17005_017M,B17005_017MA,B17005_018E,B17005_018EA,B17005_018M,B17005_018MA,B17005_019E,B17005_019EA,B17005_019M,B17005_019MA,B17005_020E,B17005_020EA,B17005_020M,B17005_020MA,B17005_021E,B17005_021EA,B17005_021M,B17005_021MA,B17005_022E,B17005_022EA,B17005_022M,B17005_022MA,B17005_023E,B17005_023EA,B17005_023M,B17005_023MA,GEO_ID,NAME,state
3519889,null,5004,null,517310,null,15892,null,196631,null,9239,null,85022,null,5868,null,64162,null,5352,null,20860,null,2550,null,111609,null,6138,null,320679,null,9856,null,117354,null,6142,null,89358,null,5125,null,27996,null,3130,null,203325,null,7841,null,3002579,null,15678,null,1466698,null,9487,null,1066674,null,10373,null,1015519,null,11292,null,51155,null,3997,null,400024,null,7823,null,1535881,null,9890,null,889385,null,10755,null,847424,null,11152,null,41961,null,3122,null,646496,null,8682,null,0400000US01,Alabama,01
501542,null,2418,null,41055,null,3393,null,20838,null,2435,null,11749,null,1951,null,8125,null,1694,null,3624,null,818,null,9089,null,1475,null,20217,null,1849,null,9726,null,1443,null,6801,null,1189,null,2925,null,886,null,10491,null,1344,null,460487,null,3711,null,233399,null,3151,null,183307,null,3508,null,170110,null,3659,null,13197,null,1442,null,50092,null,3237,null,227088,null,2456,null,154528,null,3093,null,143477,null,3037,null,11051,null,1822,null,72560,null,3086,null,0400000US02,Alaska,02
4748162,null,5017,null,580731,null,19824,null,254256,null,11582,null,121600,null,6899,null,97658,null,6373,null,23942,null,3295,null,132656,null,7459,null,326475,null,11463,null,118201,null,7330,null,92147,null,6687,null,26054,null,3518,null,208274,null,8040,null,4167431,null,20253,null,2084970,null,12248,null,1540973,null,14006,null,1468603,null,13361,null,72370,null,5127,null,543997,null,9400,null,2082461,null,11690,null,1225084,null,12006,null,1174644,null,11534,null,50440,null,3414,null,857377,null,11191,null,0400000US04,Arizona,04
2137697,null,3747,null,331658,null,10554,null,135512,null,6678,null,63452,null,4472,null,46201,null,4211,null,17251,null,2835,null,72060,null,4359,null,196146,null,6799,null,79057,null,5008,null,61245,null,4212,null,17812,null,2146,null,117089,null,5315,null,1806039,null,10981,null,892688,null,7183,null,644585,null,7664,null,609239,null,7933,null,35346,null,3292,null,248103,null,5645,null,913351,null,7265,null,539211,null,7863,null,514734,null,7354,null,24477,null,2824,null,374140,null,8243,null,0400000US05,Arkansas,05
27561062,null,10125,null,3012125,null,38454,null,1269011,null,22972,null,630548,null,14783,null,496311,null,12651,null,134237,null,7626,null,638463,null,16907,null,1743114,null,22471,null,619075,null,12578,null,475845,null,11423,null,143230,null,6695,null,1124039,null,18385,null,24548937,null,39658,null,12265922,null,24377,null,9300608,null,28464,null,8791347,null,27573,null,509261,null,13424,null,2965314,null,22644,null,12283015,null,23764,null,7447099,null,33606,null,7044418,null,32176,null,402681,null,10665,null,4835916,null,28173,null,0400000US06,California,06
3697082,null,4379,null,396834,null,12963,null,169085,null,7870,null,95420,null,5504,null,78482,null,5422,null,16938,null,2565,null,73665,null,4561,null,227749,null,7662,null,97273,null,5697,null,77026,null,5414,null,20247,null,2743,null,130476,null,6435,null,3300248,null,13827,null,1670123,null,8360,null,1342675,null,10152,null,1285523,null,10178,null,57152,null,4539,null,327448,null,7397,null,1630125,null,9028,null,1087713,null,9193,null,1039488,null,9287,null,48225,null,3539,null,542412,null,8436,null,0400000US08,Colorado,08
2678339,null,3360,null,190184,null,7809,null,73617,null,4743,null,34806,null,3173,null,23496,null,2538,null,11310,null,1660,null,38811,null,3679,null,116567,null,5924,null,46107,null,3658,null,31885,null,3205,null,14222,null,1944,null,70460,null,4657,null,2488155,null,7945,null,1210156,null,5946,null,940245,null,6960,null,893067,null,7397,null,47178,null,3510,null,269911,null,5376,null,1277999,null,6173,null,838894,null,8518,null,799284,null,8299,null,39610,null,2576,null,439105,null,8302,null,0400000US09,Connecticut,09
659445,null,1687,null,61391,null,5058,null,21898,null,2488,null,10006,null,1687,null,7555,null,1290,null,2451,null,993,null,11892,null,1908,null,39493,null,3760,null,15042,null,2376,null,11651,null,2094,null,3391,null,917,null,24451,null,2701,null,598054,null,5718,null,291799,null,2981,null,217527,null,3940,null,207171,null,4078,null,10356,null,1599,null,74272,null,2937,null,306255,null,3640,null,194101,null,4240,null,186438,null,4261,null,7663,null,1259,null,112154,null,3883,null,0400000US10,Delaware,10
457117,null,1314,null,69598,null,5522,null,27494,null,3196,null,8684,null,1841,null,4987,null,1416,null,3697,null,1113,null,18810,null,2386,null,42104,null,3802,null,16191,null,2049,null,11337,null,1893,null,4854,null,1030,null,25913,null,2827,null,387519,null,5724,null,182213,null,3138,null,143258,null,3285,null,133865,null,3478,null,9393,null,1451,null,38955,null,3070,null,205306,null,4122,null,145761,null,4032,null,138290,null,4288,null,7471,null,1553,null,59545,null,3061,null,0400000US11,District of Columbia,11
14308835,null,9104,null,1557896,null,24522,null,628765,null,13589,null,278154,null,10096,null,215189,null,9802,null,62965,null,4728,null,350611,null,11190,null,929131,null,17150,null,337276,null,10225,null,264319,null,8963,null,72957,null,5129,null,591855,null,13366,null,12750939,null,25481,null,6251215,null,15814,null,4459948,null,19755,null,4229380,null,19395,null,230568,null,7816,null,1791267,null,17106,null,6499724,null,17827,null,3828031,null,23370,null,3647335,null,24136,null,180696,null,7245,null,2671693,null,19329,null,0400000US12,Florida,12
