C17010H_001E,C17010H_001EA,C17010H_001M,C17010H_001MA,C17010H_002E,C17010H_002EA,C17010H_002M,C17010H_002MA,C17010H_003E,C17010H_003EA,C17010H_003M,C17010H_003MA,C17010H_004E,C17010H_004EA,C17010H_004M,C17010H_004MA,C17010H_005E,C17010H_005EA,C17010H_005M,C17010H_005MA,C17010H_006E,C17010H_006EA,C17010H_006M,C17010H_006MA,C17010H_007E,C17010H_007EA,C17010H_007M,C17010H_007MA,C17010H_008E,C17010H_008EA,C17010H_008M,C17010H_008MA,C17010H_009E,C17010H_009EA,C17010H_009M,C17010H_009MA,C17010H_010E,C17010H_010EA,C17010H_010M,C17010H_010MA,C17010H_011E,C17010H_011EA,C17010H_011M,C17010H_011MA,C17010H_012E,C17010H_012EA,C17010H_012M,C17010H_012MA,C17010H_013E,C17010H_013EA,C17010H_013M,C17010H_013MA,C17010H_014E,C17010H_014EA,C17010H_014M,C17010H_014MA,C17010H_015E,C17010H_015EA,C17010H_015M,C17010H_015MA,C17010H_016E,C17010H_016EA,C17010H_016M,C17010H_016MA,C17010H_017E,C17010H_017EA,C17010H_017M,C17010H_017MA,GEO_ID,NAME,state
1475801,null,11946,null,88944,null,4692,null,40293,null,3268,null,21681,null,2213,null,48651,null,4097,null,8566,null,1830,null,6330,null,1767,null,40085,null,3574,null,34263,null,3466,null,1386857,null,11784,null,1170596,null,11781,null,519058,null,7920,null,216261,null,8067,null,67891,null,4876,null,33010,null,3360,null,148370,null,6079,null,85863,null,5061,null,0400000US13,Georgia,13
86592,null,2877,null,4474,null,1083,null,1820,null,592,null,577,null,394,null,2654,null,849,null,338,null,241,null,228,null,155,null,2316,null,853,null,1715,null,743,null,82118,null,2792,null,68541,null,2893,null,28313,null,2343,null,13577,null,1821,null,4493,null,1041,null,1974,null,666,null,9084,null,1394,null,5503,null,1187,null,0400000US15,Hawaii,15
351703,null,4901,null,25777,null,2284,null,12161,null,1543,null,7035,null,1188,null,13616,null,1948,null,2346,null,921,null,2061,null,868,null,11270,null,1746,null,9798,null,1725,null,325926,null,5209,null,278390,null,5078,null,122124,null,4490,null,47536,null,3549,null,18072,null,2045,null,12159,null,1888,null,29464,null,2877,null,19967,null,2404,null,0400000US16,Idaho,16
2200269,null,14028,null,111699,null,5651,null,46808,null,3393,null,25720,null,2474,null,64891,null,3955,null,11513,null,1783,null,8393,null,1539,null,53378,null,4061,null,47272,null,3733,null,2088570,null,14112,null,1743987,null,13473,null,741948,null,9869,null,344583,null,8098,null,105677,null,5158,null,53087,null,4075,null,238906,null,7341,null,130482,null,5762,null,0400000US17,Illinois,17
1431818,null,10926,null,98113,null,3899,null,34394,null,2479,null,20265,null,1926,null,63719,null,3262,null,10014,null,1904,null,7589,null,1604,null,53705,null,3229,null,48852,null,3062,null,1333705,null,10952,null,1109458,null,10716,null,455716,null,9566,null,224247,null,7265,null,72772,null,4403,null,42945,null,3533,null,151475,null,5897,null,92723,null,3965,null,0400000US18,Indiana,18
738219,null,7829,null,44781,null,3200,null,15922,null,1937,null,8934,null,1406,null,28859,null,2356,null,4541,null,1016,null,3620,null,833,null,24318,null,2202,null,22319,null,2188,null,693438,null,8100,null,589490,null,7701,null,235407,null,4854,null,103948,null,4247,null,34109,null,2656,null,21161,null,2251,null,69839,null,3145,null,45944,null,2578,null,0400000US19,Iowa,19
610346,null,6353,null,32929,null,2773,null,12932,null,1568,null,7022,null,1211,null,19997,null,2411,null,2650,null,843,null,1820,null,577,null,17347,null,2215,null,15259,null,2030,null,577417,null,6388,null,488116,null,7039,null,208579,null,4806,null,89301,null,3958,null,29867,null,2595,null,18210,null,2048,null,59434,null,3455,null,38191,null,2589,null,0400000US20,Kansas,20
1005723,null,11630,null,120467,null,5480,null,53138,null,3647,null,30912,null,3218,null,67329,null,4376,null,11076,null,1848,null,8197,null,1653,null,56253,null,4297,null,48258,null,3974,null,885256,null,12406,null,725070,null,11783,null,300409,null,7723,null,160186,null,6885,null,50332,null,3680,null,27579,null,3075,null,109854,null,5314,null,61313,null,4164,null,0400000US21,Kentucky,21
714265,null,7062,null,55251,null,3834,null,24666,null,2585,null,13483,null,1800,null,30585,null,2841,null,4819,null,1033,null,3797,null,921,null,25766,null,2708,null,22551,null,2544,null,659014,null,8064,null,546304,null,7423,null,226072,null,5576,null,112710,null,5081,null,38110,null,3479,null,18914,null,2380,null,74600,null,3760,null,40995,null,3019,null,0400000US22,Louisiana,22
342917,null,6163,null,25390,null,2306,null,9938,null,1196,null,5711,null,1031,null,15452,null,1981,null,1964,null,580,null,1588,null,518,null,13488,null,1869,null,12393,null,1804,null,317527,null,5909,null,265671,null,5574,null,101535,null,3383,null,51856,null,3910,null,17712,null,2080,null,10716,null,1578,null,34144,null,2822,null,21434,null,2213,null,0400000US23,Maine,23
860346,null,8373,null,28882,null,2744,null,10503,null,1672,null,4953,null,1238,null,18379,null,2268,null,1412,null,512,null,1240,null,470,null,16967,null,2204,null,14912,null,1945,null,831464,null,8161,null,692445,null,8719,null,293237,null,7781,null,139019,null,5952,null,47215,null,3676,null,26200,null,2622,null,91804,null,4705,null,50826,null,3817,null,0400000US24,Maryland,24
1273257,null,11184,null,54924,null,4137,null,17925,null,2218,null,8822,null,1560,null,36999,null,3264,null,4598,null,1259,null,3573,null,1099,null,32401,null,3040,null,28604,null,2828,null,1218333,null,10760,null,989694,null,10817,null,432388,null,8208,null,228639,null,7758,null,65842,null,4088,null,32701,null,3278,null,162797,null,6696,null,86341,null,4689,null,0400000US25,Massachusetts,25
2075173,null,11720,null,146771,null,5664,null,60510,null,3508,null,34984,null,2646,null,86261,null,4069,null,15817,null,2062,null,12510,null,1854,null,70444,null,3383,null,60744,null,3041,null,1928402,null,11504,null,1607595,null,11823,null,661944,null,8598,null,320807,null,7716,null,103708,null,4886,null,55772,null,3378,null,217099,null,6022,null,124178,null,4980,null,0400000US26,Michigan,26
1200695,null,8391,null,52622,null,3250,null,18831,null,1716,null,8889,null,1232,null,33791,null,2821,null,5910,null,1080,null,4778,null,1097,null,27881,null,2693,null,25559,null,2585,null,1148073,null,8567,null,970085,null,9085,null,416945,null,6208,null,177988,null,5953,null,62514,null,3005,null,38586,null,2559,null,115474,null,5381,null,70413,null,3730,null,0400000US27,Minnesota,27
477468,null,6776,null,36551,null,3315,null,19091,null,2132,null,10699,null,1883,null,17460,null,2402,null,3285,null,935,null,2388,null,773,null,14175,null,2145,null,11660,null,2122,null,440917,null,6926,null,371223,null,7007,null,149262,null,5523,null,69694,null,3885,null,21427,null,2430,null,10716,null,1703,null,48267,null,3568,null,25681,null,2536,null,0400000US28,Mississippi,28
1300930,null,11038,null,96583,null,4749,null,40466,null,2619,null,23009,null,2329,null,56117,null,3726,null,8959,null,1393,null,6687,null,1211,null,47158,null,3584,null,43026,null,3572,null,1204347,null,10094,null,1002891,null,11451,null,413790,null,9032,null,201456,null,6654,null,67253,null,4058,null,36563,null,2774,null,134203,null,5267,null,79437,null,4187,null,0400000US29,Missouri,29
219284,null,3990,null,17365,null,2118,null,7830,null,1419,null,4364,null,986,null,9535,null,1627,null,1571,null,735,null,1231,null,601,null,7964,null,1390,null,7242,null,1354,null,201919,null,3893,null,173870,null,3791,null,63635,null,2809,null,28049,null,2674,null,11042,null,1804,null,6964,null,1075,null,17007,null,1963,null,10139,null,1419,null,0400000US30,Montana,30
402563,null,5694,null,23781,null,1931,null,9525,null,1176,null,5025,null,939,null,14256,null,1622,null,1857,null,705,null,1340,null,608,null,12399,null,1545,null,11577,null,1467,null,378782,null,5531,null,322936,null,5526,null,135434,null,4528,null,55846,null,3111,null,18209,null,1885,null,10640,null,1541,null,37637,null,2536,null,24003,null,2239,null,0400000US31,Nebraska,31
395277,null,5888,null,18691,null,2200,null,6326,null,1060,null,2982,null,877,null,12365,null,1823,null,1529,null,630,null,1214,null,531,null,10836,null,1758,null,9295,null,1543,null,376586,null,5794,null,302788,null,5223,null,115986,null,3875,null,73798,null,4090,null,28546,null,2588,null,15603,null,2259,null,45252,null,3158,null,27018,null,2870,null,0400000US32,Nevada,32
322881,null,5376,null,13435,null,1804,null,4052,null,938,null,1680,null,640,null,9383,null,1622,null,2540,null,804,null,2247,null,791,null,6843,null,1343,null,6407,null,1318,null,309446,null,5686,null,258270,null,5596,null,108698,null,4012,null,51176,null,3307,null,15333,null,1868,null,8514,null,1465,null,35843,null,2755,null,22484,null,2543,null,0400000US33,New Hampshire,33
1421775,null,11126,null,45883,null,3436,null,23287,null,2488,null,13156,null,1936,null,22596,null,2574,null,4256,null,1133,null,3047,null,921,null,18340,null,2540,null,15266,null,2170,null,1375892,null,10977,null,1142650,null,12090,null,506873,null,9285,null,233242,null,7245,null,69120,null,4597,null,29517,null,2939,null,164122,null,5751,null,79350,null,4432,null,0400000US34,New Jersey,34
225881,null,4125,null,16396,null,2327,null,5516,null,1000,null,2462,null,724,null,10880,null,2014,null,1153,null,553,null,475,null,293,null,9727,null,1967,null,9164,null,1910,null,209485,null,4604,null,169895,null,4516,null,57733,null,3237,null,39590,null,2943,null,13883,null,2055,null,8260,null,1721,null,25707,null,2282,null,13682,null,1792,null,0400000US35,New Mexico,35
2922702,null,15268,null,171670,null,6266,null,78551,null,4265,null,45459,null,3345,null,93119,null,4286,null,17173,null,2271,null,12604,null,2084,null,75946,null,4602,null,66934,null,4427,null,2751032,null,15004,null,2259171,null,16276,null,939486,null,11065,null,491861,null,9698,null,152880,null,5969,null,71127,null,4425,null,338981,null,7121,null,165101,null,5006,null,0400000US36,New York,36
1685240,null,11908,null,111956,null,5138,null,49309,null,3911,null,25768,null,2936,null,62647,null,4560,null,9906,null,1747,null,7125,null,1291,null,52741,null,4410,null,45885,null,4261,null,1573284,null,11991,null,1337237,null,11356,null,531820,null,9240,null,236047,null,7582,null,72901,null,4642,null,39452,null,3704,null,163146,null,5900,null,92598,null,4962,null,0400000US37,North Carolina,37
155467,null,3532,null,8674,null,1188,null,3842,null,745,null,1500,null,433,null,4832,null,904,null,768,null,355,null,546,null,305,null,4064,null,876,null,3587,null,828,null,146793,null,3296,null,126613,null,3740,null,51499,null,2380,null,20180,null,2101,null,8108,null,1614,null,3937,null,873,null,12072,null,1346,null,8249,null,1226,null,0400000US38,North Dakota,38
2519449,null,15103,null,182713,null,6986,null,62373,null,3545,null,36049,null,3070,null,120340,null,5734,null,19316,null,2532,null,16245,null,2286,null,101024,null,5215,null,89159,null,4926,null,2336736,null,15003,null,1930374,null,15893,null,789700,null,12064,null,406362,null,8518,null,131492,null,4826,null,74817,null,4437,null,274870,null,7512,null,162199,null,6286,null,0400000US39,Ohio,39
710299,null,6639,null,63036,null,4284,null,26406,null,2561,null,15454,null,1839,null,36630,null,3447,null,4748,null,1198,null,3038,null,922,null,31882,null,3206,null,27828,null,2841,null,647263,null,6435,null,539202,null,7190,null,210640,null,5546,null,108061,null,4722,null,33718,null,3027,null,18965,null,2230,null,74343,null,3272,null,44615,null,2877,null,0400000US40,Oklahoma,40
792243,null,8157,null,56714,null,3641,null,22001,null,2244,null,10825,null,1474,null,34713,null,3100,null,4577,null,1207,null,3416,null,1029,null,30136,null,2963,null,26512,null,2901,null,735529,null,8036,null,608551,null,8152,null,231825,null,6311,null,126978,null,5080,null,39922,null,2921,null,23899,null,2516,null,87056,null,4022,null,52417,null,3637,null,0400000US41,Oregon,41
2716860,null,14677,null,151406,null,5921,null,59854,null,3648,null,31748,null,2767,null,91552,null,4685,null,15213,null,1744,null,11612,null,1733,null,76339,null,4441,null,66961,null,4246,null,2565454,null,12937,null,2118118,null,14369,null,842962,null,9141,null,447336,null,8353,null,140043,null,4974,null,71135,null,3692,null,307293,null,6875,null,157143,null,5302,null,0400000US42,Pennsylvania,42
206896,null,4320,null,10600,null,1940,null,3157,null,949,null,1337,null,615,null,7443,null,1536,null,738,null,531,null,639,null,522,null,6705,null,1439,null,6059,null,1405,null,196296,null,4764,null,159920,null,4631,null,64568,null,3298,null,36376,null,3252,null,9612,null,1711,null,4155,null,1096,null,26764,null,2735,null,14856,null,2030,null,0400000US44,Rhode Island,44
790375,null,7778,null,48007,null,2875,null,22712,null,2201,null,13541,null,1999,null,25295,null,2304,null,3471,null,974,null,2338,null,659,null,21824,null,2111,null,19823,null,2071,null,742368,null,7751,null,627329,null,8998,null,239139,null,6685,null,115039,null,6055,null,35410,null,3455,null,19084,null,2517,null,79629,null,4656,null,44405,null,3637,null,0400000US45,South Carolina,45
185175,null,3925,null,10661,null,1609,null,4613,null,847,null,2121,null,664,null,6048,null,1188,null,1149,null,449,null,1066,null,430,null,4899,null,1066,null,4505,null,1082,null,174514,null,3438,null,150254,null,3352,null,57547,null,2620,null,24260,null,2065,null,8427,null,1214,null,5865,null,1163,null,15833,null,1661,null,10730,null,1331,null,0400000US46,South Dakota,46
1292670,null,10365,null,117446,null,5216,null,52656,null,4113,null,27725,null,2868,null,64790,null,3513,null,12074,null,1952,null,8938,null,1637,null,52716,null,3371,null,45872,null,3208,null,1175224,null,10208,null,978909,null,11544,null,385390,null,9131,null,196315,null,6591,null,63584,null,4767,null,35421,null,3600,null,132731,null,5183,null,75558,null,4724,null,0400000US47,Tennessee,47
3015370,null,15612,null,163246,null,5514,null,64556,null,4165,null,32076,null,2873,null,98690,null,4244,null,14704,null,2142,null,10035,null,1741,null,83986,null,4114,null,72667,null,4069,null,2852124,null,16458,null,2395625,null,16473,null,983597,null,12117,null,456499,null,10761,null,146617,null,6254,null,79869,null,4413,null,309882,null,8781,null,186744,null,7035,null,0400000US48,Texas,48
540632,null,6624,null,28777,null,2412,null,15245,null,1727,null,9252,null,1431,null,13532,null,1410,null,1460,null,672,null,1249,null,607,null,12072,null,1403,null,10758,null,1302,null,511855,null,6330,null,443425,null,6441,null,232628,null,5420,null,68430,null,3964,null,22142,null,2643,null,12048,null,1834,null,46288,null,3133,null,27360,null,2798,null,0400000US49,Utah,49
158581,null,3547,null,9529,null,1300,null,2977,null,779,null,1644,null,548,null,6552,null,1010,null,1025,null,477,null,858,null,434,null,5527,null,869,null,5383,null,865,null,149052,null,3505,null,119652,null,3296,null,48061,null,2352,null,29400,null,2304,null,11583,null,1641,null,7156,null,1319,null,17817,null,1694,null,11852,null,1532,null,0400000US50,Vermont,50
1392348,null,9835,null,66126,null,4788,null,28610,null,2646,null,15431,null,2271,null,37516,null,3905,null,4466,null,1117,null,3203,null,1051,null,33050,null,3583,null,28111,null,3378,null,1326222,null,10179,null,1118492,null,11468,null,467845,null,7892,null,207730,null,6624,null,62335,null,3134,null,35494,null,2864,null,145395,null,6275,null,84889,null,4356,null,0400000US51,Virginia,51
1296040,null,9415,null,72488,null,4514,null,26973,null,2649,null,13501,null,1891,null,45515,null,3821,null,7867,null,1520,null,6553,null,1407,null,37648,null,3488,null,34630,null,3569,null,1223552,null,8633,null,1013069,null,10043,null,415582,null,7175,null,210483,null,6358,null,70556,null,4243,null,43332,null,3370,null,139927,null,5043,null,90324,null,4581,null,0400000US53,Washington,53
466255,null,7257,null,57547,null,3240,null,27004,null,2638,null,15696,null,1961,null,30543,null,2286,null,5438,null,1098,null,4253,null,1083,null,25105,null,2139,null,20969,null,2058,null,408708,null,7183,null,340435,null,6941,null,128019,null,4621,null,68273,null,3264,null,22251,null,2247,null,9312,null,1525,null,46022,null,2963,null,23054,null,2217,null,0400000US54,West Virginia,54
1296812,null,10054,null,66892,null,3801,null,23300,null,2171,null,12550,null,1649,null,43592,null,3376,null,7205,null,1136,null,5832,null,1078,null,36387,null,3055,null,33051,null,2865,null,1229920,null,10634,null,1040164,null,10727,null,418710,null,6653,null,189756,null,6532,null,65994,null,3165,null,40051,null,2604,null,123762,null,5091,null,75027,null,3764,null,0400000US55,Wisconsin,55
122248,null,3267,null,5751,null,1278,null,2083,null,686,null,1190,null,564,null,3668,null,1026,null,582,null,323,null,582,null,323,null,3086,null,970,null,2771,null,891,null,116497,null,3079,null,96424,null,2825,null,37106,null,2134,null,20073,null,2160,null,7835,null,1355,null,4788,null,1151,null,12238,null,1653,null,8634,null,1486,null,0400000US56,Wyoming,56
11971,null,1198,null,4257,null,814,null,3229,null,784,null,1367,null,521,null,1028,null,429,null,65,null,112,null,0,null,283,null,963,null,423,null,716,null,371,null,7714,null,1046,null,6338,null,950,null,3230,null,688,null,1376,null,479,null,795,null,409,null,211,null,212,null,581,null,346,null,455,null,345,null,0400000US72,Puerto Rico,72
