C08513_001E,C08513_001EA,C08513_001M,C08513_001MA,C08513_002E,C08513_002EA,C08513_002M,C08513_002MA,C08513_003E,C08513_003EA,C08513_003M,C08513_003MA,C08513_004E,C08513_004EA,C08513_004M,C08513_004MA,C08513_005E,C08513_005EA,C08513_005M,C08513_005MA,C08513_006E,C08513_006EA,C08513_006M,C08513_006MA,C08513_007E,C08513_007EA,C08513_007M,C08513_007MA,C08513_008E,C08513_008EA,C08513_008M,C08513_008MA,C08513_009E,C08513_009EA,C08513_009M,C08513_009MA,C08513_010E,C08513_010EA,C08513_010M,C08513_010MA,C08513_011E,C08513_011EA,C08513_011M,C08513_011MA,C08513_012E,C08513_012EA,C08513_012M,C08513_012MA,C08513_013E,C08513_013EA,C08513_013M,C08513_013MA,C08513_014E,C08513_014EA,C08513_014M,C08513_014MA,C08513_015E,C08513_015EA,C08513_015M,C08513_015MA,C08513_016E,C08513_016EA,C08513_016M,C08513_016MA,C08513_017E,C08513_017EA,C08513_017M,C08513_017MA,C08513_018E,C08513_018EA,C08513_018M,C08513_018MA,C08513_019E,C08513_019EA,C08513_019M,C08513_019MA,C08513_020E,C08513_020EA,C08513_020M,C08513_020MA,C08513_021E,C08513_021EA,C08513_021M,C08513_021MA,C08513_022E,C08513_022EA,C08513_022M,C08513_022MA,C08513_023E,C08513_023EA,C08513_023M,C08513_023MA,C08513_024E,C08513_024EA,C08513_024M,C08513_024MA,C08513_025E,C08513_025EA,C08513_025M,C08513_025MA,C08513_026E,C08513_026EA,C08513_026M,C08513_026MA,C08513_027E,C08513_027EA,C08513_027M,C08513_027MA,C08513_028E,C08513_028EA,C08513_028M,C08513_028MA,C08513_029E,C08513_029EA,C08513_029M,C08513_029MA,C08513_030E,C08513_030EA,C08513_030M,C08513_030MA,GEO_ID,NAME,state
1943541,null,17358,null,1845334,null,16600,null,98207,null,5062,null,50503,null,4044,null,47704,null,3499,null,1619932,null,16366,null,1553653,null,15852,null,66279,null,3897,null,38203,null,3093,null,28076,null,2808,null,218550,null,8671,null,196369,null,7715,null,22181,null,2561,null,6496,null,1456,null,15685,null,2030,null,7896,null,1556,null,7431,null,1460,null,465,null,388,null,364,null,344,null,101,null,142,null,46618,null,3621,null,40921,null,3177,null,5697,null,2140,null,3406,null,1235,null,2291,null,1247,null,50545,null,3217,null,46960,null,3141,null,3585,null,1121,null,2034,null,904,null,1551,null,432,null,0400000US01,Alabama,01
335039,null,5319,null,286801,null,5688,null,48238,null,3396,null,27430,null,2814,null,20808,null,2225,null,219908,null,5959,null,195193,null,5886,null,24715,null,2290,null,15899,null,2128,null,8816,null,1574,null,44627,null,4014,null,37282,null,3512,null,7345,null,1688,null,4475,null,1024,null,2870,null,1219,null,4862,null,1054,null,4054,null,914,null,808,null,442,null,146,null,176,null,662,null,407,null,46033,null,3204,null,33983,null,2804,null,12050,null,1420,null,5056,null,838,null,6994,null,1331,null,19609,null,2190,null,16289,null,2213,null,3320,null,929,null,1854,null,651,null,1466,null,690,null,0400000US02,Alaska,02
2753513,null,16653,null,1980339,null,16628,null,773174,null,14009,null,409011,null,11460,null,364163,null,11817,null,2060864,null,19396,null,1536935,null,16974,null,523929,null,11845,null,304772,null,10360,null,219157,null,8366,null,371571,null,12327,null,219092,null,7956,null,152479,null,9720,null,60052,null,4958,null,92427,null,8165,null,58941,null,5349,null,33656,null,3226,null,25285,null,4244,null,10041,null,2247,null,15244,null,3472,null,127571,null,6188,null,82015,null,5439,null,45556,null,4398,null,18443,null,2703,null,27113,null,3636,null,134566,null,7156,null,108641,null,6220,null,25925,null,3178,null,15703,null,2499,null,10222,null,1959,null,0400000US04,Arizona,04
1215761,null,12042,null,1137425,null,12200,null,78336,null,4296,null,32185,null,3055,null,46151,null,3767,null,981514,null,13162,null,931545,null,13071,null,49969,null,3571,null,22203,null,2368,null,27766,null,2859,null,149301,null,6882,null,127617,null,6152,null,21684,null,2913,null,6316,null,1559,null,15368,null,2495,null,5978,null,1387,null,5685,null,1318,null,293,null,244,null,163,null,168,null,130,null,183,null,36730,null,3134,null,33009,null,2916,null,3721,null,1182,null,1938,null,810,null,1783,null,691,null,42238,null,3410,null,39569,null,3045,null,2669,null,1222,null,1565,null,818,null,1104,null,728,null,0400000US05,Arkansas,05
16419565,null,42800,null,9485344,null,37617,null,6934221,null,33578,null,3564571,null,31905,null,3369650,null,33302,null,12015759,null,47558,null,7283372,null,35150,null,4732387,null,33113,null,2685345,null,29297,null,2047042,null,25667,null,1946944,null,27340,null,830104,null,16330,null,1116840,null,21547,null,435663,null,12931,null,681177,null,18245,null,840521,null,18991,null,352662,null,11985,null,487859,null,13539,null,177074,null,9230,null,310785,null,11589,null,828998,null,18285,null,457854,null,11909,null,371144,null,13018,null,146547,null,7238,null,224597,null,11959,null,787343,null,14812,null,561352,null,12831,null,225991,null,8571,null,119942,null,6151,null,106049,null,5678,null,0400000US06,California,06
2435073,null,13940,null,2049062,null,15198,null,386011,null,11700,null,204908,null,8108,null,181103,null,9354,null,1817372,null,14380,null,1553741,null,14906,null,263631,null,9419,null,149231,null,6838,null,114400,null,6533,null,257325,null,9888,null,191342,null,8271,null,65983,null,5931,null,24580,null,2721,null,41403,null,4809,null,82218,null,6419,null,59844,null,5634,null,22374,null,4008,null,8494,null,1832,null,13880,null,3460,null,131617,null,5720,null,111670,null,4893,null,19947,null,2656,null,11108,null,2030,null,8839,null,1652,null,146541,null,6072,null,132465,null,5692,null,14076,null,2106,null,11495,null,1872,null,2581,null,787,null,0400000US08,Colorado,08
1709091,null,12320,null,1380272,null,12881,null,328819,null,8108,null,190786,null,8242,null,138033,null,6803,null,1379664,null,12571,null,1146158,null,13011,null,233506,null,7700,null,147128,null,7140,null,86378,null,5402,null,136268,null,7251,null,93074,null,5485,null,43194,null,4830,null,19148,null,2859,null,24046,null,3690,null,53206,null,4277,null,33487,null,3227,null,19719,null,2562,null,8630,null,1678,null,11089,null,2075,null,74862,null,4878,null,50721,null,3923,null,24141,null,3845,null,9733,null,1714,null,14408,null,3053,null,65091,null,3752,null,56832,null,3602,null,8259,null,1417,null,6147,null,1344,null,2112,null,598,null,0400000US09,Connecticut,09
413937,null,8689,null,366865,null,8240,null,47072,null,2926,null,29549,null,2534,null,17523,null,2101,null,332193,null,8821,null,301519,null,8208,null,30674,null,2706,null,20622,null,2344,null,10052,null,1711,null,44033,null,3766,null,33545,null,3178,null,10488,null,1792,null,5497,null,1405,null,4991,null,1214,null,9156,null,1670,null,7060,null,1308,null,2096,null,836,null,1113,null,481,null,983,null,646,null,15713,null,2101,null,12772,null,1861,null,2941,null,922,null,1685,null,663,null,1256,null,610,null,12842,null,1913,null,11969,null,1830,null,873,null,454,null,632,null,398,null,241,null,206,null,0400000US10,Delaware,10
717403,null,11693,null,563299,null,9581,null,154104,null,7157,null,102622,null,5776,null,51482,null,4146,null,319928,null,9204,null,252822,null,7589,null,67106,null,5011,null,43725,null,3851,null,23381,null,2832,null,76172,null,4854,null,55918,null,3689,null,20254,null,3133,null,12272,null,2394,null,7982,null,1756,null,258815,null,8437,null,204923,null,7145,null,53892,null,4855,null,36729,null,3791,null,17163,null,2520,null,47880,null,3484,null,37553,null,3237,null,10327,null,1700,null,7786,null,1323,null,2541,null,1144,null,14608,null,2387,null,12083,null,2287,null,2525,null,994,null,2110,null,848,null,415,null,354,null,0400000US11,District of Columbia,11
8142524,null,32580,null,5862212,null,31405,null,2280312,null,20793,null,1204803,null,18078,null,1075509,null,20246,null,6490021,null,32503,null,4796969,null,28767,null,1693052,null,21251,null,972359,null,16881,null,720693,null,16160,null,857838,null,19037,null,526754,null,13870,null,331084,null,12546,null,124392,null,7181,null,206692,null,10019,null,155945,null,8649,null,76013,null,5133,null,79932,null,7427,null,26645,null,3184,null,53287,null,5889,null,297950,null,12595,null,193445,null,8861,null,104505,null,8065,null,39931,null,3895,null,64574,null,7041,null,340770,null,9629,null,269031,null,8685,null,71739,null,4940,null,41476,null,3250,null,30263,null,3542,null,0400000US12,Florida,12
