B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
5565461,null,4154,null,2740909,null,3898,null,179396,null,2381,null,181453,null,5638,null,186089,null,5327,null,112487,null,1496,null,84548,null,3489,null,175853,null,4534,null,172877,null,2575,null,169531,null,2166,null,426543,null,2466,null,421801,null,1364,null,332525,null,474,null,181849,null,1149,null,92252,null,2374,null,23705,null,2246,null,2824552,null,2878,null,170651,null,2061,null,174247,null,4852,null,170635,null,4687,null,107255,null,1861,null,70075,null,3039,null,166439,null,3134,null,178807,null,2566,null,171695,null,1627,null,418800,null,1978,null,430581,null,982,null,352892,null,541,null,208331,null,604,null,144377,null,3348,null,59767,null,3297,null,0400000US13,Georgia,13
315502,null,706,null,170746,null,760,null,9445,null,291,null,6687,null,1044,null,6888,null,1068,null,4269,null,460,null,3752,null,695,null,14975,null,858,null,15370,null,1108,null,14160,null,1709,null,24882,null,103,null,25407,null,271,null,24855,null,271,null,11118,null,114,null,6541,null,725,null,2397,null,725,null,144756,null,622,null,8548,null,291,null,6585,null,850,null,6060,null,856,null,3710,null,462,null,2895,null,626,null,9192,null,648,null,12225,null,264,null,9354,null,303,null,19483,null,330,null,23854,null,271,null,21553,null,271,null,10401,null,271,null,7269,null,736,null,3627,null,736,null,0400000US15,Hawaii,15
1282040,null,1257,null,639686,null,874,null,47533,null,244,null,41312,null,2221,null,48117,null,2230,null,28002,null,592,null,17924,null,968,null,44791,null,1075,null,48785,null,704,null,39851,null,697,null,81662,null,767,null,92109,null,277,null,74359,null,12,null,42335,null,267,null,24927,null,1046,null,7979,null,1049,null,642354,null,1070,null,44365,null,344,null,43243,null,1959,null,41577,null,1995,null,27726,null,580,null,17987,null,983,null,41039,null,970,null,45985,null,236,null,38983,null,506,null,82255,null,625,null,93592,null,355,null,74885,null,114,null,44202,null,299,null,31020,null,1313,null,15495,null,1266,null,0400000US16,Idaho,16
8341761,null,3440,null,4085552,null,1957,null,239782,null,509,null,239741,null,4511,null,261641,null,4600,null,168674,null,452,null,120264,null,1723,null,283862,null,1781,null,258449,null,868,null,251011,null,683,null,594149,null,636,null,663606,null,752,null,491313,null,304,null,278667,null,697,null,175581,null,2918,null,58812,null,3045,null,4256209,null,2178,null,227081,null,543,null,235109,null,5861,null,241115,null,5844,null,161072,null,450,null,110473,null,1686,null,273407,null,1744,null,255253,null,574,null,245494,null,377,null,590129,null,716,null,669171,null,739,null,511689,null,643,null,328580,null,911,null,267877,null,4850,null,139759,null,5033,null,0400000US17,Illinois,17
5291210,null,3486,null,2599742,null,2503,null,170482,null,799,null,171272,null,4557,null,176308,null,4382,null,114970,null,823,null,79426,null,2175,null,173077,null,2303,null,176057,null,1263,null,160257,null,602,null,370880,null,785,null,404446,null,381,null,300839,null,504,null,170642,null,479,null,101105,null,2159,null,29981,null,2095,null,2691468,null,2030,null,159294,null,835,null,167154,null,4823,null,163579,null,4842,null,107155,null,761,null,71669,null,2270,null,169314,null,2502,null,174761,null,801,null,157678,null,679,null,370270,null,601,null,407354,null,426,null,317185,null,250,null,199706,null,179,null,157322,null,2891,null,69027,null,2920,null,0400000US18,Indiana,18
2704497,null,2074,null,1327147,null,1393,null,84267,null,661,null,83232,null,2651,null,85949,null,2678,null,57007,null,823,null,40070,null,1410,null,96059,null,1514,null,85113,null,933,null,75937,null,845,null,176131,null,605,null,208301,null,681,null,157999,null,165,null,93512,null,214,null,62419,null,1466,null,21151,null,1410,null,1377350,null,1708,null,78537,null,658,null,78977,null,2559,null,81230,null,2681,null,54463,null,727,null,38812,null,1478,null,95068,null,1466,null,81294,null,787,null,73311,null,574,null,176541,null,549,null,208389,null,234,null,161439,null,190,null,107206,null,107,null,93435,null,1839,null,48648,null,1836,null,0400000US19,Iowa,19
2238342,null,801,null,1099318,null,1197,null,71165,null,702,null,70315,null,2093,null,72841,null,2064,null,47115,null,740,null,35829,null,1816,null,81213,null,1772,null,72514,null,1102,null,62418,null,513,null,145927,null,626,null,172590,null,163,null,129783,null,163,null,72355,null,399,null,48842,null,1249,null,16411,null,1131,null,1139024,null,1053,null,67318,null,641,null,65956,null,2118,null,69040,null,2131,null,45692,null,754,null,32146,null,1407,null,77313,null,1785,null,71248,null,1086,null,61910,null,967,null,147896,null,946,null,175419,null,503,null,131962,null,182,null,84916,null,305,null,70218,null,1772,null,37990,null,1695,null,0400000US20,Kansas,20
3732791,null,2535,null,1824635,null,2404,null,118004,null,1563,null,118159,null,3954,null,119208,null,3848,null,78759,null,1529,null,52505,null,2854,null,118280,null,3008,null,130616,null,1582,null,115338,null,1120,null,267506,null,1173,null,274929,null,520,null,217751,null,275,null,127784,null,868,null,68303,null,2071,null,17493,null,1986,null,1908156,null,2086,null,110404,null,1297,null,110496,null,4010,null,114962,null,3877,null,72215,null,1345,null,49451,null,2087,null,113167,null,2083,null,134230,null,1303,null,116484,null,861,null,268645,null,1065,null,287950,null,798,null,232128,null,179,null,149084,null,612,null,104902,null,2415,null,44038,null,2414,null,0400000US21,Kentucky,21
2671485,null,846,null,1309582,null,1793,null,82473,null,1090,null,79497,null,3054,null,86369,null,2976,null,53727,null,989,null,37178,null,1597,null,97004,null,1703,null,94296,null,1017,null,74947,null,1243,null,181592,null,1105,null,202516,null,565,null,156947,null,202,null,92734,null,399,null,54600,null,1504,null,15702,null,1478,null,1361903,null,1628,null,78530,null,1214,null,75878,null,3106,null,80955,null,3138,null,51272,null,1048,null,35887,null,1949,null,96659,null,1786,null,91376,null,924,null,75884,null,914,null,181923,null,926,null,204745,null,238,null,165708,null,94,null,107801,null,43,null,81158,null,2445,null,34127,null,2434,null,0400000US22,Louisiana,22
1244734,null,3068,null,606067,null,2077,null,31554,null,870,null,33217,null,1980,null,37715,null,1998,null,26437,null,463,null,16766,null,682,null,37161,null,1068,null,34034,null,848,null,33202,null,347,null,87768,null,503,null,103074,null,432,null,83166,null,412,null,45825,null,85,null,28455,null,1108,null,7693,null,1114,null,638667,null,1853,null,30718,null,913,null,32349,null,1717,null,34886,null,1611,null,24693,null,499,null,16127,null,670,null,35553,null,670,null,35077,null,529,null,34925,null,455,null,91945,null,344,null,108071,null,404,null,85067,null,332,null,51518,null,27,null,40067,null,1361,null,17671,null,1395,null,0400000US23,Maine,23
3252109,null,3753,null,1587348,null,1890,null,91055,null,977,null,95712,null,3701,null,101160,null,3705,null,69032,null,420,null,46412,null,823,null,102745,null,1271,null,94079,null,1116,null,85629,null,659,null,231644,null,633,null,263762,null,654,null,203499,null,127,null,112566,null,4,null,67816,null,1731,null,22237,null,1743,null,1664761,null,2475,null,87540,null,767,null,92999,null,3267,null,93845,null,3195,null,64809,null,579,null,42304,null,978,null,101631,null,1158,null,94386,null,362,null,88800,null,315,null,237993,null,720,null,271573,null,656,null,211373,null,484,null,129459,null,291,null,102513,null,2674,null,45536,null,2689,null,0400000US24,Maryland,24
5101330,null,6021,null,2462607,null,3674,null,132402,null,687,null,135519,null,4222,null,158838,null,4121,null,101172,null,477,null,75461,null,1895,null,162485,null,1890,null,146880,null,1065,null,141819,null,1069,null,372959,null,1449,null,408138,null,1380,null,308488,null,540,null,168554,null,404,null,110899,null,2496,null,38993,null,2422,null,2638723,null,3773,null,124860,null,1143,null,132540,null,4717,null,149066,null,4785,null,96254,null,556,null,70789,null,570,null,168717,null,642,null,146827,null,813,null,143814,null,1221,null,384662,null,1589,null,425306,null,1294,null,331474,null,584,null,201234,null,383,null,170476,null,3462,null,92704,null,3436,null,0400000US25,Massachusetts,25
7801815,null,2711,null,3853054,null,1799,null,225203,null,800,null,238259,null,4677,null,256982,null,4712,null,169129,null,580,null,109955,null,1103,null,263654,null,1288,null,242026,null,806,null,218900,null,452,null,556215,null,659,null,628430,null,557,null,471844,null,389,null,262693,null,102,null,163837,null,2055,null,45927,null,2056,null,3948761,null,1509,null,213148,null,754,null,221710,null,4440,null,246084,null,4472,null,160559,null,418,null,106736,null,1144,null,251773,null,1205,null,235869,null,830,null,211109,null,419,null,547407,null,568,null,629259,null,203,null,484633,null,554,null,299934,null,100,null,232710,null,3466,null,107830,null,3465,null,0400000US26,Michigan,26
4451045,null,2021,null,2202023,null,1236,null,136058,null,610,null,130262,null,3375,null,143495,null,3353,null,93420,null,347,null,63132,null,962,null,151601,null,1086,null,149708,null,595,null,129737,null,260,null,318315,null,175,null,367539,null,325,null,259629,null,178,null,141597,null,149,null,88033,null,1642,null,29497,null,1618,null,2249022,null,1215,null,129788,null,351,null,124585,null,3031,null,136058,null,3058,null,89499,null,432,null,60605,null,751,null,150277,null,663,null,138588,null,298,null,127437,null,490,null,314961,null,290,null,363704,null,203,null,263799,null,171,null,158446,null,42,null,124163,null,3018,null,67112,null,2992,null,0400000US27,Minnesota,27
1717014,null,839,null,840519,null,2492,null,54186,null,1756,null,54561,null,3161,null,54806,null,3469,null,34959,null,1563,null,27559,null,2153,null,56100,null,2521,null,54112,null,1743,null,48572,null,1544,null,116074,null,1459,null,124503,null,1305,null,104127,null,306,null,66175,null,1069,null,35855,null,1569,null,8930,null,1282,null,876495,null,2494,null,52488,null,1684,null,51287,null,2581,null,50500,null,2466,null,33241,null,1593,null,23932,null,2177,null,52852,null,2231,null,54103,null,1571,null,49168,null,1525,null,116398,null,1642,null,125993,null,1100,null,109775,null,351,null,75140,null,678,null,59114,null,2077,null,22504,null,1975,null,0400000US28,Mississippi,28
4832220,null,2156,null,2364271,null,1831,null,149883,null,1119,null,147285,null,4173,null,159024,null,4044,null,101843,null,831,null,65941,null,1933,null,163270,null,2247,null,162899,null,1626,null,140565,null,928,null,330813,null,1363,null,366492,null,490,null,278168,null,390,null,166837,null,265,null,102467,null,1754,null,28784,null,1751,null,2467949,null,2250,null,144751,null,1145,null,136067,null,3869,null,153536,null,4008,null,97300,null,799,null,63902,null,1810,null,157650,null,2037,null,163307,null,1126,null,137189,null,878,null,329676,null,711,null,376629,null,622,null,296699,null,180,null,191074,null,502,null,148626,null,2848,null,71543,null,2918,null,0400000US29,Missouri,29
844672,null,313,null,424187,null,760,null,24825,null,468,null,24700,null,1513,null,25374,null,1497,null,18173,null,327,null,11528,null,767,null,31651,null,794,null,28224,null,590,null,22943,null,492,null,52435,null,559,null,69354,null,341,null,57875,null,14,null,31574,null,9,null,18765,null,883,null,6766,null,882,null,420485,null,778,null,22498,null,466,null,21600,null,1382,null,24703,null,1375,null,16580,null,326,null,11808,null,1087,null,25644,null,1166,null,26836,null,743,null,22016,null,428,null,53046,null,427,null,70664,null,70,null,55504,null,19,null,32791,null,11,null,24793,null,1195,null,12002,null,1196,null,0400000US30,Montana,30
1503006,null,1437,null,738691,null,857,null,49118,null,378,null,48290,null,2039,null,46121,null,1922,null,32544,null,248,null,21402,null,1069,null,56659,null,1243,null,50667,null,964,null,42590,null,497,null,96970,null,475,null,114342,null,240,null,85943,null,213,null,49456,null,175,null,33408,null,1102,null,11181,null,1084,null,764315,null,958,null,47585,null,401,null,44629,null,1833,null,45574,null,1839,null,30486,null,313,null,22742,null,1359,null,54916,null,1295,null,45747,null,501,null,41248,null,521,null,97313,null,506,null,115834,null,229,null,87711,null,179,null,56641,null,214,null,49644,null,1610,null,24245,null,1572,null,0400000US31,Nebraska,31
1484173,null,907,null,753265,null,1166,null,41765,null,1018,null,40261,null,2768,null,42789,null,2927,null,27393,null,539,null,15909,null,1548,null,41625,null,1598,null,51161,null,1588,null,45078,null,1240,null,114019,null,1909,null,121517,null,1009,null,106617,null,82,null,61733,null,337,null,35325,null,1315,null,8073,null,1335,null,730908,null,1160,null,39895,null,886,null,37193,null,2036,null,41786,null,2018,null,25074,null,640,null,14160,null,978,null,40406,null,1579,null,50720,null,1117,null,40843,null,743,null,104102,null,1036,null,115592,null,511,null,104891,null,272,null,62266,null,349,null,39888,null,1656,null,14092,null,1599,null,0400000US32,Nevada,32
1225848,null,1746,null,603260,null,802,null,33728,null,253,null,36654,null,2226,null,39671,null,2215,null,27243,null,150,null,16559,null,828,null,39699,null,889,null,33709,null,510,null,33018,null,379,null,92295,null,253,null,105131,null,328,null,76369,null,123,null,39164,null,253,null,22420,null,1023,null,7600,null,1023,null,622588,null,1016,null,32225,null,348,null,34994,null,2108,null,37137,null,2078,null,25847,null,247,null,18731,null,785,null,35281,null,1033,null,34595,null,812,null,33551,null,313,null,94611,null,292,null,105394,null,127,null,77879,null,253,null,43635,null,253,null,33510,null,1371,null,15198,null,1371,null,0400000US33,New Hampshire,33
5376931,null,4590,null,2614997,null,2521,null,142225,null,547,null,158272,null,4576,null,170984,null,4601,null,110797,null,398,null,68103,null,606,null,155451,null,550,null,129016,null,979,null,139809,null,523,null,392161,null,855,null,449794,null,600,null,334937,null,238,null,190467,null,112,null,131171,null,2600,null,41810,null,2599,null,2761934,null,2812,null,134621,null,545,null,150547,null,4408,null,161842,null,4305,null,105010,null,526,null,62493,null,492,null,149822,null,665,null,126353,null,485,null,139083,null,340,null,397634,null,1105,null,456649,null,566,null,355711,null,465,null,227028,null,413,null,200727,null,4218,null,94414,null,4210,null,0400000US34,New Jersey,34
829766,null,1457,null,409399,null,1852,null,22005,null,1185,null,21329,null,1663,null,20928,null,1635,null,16002,null,935,null,10026,null,1123,null,26890,null,1453,null,24164,null,978,null,20768,null,1078,null,51586,null,1324,null,66978,null,568,null,61292,null,406,null,36967,null,700,null,22770,null,1254,null,7694,null,1237,null,420367,null,2000,null,19075,null,1253,null,18877,null,1180,null,19550,null,1252,null,11541,null,808,null,9607,null,1455,null,24654,null,1779,null,23233,null,1194,null,20276,null,1173,null,52856,null,1290,null,71901,null,762,null,64987,null,512,null,40224,null,385,null,29179,null,1605,null,14407,null,1577,null,0400000US35,New Mexico,35
11581226,null,7055,null,5636311,null,3835,null,303201,null,586,null,314331,null,5061,null,346204,null,5332,null,231797,null,592,null,171577,null,1089,null,393488,null,1383,null,322491,null,945,null,325348,null,1014,null,818142,null,1696,null,915192,null,835,null,709296,null,636,null,412140,null,554,null,285551,null,3397,null,87553,null,3420,null,5944915,null,3967,null,287215,null,791,null,295968,null,5667,null,331819,null,5998,null,219081,null,647,null,161635,null,918,null,384457,null,1259,null,326010,null,1008,null,325478,null,817,null,822976,null,1217,null,924023,null,1308,null,758575,null,756,null,486500,null,1105,null,415731,null,5491,null,205447,null,5543,null,0400000US36,New York,36
6110019,null,5523,null,2975622,null,4074,null,181993,null,2204,null,182326,null,4953,null,187261,null,4662,null,117974,null,1507,null,83007,null,3280,null,204226,null,3846,null,176955,null,2619,null,181093,null,1579,null,447000,null,2121,null,457772,null,987,null,380782,null,383,null,218315,null,862,null,122999,null,2275,null,33919,null,2184,null,3134397,null,3667,null,172240,null,2022,null,176941,null,5454,null,173917,null,5132,null,111389,null,1464,null,79966,null,2940,null,184182,null,3186,null,187676,null,2099,null,188820,null,1444,null,454583,null,2000,null,475313,null,1419,null,410325,null,320,null,257929,null,995,null,183620,null,3009,null,77496,null,3019,null,0400000US37,North Carolina,37
575166,null,499,null,288206,null,648,null,16689,null,404,null,15561,null,1300,null,16911,null,1302,null,11684,null,315,null,10327,null,699,null,28166,null,760,null,21221,null,673,null,15546,null,236,null,35018,null,251,null,44816,null,25,null,33823,null,14,null,19364,null,18,null,14770,null,661,null,4310,null,661,null,286960,null,523,null,15844,null,400,null,14130,null,1049,null,17015,null,1029,null,10751,null,289,null,9947,null,715,null,24006,null,837,null,17714,null,580,null,14388,null,188,null,34472,null,205,null,44388,null,19,null,32279,null,23,null,21779,null,44,null,19413,null,957,null,10834,null,956,null,0400000US38,North Dakota,38
9472789,null,2719,null,4626291,null,1649,null,286943,null,741,null,288214,null,6060,null,312482,null,5996,null,201074,null,825,null,131893,null,1731,null,306433,null,1645,null,306096,null,1002,null,273630,null,869,null,658419,null,841,null,738028,null,238,null,552949,null,340,null,315038,null,223,null,197734,null,2820,null,57358,null,2830,null,4846498,null,1893,null,271335,null,940,null,280788,null,5256,null,291451,null,5286,null,191020,null,736,null,122926,null,1616,null,301897,null,1590,null,305562,null,569,null,273539,null,636,null,661062,null,808,null,754917,null,486,null,582934,null,174,null,375066,null,129,null,302512,null,4332,null,131489,null,4323,null,0400000US39,Ohio,39
2593289,null,2213,null,1273894,null,1942,null,82928,null,1003,null,78827,null,2719,null,76993,null,2734,null,52275,null,1350,null,34588,null,1973,null,96087,null,2026,null,89330,null,1450,null,72712,null,807,null,168124,null,788,null,192408,null,510,null,155947,null,37,null,97204,null,47,null,61797,null,1460,null,14674,null,1465,null,1319395,null,2470,null,76378,null,967,null,74223,null,2831,null,71378,null,2742,null,47280,null,1330,null,32716,null,1706,null,85639,null,1680,null,88450,null,1310,null,72424,null,987,null,169749,null,974,null,198180,null,479,null,166759,null,224,null,112935,null,99,null,86494,null,2205,null,36790,null,2204,null,0400000US40,Oklahoma,40
3009497,null,2039,null,1478091,null,1660,null,80630,null,252,null,83623,null,3273,null,86375,null,3327,null,59970,null,471,null,37281,null,1076,null,92868,null,1208,null,103925,null,534,null,91609,null,158,null,203016,null,176,null,237421,null,478,null,202586,null,50,null,108316,null,21,null,70307,null,1810,null,20164,null,1811,null,1531406,null,845,null,76796,null,285,null,80611,null,3032,null,81280,null,3039,null,57834,null,359,null,34769,null,1085,null,92255,null,1079,null,103683,null,505,null,90083,null,594,null,200660,null,364,null,248150,null,241,null,210715,null,196,null,120045,null,9,null,89434,null,2729,null,45091,null,2734,null,0400000US41,Oregon,41
