B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
3176698,null,3091,null,1550828,null,2078,null,93939,null,1110,null,99932,null,3306,null,96805,null,3216,null,62934,null,1083,null,41465,null,2005,null,103239,null,2533,null,98152,null,1725,null,91747,null,1326,null,223135,null,1683,null,235763,null,982,null,194970,null,607,null,122038,null,634,null,70310,null,1632,null,16399,null,1646,null,1625870,null,2586,null,90592,null,1451,null,91686,null,3556,null,96350,null,3656,null,61063,null,1540,null,39971,null,1899,null,96320,null,1916,null,100494,null,1215,null,92243,null,703,null,219880,null,979,null,239734,null,978,null,207996,null,533,null,142553,null,1146,null,104888,null,3039,null,42100,null,2964,null,0400000US01,Alabama,01
451084,null,559,null,237662,null,555,null,14979,null,446,null,13190,null,1112,null,15089,null,1134,null,10554,null,236,null,6502,null,766,null,21944,null,1114,null,17745,null,854,null,15208,null,1123,null,33673,null,914,null,41655,null,258,null,30199,null,114,null,11257,null,295,null,4844,null,430,null,823,null,339,null,213422,null,520,null,13373,null,450,null,12501,null,1390,null,14091,null,1397,null,9577,null,281,null,6095,null,859,null,14968,null,1066,null,14437,null,515,null,14326,null,927,null,31765,null,465,null,39470,null,211,null,24964,null,326,null,10469,null,316,null,4702,null,710,null,2684,null,633,null,0400000US02,Alaska,02
3728592,null,2905,null,1837739,null,2099,null,104636,null,656,null,98251,null,3929,null,104423,null,3951,null,67245,null,849,null,43320,null,1382,null,114891,null,1250,null,124088,null,1303,null,109023,null,824,null,250605,null,767,null,273998,null,531,null,239011,null,379,null,160729,null,370,null,115115,null,2852,null,32404,null,2877,null,1890853,null,1963,null,99834,null,629,null,94073,null,3465,null,99327,null,3481,null,62684,null,739,null,39880,null,1127,null,105760,null,1316,null,118435,null,794,null,104404,null,1010,null,244879,null,1003,null,285409,null,666,null,261524,null,394,null,179092,null,369,null,140589,null,3532,null,54963,null,3542,null,0400000US04,Arizona,04
2151732,null,1043,null,1052198,null,2061,null,65056,null,1336,null,65766,null,2798,null,66812,null,2789,null,43901,null,1233,null,29452,null,1834,null,67930,null,2111,null,70294,null,1187,null,62783,null,1311,null,145678,null,1501,null,152881,null,900,null,132023,null,454,null,84952,null,406,null,50326,null,1579,null,14344,null,1619,null,1099534,null,1927,null,64872,null,1238,null,61760,null,2732,null,64340,null,2762,null,40703,null,1225,null,28705,null,1807,null,64726,null,2253,null,69696,null,1549,null,62146,null,1329,null,146014,null,1266,null,156525,null,578,null,141225,null,162,null,96897,null,366,null,70199,null,1978,null,31726,null,2009,null,0400000US05,Arkansas,05
15523249,null,8158,null,7696389,null,5118,null,383384,null,1750,null,367314,null,7736,null,426773,null,7455,null,292982,null,1330,null,205750,null,2002,null,536072,null,2660,null,481630,null,1875,null,439619,null,1527,null,1128959,null,1661,null,1315446,null,1327,null,1022844,null,935,null,578096,null,431,null,385183,null,4525,null,132337,null,4592,null,7826860,null,5288,null,365978,null,1445,null,356899,null,6445,null,394854,null,6277,null,278018,null,1409,null,194361,null,1789,null,488568,null,2873,null,461350,null,2336,null,413622,null,1375,null,1084262,null,2000,null,1288472,null,1439,null,1047074,null,1133,null,652786,null,1062,null,538263,null,7172,null,262353,null,7147,null,0400000US06,California,06
3459571,null,2474,null,1725861,null,1925,null,103177,null,1155,null,98492,null,3206,null,102734,null,3186,null,67186,null,793,null,44084,null,1306,null,119419,null,1638,null,127955,null,1337,null,114760,null,700,null,263504,null,750,null,288728,null,247,null,214898,null,141,null,104374,null,254,null,58601,null,1548,null,17949,null,1522,null,1733710,null,2307,null,96762,null,1148,null,95673,null,3266,null,95043,null,3348,null,63636,null,770,null,40799,null,1462,null,108676,null,1552,null,122480,null,1204,null,106660,null,1300,null,256420,null,1402,null,293151,null,501,null,218479,null,243,null,116211,null,455,null,82720,null,2282,null,37000,null,2185,null,0400000US08,Colorado,08
2592457,null,3033,null,1258649,null,1726,null,66726,null,398,null,76116,null,3053,null,80836,null,3016,null,53133,null,385,null,35442,null,110,null,76711,null,642,null,62687,null,222,null,63918,null,451,null,187810,null,729,null,220609,null,641,null,162977,null,240,null,89479,null,120,null,58619,null,1982,null,23586,null,2002,null,1333808,null,1828,null,63156,null,425,null,70202,null,2861,null,77872,null,2925,null,50866,null,183,null,34162,null,233,null,74931,null,400,null,61423,null,465,null,63726,null,657,null,192928,null,754,null,226135,null,231,null,172925,null,270,null,105475,null,220,null,88040,null,2728,null,51967,null,2728,null,0400000US09,Connecticut,09
592385,null,1294,null,286846,null,951,null,16765,null,261,null,14949,null,1579,null,18516,null,1690,null,11456,null,202,null,8321,null,261,null,19499,null,144,null,16635,null,261,null,15552,null,97,null,40076,null,221,null,45181,null,129,null,37111,null,261,null,23465,null,261,null,14892,null,793,null,4428,null,793,null,305539,null,881,null,15734,null,224,null,15052,null,1418,null,16801,null,1475,null,10971,null,261,null,8643,null,26,null,19269,null,89,null,17723,null,261,null,16070,null,261,null,41408,null,94,null,47103,null,97,null,40893,null,261,null,27053,null,261,null,19462,null,1258,null,9357,null,1258,null,0400000US10,Delaware,10
190282,null,600,null,95093,null,491,null,5169,null,300,null,3817,null,494,null,1123,null,494,null,1242,null,300,null,3507,null,300,null,9986,null,300,null,12418,null,428,null,10652,null,300,null,16549,null,123,null,11038,null,201,null,10132,null,300,null,5440,null,300,null,3194,null,387,null,826,null,387,null,95189,null,402,null,4656,null,232,null,3078,null,563,null,1454,null,563,null,1121,null,300,null,4658,null,300,null,11899,null,189,null,13790,null,100,null,10136,null,111,null,13415,null,109,null,9323,null,199,null,10765,null,300,null,5152,null,300,null,3821,null,511,null,1921,null,511,null,0400000US11,District of Columbia,11
11054036,null,6480,null,5408088,null,5927,null,268477,null,1891,null,272209,null,6779,null,297889,null,6743,null,196726,null,1536,null,124749,null,2373,null,308450,null,2721,null,306942,null,2604,null,277022,null,2557,null,727866,null,3162,null,817965,null,2110,null,725643,null,1728,null,521680,null,1886,null,425207,null,5168,null,137263,null,5120,null,5645948,null,5232,null,257901,null,1951,null,260421,null,7941,null,278925,null,7746,null,185694,null,1586,null,116235,null,3601,null,289704,null,2555,null,300902,null,2361,null,270804,null,1728,null,709363,null,1839,null,839830,null,1155,null,788671,null,2371,null,588604,null,1255,null,535496,null,6285,null,223398,null,6153,null,0400000US12,Florida,12
