B99191_001E,B99191_001EA,B99191_002E,B99191_002EA,B99191_003E,B99191_003EA,B99191_004E,B99191_004EA,B99191_005E,B99191_005EA,B99191_006E,B99191_006EA,B99191_007E,B99191_007EA,B99191_008E,B99191_008EA,GEO_ID,NAME,state
10171340,null,8088218,null,186226,null,79017,null,36168,null,45357,null,99572,null,1636782,null,0400000US42,Pennsylvania,42
866045,null,650227,null,17703,null,11816,null,4022,null,5261,null,9323,null,167693,null,0400000US44,Rhode Island,44
3540132,null,2703592,null,65842,null,19425,null,11003,null,14037,null,32211,null,694022,null,0400000US45,South Carolina,45
634217,null,526042,null,7575,null,5127,null,3381,null,3559,null,7671,null,80862,null,0400000US46,South Dakota,46
4944487,null,3925729,null,84869,null,25893,null,18317,null,20474,null,47814,null,821391,null,0400000US47,Tennessee,47
18342931,null,14848622,null,323872,null,87945,null,42691,null,57751,null,129892,null,2852158,null,0400000US48,Texas,48
1952609,null,1622934,null,28230,null,9386,null,4618,null,5749,null,14097,null,267595,null,0400000US49,Utah,49
516558,null,422936,null,6790,null,4398,null,2157,null,2465,null,5773,null,72039,null,0400000US50,Vermont,50
6209045,null,4992395,null,117248,null,43296,null,18408,null,24761,null,50181,null,962756,null,0400000US51,Virginia,51
5209078,null,4381766,null,69808,null,35223,null,16729,null,18636,null,46753,null,640163,null,0400000US53,Washington,53
1495512,null,1211371,null,24095,null,12845,null,5681,null,7693,null,12862,null,220965,null,0400000US54,West Virginia,54
4524448,null,3701372,null,63437,null,35797,null,16713,null,20504,null,46263,null,640362,null,0400000US55,Wisconsin,55
419676,null,347605,null,5325,null,3395,null,1917,null,2756,null,6889,null,51789,null,0400000US56,Wyoming,56
3121085,null,2692938,null,49521,null,2820,null,3529,null,7992,null,20287,null,343998,null,0400000US72,Puerto Rico,72
