B99191_001E,B99191_001EA,B99191_002E,B99191_002EA,B99191_003E,B99191_003EA,B99191_004E,B99191_004EA,B99191_005E,B99191_005EA,B99191_006E,B99191_006EA,B99191_007E,B99191_007EA,B99191_008E,B99191_008EA,GEO_ID,NAME,state
3702685,null,2968339,null,64245,null,22914,null,10553,null,17812,null,34165,null,584657,null,0400000US01,Alabama,01
537579,null,444501,null,4057,null,6737,null,2222,null,3841,null,35131,null,41090,null,0400000US02,Alaska,02
4937757,null,3930274,null,76530,null,23808,null,13271,null,18112,null,38534,null,837228,null,0400000US04,Arizona,04
2251796,null,1826077,null,31895,null,15045,null,8910,null,10937,null,21851,null,337081,null,0400000US05,Arkansas,05
28831162,null,22898054,null,548238,null,152588,null,82230,null,101365,null,231222,null,4817465,null,0400000US06,California,06
3867717,null,3211683,null,57424,null,21930,null,10676,null,13749,null,33473,null,518782,null,0400000US08,Colorado,08
2834130,null,2214181,null,51348,null,25540,null,11399,null,12162,null,27463,null,492037,null,0400000US09,Connecticut,09
694868,null,552279,null,10544,null,5676,null,2218,null,3274,null,5802,null,115075,null,0400000US10,Delaware,10
494235,null,371300,null,11319,null,2977,null,1509,null,2631,null,4114,null,100385,null,0400000US11,District of Columbia,11
14926522,null,11673385,null,295135,null,83807,null,46258,null,69482,null,140770,null,2617685,null,0400000US12,Florida,12
7438414,null,5737453,null,146830,null,37639,null,17560,null,26377,null,60138,null,1412417,null,0400000US13,Georgia,13
1047000,null,791832,null,18315,null,5472,null,3478,null,4144,null,9751,null,214008,null,0400000US15,Hawaii,15
1159925,null,986042,null,14235,null,5595,null,3208,null,4604,null,9120,null,137121,null,0400000US16,Idaho,16
10208594,null,8034386,null,185308,null,71409,null,32402,null,37335,null,87792,null,1759962,null,0400000US17,Illinois,17
5035925,null,4163583,null,86527,null,32352,null,17332,null,20329,null,44000,null,671802,null,0400000US18,Indiana,18
2403350,null,1987613,null,32194,null,20463,null,8953,null,13648,null,27341,null,313138,null,0400000US19,Iowa,19
2200722,null,1844740,null,29531,null,16068,null,7805,null,10750,null,22100,null,269728,null,0400000US20,Kansas,20
3414048,null,2786380,null,50759,null,23437,null,11547,null,15644,null,31226,null,495055,null,0400000US21,Kentucky,21
3405579,null,2632405,null,66705,null,17929,null,10018,null,15164,null,30431,null,632927,null,0400000US22,Louisiana,22
1093023,null,921997,null,13126,null,9055,null,3808,null,5345,null,11615,null,128077,null,0400000US23,Maine,23
4507480,null,3655823,null,80975,null,35649,null,11949,null,16450,null,34423,null,672211,null,0400000US24,Maryland,24
5281448,null,3996053,null,113996,null,44932,null,18674,null,23507,null,50952,null,1033334,null,0400000US25,Massachusetts,25
8081548,null,6579847,null,138018,null,56094,null,26571,null,36343,null,76736,null,1167939,null,0400000US26,Michigan,26
4163745,null,3489516,null,60732,null,32182,null,14503,null,15758,null,42819,null,508235,null,0400000US27,Minnesota,27
2286965,null,1809007,null,42292,null,13019,null,5855,null,10367,null,23772,null,382653,null,0400000US28,Mississippi,28
4708846,null,3805328,null,68201,null,28537,null,16007,null,22798,null,51994,null,715981,null,0400000US29,Missouri,29
778701,null,636787,null,10271,null,5848,null,3371,null,3843,null,8683,null,109898,null,0400000US30,Montana,30
1405522,null,1167659,null,18875,null,11820,null,6013,null,7677,null,17894,null,175584,null,0400000US31,Nebraska,31
2009549,null,1660910,null,27068,null,8510,null,5160,null,6114,null,13411,null,288376,null,0400000US32,Nevada,32
1075473,null,855319,null,15392,null,9402,null,5067,null,4218,null,13504,null,172571,null,0400000US33,New Hampshire,33
6992064,null,5439071,null,149965,null,51875,null,24481,null,26599,null,58072,null,1242001,null,0400000US34,New Jersey,34
1560804,null,1281364,null,22402,null,6619,null,3253,null,5459,null,13560,null,228147,null,0400000US35,New Mexico,35
15699941,null,11940205,null,376899,null,122253,null,54633,null,62250,null,140502,null,3003199,null,0400000US36,New York,36
7220711,null,5786104,null,127946,null,46222,null,22228,null,30352,null,65212,null,1142647,null,0400000US37,North Carolina,37
522336,null,423099,null,5924,null,4523,null,1925,null,3490,null,7153,null,76222,null,0400000US38,North Dakota,38
9210542,null,7645574,null,140096,null,61763,null,29058,null,39034,null,91795,null,1203222,null,0400000US39,Ohio,39
2868295,null,2348752,null,39290,null,18273,null,10135,null,12971,null,29381,null,409493,null,0400000US40,Oklahoma,40
3038939,null,2544925,null,41182,null,16426,null,10481,null,12199,null,33540,null,380186,null,0400000US41,Oregon,41
