C19101_001E,C19101_001EA,C19101_001M,C19101_001MA,C19101_002E,C19101_002EA,C19101_002M,C19101_002MA,C19101_003E,C19101_003EA,C19101_003M,C19101_003MA,C19101_004E,C19101_004EA,C19101_004M,C19101_004MA,C19101_005E,C19101_005EA,C19101_005M,C19101_005MA,C19101_006E,C19101_006EA,C19101_006M,C19101_006MA,C19101_007E,C19101_007EA,C19101_007M,C19101_007MA,C19101_008E,C19101_008EA,C19101_008M,C19101_008MA,C19101_009E,C19101_009EA,C19101_009M,C19101_009MA,C19101_010E,C19101_010EA,C19101_010M,C19101_010MA,C19101_011E,C19101_011EA,C19101_011M,C19101_011MA,GEO_ID,NAME,state
1245126,null,10267,null,80420,null,4621,null,60672,null,4309,null,139493,null,6093,null,140413,null,5357,null,191869,null,6807,null,247801,null,7155,null,170993,null,6751,null,140550,null,4864,null,39173,null,2814,null,33742,null,2118,null,0400000US01,Alabama,01
162345,null,3643,null,4619,null,925,null,4461,null,981,null,8932,null,1361,null,12098,null,1419,null,18103,null,1626,null,34878,null,2461,null,26413,null,1875,null,33813,null,2314,null,11605,null,1557,null,7423,null,1111,null,0400000US02,Alaska,02
1491772,null,13954,null,70855,null,4249,null,44937,null,3771,null,129579,null,6836,null,157974,null,6042,null,221989,null,8353,null,312710,null,8683,null,217132,null,8040,null,206208,null,6684,null,64433,null,3689,null,65955,null,3788,null,0400000US04,Arizona,04
756113,null,10348,null,46323,null,3819,null,39566,null,3376,null,93517,null,4659,null,91767,null,4546,null,130534,null,4848,null,154773,null,5205,null,89124,null,4332,null,73869,null,4257,null,18236,null,1978,null,18404,null,1890,null,0400000US05,Arkansas,05
8330684,null,27121,null,313676,null,9345,null,253418,null,8502,null,700519,null,11388,null,731957,null,14123,null,1047611,null,17045,null,1532752,null,20862,null,1141470,null,17992,null,1387294,null,17419,null,594450,null,8172,null,627537,null,12095,null,0400000US06,California,06
1202485,null,10691,null,46930,null,4017,null,32839,null,3202,null,87190,null,4525,null,94020,null,4388,null,160564,null,5999,null,249276,null,6375,null,191040,null,6146,null,202399,null,5975,null,72017,null,3799,null,66210,null,3578,null,0400000US08,Colorado,08
885471,null,7409,null,25211,null,2501,null,17871,null,2359,null,47239,null,2956,null,56500,null,3364,null,97815,null,4891,null,158758,null,5234,null,139730,null,5188,null,179931,null,6198,null,68324,null,3420,null,94092,null,4104,null,0400000US09,Connecticut,09
224451,null,4325,null,8923,null,1585,null,5730,null,1442,null,15290,null,1949,null,20920,null,2399,null,29674,null,2514,null,44855,null,2856,null,35912,null,2918,null,39143,null,2548,null,14176,null,1884,null,9828,null,1341,null,0400000US10,Delaware,10
108181,null,3697,null,7827,null,1397,null,4608,null,1165,null,9702,null,1669,null,9446,null,1771,null,12547,null,1634,null,13733,null,1735,null,11511,null,1563,null,14477,null,1678,null,9819,null,1364,null,14511,null,1557,null,0400000US11,District of Columbia,11
4626215,null,26538,null,179855,null,8011,null,152418,null,6117,null,440674,null,11237,null,499217,null,11295,null,719360,null,15118,null,993241,null,12947,null,633754,null,13645,null,600151,null,11680,null,197057,null,7382,null,210488,null,7523,null,0400000US12,Florida,12
2328569,null,18597,null,120830,null,5610,null,83094,null,5083,null,213968,null,8353,null,233079,null,8516,null,338043,null,10952,null,477258,null,11122,null,328717,null,7345,null,319737,null,8040,null,109905,null,4579,null,103938,null,5125,null,0400000US13,Georgia,13
306623,null,4387,null,8374,null,1456,null,6136,null,1209,null,15980,null,1742,null,21634,null,2632,null,37181,null,2885,null,66363,null,3438,null,52760,null,3469,null,60257,null,3663,null,21173,null,2462,null,16765,null,1833,null,0400000US15,Hawaii,15
397576,null,5484,null,14853,null,1800,null,12796,null,1514,null,37859,null,2610,null,45922,null,2876,null,67568,null,3253,null,92199,null,4549,null,58099,null,2953,null,43277,null,3201,null,12765,null,1700,null,12238,null,1605,null,0400000US16,Idaho,16
3180087,null,18931,null,128894,null,6609,null,94393,null,4674,null,241810,null,6619,null,276818,null,8145,null,415995,null,10781,null,658361,null,12074,null,492906,null,9057,null,510386,null,9567,null,178778,null,6059,null,181746,null,5596,null,0400000US17,Illinois,17
