C17015_001E,C17015_001EA,C17015_001M,C17015_001MA,C17015_002E,C17015_002EA,C17015_002M,C17015_002MA,C17015_003E,C17015_003EA,C17015_003M,C17015_003MA,C17015_004E,C17015_004EA,C17015_004M,C17015_004MA,C17015_005E,C17015_005EA,C17015_005M,C17015_005MA,C17015_006E,C17015_006EA,C17015_006M,C17015_006MA,C17015_007E,C17015_007EA,C17015_007M,C17015_007MA,C17015_008E,C17015_008EA,C17015_008M,C17015_008MA,C17015_009E,C17015_009EA,C17015_009M,C17015_009MA,C17015_010E,C17015_010EA,C17015_010M,C17015_010MA,C17015_011E,C17015_011EA,C17015_011M,C17015_011MA,C17015_012E,C17015_012EA,C17015_012M,C17015_012MA,C17015_013E,C17015_013EA,C17015_013M,C17015_013MA,C17015_014E,C17015_014EA,C17015_014M,C17015_014MA,C17015_015E,C17015_015EA,C17015_015M,C17015_015MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,38382,null,2830,null,8650,null,1411,null,29732,null,2333,null,124561,null,6220,null,20942,null,2507,null,103619,null,5783,null,1082183,null,10796,null,315792,null,6079,null,26290,null,2173,null,289502,null,6057,null,766391,null,10114,null,26466,null,2707,null,739925,null,10130,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,1027,null,354,null,372,null,234,null,655,null,251,null,9452,null,1571,null,1874,null,602,null,7578,null,1447,null,151866,null,3431,null,25091,null,1714,null,3476,null,750,null,21615,null,1576,null,126775,null,3535,null,4507,null,909,null,122268,null,3528,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,20864,null,2100,null,3567,null,785,null,17297,null,1922,null,131109,null,6314,null,18560,null,2437,null,112549,null,6171,null,1339799,null,14101,null,368764,null,6736,null,20457,null,1856,null,348307,null,6490,null,971035,null,12623,null,29455,null,2913,null,941580,null,12897,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,21301,null,2174,null,4223,null,883,null,17078,null,2165,null,82228,null,5165,null,11046,null,1817,null,71182,null,5276,null,652584,null,8478,null,197837,null,4514,null,13334,null,1812,null,184503,null,4322,null,454747,null,8227,null,13114,null,1634,null,441633,null,7925,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,95228,null,3888,null,22572,null,2488,null,72656,null,3860,null,678955,null,12426,null,159477,null,6638,null,519478,null,10928,null,7556501,null,27990,null,1646050,null,14100,null,177967,null,6190,null,1468083,null,12492,null,5910451,null,24898,null,280852,null,8184,null,5629599,null,26127,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,9823,null,1436,null,1946,null,671,null,7877,null,1295,null,90939,null,5541,null,9385,null,1596,null,81554,null,5376,null,1101723,null,9674,null,218661,null,5084,null,12964,null,1505,null,205697,null,5093,null,883062,null,9357,null,22657,null,2463,null,860405,null,9307,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,6546,null,1120,null,1459,null,568,null,5087,null,1042,null,43807,null,3566,null,8929,null,1864,null,34878,null,2822,null,835118,null,6915,null,203594,null,4626,null,11943,null,1622,null,191651,null,4431,null,631524,null,6745,null,18649,null,2334,null,612875,null,6709,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,2360,null,780,null,726,null,465,null,1634,null,639,null,14556,null,1911,null,2129,null,746,null,12427,null,1774,null,207535,null,4750,null,55976,null,2496,null,3816,null,675,null,52160,null,2443,null,151559,null,4252,null,4348,null,903,null,147211,null,4151,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,2663,null,832,null,397,null,306,null,2266,null,773,null,11435,null,1842,null,4884,null,1204,null,6551,null,1299,null,94083,null,3637,null,21426,null,1742,null,1908,null,680,null,19518,null,1655,null,72657,null,3056,null,4627,null,1350,null,68030,null,3053,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,78617,null,4501,null,14167,null,2070,null,64450,null,3917,null,319154,null,10414,null,32824,null,3404,null,286330,null,9800,null,4228444,null,24996,null,1320927,null,13953,null,72767,null,3985,null,1248160,null,13378,null,2907517,null,23762,null,81092,null,4910,null,2826425,null,22924,null,0400000US12,Florida,12
