C25073_001E,C25073_001EA,C25073_001M,C25073_001MA,C25073_002E,C25073_002EA,C25073_002M,C25073_002MA,C25073_003E,C25073_003EA,C25073_003M,C25073_003MA,C25073_004E,C25073_004EA,C25073_004M,C25073_004MA,C25073_005E,C25073_005EA,C25073_005M,C25073_005MA,C25073_006E,C25073_006EA,C25073_006M,C25073_006MA,C25073_007E,C25073_007EA,C25073_007M,C25073_007MA,C25073_008E,C25073_008EA,C25073_008M,C25073_008MA,C25073_009E,C25073_009EA,C25073_009M,C25073_009MA,C25073_010E,C25073_010EA,C25073_010M,C25073_010MA,C25073_011E,C25073_011EA,C25073_011M,C25073_011MA,C25073_012E,C25073_012EA,C25073_012M,C25073_012MA,C25073_013E,C25073_013EA,C25073_013M,C25073_013MA,C25073_014E,C25073_014EA,C25073_014M,C25073_014MA,C25073_015E,C25073_015EA,C25073_015M,C25073_015MA,C25073_016E,C25073_016EA,C25073_016M,C25073_016MA,C25073_017E,C25073_017EA,C25073_017M,C25073_017MA,C25073_018E,C25073_018EA,C25073_018M,C25073_018MA,C25073_019E,C25073_019EA,C25073_019M,C25073_019MA,C25073_020E,C25073_020EA,C25073_020M,C25073_020MA,C25073_021E,C25073_021EA,C25073_021M,C25073_021MA,GEO_ID,NAME,state
528488,null,10257,null,208422,null,6924,null,80613,null,4569,null,81100,null,4580,null,46709,null,3328,null,85986,null,5077,null,38849,null,3497,null,39227,null,3337,null,7910,null,1467,null,121445,null,6227,null,61031,null,4658,null,52414,null,3978,null,8000,null,1470,null,43304,null,3079,null,22079,null,2239,null,19680,null,2370,null,1545,null,548,null,69331,null,4627,null,28710,null,2964,null,22168,null,2503,null,18453,null,2493,null,0400000US01,Alabama,01
87403,null,3597,null,30757,null,2397,null,15635,null,1949,null,8732,null,1319,null,6390,null,1036,null,23260,null,2418,null,12804,null,1776,null,9514,null,1454,null,942,null,363,null,18179,null,1892,null,8985,null,1531,null,7435,null,1360,null,1759,null,536,null,12075,null,1642,null,5691,null,1144,null,5775,null,1234,null,609,null,356,null,3132,null,839,null,1273,null,607,null,1087,null,439,null,772,null,411,null,0400000US02,Alaska,02
718401,null,12688,null,265081,null,8469,null,120337,null,6086,null,118056,null,6222,null,26688,null,2961,null,91306,null,4726,null,42677,null,3677,null,43920,null,3738,null,4709,null,1294,null,189900,null,6640,null,90812,null,5411,null,92940,null,5622,null,6148,null,1728,null,121935,null,6064,null,58171,null,4269,null,60731,null,4080,null,3033,null,838,null,50179,null,3961,null,23287,null,2643,null,20619,null,2581,null,6273,null,1523,null,0400000US04,Arizona,04
355895,null,8224,null,164848,null,5942,null,68924,null,4165,null,64086,null,3979,null,31838,null,2479,null,63313,null,4380,null,31682,null,3144,null,29249,null,3124,null,2382,null,882,null,67529,null,4002,null,36142,null,3471,null,29301,null,3034,null,2086,null,765,null,23121,null,2091,null,11006,null,1442,null,11757,null,1853,null,358,null,233,null,37084,null,3267,null,16013,null,2306,null,13560,null,2100,null,7511,null,1542,null,0400000US05,Arkansas,05
5123700,null,28871,null,1747969,null,22967,null,745009,null,14409,null,874926,null,15550,null,128034,null,6056,null,832945,null,15840,null,384911,null,11084,null,423975,null,11902,null,24059,null,2336,null,1265766,null,14860,null,578969,null,10594,null,650757,null,12633,null,36040,null,3555,null,1163237,null,14997,null,497864,null,11300,null,626196,null,13576,null,39177,null,3399,null,113783,null,6143,null,49983,null,3834,null,46244,null,3614,null,17556,null,2507,null,0400000US06,California,06
579758,null,10271,null,206853,null,8244,null,94544,null,5011,null,93377,null,5908,null,18932,null,2041,null,70610,null,4825,null,35247,null,3481,null,32715,null,2887,null,2648,null,889,null,146171,null,6765,null,71405,null,5190,null,68924,null,4438,null,5842,null,1300,null,133345,null,5216,null,66867,null,3965,null,61429,null,3479,null,5049,null,1312,null,22779,null,2715,null,8395,null,1301,null,11199,null,2099,null,3185,null,1097,null,0400000US08,Colorado,08
395875,null,7185,null,68120,null,3908,null,28436,null,2312,null,28203,null,2663,null,11481,null,1597,null,152471,null,5929,null,70332,null,4799,null,76489,null,3725,null,5650,null,1126,null,83684,null,4541,null,41442,null,3120,null,39918,null,3478,null,2324,null,825,null,89774,null,4191,null,43931,null,2646,null,43034,null,3384,null,2809,null,892,null,1826,null,779,null,999,null,629,null,428,null,265,null,399,null,294,null,0400000US09,Connecticut,09
90336,null,3436,null,37153,null,2893,null,14202,null,2120,null,17144,null,2331,null,5807,null,1139,null,11694,null,1810,null,5341,null,1246,null,5938,null,1243,null,415,null,406,null,24861,null,2339,null,11629,null,1876,null,12620,null,1651,null,612,null,489,null,11594,null,1357,null,6219,null,1218,null,4614,null,984,null,761,null,392,null,5034,null,1168,null,2648,null,822,null,1684,null,758,null,702,null,402,null,0400000US10,Delaware,10
139226,null,3601,null,21603,null,2370,null,9009,null,1483,null,9401,null,1579,null,3193,null,798,null,20716,null,2284,null,9988,null,1564,null,10267,null,1628,null,461,null,291,null,35405,null,2647,null,17620,null,1901,null,16257,null,2248,null,1528,null,621,null,61358,null,3336,null,31152,null,2645,null,27748,null,2524,null,2458,null,901,null,144,null,168,null,82,null,136,null,62,null,106,null,0,null,300,null,0400000US11,District of Columbia,11
2083252,null,21269,null,698283,null,14469,null,277577,null,11279,null,354718,null,11060,null,65988,null,4218,null,316448,null,10928,null,132681,null,5936,null,169972,null,8533,null,13795,null,2116,null,524353,null,11488,null,221050,null,8045,null,282669,null,9813,null,20634,null,2780,null,401060,null,9695,null,150902,null,7127,null,230315,null,8453,null,19843,null,2355,null,143108,null,6696,null,65379,null,5370,null,60877,null,4258,null,16852,null,2544,null,0400000US12,Florida,12
