C18003_001E,C18003_001EA,C18003_001M,C18003_001MA,C18003_002E,C18003_002EA,C18003_002M,C18003_002MA,C18003_003E,C18003_003EA,C18003_003M,C18003_003MA,C18003_004E,C18003_004EA,C18003_004M,C18003_004MA,C18003_005E,C18003_005EA,C18003_005M,C18003_005MA,C18003_006E,C18003_006EA,C18003_006M,C18003_006MA,C18003_007E,C18003_007EA,C18003_007M,C18003_007MA,C18003_008E,C18003_008EA,C18003_008M,C18003_008MA,C18003_009E,C18003_009EA,C18003_009M,C18003_009MA,C18003_010E,C18003_010EA,C18003_010M,C18003_010MA,C18003_011E,C18003_011EA,C18003_011M,C18003_011MA,C18003_012E,C18003_012EA,C18003_012M,C18003_012MA,C18003_013E,C18003_013EA,C18003_013M,C18003_013MA,C18003_014E,C18003_014EA,C18003_014M,C18003_014MA,C18003_015E,C18003_015EA,C18003_015M,C18003_015MA,C18003_016E,C18003_016EA,C18003_016M,C18003_016MA,C18003_017E,C18003_017EA,C18003_017M,C18003_017MA,C18003_018E,C18003_018EA,C18003_018M,C18003_018MA,C18003_019E,C18003_019EA,C18003_019M,C18003_019MA,C18003_020E,C18003_020EA,C18003_020M,C18003_020MA,C18003_021E,C18003_021EA,C18003_021M,C18003_021MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,5191,null,1347,null,340918,null,4170,null,1430566,null,5516,null,71352,null,4149,null,1359214,null,7061,null,250431,null,1815,null,57524,null,3361,null,192907,null,3706,null,2210647,null,4311,null,335649,null,3454,null,5435,null,1267,null,330214,null,3450,null,1526061,null,3555,null,51451,null,3687,null,1474610,null,5339,null,348937,null,1926,null,67799,null,3244,null,281138,null,3786,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,639,null,354,null,54595,null,1244,null,233691,null,2523,null,11197,null,1503,null,222494,null,2991,null,21997,null,597,null,6118,null,839,null,15879,null,1051,null,298619,null,1753,null,50386,null,1355,null,244,null,197,null,50142,null,1337,null,224067,null,1724,null,7031,null,1203,null,217036,null,1791,null,24166,null,1070,null,4666,null,754,null,19500,null,1090,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,6458,null,1191,null,499314,null,3791,null,1985230,null,3993,null,61140,null,4263,null,1924090,null,6200,null,362357,null,1230,null,63207,null,3065,null,299150,null,3141,null,2903633,null,2372,null,485718,null,3282,null,4634,null,1158,null,481084,null,3577,null,1973597,null,3069,null,45975,null,3764,null,1927622,null,5036,null,444318,null,1449,null,68564,null,3695,null,375754,null,3746,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,3095,null,888,null,214108,null,2584,null,873036,null,4382,null,43966,null,3342,null,829070,null,4911,null,164853,null,1551,null,39570,null,2527,null,125283,null,2793,null,1330407,null,3933,null,207246,null,2812,null,4383,null,1024,null,202863,null,2889,null,910264,null,3380,null,30956,null,2945,null,879308,null,4280,null,212897,null,1509,null,41966,null,2817,null,170931,null,3307,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,27972,null,2978,null,2848612,null,7323,null,11929485,null,10150,null,292756,null,9684,null,11636729,null,13106,null,1670674,null,3427,null,281314,null,7826,null,1389360,null,7765,null,16844718,null,5704,null,2734679,null,6775,null,24530,null,2228,null,2710149,null,6697,null,11884372,null,7561,null,223785,null,7751,null,11660587,null,9730,null,2225667,null,3483,null,347102,null,8412,null,1878565,null,9180,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4499,null,1452,null,357454,null,3240,null,1641484,null,4000,null,44790,null,3966,null,1596694,null,5797,null,209179,null,1340,null,36515,null,2518,null,172664,null,2851,null,2215111,null,3192,null,345193,null,3320,null,2356,null,912,null,342837,null,3356,null,1602893,null,3423,null,35585,null,3496,null,1567308,null,4546,null,267025,null,1432,null,38517,null,2611,null,228508,null,2750,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,2987,null,779,null,252901,null,2465,null,1117675,null,3327,null,26274,null,2695,null,1091401,null,4394,null,186125,null,1177,null,28589,null,2165,null,157536,null,2347,null,1667707,null,2345,null,247371,null,2548,null,1705,null,752,null,245666,null,2498,null,1163280,null,2359,null,17567,null,1996,null,1145713,null,3078,null,257056,null,1518,null,34151,null,2691,null,222905,null,2884,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,258,null,233,null,62550,null,1209,null,268345,null,1328,null,8715,null,1386,null,259630,null,1863,null,49076,null,680,null,7535,null,1105,null,41541,null,1287,null,411831,null,765,null,59713,null,1069,null,447,null,242,null,59266,null,1080,null,288987,null,1246,null,5540,null,1107,null,283447,null,1614,null,63131,null,732,null,8674,null,1256,null,54457,null,1516,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,612,null,462,null,31763,null,942,null,188932,null,1848,null,4794,null,1187,null,184138,null,2084,null,26150,null,604,null,3087,null,748,null,23063,null,932,null,288074,null,1543,null,32134,null,1069,null,353,null,370,null,31781,null,1138,null,215267,null,1601,null,4870,null,1232,null,210397,null,2014,null,40673,null,653,null,6271,null,1248,null,34402,null,1416,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,12205,null,1972,null,1230144,null,6767,null,5578459,null,8617,null,158931,null,7303,null,5419528,null,9725,null,1331512,null,3477,null,219493,null,7100,null,1112019,null,7604,null,8635487,null,6673,null,1172777,null,5497,null,9638,null,1621,null,1163139,null,5854,null,5784222,null,7819,null,128942,null,6460,null,5655280,null,10542,null,1678488,null,4570,null,240803,null,7671,null,1437685,null,8262,null,0400000US12,Florida,12
