B06004D_001E,B06004D_001EA,B06004D_001M,B06004D_001MA,B06004D_002E,B06004D_002EA,B06004D_002M,B06004D_002MA,B06004D_003E,B06004D_003EA,B06004D_003M,B06004D_003MA,B06004D_004E,B06004D_004EA,B06004D_004M,B06004D_004MA,B06004D_005E,B06004D_005EA,B06004D_005M,B06004D_005MA,GEO_ID,NAME,state
44561,null,3209,null,4694,null,934,null,4752,null,1040,null,731,null,502,null,34384,null,3188,null,0400000US01,Alabama,01
32936,null,1975,null,5123,null,1128,null,3810,null,1200,null,1462,null,745,null,22541,null,1792,null,0400000US02,Alaska,02
151414,null,3474,null,22674,null,2364,null,23976,null,3081,null,2639,null,979,null,102125,null,3581,null,0400000US04,Arizona,04
33933,null,2991,null,4782,null,1055,null,5913,null,1693,null,1042,null,532,null,22196,null,2177,null,0400000US05,Arkansas,05
4511407,null,14112,null,1254206,null,16999,null,228297,null,8484,null,63360,null,5402,null,2965544,null,20872,null,0400000US06,California,06
131699,null,3317,null,24227,null,2823,null,19396,null,2116,null,3548,null,1222,null,84528,null,3886,null,0400000US08,Colorado,08
118216,null,2114,null,18414,null,2212,null,14020,null,1950,null,1448,null,744,null,84334,null,2469,null,0400000US09,Connecticut,09
25372,null,1333,null,3601,null,784,null,3450,null,1198,null,186,null,184,null,18135,null,1303,null,0400000US10,Delaware,10
18066,null,1198,null,1135,null,739,null,5434,null,1225,null,461,null,491,null,11036,null,1403,null,0400000US11,District of Columbia,11
409144,null,5547,null,67473,null,5031,null,46332,null,3764,null,7748,null,1660,null,287591,null,5359,null,0400000US12,Florida,12
265188,null,4291,null,42418,null,3406,null,31622,null,3033,null,3778,null,831,null,187370,null,4068,null,0400000US13,Georgia,13
498468,null,8619,null,300955,null,7995,null,18872,null,2632,null,9879,null,1516,null,168762,null,7315,null,0400000US15,Hawaii,15
16810,null,1817,null,2821,null,956,null,4882,null,1203,null,334,null,203,null,8773,null,1143,null,0400000US16,Idaho,16
551835,null,4307,null,128969,null,5144,null,33942,null,3714,null,6302,null,1582,null,382622,null,6661,null,0400000US17,Illinois,17
83200,null,2664,null,12844,null,2144,null,10816,null,1819,null,1478,null,753,null,58062,null,2713,null,0400000US18,Indiana,18
47849,null,2025,null,9136,null,1380,null,3889,null,1124,null,1181,null,643,null,33643,null,1933,null,0400000US19,Iowa,19
59948,null,2319,null,10911,null,1749,null,6011,null,1522,null,699,null,448,null,42327,null,2480,null,0400000US20,Kansas,20
39749,null,2413,null,5418,null,1442,null,4138,null,1043,null,1092,null,571,null,29101,null,1861,null,0400000US21,Kentucky,21
59825,null,2237,null,14117,null,1815,null,6186,null,1264,null,485,null,300,null,39037,null,2302,null,0400000US22,Louisiana,22
12718,null,893,null,2520,null,727,null,1773,null,697,null,40,null,85,null,8385,null,886,null,0400000US23,Maine,23
275002,null,3352,null,41100,null,3411,null,28315,null,3302,null,2520,null,927,null,203067,null,3919,null,0400000US24,Maryland,24
310654,null,3271,null,58682,null,4206,null,29786,null,3168,null,2769,null,934,null,219417,null,4525,null,0400000US25,Massachusetts,25
240214,null,3128,null,47289,null,2940,null,19105,null,2238,null,2771,null,824,null,171049,null,4135,null,0400000US26,Michigan,26
180700,null,3061,null,40640,null,2897,null,17297,null,2736,null,1975,null,940,null,120788,null,3581,null,0400000US27,Minnesota,27
20207,null,3076,null,3219,null,1022,null,3749,null,1258,null,400,null,273,null,12839,null,2372,null,0400000US28,Mississippi,28
