B19201_001E,B19201_001EA,B19201_001M,B19201_001MA,B19201_002E,B19201_002EA,B19201_002M,B19201_002MA,B19201_003E,B19201_003EA,B19201_003M,B19201_003MA,B19201_004E,B19201_004EA,B19201_004M,B19201_004MA,B19201_005E,B19201_005EA,B19201_005M,B19201_005MA,B19201_006E,B19201_006EA,B19201_006M,B19201_006MA,B19201_007E,B19201_007EA,B19201_007M,B19201_007MA,B19201_008E,B19201_008EA,B19201_008M,B19201_008MA,B19201_009E,B19201_009EA,B19201_009M,B19201_009MA,B19201_010E,B19201_010EA,B19201_010M,B19201_010MA,B19201_011E,B19201_011EA,B19201_011M,B19201_011MA,B19201_012E,B19201_012EA,B19201_012M,B19201_012MA,B19201_013E,B19201_013EA,B19201_013M,B19201_013MA,B19201_014E,B19201_014EA,B19201_014M,B19201_014MA,B19201_015E,B19201_015EA,B19201_015M,B19201_015MA,B19201_016E,B19201_016EA,B19201_016M,B19201_016MA,B19201_017E,B19201_017EA,B19201_017M,B19201_017MA,GEO_ID,NAME,state
571187,null,8529,null,116693,null,4365,null,84482,null,3895,null,58791,null,3472,null,52071,null,3328,null,38483,null,3094,null,36989,null,3205,null,33433,null,2919,null,26938,null,2194,null,18202,null,1905,null,35579,null,3215,null,28262,null,2449,null,20661,null,2090,null,8675,null,1220,null,4128,null,922,null,4260,null,989,null,3540,null,788,null,0400000US01,Alabama,01
74076,null,3420,null,6935,null,1186,null,7391,null,1286,null,3763,null,871,null,6175,null,1233,null,3669,null,744,null,4095,null,959,null,4017,null,822,null,3398,null,859,null,3421,null,807,null,6207,null,1258,null,8463,null,1475,null,8671,null,1464,null,3579,null,750,null,1996,null,623,null,1349,null,490,null,947,null,474,null,0400000US02,Alaska,02
759774,null,12127,null,91728,null,4243,null,75164,null,4128,null,61365,null,3344,null,63191,null,3274,null,54738,null,3676,null,56330,null,4033,null,47778,null,3427,null,42329,null,3595,null,36739,null,3016,null,58826,null,3359,null,60107,null,4394,null,54989,null,3251,null,24885,null,2331,null,11417,null,2016,null,10968,null,1679,null,9220,null,1735,null,0400000US04,Arizona,04
346621,null,7440,null,75776,null,4835,null,54092,null,3410,null,36851,null,3108,null,31108,null,2597,null,25099,null,2831,null,24522,null,2982,null,17546,null,1691,null,15878,null,2060,null,10861,null,1584,null,18230,null,2251,null,16366,null,1912,null,11267,null,1624,null,3241,null,912,null,1994,null,726,null,1864,null,847,null,1926,null,738,null,0400000US05,Arkansas,05
3869988,null,28032,null,407571,null,10722,null,384320,null,9473,null,254082,null,8646,null,260774,null,8573,null,208974,null,8217,null,214169,null,6829,null,186106,null,7558,null,195932,null,7737,null,161943,null,6166,null,287847,null,8752,null,360661,null,9787,null,371595,null,8632,null,232178,null,9012,null,115164,null,5562,null,114192,null,5797,null,114480,null,5528,null,0400000US06,California,06
657480,null,10979,null,81874,null,4429,null,58376,null,3891,null,44368,null,3606,null,49401,null,3732,null,45986,null,2967,null,44711,null,3704,null,39824,null,3388,null,40065,null,2736,null,33347,null,3261,null,52387,null,3699,null,58607,null,3760,null,49808,null,3413,null,26154,null,2885,null,11817,null,1683,null,11175,null,1859,null,9580,null,1581,null,0400000US08,Colorado,08
435243,null,6838,null,45912,null,3709,null,36981,null,2876,null,34547,null,2970,null,31953,null,2996,null,26989,null,2713,null,25376,null,2945,null,20868,null,2014,null,25081,null,2510,null,20802,null,2226,null,36267,null,3358,null,40494,null,3057,null,39936,null,2650,null,20802,null,1985,null,10258,null,1325,null,9222,null,1275,null,9755,null,1646,null,0400000US09,Connecticut,09
104026,null,3771,null,13613,null,1858,null,8221,null,1392,null,8784,null,1434,null,8175,null,1318,null,7580,null,1396,null,6009,null,1160,null,7025,null,1304,null,6138,null,1207,null,4442,null,913,null,9387,null,1606,null,9367,null,1584,null,7475,null,1357,null,3613,null,763,null,1678,null,601,null,1159,null,450,null,1360,null,494,null,0400000US10,Delaware,10
142858,null,4384,null,18073,null,2232,null,9408,null,1582,null,7297,null,1313,null,7225,null,1271,null,6252,null,1245,null,7369,null,1488,null,6344,null,1290,null,6531,null,1373,null,5288,null,1129,null,10969,null,1477,null,12406,null,1527,null,15157,null,1945,null,10336,null,1491,null,6654,null,1368,null,7068,null,1524,null,6481,null,1201,null,0400000US11,District of Columbia,11
2462745,null,20438,null,324005,null,9260,null,260904,null,8468,null,211510,null,7713,null,216994,null,7712,null,177779,null,6572,null,177260,null,7527,null,154141,null,7642,null,136071,null,5388,null,101886,null,4783,null,178079,null,6645,null,183421,null,7286,null,156283,null,6450,null,82531,null,5033,null,34382,null,3282,null,29713,null,2999,null,37786,null,3276,null,0400000US12,Florida,12
