C15002F_001E,C15002F_001EA,C15002F_001M,C15002F_001MA,C15002F_002E,C15002F_002EA,C15002F_002M,C15002F_002MA,C15002F_003E,C15002F_003EA,C15002F_003M,C15002F_003MA,C15002F_004E,C15002F_004EA,C15002F_004M,C15002F_004MA,C15002F_005E,C15002F_005EA,C15002F_005M,C15002F_005MA,C15002F_006E,C15002F_006EA,C15002F_006M,C15002F_006MA,C15002F_007E,C15002F_007EA,C15002F_007M,C15002F_007MA,C15002F_008E,C15002F_008EA,C15002F_008M,C15002F_008MA,C15002F_009E,C15002F_009EA,C15002F_009M,C15002F_009MA,C15002F_010E,C15002F_010EA,C15002F_010M,C15002F_010MA,C15002F_011E,C15002F_011EA,C15002F_011M,C15002F_011MA,GEO_ID,NAME,state
18656,null,2177,null,11420,null,1662,null,5609,null,1058,null,2857,null,922,null,2023,null,723,null,931,null,491,null,7236,null,1049,null,2715,null,770,null,2311,null,703,null,1586,null,593,null,624,null,317,null,0400000US01,Alabama,01
8076,null,1498,null,4600,null,984,null,2462,null,839,null,1079,null,572,null,798,null,390,null,261,null,181,null,3476,null,801,null,1596,null,699,null,710,null,476,null,1170,null,544,null,0,null,237,null,0400000US02,Alaska,02
359181,null,11271,null,188722,null,6822,null,79494,null,4998,null,57674,null,5286,null,37754,null,3577,null,13800,null,1949,null,170459,null,6550,null,63194,null,4381,null,49411,null,4160,null,42991,null,3418,null,14863,null,1985,null,0400000US04,Arizona,04
29242,null,2975,null,16277,null,2137,null,8933,null,1550,null,4620,null,1343,null,2150,null,701,null,574,null,358,null,12965,null,1562,null,8176,null,1466,null,2331,null,686,null,1679,null,682,null,779,null,374,null,0400000US05,Arkansas,05
3340171,null,33234,null,1727773,null,20104,null,779823,null,16351,null,498789,null,11712,null,311619,null,10757,null,137542,null,7128,null,1612398,null,18387,null,713670,null,14519,null,422968,null,11204,null,328566,null,9826,null,147194,null,6647,null,0400000US06,California,06
174953,null,8299,null,91784,null,5429,null,31659,null,3600,null,32733,null,3904,null,18942,null,2494,null,8450,null,1720,null,83169,null,4167,null,28956,null,2860,null,23699,null,2702,null,20833,null,2186,null,9681,null,1653,null,0400000US08,Colorado,08
111284,null,5895,null,55536,null,4010,null,22956,null,3158,null,17800,null,2113,null,10172,null,1689,null,4608,null,1059,null,55748,null,3636,null,19873,null,2320,null,17515,null,2325,null,11833,null,1828,null,6527,null,1507,null,0400000US09,Connecticut,09
9630,null,1406,null,5499,null,847,null,2503,null,589,null,2164,null,711,null,604,null,351,null,228,null,205,null,4131,null,829,null,1899,null,779,null,1234,null,605,null,446,null,271,null,552,null,369,null,0400000US10,Delaware,10
17591,null,2386,null,9886,null,1679,null,4797,null,1670,null,2120,null,1024,null,1434,null,761,null,1535,null,783,null,7705,null,1305,null,3504,null,926,null,561,null,386,null,1336,null,629,null,2304,null,892,null,0400000US11,District of Columbia,11
425285,null,14057,null,227403,null,9301,null,82845,null,6618,null,65382,null,5859,null,46954,null,4391,null,32222,null,3169,null,197882,null,7400,null,57014,null,4537,null,58601,null,4559,null,49342,null,3398,null,32925,null,3492,null,0400000US12,Florida,12
187557,null,8516,null,115842,null,6339,null,59812,null,5012,null,25575,null,3877,null,15356,null,2549,null,15099,null,2525,null,71715,null,4225,null,32460,null,2674,null,18076,null,2942,null,10649,null,1783,null,10530,null,1768,null,0400000US13,Georgia,13
10641,null,1859,null,6977,null,1266,null,1040,null,530,null,3534,null,1194,null,1754,null,729,null,649,null,409,null,3664,null,954,null,540,null,369,null,1048,null,571,null,1153,null,535,null,923,null,417,null,0400000US15,Hawaii,15
18143,null,2113,null,10328,null,1376,null,4469,null,994,null,2873,null,878,null,2465,null,801,null,521,null,282,null,7815,null,1280,null,3295,null,801,null,2398,null,758,null,1321,null,551,null,801,null,398,null,0400000US16,Idaho,16
613881,null,11848,null,330159,null,7730,null,145419,null,6574,null,110126,null,6602,null,47366,null,3845,null,27248,null,3539,null,283722,null,5636,null,123319,null,5576,null,82336,null,5031,null,51390,null,3590,null,26677,null,2922,null,0400000US17,Illinois,17
81238,null,3908,null,46248,null,2673,null,19706,null,2498,null,14655,null,1923,null,7456,null,1421,null,4431,null,1203,null,34990,null,2142,null,13801,null,1837,null,10390,null,1862,null,6714,null,1283,null,4085,null,1079,null,0400000US18,Indiana,18
27429,null,2890,null,15707,null,1941,null,8344,null,1688,null,4012,null,1139,null,1931,null,584,null,1420,null,577,null,11722,null,1481,null,5269,null,1100,null,2603,null,728,null,2304,null,616,null,1546,null,593,null,0400000US19,Iowa,19
46385,null,3800,null,24630,null,2533,null,10345,null,1853,null,8348,null,1496,null,3997,null,895,null,1940,null,735,null,21755,null,1938,null,8461,null,1397,null,7762,null,1373,null,3196,null,893,null,2336,null,695,null,0400000US20,Kansas,20
16560,null,2109,null,10240,null,1323,null,3908,null,884,null,4320,null,1006,null,1007,null,426,null,1005,null,490,null,6320,null,1456,null,2573,null,883,null,1864,null,868,null,1300,null,745,null,583,null,297,null,0400000US21,Kentucky,21
24645,null,2899,null,15401,null,2269,null,5742,null,1556,null,4763,null,1271,null,3123,null,892,null,1773,null,623,null,9244,null,1445,null,2580,null,771,null,2844,null,830,null,1675,null,579,null,2145,null,824,null,0400000US22,Louisiana,22
2163,null,833,null,961,null,464,null,252,null,204,null,352,null,304,null,114,null,144,null,243,null,231,null,1202,null,544,null,541,null,460,null,111,null,89,null,187,null,210,null,363,null,288,null,0400000US23,Maine,23
102213,null,6183,null,55409,null,3530,null,25230,null,3008,null,15096,null,2248,null,7961,null,1497,null,7122,null,1463,null,46804,null,3486,null,18613,null,2489,null,11229,null,1837,null,8681,null,1576,null,8281,null,1626,null,0400000US24,Maryland,24
161814,null,7621,null,78354,null,5169,null,27859,null,3903,null,30317,null,3848,null,12530,null,2309,null,7648,null,1744,null,83460,null,4504,null,27292,null,2917,null,29546,null,2968,null,16821,null,2106,null,9801,null,1513,null,0400000US25,Massachusetts,25
94408,null,5682,null,51179,null,3515,null,23735,null,2811,null,15919,null,2446,null,7919,null,1525,null,3606,null,980,null,43229,null,3259,null,16396,null,2014,null,11024,null,2108,null,9830,null,1773,null,5979,null,1239,null,0400000US26,Michigan,26
38916,null,3935,null,22506,null,2548,null,9211,null,2651,null,5797,null,1308,null,3605,null,959,null,3893,null,1008,null,16410,null,2143,null,6137,null,1382,null,4292,null,1012,null,2487,null,828,null,3494,null,973,null,0400000US27,Minnesota,27
10271,null,2185,null,6208,null,1615,null,3556,null,1192,null,1813,null,852,null,622,null,365,null,217,null,160,null,4063,null,1064,null,1899,null,790,null,592,null,395,null,959,null,564,null,613,null,442,null,0400000US28,Mississippi,28
32829,null,3049,null,17704,null,2150,null,6666,null,1183,null,6741,null,1472,null,2631,null,825,null,1666,null,652,null,15125,null,1561,null,5385,null,1083,null,4568,null,1077,null,3394,null,884,null,1778,null,682,null,0400000US29,Missouri,29
3189,null,764,null,1994,null,498,null,390,null,352,null,1176,null,544,null,428,null,367,null,0,null,233,null,1195,null,654,null,117,null,125,null,259,null,233,null,742,null,628,null,77,null,94,null,0400000US30,Montana,30
23784,null,2374,null,14167,null,1728,null,6259,null,1303,null,3760,null,1116,null,2546,null,797,null,1602,null,601,null,9617,null,1042,null,4547,null,822,null,2729,null,763,null,1618,null,622,null,723,null,391,null,0400000US31,Nebraska,31
108682,null,6575,null,60655,null,4173,null,28394,null,3130,null,17843,null,2524,null,9950,null,1734,null,4468,null,1301,null,48027,null,3811,null,23367,null,2969,null,13205,null,2220,null,8415,null,1277,null,3040,null,923,null,0400000US32,Nevada,32
5989,null,1672,null,2536,null,891,null,387,null,384,null,1327,null,710,null,459,null,407,null,363,null,386,null,3453,null,1230,null,1071,null,679,null,645,null,581,null,952,null,631,null,785,null,650,null,0400000US33,New Hampshire,33
390514,null,12604,null,202410,null,7356,null,70185,null,5682,null,78215,null,5809,null,33932,null,3492,null,20078,null,3186,null,188104,null,7019,null,57121,null,4228,null,67338,null,4211,null,39274,null,3273,null,24371,null,2968,null,0400000US34,New Jersey,34
181889,null,6304,null,90560,null,4061,null,21649,null,2492,null,34529,null,2735,null,24383,null,2595,null,9999,null,1804,null,91329,null,3563,null,24757,null,2387,null,29762,null,2768,null,25832,null,2397,null,10978,null,1610,null,0400000US35,New Mexico,35
1054325,null,19966,null,506142,null,11709,null,200716,null,8665,null,164967,null,7931,null,82232,null,5382,null,58227,null,4685,null,548183,null,11092,null,208252,null,7710,null,151575,null,7171,null,110123,null,6142,null,78233,null,4631,null,0400000US36,New York,36
