C17001H_001E,C17001H_001EA,C17001H_001M,C17001H_001MA,C17001H_002E,C17001H_002EA,C17001H_002M,C17001H_002MA,C17001H_003E,C17001H_003EA,C17001H_003M,C17001H_003MA,C17001H_004E,C17001H_004EA,C17001H_004M,C17001H_004MA,C17001H_005E,C17001H_005EA,C17001H_005M,C17001H_005MA,C17001H_006E,C17001H_006EA,C17001H_006M,C17001H_006MA,C17001H_007E,C17001H_007EA,C17001H_007M,C17001H_007MA,C17001H_008E,C17001H_008EA,C17001H_008M,C17001H_008MA,C17001H_009E,C17001H_009EA,C17001H_009M,C17001H_009MA,C17001H_010E,C17001H_010EA,C17001H_010M,C17001H_010MA,C17001H_011E,C17001H_011EA,C17001H_011M,C17001H_011MA,C17001H_012E,C17001H_012EA,C17001H_012M,C17001H_012MA,C17001H_013E,C17001H_013EA,C17001H_013M,C17001H_013MA,C17001H_014E,C17001H_014EA,C17001H_014M,C17001H_014MA,C17001H_015E,C17001H_015EA,C17001H_015M,C17001H_015MA,C17001H_016E,C17001H_016EA,C17001H_016M,C17001H_016MA,C17001H_017E,C17001H_017EA,C17001H_017M,C17001H_017MA,C17001H_018E,C17001H_018EA,C17001H_018M,C17001H_018MA,C17001H_019E,C17001H_019EA,C17001H_019M,C17001H_019MA,GEO_ID,NAME,state
3186827,null,4980,null,185110,null,10427,null,70062,null,6074,null,19588,null,2801,null,42945,null,4317,null,7529,null,1065,null,115048,null,6254,null,21485,null,3195,null,73269,null,4209,null,20294,null,2042,null,3001717,null,11182,null,1482890,null,6813,null,331213,null,3355,null,961031,null,4837,null,190646,null,1259,null,1518827,null,6910,null,312486,null,3496,null,960403,null,4832,null,245938,null,2257,null,0400000US24,Maryland,24
4942716,null,7166,null,333844,null,14150,null,139682,null,8449,null,32907,null,3722,null,88130,null,5872,null,18645,null,2072,null,194162,null,7912,null,35420,null,3807,null,119849,null,5770,null,38893,null,3150,null,4608872,null,15568,null,2251208,null,9399,null,486339,null,4650,null,1477548,null,6388,null,287321,null,2432,null,2357664,null,9644,null,460323,null,4265,null,1507445,null,7373,null,389896,null,3297,null,0400000US25,Massachusetts,25
7638644,null,4016,null,780108,null,21444,null,343544,null,13135,null,110650,null,6462,null,211678,null,7971,null,21216,null,1913,null,436564,null,11491,null,103200,null,5857,null,281021,null,7442,null,52343,null,2569,null,6858536,null,21424,null,3424761,null,13445,null,765111,null,6573,null,2220364,null,8122,null,439286,null,2198,null,3433775,null,11687,null,726412,null,5932,null,2149116,null,7654,null,558247,null,3008,null,0400000US26,Michigan,26
4346165,null,3287,null,309275,null,11721,null,131513,null,6673,null,36291,null,3395,null,83137,null,4686,null,12085,null,1263,null,177762,null,7165,null,33720,null,3178,null,111701,null,4770,null,32341,null,2225,null,4036890,null,12458,null,2024901,null,7224,null,460522,null,3488,null,1327259,null,5120,null,237120,null,1589,null,2011989,null,7786,null,438748,null,3407,null,1281341,null,5291,null,291900,null,2444,null,0400000US27,Minnesota,27
1666369,null,2975,null,182253,null,11725,null,77002,null,6350,null,23178,null,3544,null,45804,null,3241,null,8020,null,1640,null,105251,null,6755,null,27513,null,3645,null,63473,null,4530,null,14265,null,1576,null,1484116,null,12231,null,737537,null,7310,null,171207,null,4567,null,466585,null,3380,null,99745,null,1996,null,746579,null,7018,null,156121,null,4331,null,458217,null,4485,null,132241,null,1835,null,0400000US28,Mississippi,28
4705874,null,4163,null,498222,null,16770,null,212861,null,9569,null,70297,null,5768,null,125703,null,6098,null,16861,null,2123,null,285361,null,9522,null,72575,null,4742,null,172583,null,6293,null,40203,null,2686,null,4207652,null,17409,null,2087047,null,10226,null,476581,null,5861,null,1338599,null,6544,null,271867,null,2295,null,2120605,null,10148,null,450325,null,5342,null,1327051,null,6577,null,343229,null,2603,null,0400000US29,Missouri,29
824789,null,946,null,98254,null,6454,null,45564,null,3509,null,14133,null,1698,null,27727,null,2657,null,3704,null,867,null,52690,null,4142,null,12106,null,1850,null,33165,null,2723,null,7419,null,1279,null,726535,null,6335,null,368617,null,3919,null,77792,null,2055,null,239504,null,3042,null,51321,null,928,null,357918,null,4056,null,72411,null,2069,null,227946,null,2644,null,57561,null,1444,null,0400000US30,Montana,30
1459190,null,1743,null,127841,null,6384,null,53692,null,3348,null,16890,null,1901,null,32242,null,2724,null,4560,null,858,null,74149,null,4785,null,16614,null,2099,null,45856,null,3230,null,11679,null,1165,null,1331349,null,6392,null,667068,null,3580,null,156493,null,1978,null,425623,null,2944,null,84952,null,1019,null,664281,null,4777,null,149011,null,2049,null,407772,null,3211,null,107498,null,1395,null,0400000US31,Nebraska,31
1466130,null,1906,null,111626,null,8776,null,47634,null,4547,null,13193,null,2453,null,30376,null,3562,null,4065,null,1140,null,63992,null,5699,null,14031,null,2426,null,42453,null,4038,null,7508,null,1298,null,1354504,null,9286,null,693487,null,5165,null,136525,null,2739,null,457031,null,3708,null,99931,null,1276,null,661017,null,5861,null,128415,null,2762,null,426607,null,4022,null,105995,null,1275,null,0400000US32,Nevada,32
1189191,null,2481,null,80387,null,7039,null,36692,null,3949,null,12075,null,2365,null,21021,null,2342,null,3596,null,897,null,43695,null,4314,null,9356,null,2022,null,28264,null,2837,null,6075,null,1235,null,1108804,null,7230,null,549062,null,4125,null,122985,null,2481,null,363518,null,2324,null,62559,null,1002,null,559742,null,4403,null,117871,null,2315,null,362494,null,2722,null,79377,null,1411,null,0400000US33,New Hampshire,33
5284112,null,5331,null,274306,null,13213,null,112606,null,7493,null,33420,null,4070,null,64424,null,4971,null,14762,null,2000,null,161700,null,8623,null,31222,null,3874,null,90401,null,5496,null,40077,null,3140,null,5009806,null,13794,null,2461556,null,8218,null,544812,null,4262,null,1581288,null,6080,null,335456,null,2640,null,2548250,null,8560,null,516493,null,4048,null,1576094,null,5733,null,455663,null,3717,null,0400000US34,New Jersey,34
815112,null,2305,null,88557,null,6588,null,37565,null,3046,null,10521,null,1696,null,23056,null,2305,null,3988,null,1024,null,50992,null,4920,null,8164,null,1609,null,34682,null,3774,null,8146,null,1420,null,726555,null,7066,null,362902,null,4099,null,68473,null,2499,null,232553,null,2873,null,61876,null,1170,null,363653,null,5154,null,59716,null,1925,null,230693,null,3992,null,73244,null,1595,null,0400000US35,New Mexico,35
11277792,null,9117,null,1002944,null,22319,null,439991,null,12259,null,137579,null,6372,null,254151,null,8260,null,48261,null,3003,null,562953,null,14975,null,129756,null,7324,null,326173,null,10367,null,107024,null,5027,null,10274848,null,22989,null,5058491,null,13814,null,1041563,null,6540,null,3300151,null,9651,null,716777,null,3421,null,5216357,null,14608,null,989867,null,7388,null,3287453,null,10660,null,939037,null,5276,null,0400000US36,New York,36
5950463,null,6435,null,573446,null,19245,null,238080,null,9126,null,72703,null,4904,null,146374,null,6692,null,19003,null,2032,null,335366,null,12937,null,70407,null,5421,null,212953,null,8872,null,52006,null,2945,null,5377017,null,22040,null,2646060,null,11014,null,587315,null,6314,null,1713156,null,8001,null,345589,null,2260,null,2730957,null,14526,null,556283,null,6568,null,1732504,null,9117,null,442170,null,3057,null,0400000US37,North Carolina,37
552160,null,845,null,54304,null,4126,null,22801,null,2220,null,5495,null,1026,null,14036,null,1850,null,3270,null,534,null,31503,null,2605,null,5319,null,1187,null,19338,null,1928,null,6846,null,860,null,497856,null,4195,null,254782,null,2463,null,55015,null,1128,null,166759,null,1956,null,33008,null,678,null,243074,null,2634,null,51882,null,1244,null,151483,null,1952,null,39709,null,920,null,0400000US38,North Dakota,38
9238036,null,5166,null,941176,null,23706,null,392666,null,12524,null,130996,null,7030,null,236470,null,8448,null,25200,null,2216,null,548510,null,14986,null,141466,null,6986,null,340543,null,10245,null,66501,null,3396,null,8296860,null,24532,null,4116689,null,12744,null,938304,null,7178,null,2652119,null,8246,null,526266,null,2951,null,4180171,null,15405,null,876473,null,7249,null,2612579,null,10044,null,691119,null,3905,null,0400000US39,Ohio,39
2515546,null,3342,null,315413,null,12980,null,130265,null,6719,null,42509,null,3251,null,78349,null,4551,null,9407,null,1354,null,185148,null,8555,null,46232,null,3765,null,114772,null,5427,null,24144,null,2127,null,2200133,null,13344,null,1099736,null,7170,null,242260,null,4010,null,699281,null,4545,null,158195,null,1535,null,1100397,null,8452,null,217930,null,4126,null,685024,null,5461,null,197443,null,2308,null,0400000US40,Oklahoma,40
2952916,null,2958,null,319737,null,14391,null,140021,null,7861,null,36907,null,3942,null,92256,null,5669,null,10858,null,1743,null,179716,null,8877,null,38298,null,3977,null,118147,null,5229,null,23271,null,2351,null,2633179,null,14589,null,1306774,null,8293,null,267278,null,3876,null,855293,null,6205,null,184203,null,2032,null,1326405,null,9225,null,253095,null,4185,null,850730,null,5251,null,222580,null,2603,null,0400000US41,Oregon,41
9840548,null,6119,null,829346,null,21994,null,344045,null,13197,null,103145,null,6164,null,207004,null,9495,null,33896,null,2394,null,485301,null,13200,null,102055,null,5667,null,298057,null,9439,null,85189,null,3701,null,9011202,null,22963,null,4448080,null,14098,null,943775,null,6528,null,2862236,null,9752,null,642069,null,3013,null,4563122,null,13394,null,891889,null,6278,null,2813423,null,9394,null,857810,null,3903,null,0400000US42,Pennsylvania,42
802680,null,2095,null,64432,null,6580,null,26913,null,3684,null,6337,null,1685,null,16845,null,2787,null,3731,null,955,null,37519,null,4127,null,7360,null,2198,null,23152,null,2519,null,7007,null,1206,null,738248,null,6418,null,360495,null,3795,null,73910,null,1730,null,238587,null,2957,null,47998,null,1319,null,377753,null,4332,null,69413,null,2140,null,240742,null,2874,null,67598,null,1400,null,0400000US44,Rhode Island,44
2798060,null,3064,null,269080,null,12053,null,112491,null,5915,null,33972,null,3000,null,68565,null,4440,null,9954,null,1509,null,156589,null,8174,null,35572,null,4281,null,96753,null,5405,null,24264,null,2083,null,2528980,null,11963,null,1254527,null,6248,null,273855,null,3000,null,804366,null,4790,null,176306,null,1682,null,1274453,null,8026,null,255983,null,4195,null,801683,null,5347,null,216787,null,2226,null,0400000US45,South Carolina,45
666023,null,1365,null,62041,null,4873,null,27980,null,2940,null,7737,null,1836,null,16837,null,1924,null,3406,null,587,null,34061,null,3005,null,7303,null,1376,null,18854,null,2035,null,7904,null,1005,null,603982,null,4842,null,304080,null,3541,null,70337,null,2101,null,192629,null,2273,null,41114,null,913,null,299902,null,2895,null,66809,null,1748,null,184341,null,2073,null,48752,null,1214,null,0400000US46,South Dakota,46
4640568,null,3842,null,576996,null,20442,null,246531,null,11328,null,81055,null,6209,null,144252,null,7647,null,21224,null,2083,null,330465,null,11597,null,83332,null,6009,null,200673,null,7576,null,46460,null,2921,null,4063572,null,21297,null,2017078,null,11877,null,432251,null,6699,null,1319973,null,7895,null,264854,null,2354,null,2046494,null,12169,null,410787,null,6505,null,1301569,null,7605,null,334138,null,3061,null,0400000US47,Tennessee,47
11117332,null,8765,null,938366,null,22611,null,385708,null,12133,null,108968,null,6932,null,243941,null,8745,null,32799,null,2688,null,552658,null,14830,null,116957,null,6706,null,355618,null,10873,null,80083,null,5090,null,10178966,null,22125,null,5068340,null,14188,null,1140056,null,7459,null,3277806,null,9784,null,650478,null,3174,null,5110626,null,14955,null,1069018,null,7495,null,3234883,null,10477,null,806725,null,5989,null,0400000US48,Texas,48
2144324,null,1869,null,168495,null,9962,null,74160,null,5166,null,24213,null,3242,null,45591,null,3507,null,4356,null,867,null,94335,null,6395,null,25738,null,3413,null,59909,null,4366,null,8688,null,1245,null,1975829,null,9864,null,999047,null,5418,null,298703,null,3402,null,609929,null,3600,null,90415,null,999,null,976782,null,6258,null,278905,null,3384,null,591575,null,4287,null,106302,null,1272,null,0400000US49,Utah,49
572664,null,1080,null,53896,null,5098,null,22936,null,2902,null,6849,null,1207,null,14610,null,2127,null,1477,null,449,null,30960,null,3077,null,6791,null,1445,null,19771,null,1959,null,4398,null,852,null,518768,null,5091,null,258796,null,2888,null,54169,null,1344,null,171256,null,2126,null,33371,null,517,null,259972,null,3210,null,51376,null,1495,null,168869,null,1982,null,39727,null,904,null,0400000US50,Vermont,50
5029610,null,5116,null,367267,null,15455,null,148761,null,7915,null,43454,null,3873,null,91663,null,5655,null,13644,null,1748,null,218506,null,9900,null,42655,null,4548,null,140107,null,6213,null,35744,null,2701,null,4662343,null,16263,null,2314559,null,9209,null,513607,null,4872,null,1515224,null,6327,null,285728,null,2228,null,2347784,null,10967,null,484448,null,5138,null,1505982,null,6270,null,357354,null,3491,null,0400000US51,Virginia,51
4816715,null,4332,null,438848,null,15647,null,190935,null,9569,null,49983,null,4553,null,127101,null,7209,null,13851,null,1568,null,247913,null,9028,null,54402,null,4319,null,162955,null,6174,null,30556,null,2357,null,4377867,null,15797,null,2190107,null,9670,null,467522,null,4796,null,1447542,null,7263,null,275043,null,1809,null,2187760,null,9484,null,433771,null,4753,null,1420972,null,6420,null,333017,null,2605,null,0400000US53,Washington,53
1657882,null,2380,null,270297,null,10891,null,120632,null,6126,null,40267,null,3065,null,72577,null,3977,null,7788,null,1178,null,149665,null,6897,null,34902,null,3406,null,96834,null,5229,null,17929,null,1715,null,1387585,null,10969,null,688107,null,6409,null,135765,null,3523,null,447925,null,4115,null,104417,null,1368,null,699478,null,6997,null,134666,null,3519,null,435566,null,5198,null,129246,null,1790,null,0400000US54,West Virginia,54
4661292,null,3079,null,387661,null,15071,null,166056,null,7252,null,47484,null,3507,null,101959,null,5525,null,16613,null,1542,null,221605,null,9237,null,46085,null,4627,null,141026,null,5755,null,34494,null,2571,null,4273631,null,15292,null,2145027,null,7576,null,468605,null,3734,null,1405275,null,5874,null,271147,null,1789,null,2128604,null,9843,null,442040,null,5106,null,1344562,null,5837,null,342002,null,2603,null,0400000US55,Wisconsin,55
446071,null,975,null,35006,null,4745,null,14127,null,2305,null,5524,null,1503,null,7737,null,1352,null,866,null,360,null,20879,null,3058,null,5045,null,1548,null,13722,null,1942,null,2112,null,637,null,411065,null,4847,null,211497,null,2608,null,47125,null,1833,null,139235,null,1619,null,25137,null,432,null,199568,null,3479,null,42833,null,2165,null,128311,null,1927,null,28424,null,724,null,0400000US56,Wyoming,56
41398,null,3798,null,15118,null,2228,null,7734,null,1755,null,1100,null,543,null,6112,null,1558,null,522,null,301,null,7384,null,1420,null,2213,null,781,null,4385,null,1027,null,786,null,435,null,26280,null,2860,null,14038,null,1905,null,2153,null,925,null,9286,null,1477,null,2599,null,721,null,12242,null,2012,null,1990,null,950,null,8705,null,1380,null,1547,null,661,null,0400000US72,Puerto Rico,72
