B99194_001E,B99194_001EA,B99194_002E,B99194_002EA,B99194_003E,B99194_003EA,B99194_004E,B99194_004EA,B99194_005E,B99194_005EA,B99194_006E,B99194_006EA,B99194_007E,B99194_007EA,B99194_008E,B99194_008EA,GEO_ID,NAME,state
571187,null,435201,null,8316,null,6154,null,4299,null,8849,null,14827,null,93541,null,0400000US01,Alabama,01
74076,null,61010,null,646,null,1761,null,781,null,1120,null,4499,null,4259,null,0400000US02,Alaska,02
759774,null,587132,null,8825,null,7794,null,7557,null,12689,null,19733,null,116044,null,0400000US04,Arizona,04
346621,null,266310,null,4673,null,6114,null,3378,null,6258,null,10039,null,49849,null,0400000US05,Arkansas,05
3869988,null,2965403,null,63174,null,53718,null,44829,null,76857,null,137183,null,528824,null,0400000US06,California,06
657480,null,526310,null,9343,null,7252,null,6490,null,9713,null,21144,null,77228,null,0400000US08,Colorado,08
435243,null,324608,null,6700,null,6480,null,5244,null,7947,null,13988,null,70276,null,0400000US09,Connecticut,09
104026,null,78956,null,1226,null,1185,null,925,null,2473,null,3653,null,15608,null,0400000US10,Delaware,10
142858,null,111603,null,1756,null,1919,null,1152,null,1281,null,3997,null,21150,null,0400000US11,District of Columbia,11
2462745,null,1827807,null,43045,null,28866,null,22049,null,46902,null,82180,null,411896,null,0400000US12,Florida,12
1088546,null,793722,null,16961,null,11230,null,6792,null,17397,null,31333,null,211111,null,0400000US13,Georgia,13
133062,null,99757,null,1438,null,1790,null,1885,null,3566,null,4651,null,19975,null,0400000US15,Hawaii,15
162991,null,131638,null,2303,null,1857,null,1169,null,3375,null,4654,null,17995,null,0400000US16,Idaho,16
1579492,null,1193561,null,25696,null,20701,null,14825,null,26250,null,50267,null,248192,null,0400000US17,Illinois,17
799875,null,618555,null,12429,null,10609,null,9392,null,13641,null,21059,null,114190,null,0400000US18,Indiana,18
420033,null,331841,null,6254,null,6573,null,4488,null,8969,null,13114,null,48794,null,0400000US19,Iowa,19
360699,null,290801,null,4586,null,5073,null,3656,null,6197,null,10601,null,39785,null,0400000US20,Kansas,20
541621,null,416875,null,9169,null,6739,null,4924,null,5833,null,12991,null,85090,null,0400000US21,Kentucky,21
517086,null,384743,null,6944,null,4977,null,4740,null,9416,null,15308,null,90958,null,0400000US22,Louisiana,22
188405,null,151634,null,2421,null,2571,null,2045,null,2996,null,7098,null,19640,null,0400000US23,Maine,23
690211,null,539271,null,12635,null,10540,null,7013,null,11027,null,18624,null,91101,null,0400000US24,Maryland,24
887935,null,641473,null,14094,null,13175,null,9889,null,20576,null,31358,null,157370,null,0400000US25,Massachusetts,25
1288326,null,991565,null,19900,null,17207,null,11306,null,19222,null,38335,null,190791,null,0400000US26,Michigan,26
709291,null,571914,null,10488,null,10000,null,6639,null,11932,null,20679,null,77639,null,0400000US27,Minnesota,27
326242,null,246367,null,4717,null,4292,null,3246,null,5192,null,10069,null,52359,null,0400000US28,Mississippi,28
775352,null,601178,null,10791,null,8543,null,8260,null,13178,null,21518,null,111884,null,0400000US29,Missouri,29
131227,null,106141,null,1927,null,1859,null,1602,null,2770,null,3507,null,13421,null,0400000US30,Montana,30
240225,null,192657,null,3283,null,2964,null,2945,null,4563,null,7987,null,25826,null,0400000US31,Nebraska,31
322347,null,249700,null,3785,null,2486,null,3973,null,4758,null,9800,null,47845,null,0400000US32,Nevada,32
159583,null,116706,null,2463,null,2893,null,2420,null,3712,null,7159,null,24230,null,0400000US33,New Hampshire,33
964586,null,719775,null,17103,null,12266,null,9016,null,15789,null,28653,null,161984,null,0400000US34,New Jersey,34
252304,null,203780,null,2989,null,2187,null,2193,null,2992,null,7160,null,31003,null,0400000US35,New Mexico,35
2505117,null,1855904,null,45447,null,40421,null,24978,null,40815,null,71304,null,426248,null,0400000US36,New York,36
1173981,null,906465,null,18400,null,13814,null,10661,null,20326,null,36061,null,168254,null,0400000US37,North Carolina,37
103596,null,79379,null,1039,null,1378,null,785,null,2690,null,3328,null,14997,null,0400000US38,North Dakota,38
1543692,null,1229511,null,22907,null,17775,null,11930,null,20901,null,40835,null,199833,null,0400000US39,Ohio,39
463554,null,362471,null,6143,null,5708,null,5119,null,8577,null,13699,null,61837,null,0400000US40,Oklahoma,40
531194,null,421991,null,6080,null,5406,null,5262,null,10597,null,17790,null,64068,null,0400000US41,Oregon,41
1675283,null,1271809,null,27304,null,24957,null,16105,null,27309,null,47985,null,259814,null,0400000US42,Pennsylvania,42
148597,null,108554,null,2794,null,3513,null,1214,null,3658,null,4634,null,24230,null,0400000US44,Rhode Island,44
550502,null,395768,null,8896,null,5395,null,4380,null,8490,null,14113,null,113460,null,0400000US45,South Carolina,45
107706,null,87807,null,1740,null,1223,null,1470,null,1297,null,3454,null,10715,null,0400000US46,South Dakota,46
801545,null,600435,null,11380,null,8250,null,7983,null,14104,null,23756,null,135637,null,0400000US47,Tennessee,47
2453199,null,1898657,null,34042,null,24448,null,18212,null,34840,null,61866,null,381134,null,0400000US48,Texas,48
205419,null,158999,null,3019,null,2991,null,2580,null,5654,null,8400,null,23776,null,0400000US49,Utah,49
88601,null,70181,null,1506,null,1038,null,1342,null,1515,null,3393,null,9626,null,0400000US50,Vermont,50
968030,null,729664,null,15897,null,13380,null,7513,null,18045,null,29638,null,153893,null,0400000US51,Virginia,51
881972,null,713011,null,10503,null,13141,null,9331,null,14451,null,27450,null,94085,null,0400000US53,Washington,53
242466,null,188719,null,3636,null,3482,null,2951,null,3925,null,4858,null,34895,null,0400000US54,West Virginia,54
779756,null,604681,null,11900,null,11463,null,6771,null,14401,null,22065,null,108475,null,0400000US55,Wisconsin,55
71070,null,57585,null,889,null,1107,null,1147,null,1174,null,2617,null,6551,null,0400000US56,Wyoming,56
306255,null,266625,null,5047,null,759,null,1332,null,2869,null,4806,null,24817,null,0400000US72,Puerto Rico,72
