C24080_001E,C24080_001EA,C24080_001M,C24080_001MA,C24080_002E,C24080_002EA,C24080_002M,C24080_002MA,C24080_003E,C24080_003EA,C24080_003M,C24080_003MA,C24080_004E,C24080_004EA,C24080_004M,C24080_004MA,C24080_005E,C24080_005EA,C24080_005M,C24080_005MA,C24080_006E,C24080_006EA,C24080_006M,C24080_006MA,C24080_007E,C24080_007EA,C24080_007M,C24080_007MA,C24080_008E,C24080_008EA,C24080_008M,C24080_008MA,C24080_009E,C24080_009EA,C24080_009M,C24080_009MA,C24080_010E,C24080_010EA,C24080_010M,C24080_010MA,C24080_011E,C24080_011EA,C24080_011M,C24080_011MA,C24080_012E,C24080_012EA,C24080_012M,C24080_012MA,C24080_013E,C24080_013EA,C24080_013M,C24080_013MA,C24080_014E,C24080_014EA,C24080_014M,C24080_014MA,C24080_015E,C24080_015EA,C24080_015M,C24080_015MA,C24080_016E,C24080_016EA,C24080_016M,C24080_016MA,C24080_017E,C24080_017EA,C24080_017M,C24080_017MA,C24080_018E,C24080_018EA,C24080_018M,C24080_018MA,C24080_019E,C24080_019EA,C24080_019M,C24080_019MA,GEO_ID,NAME,state
2027526,null,15894,null,1085534,null,10313,null,815846,null,11156,null,767109,null,11215,null,48737,null,3309,null,43198,null,3396,null,59044,null,4026,null,44095,null,3406,null,36144,null,3130,null,87207,null,4558,null,941992,null,10575,null,640336,null,9769,null,622068,null,9514,null,18268,null,2143,null,78083,null,4276,null,84926,null,3936,null,69261,null,4069,null,26430,null,2348,null,42956,null,3398,null,0400000US01,Alabama,01
329656,null,4555,null,179067,null,3460,null,112369,null,4252,null,106845,null,4128,null,5524,null,1017,null,10038,null,1492,null,11879,null,1562,null,13224,null,1712,null,14021,null,1666,null,17536,null,2471,null,150589,null,2811,null,78289,null,3032,null,74743,null,3139,null,3546,null,957,null,20607,null,2255,null,17028,null,1371,null,15598,null,1369,null,8708,null,1388,null,10359,null,1358,null,0400000US02,Alaska,02
2839644,null,16988,null,1569091,null,11136,null,1215984,null,14039,null,1135032,null,13777,null,80952,null,4622,null,58114,null,4209,null,91396,null,4967,null,50268,null,3350,null,44015,null,3566,null,109314,null,5489,null,1270553,null,11227,null,882769,null,13233,null,847440,null,13667,null,35329,null,2771,null,95089,null,5231,null,121555,null,5953,null,69974,null,3918,null,28826,null,2949,null,72340,null,4277,null,0400000US04,Arizona,04
1239386,null,11161,null,657316,null,7467,null,485174,null,8025,null,449102,null,8206,null,36072,null,2897,null,30008,null,2521,null,32140,null,3083,null,32782,null,2869,null,15156,null,1939,null,62056,null,3965,null,582070,null,7891,null,380383,null,9096,null,367439,null,9074,null,12944,null,1475,null,52451,null,3749,null,50478,null,3225,null,53075,null,3359,null,14766,null,2083,null,30917,null,2637,null,0400000US05,Arkansas,05
16859688,null,43115,null,9308488,null,26995,null,6962279,null,31454,null,6573484,null,29613,null,388795,null,9363,null,377126,null,11096,null,559406,null,13255,null,272773,null,7878,null,205414,null,7396,null,931490,null,15587,null,7551200,null,30949,null,4986059,null,33498,null,4825783,null,33150,null,160276,null,6153,null,610644,null,12743,null,849181,null,15392,null,357789,null,10109,null,139818,null,5808,null,607709,null,12877,null,0400000US06,California,06
2489006,null,13500,null,1366909,null,9269,null,1036452,null,10262,null,940173,null,10381,null,96279,null,5118,null,61903,null,3835,null,76760,null,3483,null,40412,null,3256,null,39408,null,3293,null,111974,null,5729,null,1122097,null,9166,null,749024,null,9784,null,709799,null,9681,null,39225,null,3626,null,106193,null,5108,null,103201,null,5092,null,53436,null,3853,null,30270,null,2535,null,79973,null,4195,null,0400000US08,Colorado,08
1768338,null,11166,null,924994,null,7014,null,695530,null,9431,null,645144,null,9866,null,50386,null,3469,null,54098,null,3796,null,47683,null,3538,null,31774,null,2889,null,15264,null,1821,null,80645,null,4502,null,843344,null,7862,null,562519,null,9701,null,547209,null,9754,null,15310,null,1735,null,109525,null,5369,null,82113,null,4133,null,37916,null,3176,null,8520,null,1342,null,42751,null,3312,null,0400000US09,Connecticut,09
415811,null,6618,null,215380,null,4079,null,163527,null,4236,null,152017,null,4447,null,11510,null,1655,null,12886,null,1951,null,8459,null,1241,null,12091,null,1707,null,6256,null,1268,null,12161,null,1792,null,200431,null,4187,null,136986,null,4446,null,132876,null,4433,null,4110,null,900,null,23681,null,2474,null,9945,null,1478,null,17326,null,1899,null,4070,null,992,null,8423,null,1269,null,0400000US10,Delaware,10
292422,null,4956,null,140232,null,3512,null,83625,null,3671,null,77654,null,3670,null,5971,null,1388,null,17988,null,2269,null,4642,null,897,null,3277,null,870,null,22864,null,2244,null,7836,null,1333,null,152190,null,4239,null,71864,null,4152,null,68870,null,4163,null,2994,null,810,null,31082,null,2763,null,10374,null,1759,null,4018,null,990,null,28126,null,2626,null,6726,null,1355,null,0400000US11,District of Columbia,11
8374639,null,30813,null,4452878,null,19305,null,3509674,null,19823,null,3116140,null,20775,null,393534,null,9141,null,155268,null,6578,null,267093,null,9418,null,107993,null,5545,null,106245,null,5202,null,306605,null,8198,null,3921761,null,22768,null,2807961,null,22161,null,2656940,null,22630,null,151021,null,5891,null,299294,null,8108,null,393259,null,10012,null,143365,null,5964,null,71015,null,5078,null,206867,null,8755,null,0400000US12,Florida,12
